,PDB code,EC number,Class,Subclass,Subsubclass
669,1i9l,E.C.4.2.1.1,4,2,1
670,1i9m,E.C.4.2.1.1,4,2,1
671,1i9n,E.C.4.2.1.1,4,2,1
672,1i9o,E.C.4.2.1.1,4,2,1
673,1i9p,E.C.4.2.1.1,4,2,1
674,1i9q,E.C.4.2.1.1,4,2,1
683,1if7,E.C.4.2.1.1,4,2,1
684,1if8,E.C.4.2.1.1,4,2,1
734,1jd0,E.C.4.2.1.1,4,2,1
833,1kwq,E.C.4.2.1.1,4,2,1
834,1kwr,E.C.4.2.1.1,4,2,1
844,1l6s,E.C.4.2.1.24,4,2,1
845,1l6y,E.C.4.2.1.24,4,2,1
1166,1okl,E.C.4.2.1.1,4,2,1
1183,1oq5,E.C.4.2.1.1,4,2,1
1229,1pdz,E.C.4.2.1.11,4,2,1
1479,1std,E.C.4.2.1.94,4,2,1
1518,1tjp,E.C.4.2.1.20,4,2,1
1554,1ttm,E.C.4.2.1.1,4,2,1
1584,1ugp,E.C.4.2.1.84,4,2,1
1638,1v1j,E.C.4.2.1.10,4,2,1
1703,1w31,E.C.4.2.1.24,4,2,1
1824,1xpz,E.C.4.2.1.1,4,2,1
1825,1xq0,E.C.4.2.1.1,4,2,1
1864,1yda,E.C.4.2.1.1,4,2,1
1865,1ydb,E.C.4.2.1.1,4,2,1
1866,1ydd,E.C.4.2.1.1,4,2,1
1879,1ylv,E.C.4.2.1.24,4,2,1
1905,1yxd,E.C.4.2.1.52,4,2,1
1932,1z9y,E.C.4.2.1.1,4,2,1
1940,1ze8,E.C.4.2.1.1,4,2,1
1941,1zfk,E.C.4.2.1.1,4,2,1
1942,1zfq,E.C.4.2.1.1,4,2,1
1944,1zge,E.C.4.2.1.1,4,2,1
1963,1zsb,E.C.4.2.1.1,4,2,1
1999,6s43,E.C.4.2.1.2,4,2,1
2051,2aw1,E.C.4.2.1.1,4,2,1
2156,2c4v,E.C.4.2.1.10,4,2,1
2157,2c4w,E.C.4.2.1.10,4,2,1
2158,2c57,E.C.4.2.1.10,4,2,1
2211,2cle,E.C.4.2.1.20,4,2,1
2212,2clf,E.C.4.2.1.20,4,2,1
2213,2clh,E.C.4.2.1.20,4,2,1
2214,2cli,E.C.4.2.1.20,4,2,1
2215,2clk,E.C.4.2.1.20,4,2,1
2216,2cll,E.C.4.2.1.20,4,2,1
2217,2clm,E.C.4.2.1.20,4,2,1
2218,2clo,E.C.4.2.1.20,4,2,1
2251,2dw7,E.C.4.2.1.81,4,2,1
2298,2ez7,E.C.4.2.1.1,4,2,1
2301,2f14,E.C.4.2.1.1,4,2,1
2354,2fou,E.C.4.2.1.1,4,2,1
2355,2fov,E.C.4.2.1.1,4,2,1
2356,2foy,E.C.4.2.1.1,4,2,1
2410,2gd8,E.C.4.2.1.1,4,2,1
2429,2glm,E.C.4.2.1.-,4,2,1
2430,2glp,E.C.4.2.1.-,4,2,1
2461,2h15,E.C.4.2.1.1,4,2,1
2474,2h4n,E.C.4.2.1.1,4,2,1
2496,2hd6,E.C.4.2.1.1,4,2,1
2509,2hkf,E.C.4.2.1.1,4,2,1
2510,2hl4,E.C.4.2.1.1,4,2,1
2512,2hnc,E.C.4.2.1.1,4,2,1
2515,2hoc,E.C.4.2.1.1,4,2,1
2593,2it4,E.C.4.2.1.1,4,2,1
2705,2nmx,E.C.4.2.1.1,4,2,1
2708,2nn1,E.C.4.2.1.1,4,2,1
2709,2nn7,E.C.4.2.1.1,4,2,1
2710,2nng,E.C.4.2.1.1,4,2,1
2712,2nno,E.C.4.2.1.1,4,2,1
2714,2nns,E.C.4.2.1.1,4,2,1
2715,2nnv,E.C.4.2.1.1,4,2,1
2739,2o4z,E.C.4.2.1.1,4,2,1
2808,2osf,E.C.4.2.1.1,4,2,1
2809,2osm,E.C.4.2.1.1,4,2,1
2889,2pou,E.C.4.2.1.1,4,2,1
2890,2pov,E.C.4.2.1.1,4,2,1
2891,2pow,E.C.4.2.1.1,4,2,1
2901,2ptz,E.C.4.2.1.11,4,2,1
2902,2pu0,E.C.4.2.1.11,4,2,1
2903,2pu1,E.C.4.2.1.11,4,2,1
2923,2q1q,E.C.4.2.1.1,4,2,1
2925,2q38,E.C.4.2.1.1,4,2,1
2988,2qo8,E.C.4.2.1.1,4,2,1
2989,2qoa,E.C.4.2.1.1,4,2,1
2992,2qp6,E.C.4.2.1.1,4,2,1
3080,2std,E.C.4.2.1.94,4,2,1
3274,2wd3,E.C.4.2.1.1,4,2,1
3280,2weg,E.C.4.2.1.1,4,2,1
3281,2weh,E.C.4.2.1.1,4,2,1
3283,2wej,E.C.4.2.1.1,4,2,1
3284,2weo,E.C.4.2.1.1,4,2,1
3325,2woq,E.C.4.2.1.24,4,2,1
3385,2x7s,E.C.4.2.1.1,4,2,1
3386,2x7t,E.C.4.2.1.1,4,2,1
3387,2x7u,E.C.4.2.1.1,4,2,1
3402,2xb8,E.C.4.2.1.10,4,2,1
3403,2xb9,E.C.4.2.1.10,4,2,1
3416,2xd9,E.C.4.2.1.10,4,2,1
3417,2xda,E.C.4.2.1.10,4,2,1
3539,2y71,E.C.4.2.1.10,4,2,1
3540,2y76,E.C.4.2.1.10,4,2,1
3541,2y77,E.C.4.2.1.10,4,2,1
3769,3az8,E.C.4.2.1,4,2,1
3770,3az9,E.C.4.2.1,4,2,1
3771,3aza,E.C.4.2.1,4,2,1
3772,3azb,E.C.4.2.1,4,2,1
3782,3b4f,E.C.4.2.1.1,4,2,1
3787,3b7j,E.C.4.2.1.-,4,2,1
3810,3bet,E.C.4.2.1.1,4,2,1
3825,3bl0,E.C.4.2.1.1,4,2,1
3826,3bl1,E.C.4.2.1.1,4,2,1
3883,3c7p,E.C.4.2.1.1,4,2,1
3891,3caj,E.C.4.2.1.1,4,2,1
3909,3cf8,E.C.4.2.1.-,4,2,1
3910,3cf9,E.C.4.2.1.-,4,2,1
3959,3cyu,E.C.4.2.1.1,4,2,1
3962,3czv,E.C.4.2.1.1,4,2,1
3963,3d04,E.C.4.2.1.-,4,2,1
4002,3d8w,E.C.4.2.1.1,4,2,1
4008,3d9z,E.C.4.2.1.1,4,2,1
4011,3daz,E.C.4.2.1.1,4,2,1
4017,3dbu,E.C.4.2.1.1,4,2,1
4019,3dc3,E.C.4.2.1.1,4,2,1
4020,3dcc,E.C.4.2.1.1,4,2,1
4022,3dcs,E.C.4.2.1.1,4,2,1
4025,3dcw,E.C.4.2.1.1,4,2,1
4026,3dd0,E.C.4.2.1.1,4,2,1
4027,3dd8,E.C.4.2.1.1,4,2,1
4059,3doy,E.C.4.2.1.-,4,2,1
4060,3doz,E.C.4.2.1.-,4,2,1
4061,3dp0,E.C.4.2.1.-,4,2,1
4062,3dp1,E.C.4.2.1.-,4,2,1
4063,3dp2,E.C.4.2.1.-,4,2,1
4064,3dp3,E.C.4.2.1.-,4,2,1
4134,3ed0,E.C.4.2.1.-,4,2,1
4140,3eft,E.C.4.2.1.1,4,2,1
4238,3f7b,E.C.4.2.1.1,4,2,1
4239,3f7u,E.C.4.2.1.1,4,2,1
4245,3f8e,E.C.4.2.1.1,4,2,1
4267,3ffp,E.C.4.2.1.1,4,2,1
4328,3fw3,E.C.4.2.1.1,4,2,1
4517,3hkn,E.C.4.2.1.1,4,2,1
4518,3hkq,E.C.4.2.1.1,4,2,1
4519,3hkt,E.C.4.2.1.1,4,2,1
4520,3hku,E.C.4.2.1.1,4,2,1
4546,3hs4,E.C.4.2.1.1,4,2,1
4605,3ibi,E.C.4.2.1.1,4,2,1
4606,3ibl,E.C.4.2.1.1,4,2,1
4607,3ibn,E.C.4.2.1.1,4,2,1
4608,3ibu,E.C.4.2.1.1,4,2,1
4612,3ieo,E.C.4.2.1.1,4,2,1
4620,3igp,E.C.4.2.1.1,4,2,1
4717,3k2f,E.C.4.2.1.1,4,2,1
4778,3kig,E.C.4.2.1.1,4,2,1
4826,3kwa,E.C.4.2.1.1,4,2,1
4910,3lm1,E.C.4.2.1.1,4,2,1
4938,3lxe,E.C.4.2.1.1,4,2,1
4950,3m1k,E.C.4.2.1.1,4,2,1
4960,3m3x,E.C.4.2.1.1,4,2,1
4961,3m40,E.C.4.2.1.1,4,2,1
4970,3m5e,E.C.4.2.1.1,4,2,1
4971,3m67,E.C.4.2.1.1,4,2,1
4977,3m96,E.C.4.2.1.1,4,2,1
4986,3mdz,E.C.4.2.1.1,4,2,1
4995,3mhc,E.C.4.2.1.1,4,2,1
4996,3mhi,E.C.4.2.1.1,4,2,1
4997,3mhl,E.C.4.2.1.1,4,2,1
4998,3mhm,E.C.4.2.1.1,4,2,1
4999,3mho,E.C.4.2.1.1,4,2,1
5011,3ml2,E.C.4.2.1.1,4,2,1
5012,3ml5,E.C.4.2.1.1,4,2,1
5015,3mmf,E.C.4.2.1.1,4,2,1
5017,3mna,E.C.4.2.1.1,4,2,1
5018,3mnu,E.C.4.2.1.1,4,2,1
5065,3myq,E.C.4.2.1.1,4,2,1
5068,3mzc,E.C.4.2.1.1,4,2,1
5070,3n0n,E.C.4.2.1.1,4,2,1
5076,3n2p,E.C.4.2.1.1,4,2,1
5080,3n3j,E.C.4.2.1.1,4,2,1
5085,3n4b,E.C.4.2.1.1,4,2,1
5096,3n76,E.C.4.2.1.10,4,2,1
5097,3n7a,E.C.4.2.1.10,4,2,1
5099,3n86,E.C.4.2.1.10,4,2,1
5100,3n87,E.C.4.2.1.10,4,2,1
5101,3n8k,E.C.4.2.1.10,4,2,1
5102,3n8n,E.C.4.2.1.10,4,2,1
5108,3nb5,E.C.4.2.1.1,4,2,1
5121,3ni5,E.C.4.2.1.1,4,2,1
5225,3oik,E.C.4.2.1.1,4,2,1
5226,3oil,E.C.4.2.1.1,4,2,1
5227,3oim,E.C.4.2.1.1,4,2,1
5233,3oku,E.C.4.2.1.1,4,2,1
5234,3okv,E.C.4.2.1.1,4,2,1
5267,3oy0,E.C.4.2.1.1,4,2,1
5271,3oyq,E.C.4.2.1.1,4,2,1
5272,3oys,E.C.4.2.1.1,4,2,1
5284,3p3h,E.C.4.2.1.1,4,2,1
5285,3p3j,E.C.4.2.1.1,4,2,1
5286,3p44,E.C.4.2.1.1,4,2,1
5289,3p4v,E.C.4.2.1.1,4,2,1
5290,3p55,E.C.4.2.1.1,4,2,1
5291,3p58,E.C.4.2.1.1,4,2,1
5293,3p5l,E.C.4.2.1.1,4,2,1
5351,3po6,E.C.4.2.1.1,4,2,1
5513,3r16,E.C.4.2.1.1,4,2,1
5514,3r17,E.C.4.2.1.1,4,2,1
5553,3rj7,E.C.4.2.1.1,4,2,1
5614,3ryj,E.C.4.2.1.1,4,2,1
5615,3ryv,E.C.4.2.1.1,4,2,1
5616,3ryx,E.C.4.2.1.1,4,2,1
5617,3ryy,E.C.4.2.1.1,4,2,1
5618,3ryz,E.C.4.2.1.1,4,2,1
5619,3rz0,E.C.4.2.1.1,4,2,1
5620,3rz1,E.C.4.2.1.1,4,2,1
5622,3rz5,E.C.4.2.1.1,4,2,1
5623,3rz7,E.C.4.2.1.1,4,2,1
5624,3rz8,E.C.4.2.1.1,4,2,1
5655,3s71,E.C.4.2.1.1,4,2,1
5656,3s72,E.C.4.2.1.1,4,2,1
5657,3s73,E.C.4.2.1.1,4,2,1
5658,3s74,E.C.4.2.1.1,4,2,1
5659,3s75,E.C.4.2.1.1,4,2,1
5660,3s76,E.C.4.2.1.1,4,2,1
5661,3s77,E.C.4.2.1.1,4,2,1
5662,3s78,E.C.4.2.1.1,4,2,1
5668,3s8x,E.C.4.2.1.1,4,2,1
5670,3s9t,E.C.4.2.1.1,4,2,1
5674,3sap,E.C.4.2.1.1,4,2,1
5675,3sax,E.C.4.2.1.1,4,2,1
5678,3sbh,E.C.4.2.1.1,4,2,1
5679,3sbi,E.C.4.2.1.1,4,2,1
5736,3std,E.C.4.2.1.94,4,2,1
5785,3t5u,E.C.4.2.1.1,4,2,1
5793,3t82,E.C.4.2.1.1,4,2,1
5794,3t83,E.C.4.2.1.1,4,2,1
5795,3t84,E.C.4.2.1.1,4,2,1
5796,3t85,E.C.4.2.1.1,4,2,1
5908,3ucj,E.C.4.2.1.1,4,2,1
5990,3v5g,E.C.4.2.1.1,4,2,1
6000,3v7x,E.C.4.2.1.1,4,2,1
6010,3vbd,E.C.4.2.1.1,4,2,1
6194,3znc,E.C.4.2.1.1,4,2,1
6201,3zp9,E.C.4.2.1.1,4,2,1
6392,4b6o,E.C.4.2.1.10,4,2,1
6393,4b6p,E.C.4.2.1.10,4,2,1
6394,4b6q,E.C.4.2.1.10,4,2,1
6395,4b6r,E.C.4.2.1.10,4,2,1
6396,4b6s,E.C.4.2.1.10,4,2,1
6435,4bcw,E.C.4.2.1.1,4,2,1
6450,4bf1,E.C.4.2.1.1,4,2,1
6451,4bf6,E.C.4.2.1.1,4,2,1
6593,4civ,E.C.4.2.1.10,4,2,1
6594,4ciw,E.C.4.2.1.10,4,2,1
6595,4cix,E.C.4.2.1.10,4,2,1
6596,4ciy,E.C.4.2.1.10,4,2,1
6607,4cl6,E.C.4.2.1.59,4,2,1
6627,4cq0,E.C.4.2.1.1,4,2,1
6761,4e3d,E.C.4.2.1.1,4,2,1
6762,4e3f,E.C.4.2.1.1,4,2,1
6763,4e3g,E.C.4.2.1.1,4,2,1
6764,4e3h,E.C.4.2.1.1,4,2,1
6772,4e49,E.C.4.2.1.1,4,2,1
6773,4e4a,E.C.4.2.1.1,4,2,1
6970,4g0c,E.C.4.2.1.1,4,2,1
7058,4gui,E.C.4.2.1.10,4,2,1
7059,4guj,E.C.4.2.1.10,4,2,1
7146,4ht0,E.C.4.2.1.1,4,2,1
7147,4ht2,E.C.4.2.1.1,4,2,1
7150,4hu1,E.C.4.2.1.1,4,2,1
7285,4itp,E.C.4.2.1.1,4,2,1
7290,4iuo,E.C.4.2.1.10,4,2,1
7299,4iwz,E.C.4.2.1.1,4,2,1
7414,4jsa,E.C.4.2.1.1,4,2,1
7417,4jss,E.C.4.2.1.1,4,2,1
7418,4jsz,E.C.4.2.1.1,4,2,1
7502,4kij,E.C.4.2.1.10,4,2,1
7507,4kiu,E.C.4.2.1.10,4,2,1
7508,4kiw,E.C.4.2.1.10,4,2,1
7520,4kni,E.C.4.2.1.1,4,2,1
7521,4knj,E.C.4.2.1.1,4,2,1
7522,4knm,E.C.4.2.1.1,4,2,1
7523,4knn,E.C.4.2.1.1,4,2,1
7531,4kp5,E.C.4.2.1.1,4,2,1
7533,4kp8,E.C.4.2.1.1,4,2,1
7656,4lp6,E.C.4.2.1.1,4,2,1
7659,4lpf,E.C.4.2.1.19,4,2,1
7690,4m2r,E.C.4.2.1.1,4,2,1
7691,4m2u,E.C.4.2.1.1,4,2,1
7692,4m2v,E.C.4.2.1.1,4,2,1
7693,4m2w,E.C.4.2.1.1,4,2,1
7760,4mlt,E.C.4.2.1.1,4,2,1
7761,4mlx,E.C.4.2.1.1,4,2,1
7768,4mo8,E.C.4.2.1.1,4,2,1
7946,4ob0,E.C.4.2.1.84,4,2,1
7947,4ob1,E.C.4.2.1.84,4,2,1
7948,4ob2,E.C.4.2.1.84,4,2,1
8139,4pyx,E.C.4.2.1.1,4,2,1
8140,4pyy,E.C.4.2.1.1,4,2,1
8142,4pzh,E.C.4.2.1.1,4,2,1
8146,4q06,E.C.4.2.1.1,4,2,1
8147,4q07,E.C.4.2.1.1,4,2,1
8148,4q08,E.C.4.2.1.1,4,2,1
8149,4q09,E.C.4.2.1.1,4,2,1
8150,4q0l,E.C.4.2.1.1,4,2,1
8178,4q6d,E.C.4.2.1.1,4,2,1
8179,4q6e,E.C.4.2.1.1,4,2,1
8182,4q7p,E.C.4.2.1.1,4,2,1
8183,4q7s,E.C.4.2.1.1,4,2,1
8184,4q7v,E.C.4.2.1.1,4,2,1
8185,4q7w,E.C.4.2.1.1,4,2,1
8186,4q81,E.C.4.2.1.1,4,2,1
8187,4q83,E.C.4.2.1.1,4,2,1
8188,4q87,E.C.4.2.1.1,4,2,1
8189,4q8x,E.C.4.2.1.1,4,2,1
8190,4q8y,E.C.4.2.1.1,4,2,1
8191,4q90,E.C.4.2.1.1,4,2,1
8193,4q99,E.C.4.2.1.1,4,2,1
8197,4q9y,E.C.4.2.1.1,4,2,1
8221,4qiy,E.C.4.2.1.1,4,2,1
8222,4qiz,E.C.4.2.1.1,4,2,1
8223,4qj0,E.C.4.2.1.1,4,2,1
8224,4qjm,E.C.4.2.1.1,4,2,1
8225,4qjo,E.C.4.2.1.1,4,2,1
8226,4qjp,E.C.4.2.1.1,4,2,1
8227,4qjw,E.C.4.2.1.1,4,2,1
8228,4qjx,E.C.4.2.1.1,4,2,1
8285,4qtl,E.C.4.2.1.1,4,2,1
8314,4qy3,E.C.4.2.1.1,4,2,1
8338,4r59,E.C.4.2.1.1,4,2,1
8339,4r5a,E.C.4.2.1.1,4,2,1
8340,4r5b,E.C.4.2.1.1,4,2,1
8370,4rfc,E.C.4.2.1.1,4,2,1
8371,4rfd,E.C.4.2.1.1,4,2,1
8382,4riu,E.C.4.2.1.1,4,2,1
8383,4riv,E.C.4.2.1.1,4,2,1
8394,4rlt,E.C.4.2.1.59,4,2,1
8395,4rlu,E.C.4.2.1.59,4,2,1
8396,4rlw,E.C.4.2.1.59,4,2,1
8400,4rn4,E.C.4.2.1.1,4,2,1
8423,4rux,E.C.4.2.1.1,4,2,1
8424,4ruy,E.C.4.2.1.1,4,2,1
8425,4ruz,E.C.4.2.1.1,4,2,1
8446,4std,E.C.4.2.1.94,4,2,1
8699,4wr7,E.C.4.2.1.1,4,2,1
8707,4wup,E.C.4.2.1.1,4,2,1
8712,4ww6,E.C.4.2.1.1,4,2,1
8713,4ww8,E.C.4.2.1.1,4,2,1
8785,4xe1,E.C.4.2.1.1,4,2,1
8959,4yx4,E.C.4.2.1.1,4,2,1
8961,4yxi,E.C.4.2.1.1,4,2,1
8962,4yxo,E.C.4.2.1.1,4,2,1
8963,4yxu,E.C.4.2.1.1,4,2,1
8966,4yyt,E.C.4.2.1.1,4,2,1
8975,4z0q,E.C.4.2.1.1,4,2,1
8978,4z1e,E.C.4.2.1.1,4,2,1
8979,4z1j,E.C.4.2.1.1,4,2,1
8980,4z1k,E.C.4.2.1.1,4,2,1
8981,4z1n,E.C.4.2.1.1,4,2,1
9001,4za0,E.C.4.2.1.11,4,2,1
9007,4zcw,E.C.4.2.1.11,4,2,1
9068,4zwx,E.C.4.2.1.1,4,2,1
9069,4zwy,E.C.4.2.1.1 ,4,2,1
9070,4zwz,E.C.4.2.1.1,4,2,1
9071,4zx0,E.C.4.2.1.1,4,2,1
9072,4zx1,E.C.4.2.1.1,4,2,1
9122,5a6h,E.C.4.2.1.1,4,2,1
9237,5amd,E.C.4.2.1.1,4,2,1
9238,5amg,E.C.4.2.1.1,4,2,1
9239,5aml,E.C.4.2.1.1,4,2,1
9313,5byi,E.C.4.2.1.1,4,2,1
9361,5cjf,E.C.4.2.1.1,4,2,1
9459,5dtw,E.C.4.2.1.17,4,2,1
9460,5du4,E.C.4.2.1.17,4,2,1
9461,5du6,E.C.4.2.1.17,4,2,1
9462,5du8,E.C.4.2.1.17,4,2,1
9463,5duc,E.C.4.2.1.17,4,2,1
9464,5duf,E.C.4.2.1.17,4,2,1
9483,5e28,E.C.4.2.1.1 ,4,2,1
9484,5e2k,E.C.4.2.1.1 ,4,2,1
9489,5e2r,E.C.4.2.1.1,4,2,1
9490,5e2s,E.C.4.2.1.1 ,4,2,1
9524,5eh5,E.C.4.2.1.1,4,2,1
9525,5eh7,E.C.4.2.1.1,4,2,1
9526,5eh8,E.C.4.2.1.1,4,2,1
9532,5ehv,E.C.4.2.1.1,4,2,1
9533,5ehw,E.C.4.2.1.1,4,2,1
9539,5ekh,E.C.4.2.1.1 ,4,2,1
9540,5ekj,E.C.4.2.1.1 ,4,2,1
9541,5ekm,E.C.4.2.1.1 ,4,2,1
9545,5el9,E.C.4.2.1.19,4,2,1
9546,5elw,E.C.4.2.1.19,4,2,1
9625,5f91,E.C.4.2.1.2,4,2,1
9643,5fdc,E.C.4.2.1.1,4,2,1
9644,5fdi,E.C.4.2.1.1,4,2,1
9659,5fl4,E.C.4.2.1.1,4,2,1
9660,5fl5,E.C.4.2.1.1,4,2,1
9661,5fl6,E.C.4.2.1.1,4,2,1
9662,5flo,E.C.4.2.1.1,4,2,1
9663,5flp,E.C.4.2.1.1,4,2,1
9664,5flq,E.C.4.2.1.1,4,2,1
9665,5fls,E.C.4.2.1.1,4,2,1
9666,5flt,E.C.4.2.1.1,4,2,1
9667,5fng,E.C.4.2.1.1,4,2,1
9668,5fni,E.C.4.2.1.1,4,2,1
9669,5fnj,E.C.4.2.1.1,4,2,1
9692,5fus,E.C.4.2.1.17,4,2,1
9880,5j8z,E.C.4.2.1.1 ,4,2,1
10034,5llo,E.C.4.2.1.1,4,2,1
10035,5llp,E.C.4.2.1.1,4,2,1
10110,5mjn,E.C.4.2.1.1,4,2,1
10146,5msb,E.C.4.2.1.1,4,2,1
10158,5n0d,E.C.4.2.1.1,4,2,1
10159,5n0e,E.C.4.2.1.1,4,2,1
10161,5n1r,E.C.4.2.1.1,4,2,1
10162,5n1s,E.C.4.2.1.1,4,2,1
10164,5n25,E.C.4.2.1.1,4,2,1
10202,5nea,E.C.4.2.1.1,4,2,1
10203,5nee,E.C.4.2.1.1,4,2,1
10269,5nxg,E.C.4.2.1.1,4,2,1
10270,5nxi,E.C.4.2.1.1,4,2,1
10271,5nxo,E.C.4.2.1.1,4,2,1
10272,5nxp,E.C.4.2.1.1,4,2,1
10273,5nxv,E.C.4.2.1.1,4,2,1
10274,5nxw,E.C.4.2.1.1,4,2,1
10275,5ny1,E.C.4.2.1.1,4,2,1
10276,5ny3,E.C.4.2.1.1,4,2,1
10277,5ny6,E.C.4.2.1.1,4,2,1
10278,5nya,E.C.4.2.1.1,4,2,1
10287,5o07,E.C.4.2.1.1,4,2,1
10450,5std,E.C.4.2.1.94,4,2,1
10457,5sz0,E.C.4.2.1.1,4,2,1
10458,5sz1,E.C.4.2.1.1 ,4,2,1
10459,5sz2,E.C.4.2.1.1 ,4,2,1
10460,5sz3,E.C.4.2.1.1 ,4,2,1
10461,5sz4,E.C.4.2.1.1 ,4,2,1
10462,5sz5,E.C.4.2.1.1,4,2,1
10463,5sz6,E.C.4.2.1.1 ,4,2,1
10464,5sz7,E.C.4.2.1.1 ,4,2,1
10566,5wg7,E.C.4.2.1.1,4,2,1
10568,5wgp,E.C.4.2.1.1,4,2,1
10573,5wlt,E.C.4.2.1.1,4,2,1
10574,5wlv,E.C.4.2.1.1,4,2,1
10576,5yas,E.C.4.2.1.39,4,2,1
10579,6am8,E.C.4.2.1.20,4,2,1
10580,6ami,E.C.4.2.1.20,4,2,1
10632,6c7w,E.C.4.2.1.1,4,2,1
10633,6c7x,E.C.4.2.1.1,4,2,1
10652,6ceh,E.C.4.2.1.1,4,2,1
10667,6cjv,E.C.4.2.1.1,4,2,1
10695,6d1l,E.C.4.2.1.1,4,2,1
10696,6d1m,E.C.4.2.1.1,4,2,1
10697,6d2o,E.C.4.2.1.1,4,2,1
10735,6ebe,E.C.4.2.1.1,4,2,1
10736,6ecz,E.C.4.2.1.1,4,2,1
10738,6eda,E.C.4.2.1.1,4,2,1
10739,6eea,E.C.4.2.1.1,4,2,1
10740,6eeh,E.C.4.2.1.1,4,2,1
10741,6eeo,E.C.4.2.1.1,4,2,1
10768,6evr,E.C.4.2.1.1,4,2,1
10770,6ex1,E.C.4.2.1.1,4,2,1
10805,6std,E.C.4.2.1.94,4,2,1
10814,7std,E.C.4.2.1.94,4,2,1
10876,6ql3,E.C.4.2.1.1,4,2,1
10877,6ql2,E.C.4.2.1.1,4,2,1
10878,6ql1,E.C.4.2.1.1,4,2,1
10887,6qfx,E.C.4.2.1.1,4,2,1
10888,6qfw,E.C.4.2.1.1,4,2,1
10889,6qfv,E.C.4.2.1.1,4,2,1
10890,6qfu,E.C.4.2.1.1,4,2,1
10984,6oe1,E.C.4.2.1.1,4,2,1
10985,6oe0,E.C.4.2.1.1,4,2,1
10986,6odz,E.C.4.2.1.1,4,2,1
11041,6npf,E.C.4.2.1.11,4,2,1
11102,6g7a,E.C.4.2.1.1,4,2,1
11103,6g5u,E.C.4.2.1.1,4,2,1
11104,6g5l,E.C.4.2.1.1,4,2,1
11124,6fag,E.C.4.2.1.1,4,2,1
11149,6e92,E.C.4.2.1.1,4,2,1
11150,6e91,E.C.4.2.1.1,4,2,1
11151,6e8x,E.C.4.2.1.1,4,2,1
11187,6d3q,E.C.4.2.1.11,4,2,1
11340,5ku6,E.C.4.2.1.1,4,2,1
11343,5jnc,E.C.4.2.1.1,4,2,1
11344,5jna,E.C.4.2.1.1,4,2,1
11345,5jn9,E.C.4.2.1.1,4,2,1
11346,5jn8,E.C.4.2.1.1,4,2,1
11363,6g6t,E.C.4.2.1.1,4,2,1
11392,6ugn,E.C.4.2.1.1,4,2,1
11393,6ugo,E.C.4.2.1.1,4,2,1
11394,6ugp,E.C.4.2.1.1,4,2,1
11395,6ugq,E.C.4.2.1.1,4,2,1
