,PDB code,EC number,Class,Subclass,Subsubclass
1171,1okz,E.C.2.7.1.37,2,7,1
1172,1ol1,E.C.2.7.1.37,2,7,1
1173,1ol2,E.C.2.7.1.37,2,7,1
1177,1om1,E.C.2.7.1.37,2,7,1
1186,1os5,E.C.2.7.7.48,2,7,7
1189,1ouk,E.C.2.7.1.37,2,7,1
1190,1ouy,E.C.2.7.1.37,2,7,1
1191,1ove,E.C.2.7.1.37,2,7,1
1192,1ow6,E.C.2.7.1.112,2,7,1
1193,1ow7,E.C.2.7.1.112,2,7,1
1194,1ow8,E.C.2.7.1.112,2,7,1
1218,1p2a,E.C.2.7.1.37,2,7,1
1222,1p5e,E.C.2.7.1.37,2,7,1
1231,1pf8,E.C.2.7.1.37,2,7,1
1245,1pme,E.C.2.7.1.-,2,7,1
1246,1pmn,E.C.2.7.1.0,2,7,1
1247,1pmu,E.C.2.7.1.0,2,7,1
1248,1pmv,E.C.2.7.1.0,2,7,1
1261,1prl,E.C.2.7.1.112,2,7,1
1262,1prm,E.C.2.7.1.112,2,7,1
1276,1pxi,E.C.2.7.1.37,2,7,1
1277,1pxj,E.C.2.7.1.37,2,7,1
1278,1pxk,E.C.2.7.1.37,2,7,1
1279,1pxl,E.C.2.7.1.37,2,7,1
1280,1pxm,E.C.2.7.1.37,2,7,1
1281,1pxn,E.C.2.7.1.37,2,7,1
1282,1pxo,E.C.2.7.1.37,2,7,1
1283,1pxp,E.C.2.7.1.37,2,7,1
1285,1py5,E.C.2.7.1.37,2,7,1
1286,1pye,E.C.2.7.1.37,2,7,1
1294,1q3d,E.C.2.7.1.37,2,7,1
1295,1q3w,E.C.2.7.1.37,2,7,1
1296,1q41,E.C.2.7.1.37,2,7,1
1297,1q4k,E.C.2.7.1.0,2,7,1
1298,1q4l,E.C.2.7.1.37,2,7,1
1301,1q5k,E.C.2.7.1.37,2,7,1
1315,1q8t,E.C.2.7.1.37,2,7,1
1316,1q8u,E.C.2.7.1.37,2,7,1
1317,1q8w,E.C.2.7.1.37,2,7,1
1361,1qpe,E.C.2.7.1.112,2,7,1
1366,1qs4,E.C.2.7.7.49,2,7,7
1370,1qwe,E.C.2.7.1.112,2,7,1
1371,1qwf,E.C.2.7.1.112,2,7,1
1379,1r0p,E.C.2.7.1.112,2,7,1
1388,1r78,E.C.2.7.1.37,2,7,1
1391,1re8,E.C.2.7.1.37,2,7,1
1392,1rej,E.C.2.7.1.37,2,7,1
1393,1rek,E.C.2.7.1.37,2,7,1
1394,1rev,E.C.2.7.7.49,2,7,7
1404,1rlp,E.C.2.7.1.112,2,7,1
1405,1rlq,E.C.2.7.1.112,2,7,1
1425,1rt1,E.C.2.7.7.49,2,7,7
1426,1rt2,E.C.2.7.7.49,2,7,7
1429,1rth,E.C.2.7.7.49,2,7,7
1430,1rti,E.C.2.7.7.49,2,7,7
1431,1ru1,E.C.2.7.6.3,2,7,6
1432,1ru2,E.C.2.7.6.3,2,7,6
1434,1rw8,E.C.2.7.1.37,2,7,1
1446,1s5z,E.C.2.7.4.6,2,7,4
1459,1shd,E.C.2.7.1.112,2,7,1
1461,1skj,E.C.2.7.1.112,2,7,1
1464,1sm2,E.C.2.7.1.112,2,7,1
1469,1sps,E.C.2.7.1.112,2,7,1
1478,1stc,E.C.2.7.1.37,2,7,1
1481,1sve,E.C.2.7.1.37,2,7,1
1482,1svg,E.C.2.7.1.37,2,7,1
1483,1svh,E.C.2.7.1.37,2,7,1
1485,1szm,E.C.2.7.1.37,2,7,1
1493,1t46,E.C.2.7.10.1,2,7,10
1500,1t5a,E.C.2.7.1.40,2,7,1
1522,1tkt,E.C.2.7.7.49,2,7,7
1523,1tkx,E.C.2.7.7.49,2,7,7
1524,1tkz,E.C.2.7.7.49,2,7,7
1525,1tl1,E.C.2.7.7.49,2,7,7
1526,1tl3,E.C.2.7.7.49,2,7,7
1532,1tmm,E.C.2.7.6.3,2,7,6
1558,1tv6,E.C.2.7.7.49,2,7,7
1560,1tvo,E.C.2.7.1.37,2,7,1
1561,1tvr,E.C.2.7.7.49,2,7,7
1572,1u59,E.C.2.7.1.112,2,7,1
1580,1ua4,E.C.2.7.1.2,2,7,1
1581,1ucn,E.C.2.7.4.6,2,7,4
1591,1ukh,E.C.2.7.1.37,2,7,1
1594,1umw,E.C.2.7.1.-,2,7,1
1595,1ung,E.C.2.7.1.0,2,7,1
1596,1unh,E.C.2.7.1.0,2,7,1
1597,1unl,E.C.2.7.11.22,2,7,11
1598,1uod,E.C.2.7.1.29,2,7,1
1602,1urc,E.C.2.7.1.37,2,7,1
1603,1urw,E.C.2.7.1.37,2,7,1
1613,1uu3,E.C.2.7.1.37,2,7,1
1614,1uu7,E.C.2.7.1.37,2,7,1
1615,1uu8,E.C.2.7.1.37,2,7,1
1616,1uu9,E.C.2.7.1.37,2,7,1
1617,1uv5,E.C.2.7.1.37,2,7,1
1618,1uvr,E.C.2.7.1.37,2,7,1
1622,1uwb,E.C.2.7.7.49,2,7,7
1623,1uwh,E.C.2.7.11.1,2,7,11
1634,1v0o,E.C.2.7.1.0,2,7,1
1635,1v0p,E.C.2.7.1.0,2,7,1
1639,1v1k,E.C.2.7.1.37,2,7,1
1663,1veb,E.C.2.7.1.37,2,7,1
1672,1vjc,E.C.2.7.2.3,2,7,2
1673,1vjd,E.C.2.7.2.3,2,7,2
1674,1vjy,E.C.2.7.1.37,2,7,1
1678,1vrt,E.C.2.7.7.49,2,7,7
1679,1vru,E.C.2.7.7.49,2,7,7
1682,1vyw,E.C.2.7.1.37,2,7,1
1683,1vyz,E.C.2.7.1.37,2,7,1
1685,1w0x,E.C.2.7.11.22,2,7,11
1693,1w1d,E.C.2.7.1.37,2,7,1
1694,1w1g,E.C.2.7.1.37,2,7,1
1699,1w2g,E.C.2.7.4.9,2,7,4
1700,1w2h,E.C.2.7.4.9,2,7,4
1722,1w7h,E.C.2.7.1.37,2,7,1
1725,1w82,E.C.2.7.1.37,2,7,1
1726,1w83,E.C.2.7.1.37,2,7,1
1727,1w84,E.C.2.7.1.37,2,7,1
1738,1wbn,E.C.2.7.1.37,2,7,1
1739,1wbo,E.C.2.7.1.37,2,7,1
1740,1wbs,E.C.2.7.1.37,2,7,1
1741,1wbt,E.C.2.7.1.37,2,7,1
1742,1wbv,E.C.2.7.1.37,2,7,1
1743,1wbw,E.C.2.7.1.37,2,7,1
1746,1wcc,E.C.2.7.1.37,2,7,1
1751,1we2,E.C.2.7.1.71,2,7,1
1769,1wvc,E.C.2.7.7.33,2,7,7
1771,1wzy,E.C.2.7.1.37,2,7,1
1780,1x8b,E.C.2.7.10.2,2,7,10
1784,1xbb,E.C.2.7.1.112,2,7,1
1785,1xbc,E.C.2.7.1.112,2,7,1
1793,1xh4,E.C.2.7.1.37,2,7,1
1794,1xh5,E.C.2.7.1.37,2,7,1
1795,1xh6,E.C.2.7.1.37,2,7,1
1796,1xh7,E.C.2.7.1.37,2,7,1
1797,1xh8,E.C.2.7.1.37,2,7,1
1798,1xh9,E.C.2.7.1.37,2,7,1
1799,1xjd,E.C.2.7.1.0,2,7,1
1802,1xkk,E.C.2.7.1.112,2,7,1
1813,1xo2,E.C.2.7.1.37,2,7,1
1832,1xws,E.C.2.7.11.1,2,7,11
1834,1xxh,E.C.2.7.7.7,2,7,7
1835,1xxi,E.C.2.7.7.7,2,7,7
1837,1y19,E.C.2.7.1.68,2,7,1
1851,1y57,E.C.2.7.1.112,2,7,1
1852,1y6a,E.C.2.7.1.112,2,7,1
1853,1y6b,E.C.2.7.1.112,2,7,1
1858,1y91,E.C.2.7.1.37,2,7,1
1868,1ydr,E.C.2.7.1.37,2,7,1
1869,1yds,E.C.2.7.1.37,2,7,1
1870,1ydt,E.C.2.7.1.37,2,7,1
1873,1yhs,E.C.2.7.1.37,2,7,1
1874,1yi3,E.C.2.7.1.37,2,7,1
1878,1ykr,E.C.2.7.1.37,2,7,1
1894,1yqj,E.C.2.7.1.37,2,7,1
1898,1yvf,E.C.2.7.7.48,2,7,7
1901,1yw2,E.C.2.7.1.37,2,7,1
1904,1ywr,E.C.2.7.1.37,2,7,1
1920,1z4u,E.C.2.7.7.48,2,7,7
1921,1z5m,E.C.2.7.1.37,2,7,1
1951,1zm7,E.C.2.7.1.145,2,7,1
1952,1zoe,E.C.2.7.1.37,2,7,1
1953,1zog,E.C.2.7.1.37,2,7,1
1954,1zoh,E.C.2.7.1.37,2,7,1
1961,1zrz,E.C.2.7.1.0,2,7,1
1970,1zyj,E.C.2.7.1.37,2,7,1
1971,1zyr,E.C.2.7.7.6,2,7,7
1973,1zz2,E.C.2.7.1.37,2,7,1
1975,1zzl,E.C.2.7.1.37,2,7,1
1979,2a0c,E.C.2.7.11.22,2,7,11
1980,2a0t,E.C.2.7.1.37,2,7,1
1989,2a4l,E.C.2.7.1.37,2,7,1
1991,2a4z,E.C.2.7.1.153,2,7,1
1993,2a5u,E.C.2.7.1.153,2,7,1
2062,2ayp,E.C.2.7.1.37,2,7,1
2072,2b1p,E.C.2.7.11.24,2,7,11
2075,2b52,E.C.2.7.1.37,2,7,1
2076,2b53,E.C.2.7.1.37,2,7,1
2077,2b54,E.C.2.7.1.37,2,7,1
2078,2b55,E.C.2.7.1.37,2,7,1
2079,2b5j,E.C.2.7.7.49,2,7,7
2080,2b7a,E.C.2.7.1.112,2,7,1
2085,2baj,E.C.2.7.1.37,2,7,1
2086,2bak,E.C.2.7.1.37,2,7,1
2087,2bal,E.C.2.7.1.37,2,7,1
2088,2ban,E.C.2.7.7.49,2,7,7
2090,2bba,E.C.2.7.1.112,2,7,1
2093,2bdf,E.C.2.7.1.112,2,7,1
2094,2bdj,E.C.2.7.1.112,2,7,1
2097,2be2,E.C.2.7.7.49,2,7,7
2107,2bkz,E.C.2.7.1.37,2,7,1
2108,2bmc,E.C.2.7.1.37,2,7,1
2113,2bpm,E.C.2.7.1.37,2,7,1
2121,2br1,E.C.2.7.1.37,2,7,1
2122,2brb,E.C.2.7.1.37,2,7,1
2123,2brg,E.C.2.7.1.37,2,7,1
2124,2brh,E.C.2.7.1.37,2,7,1
2125,2brm,E.C.2.7.1.37,2,7,1
2126,2brn,E.C.2.7.1.37,2,7,1
2127,2bro,E.C.2.7.1.37,2,7,1
2129,2btr,E.C.2.7.1.37,2,7,1
2130,2bts,E.C.2.7.1.37,2,7,1
2131,2bu5,E.C.2.7.11.2,2,7,11
2147,2c0o,E.C.2.7.1.112,2,7,1
2148,2c1a,E.C.2.7.1.37,2,7,1
2149,2c1b,E.C.2.7.1.37,2,7,1
2150,2c3i,E.C.2.7.11.1,2,7,11
2151,2c3j,E.C.2.7.1.37,2,7,1
2152,2c3k,E.C.2.7.1.37,2,7,1
2153,2c3l,E.C.2.7.1.37,2,7,1
2155,2c4g,E.C.2.7.1.37,2,7,1
2159,2c5n,E.C.2.7.1.37,2,7,1
2160,2c5o,E.C.2.7.1.37,2,7,1
2161,2c5x,E.C.2.7.1.37,2,7,1
2162,2c5y,E.C.2.7.1.37,2,7,1
2163,2c68,E.C.2.7.1.37,2,7,1
2164,2c69,E.C.2.7.1.37,2,7,1
2166,2c6e,E.C.2.7.11.1,2,7,11
2168,2c6i,E.C.2.7.1.37,2,7,1
2169,2c6k,E.C.2.7.1.37,2,7,1
2170,2c6l,E.C.2.7.1.37,2,7,1
2171,2c6m,E.C.2.7.1.37,2,7,1
2173,2c6o,E.C.2.7.1.37,2,7,1
2200,2cgu,E.C.2.7.1.37,2,7,1
2201,2cgv,E.C.2.7.1.37,2,7,1
2202,2cgw,E.C.2.7.1.37,2,7,1
2203,2cgx,E.C.2.7.1.37,2,7,1
2206,2chw,E.C.2.7.1.137,2,7,1
2207,2chx,E.C.2.7.1.137,2,7,1
2208,2chz,E.C.2.7.1.137,2,7,1
2219,2clx,E.C.2.7.1.37,2,7,1
2227,2cn8,E.C.2.7.11.1,2,7,11
2234,2csn,E.C.2.7.1.-,2,7,1
2242,2d3u,E.C.2.7.7.48,2,7,7
2243,2d3z,E.C.2.7.7.48,2,7,7
2244,2d41,E.C.2.7.7.48,2,7,7
2247,2dq7,E.C.2.7.10.2,2,7,10
2249,2ds1,E.C.2.7.11.22,2,7,11
2250,2duv,E.C.2.7.11.22,2,7,11
2252,2dxs,E.C.2.7.7.48,2,7,7
2254,2e2b,E.C.2.7.10.2,2,7,10
2255,2e2p,E.C.2.7.1.1,2,7,1
2266,2e9n,E.C.2.7.11.1,2,7,11
2267,2e9o,E.C.2.7.11.1,2,7,11
2268,2e9u,E.C.2.7.11.1,2,7,11
2269,2e9v,E.C.2.7.11.1,2,7,11
2280,2erz,E.C.2.7.1.37,2,7,1
2281,2esm,E.C.2.7.1.37,2,7,1
2282,2etk,E.C.2.7.1.37,2,7,1
2283,2etm,E.C.2.7.10.2,2,7,10
2284,2etr,E.C.2.7.1.37,2,7,1
2285,2euf,E.C.2.7.1.37,2,7,1
2291,2ewa,E.C.2.7.1.37,2,7,1
2293,2ews,E.C.2.7.1.33,2,7,1
2295,2exc,E.C.2.7.11.24,2,7,11
2296,2exm,E.C.2.7.1.37,2,7,1
2306,2f2c,E.C.2.7.1.37,2,7,1
2310,2f3r,E.C.2.7.4.8,2,7,4
2311,2f4j,E.C.2.7.1.112,2,7,1
2328,2fb8,E.C.2.7.11.1,2,7,11
2338,2fgi,E.C.2.7.1.112,2,7,1
2367,2fum,E.C.2.7.1.37,2,7,1
2370,2fvd,E.C.2.7.1.37,2,7,1
2375,2fys,E.C.2.7.1.37,2,7,1
2382,2g01,E.C.2.7.1.37,2,7,1
2403,2g9x,E.C.2.7.1.37,2,7,1
2408,2gc8,E.C.2.7.7.48,2,7,7
2409,2gcd,E.C.2.7.1.37,2,7,1
2412,2gdo,E.C.2.7.1.37,2,7,1
2413,2gfs,E.C.2.7.1.37,2,7,1
2425,2ghg,E.C.2.7.1.37,2,7,1
2428,2gl0,E.C.2.7.1.20,2,7,1
2434,2gmx,E.C.2.7.11.24,2,7,11
2435,2gnf,E.C.2.7.11.11,2,7,11
2436,2gnh,E.C.2.7.11.11,2,7,11
2437,2gni,E.C.2.7.11.11,2,7,11
2438,2gnj,E.C.2.7.11.11,2,7,11
2439,2gnl,E.C.2.7.11.11,2,7,11
2441,2gph,E.C.2.7.11.24,2,7,11
2447,2gu8,E.C.2.7.1.37,2,7,1
2481,2h8h,E.C.2.7.1.112,2,7,1
2482,2h96,E.C.2.7.11.24,2,7,11
2492,2hai,E.C.2.7.7.48,2,7,7
2504,2hiw,E.C.2.7.10.2,2,7,10
2508,2hk5,E.C.2.7.10.2,2,7,10
2513,2hny,E.C.2.7.7.49,2,7,7
2516,2hog,E.C.2.7.11.1,2,7,11
2526,2hwg,E.C.2.7.3.9,2,7,3
2527,2hwh,E.C.2.7.7.48,2,7,7
2528,2hwi,E.C.2.7.7.48,2,7,7
2529,2hwo,E.C.2.7.10.2,2,7,10
2530,2hwp,E.C.2.7.10.2,2,7,10
2531,2hxl,E.C.2.7.11.1,2,7,11
2533,2hxq,E.C.2.7.11.1,2,7,11
2534,2hy0,E.C.2.7.11.1,2,7,11
2535,2hyy,E.C.2.7.10.2,2,7,10
2536,2hz0,E.C.2.7.10.2,2,7,10
2537,2hz4,E.C.2.7.10.2,2,7,10
2538,2hzi,E.C.2.7.10.2,2,7,10
2539,2hzn,E.C.2.7.10.2,2,7,10
2544,2i0e,E.C.2.7.11.13,2,7,11
2545,2i0h,E.C.2.7.1.37,2,7,1
2546,2i0v,E.C.2.7.10.1,2,7,10
2547,2i0y,E.C.2.7.10.1,2,7,10
2549,2i1m,E.C.2.7.10.1,2,7,10
2550,2i1r,E.C.2.7.7.48,2,7,7
2551,2i2b,E.C.2.7.1.23,2,7,1
2553,2i40,E.C.2.7.1.37,2,7,1
2561,2i5j,E.C.2.7.7.49,2,7,7
2583,2in6,E.C.2.7.10.2,2,7,10
2584,2io6,E.C.2.7.10.2,2,7,10
2595,2ito,E.C.2.7.10.1,2,7,10
2596,2itp,E.C.2.7.10.1,2,7,10
2597,2itt,E.C.2.7.10.1,2,7,10
2598,2ity,E.C.2.7.10.1,2,7,10
2599,2itz,E.C.2.7.10.1,2,7,10
2602,2ivu,E.C.2.7.10.1,2,7,10
2603,2iw6,E.C.2.7.1.37,2,7,1
2604,2iw8,E.C.2.7.1.37,2,7,1
2605,2iw9,E.C.2.7.1.37,2,7,1
2607,2izx,E.C.2.7.11.11,2,7,11
2609,2j2i,E.C.2.7.11.1,2,7,11
2616,2j4k,E.C.2.7.4.22,2,7,4
2618,2j4z,E.C.2.7.1.37,2,7,1
2619,2j50,E.C.2.7.11.1,2,7,11
2620,2j6m,E.C.2.7.10.1,2,7,10
2631,2j87,E.C.2.7.1.21,2,7,1
2641,2jbo,E.C.2.7.11.1,2,7,11
2642,2jbp,E.C.2.7.11.1,2,7,11
2646,2jdo,E.C.2.7.11.1,2,7,11
2647,2jds,E.C.2.7.11.11,2,7,11
2648,2jdt,E.C.2.7.11.11,2,7,11
2649,2jdv,E.C.2.7.11.11,2,7,11
2658,2jiu,E.C.2.7.1.112,2,7,1
2664,2jkk,E.C.2.7.10.2,2,7,10
2665,2jkm,E.C.2.7.10.2,2,7,10
2666,2jko,E.C.2.7.10.2,2,7,10
2668,2jkq,E.C.2.7.10.2,2,7,10
2669,2jld,E.C.2.7.11.26,2,7,11
2673,2jqi,E.C.2.7.11.1,2,7,11
2674,2jql,E.C.2.7.11.1,2,7,11
2683,2kup,E.C.2.7.10.1,2,7,10
2691,2lsk,E.C.2.7.7,2,7,7
2702,2n1g,E.C.2.7.7,2,7,7
2716,2no3,E.C.2.7.11.24,2,7,11
2717,2np8,E.C.2.7.11.1,2,7,11
2732,2o0u,E.C.2.7.11.24,2,7,11
2734,2o2u,E.C.2.7.11.24,2,7,11
2735,2o3p,E.C.2.7.11.1,2,7,11
2740,2o5d,E.C.2.7.7.48,2,7,7
2741,2o5k,E.C.2.7.11.26,2,7,11
2742,2o63,E.C.2.7.11.1,2,7,11
2743,2o64,E.C.2.7.11.1,2,7,11
2744,2o65,E.C.2.7.11.1,2,7,11
2756,2obj,E.C.2.7.11.1,2,7,11
2760,2of2,E.C.2.7.10.2,2,7,10
2761,2of4,E.C.2.7.10.2,2,7,10
2763,2ofu,E.C.2.7.10.2,2,7,10
2764,2ofv,E.C.2.7.10.2,2,7,10
2765,2og8,E.C.2.7.10.2,2,7,10
2767,2oh0,E.C.2.7.11.11,2,7,11
2768,2oh4,E.C.2.7.10.1,2,7,10
2780,2oi2,E.C.2.7.1.36,2,7,1
2781,2oi3,E.C.2.7.10.2,2,7,10
2782,2oic,E.C.2.7.11.1,2,7,11
2783,2oiq,E.C.2.7.10.2,2,7,10
2784,2oj9,E.C.2.7.1.112,2,7,1
2785,2ojf,E.C.2.7.11.11,2,7,11
2786,2ojg,E.C.2.7.11.24,2,7,11
2787,2oji,E.C.2.7.11.24,2,7,11
2788,2ojj,E.C.2.7.11.24,2,7,11
2789,2ok1,E.C.2.7.11.24,2,7,11
2797,2oo8,E.C.2.7.10.1,2,7,10
2807,2osc,E.C.2.7.10.1,2,7,10
2811,2ou7,E.C.2.7.11.21,2,7,11
2820,2ow3,E.C.2.7.11.26,2,7,11
2823,2owb,E.C.2.7.11.21,2,7,11
2824,2oxd,E.C.2.7.11.1,2,7,11
2826,2oxx,E.C.2.7.11.1,2,7,11
2827,2oxy,E.C.2.7.11.1,2,7,11
2835,2p2h,E.C.2.7.10.1,2,7,10
2836,2p2i,E.C.2.7.10.1,2,7,10
2837,2p33,E.C.2.7.11.24,2,7,11
2842,2p3g,E.C.2.7.11.1,2,7,11
2843,2p3o,E.C.2.7.7.48,2,7,7
2844,2p4i,E.C.2.7.10.1,2,7,10
2861,2pe0,E.C.2.7.11.1,2,7,11
2862,2pe1,E.C.2.7.11.1,2,7,11
2863,2pe2,E.C.2.7.11.1,2,7,11
2885,2pl0,E.C.2.7.10.2,2,7,10
2908,2pvh,E.C.2.7.11.1,2,7,11
2917,2pzi,E.C.2.7.11.1,2,7,11
2918,2pzy,E.C.2.7.11.1,2,7,11
2935,2q8g,E.C.2.7.11.2,2,7,11
2936,2q8h,E.C.2.7.11.2,2,7,11
2937,2q8i,E.C.2.7.11.2,2,7,11
2950,2qbx,E.C.2.7.10.1,2,7,10
2951,2qc6,E.C.2.7.11.1,2,7,11
