#===============================================================================
## The subset V2 of PDBbind core set v.2016, latest update: Nov 2016
## A total of 95 complexes in 19 clusters
## PDB code, resolution, release year, -logKd/Ki, original Kd/Ki, cluster ID, deltaSAS, deltaVOL, Hydrophobic scale, group ID of deltaSAS, group ID of deltaVOL, group ID of H-Scale
##===============================================================================
#code   reso     year    logKa    Ka        target  dSAS     VOL      HScale    GSAS  GVOL  GHScale
3cj4    2.07     2008    6.51     Kd=0.31uM   15    0.62     201.8    -0.02     S1    V2    H2
4eo8    1.80     2012    8.15     Kd=7nM      15    0.63     267.2     0.30     S1    V2    H2
3gnw    2.39     2009    9.10     Kd=0.79nM   15    0.68     428.8    -0.26     S1    V2    H2
3f3a    2.00     2008    4.19     Ki=64.8uM   17    0.91     299.2     0.06     S3    V2    H3
3f3c    2.10     2008    6.02     Ki=950nM    17    0.96     263.6     0.00     S3    V2    H3
4mme    2.50     2013    6.50     Kd=318nM    17    0.87     385.1     0.00     S3    V2    H3
3f3d    2.30     2008    7.16     Kd=69nM     17    0.98     229.8     0.07     S3    V2    H3
3f3e    1.80     2008    7.70     Kd=20nM     17    0.98     219.4     0.11     S3    V2    H3
3rr4    1.68     2012    4.55     Ki=28.05uM  21    0.79     273.6    -0.20     S2    V2    H2
1s38    1.81     2004    5.15     Ki=7.0uM    21    0.88     250.4    -0.30     S2    V2    H2
1r5y    1.20     2004    6.46     Ki=0.35uM   21    0.90     232.6    -0.24     S2    V2    H2
3gc5    1.40     2009    7.26     Ki=55nM     21    0.84     315.8    -0.29     S2    V2    H2
3ge7    1.50     2009    8.70     Ki=2nM      21    0.82     415.9    -0.26     S2    V2    H2
3fcq    1.75     2009    2.77     Ki=1.7mM    27    0.79     218.9    -0.35     S1    V2    H2
1z9g    1.70     2005    5.64     Ki=2.3uM    27    0.75     267.4    -0.21     S1    V2    H2
1qf1    2.00     1999    7.32     Ki=48nM     27    0.73     339.9    -0.22     S1    V2    H2
5tmn    1.60     1989    8.04     Ki=9.1nM    27    0.65     353.6    -0.19     S1    V2    H2
4tmn    1.70     1989   10.17     Ki=0.068nM  27    0.69     449.9    -0.24     S1    V2    H2
3pxf    1.80     2011    4.43     Kd=37uM     29    0.56     167.2     0.20     S2    V2    H1
4eor    2.20     2013    6.30     Ki=500nM    29    0.72     400.5    -0.51     S2    V2    H1
2xnb    1.85     2010    6.83     Ki=149nM    29    0.70     389.4    -0.38     S2    V2    H1
1pxn    2.50     2004    7.15     Ki=0.07uM   29    0.82     415.0    -0.53     S2    V2    H1
2fvd    1.85     2006    8.52     Ki=3nM      29    0.75     407.8    -0.53     S2    V2    H1
4k77    2.40     2013    6.63     Ki=235nM    30    0.80     341.2    -0.33     S2    V2    H1
4e5w    1.86     2012    7.66     Ki=22nM     30    0.82     432.6    -0.51     S2    V2    H1
4ivb    1.90     2013    8.72     Ki=1.9nM    30    0.82     358.9    -0.43     S2    V2    H1
4ivd    1.93     2013    9.52     Ki=0.3nM    30    0.82     383.2    -0.59     S2    V2    H1
4ivc    2.35     2013   10.00     Ki=0.1nM    30    0.85     387.4    -0.51     S2    V2    H1
4f09    2.40     2012    6.70     Ki=200nM    31    0.80     302.2    -0.26     S3    V2    H1
4gfm    2.30     2013    7.22     Ki=0.06uM   31    0.83     344.4    -0.37     S3    V2    H1
4hge    2.30     2012    7.92     Ki=11.9nM   31    0.83     433.2    -0.42     S3    V2    H1
4e6q    1.95     2012    8.36     Ki=4.4nM    31    0.82     421.4    -0.51     S3    V2    H1
4jia    1.85     2013    9.22     Ki=0.6nM    31    0.53     282.0    -0.04     S3    V2    H1
2brb    2.10     2005    4.86     Ki=13.7uM   32    0.71     310.5    -0.37     S2    V2    H1
2br1    2.00     2005    5.14     Ki=7.2uM    32    0.62     305.6    -0.36     S2    V2    H1
3jvr    1.76     2009    5.72     Ki=1.89uM   32    0.61     178.8    -0.42     S2    V2    H1
3jvs    1.90     2009    6.54     Kd=0.29uM   32    0.56     186.4    -0.56     S2    V2    H1
1nvq    2.00     2003    8.25     Ki=5.6nM    32    0.79     423.4    -0.54     S2    V2    H1
1bcu    2.00     1998    3.28     Kd=0.53mM   34    0.64     216.1    -0.22     S1    V2    H1
3bv9    1.80     2008    5.36     Ki=4.4uM    34    0.58     366.9    -0.25     S1    V2    H1
1oyt    1.67     2003    7.24     Ki=0.057uM  34    0.75     391.8    -0.20     S1    V2    H1
2zda    1.73     2008    8.40     Ki=4nM      34    0.75     394.6    -0.25     S1    V2    H1
3utu    1.55     2012   10.92     Ki=0.012nM  34    0.71     445.5    -0.40     S1    V2    H1
3uo4    2.45     2012    6.52     Kd=299nM    36    0.75     385.6    -0.36     S2    V2    H2
3up2    2.30     2012    7.40     Kd=40nM     36    0.80     394.5    -0.58     S2    V2    H2
3e5a    2.30     2008    8.23     Ki=5.9nM    36    0.74     436.1    -0.32     S2    V2    H2
2wtv    2.40     2010    8.74     Ki=1.8nM    36    0.73     430.1    -0.55     S2    V2    H2
3myg    2.40     2010   10.70     Kd=0.02nM   36    0.66     324.9    -0.43     S2    V2    H2
1vso    1.85     2007    4.72     Ki=18.98uM  43    0.64     204.2    -0.38     S3    V2    H2
4dld    2.00     2012    5.82     Ki=1.5uM    43    0.86     381.4    -0.29     S3    V2    H2
3gbb    2.10     2009    6.90     Ki=126nM    43    0.92     340.9    -0.35     S3    V2    H2
3fv2    1.50     2010    8.11     Ki=7.7nM    43    0.94     357.5    -0.35     S3    V2    H2
3fv1    1.50     2010    9.30     Ki=0.5nM    43    0.95     371.0    -0.29     S3    V2    H2
2y5h    1.33     2011    5.79     Ki=1620nM   45    0.69     340.8    -0.17     S1    V2    H1
1lpg    2.00     2003    7.09     Ki=82nM     45    0.65     367.5    -0.46     S1    V2    H1
2xbv    1.66     2010    8.43     Kd=3.7nM    45    0.75     397.5    -0.34     S1    V2    H1
1z6e    1.80     2006    9.72     Ki=0.19nM   45    0.71     403.9    -0.42     S1    V2    H1
1mq6    2.10     2003   11.15     Ki=7pM      45    0.69     392.1    -0.42     S1    V2    H1
2yge    1.96     2011    5.06     Kd=8.62uM   48    0.68     359.0    -0.25     S2    V2    H1
2fxs    2.00     2007    6.06     Kd=0.87uM   48    0.64     303.4    -0.36     S2    V2    H1
2iwx    1.50     2006    6.68     Kd=0.21uM   48    0.73     306.4    -0.31     S2    V2    H1
2wer    1.60     2009    7.05     Kd=90nM     48    0.76     339.5    -0.31     S2    V2    H1
2vw5    1.90     2008    8.52     Kd=3nM      48    0.76     401.9    -0.56     S2    V2    H1
4kzq    2.25     2013    6.10     Kd=788nM    49    0.87     348.8    -0.14     S3    V2    H2
4kzu    2.10     2013    6.50     Ki=313nM    49    0.87     356.6    -0.06     S3    V2    H2
4j21    1.93     2013    7.41     Kd=39nM     49    0.83     337.2    -0.10     S3    V2    H2
4j3l    2.09     2013    7.80     Kd=16nM     49    0.68     328.0    -0.05     S3    V2    H2
3kr8    2.10     2009    8.10     Kd=8nM      49    0.88     387.6    -0.15     S3    V2    H2
2ymd    1.96     2012    3.16     Kd=693uM    50    0.95     279.9     0.76     S1    V2    H3
2wnc    2.20     2009    6.32     Kd=479nM    50    0.73     319.4     0.40     S1    V2    H3
2xys    1.91     2011    7.42     Ki=38nM     50    0.83     334.8     0.16     S1    V2    H3
2wn9    1.75     2009    8.52     Kd=3.0nM    50    0.69     261.8    -0.05     S1    V2    H3
2x00    2.40     2010   11.33     Kd=4.7pM    50    0.70     414.2     0.00     S1    V2    H3
3n7a    2.00     2011    3.70     Ki=200uM    53    0.94     238.9    -0.39     S3    V2    H1
4ciw    2.20     2014    4.82     Ki=15.0uM   53    0.93     309.6    -0.39     S3    V2    H1
3n86    1.90     2011    5.64     Ki=2.3uM    53    0.97     459.9    -0.63     S3    V2    H1
3n76    1.90     2011    6.85     Ki=0.14uM   53    0.95     451.0    -0.61     S3    V2    H1
2xb8    2.40     2010    7.59     Ki=26nM     53    0.93     433.1    -0.51     S3    V2    H1
