,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
121,3i3d,Ki,10300000.0,1.99,-2.71,0.0
122,1gbt,Ki,10000000.0,2.00,-2.73,0.0
125,2hds,Ki,10000000.0,2.00,-2.73,0.0
128,3g2y,Ki,10000000.0,2.00,-2.73,0.0
129,3pce,Ki,10000000.0,2.00,-2.73,0.0
133,4kz5,Ki,10000000.0,2.00,-2.73,0.0
143,2ks9,Ki,9020000.0,2.04,-2.79,0.0
144,1jfh,Ki,9000000.0,2.05,-2.79,0.0
149,1qq9,Ki,8700000.0,2.06,-2.81,0.0
150,1rdi,Ki,8800000.0,2.06,-2.8,0.0
157,1njj,Ki,8000000.0,2.10,-2.86,0.0
162,3uf9,Ki,7780000.0,2.11,-2.88,0.0
164,1qx1,Ki,7500000.0,2.12,-2.9,0.0
166,3gv9,Ki,7500000.0,2.12,-2.9,0.0
168,1p2g,Ki,7400000.0,2.13,-2.91,0.0
170,6abx,Ki,7190000.0,2.14,-2.92,0.0
176,4q90,Ki,7000000.0,2.15,-2.94,0.0
182,4tim,Ki,6900000.0,2.16,-2.95,0.0
185,3gqz,Ki,6700000.0,2.17,-2.96,0.0
188,5z5f,Ki,6800000.0,2.17,-2.96,0.0
190,3l7d,Ki,6550000.0,2.18,-2.98,0.0
194,4amx,Ki,6500000.0,2.19,-2.98,0.0
203,1icj,Ki,6000000.0,2.22,-3.03,0.0
204,1m0n,Ki,6000000.0,2.22,-3.03,0.0
213,1ajp,Ki,5850000.0,2.23,-3.04,0.0
216,3i3b,Ki,5900000.0,2.23,-3.04,0.0
217,1rdl,Ki,5700000.0,2.24,-3.06,0.0
224,1ew8,Ki,5500000.0,2.26,-3.08,0.0
228,5v6u,Ki,5470000.0,2.26,-3.08,0.0
232,4mfe,Ki,5400000.0,2.27,-3.09,0.0
233,1ps3,Ki,5200000.0,2.28,-3.11,0.0
236,3ip8,Ki,5200000.0,2.28,-3.11,0.0
249,2hdu,Ki,5000000.0,2.30,-3.14,0.0
251,2xlc,Ki,5000000.0,2.30,-3.14,0.0
252,3dyo,Ki,5000000.0,2.30,-3.14,0.0
253,3kgq,Ki,5000000.0,2.30,-3.14,0.0
254,3mhw,Ki,5030000.0,2.30,-3.13,0.0
255,3pcg,Ki,5000000.0,2.30,-3.14,0.0
256,3rv4,Ki,5000000.0,2.30,-3.14,0.0
260,4jsz,Ki,5000000.0,2.30,-3.14,0.0
269,1m0o,Ki,4900000.0,2.31,-3.15,0.0
270,4y0a,Ki,4950000.0,2.31,-3.14,0.0
274,1z6d,Ki,4600000.0,2.34,-3.19,0.0
275,4iie,Ki,4600000.0,2.34,-3.19,0.0
277,1qi0,Ki,4500000.0,2.35,-3.2,0.0
278,3gtc,Ki,4500000.0,2.35,-3.2,0.0
282,3g2z,Ki,4400000.0,2.36,-3.21,0.0
284,3t0d,Ki,4300000.0,2.37,-3.23,0.0
289,6md8,Ki,4200000.0,2.38,-3.24,0.0
290,1f73,Ki,4099999.9999999995,2.39,-3.25,0.0
291,1nwl,Ki,4099999.9999999995,2.39,-3.25,0.0
295,3dxg,Ki,4000000.0,2.40,-3.27,0.0
296,3l7b,Ki,4010000.0,2.40,-3.27,0.0
297,3pcb,Ki,4000000.0,2.40,-3.27,0.0
311,1t4s,Ki,3600000.0,2.44,-3.33,0.0
312,2i2b,Ki,3600000.0,2.44,-3.33,0.0
315,3l7c,Ki,3670000.0,2.44,-3.32,0.0
316,3mjl,Ki,3600000.0,2.44,-3.33,0.0
320,2aez,Ki,3500000.0,2.46,-3.35,0.0
321,3l79,Ki,3460000.0,2.46,-3.36,0.0
325,4x8u,Ki,3500000.0,2.46,-3.35,0.0
335,1gyx,Ki,3300000.0,2.48,-3.38,0.0
344,4ej2,Ki,3204000.0,2.49,-3.4,0.0
345,4kz7,Ki,3200000.0,2.49,-3.4,0.0
347,1ai4,Ki,3130000.0,2.50,-3.41,0.0
348,3g30,Ki,3100000.0,2.51,-3.42,0.0
356,3gr2,Ki,3000000.0,2.52,-3.44,0.0
357,3mfv,Ki,3000000.0,2.52,-3.44,0.0
358,3vdb,Ki,3030000.0,2.52,-3.43,0.0
365,1iup,Ki,2900000.0,2.54,-3.46,0.0
368,3b3s,Ki,2800000.0,2.55,-3.48,0.0
376,3kgp,Ki,2680000.0,2.57,-3.51,0.0
377,5v4q,Ki,2700000.0,2.57,-3.5,0.0
381,3gvb,Ki,2600000.0,2.59,-3.52,0.0
382,4o3a,Ki,2570000.0,2.59,-3.53,0.0
383,4o3c,Ki,2570000.0,2.59,-3.53,0.0
384,4wef,Ki,2577000.0,2.59,-3.53,0.0
387,2c4v,Ki,2500000.0,2.60,-3.55,0.0
393,6mia,Ki,2540000.0,2.60,-3.54,0.0
399,3fk1,Ki,2420000.0,2.62,-3.57,0.0
403,5foo,Ki,2400000.0,2.62,-3.57,0.0
405,1ajn,Ki,2320000.0,2.63,-3.59,0.0
406,1g5f,Ki,2310000.0,2.64,-3.59,0.0
410,4q7w,Ki,2300000.0,2.64,-3.6,0.0
411,4q8y,Ki,2300000.0,2.64,-3.6,0.0
412,4ufl,Ki,2300000.0,2.64,-3.6,0.0
420,3lvw,Ki,2120000.0,2.67,-3.65,0.0
423,1o8b,Ki,2100000.0,2.68,-3.65,0.0
433,1br5,Ki,2000000.0,2.70,-3.68,0.0
437,1ylv,Ki,2000000.0,2.70,-3.68,0.0
438,2fzc,Ki,1990000.0,2.70,-3.68,0.0
450,3gsg,Ki,2000000.0,2.70,-3.68,0.0
453,3sl0,Ki,2000000.0,2.70,-3.68,0.0
457,4h4b,Ki,2000000.0,2.70,-3.68,0.0
458,4okp,Ki,2000000.0,2.70,-3.68,0.0
459,4old,Ki,2000000.0,2.70,-3.68,0.0
460,4wks,Ki,2000000.0,2.70,-3.68,0.0
467,6nmb,Ki,2009999.9999999998,2.70,-3.68,0.0
471,2rkd,Ki,1900000.0,2.72,-3.71,0.0
472,3p4r,Ki,1900000.0,2.72,-3.71,0.0
475,1dg9,Ki,1800000.0,2.74,-3.74,0.0
476,2qwb,Ki,1820000.0,2.74,-3.74,0.0
478,4m6u,Ki,1800000.0,2.74,-3.74,0.0
482,1rql,Ki,1790000.0,2.75,-3.75,0.0
485,1ny2,Ki,1750000.0,2.76,-3.76,0.0
486,4bt5,Ki,1720000.0,2.76,-3.77,0.0
488,2bet,Ki,1700000.0,2.77,-3.78,0.0
490,3fcq,Ki,1700000.0,2.77,-3.78,0.0
494,4kz3,Ki,1700000.0,2.77,-3.78,0.0
496,4ykk,Ki,1700000.0,2.77,-3.78,0.0
501,2yiv,Ki,1660000.0,2.78,-3.79,0.0
507,2bza,Ki,1580000.0,2.80,-3.82,0.0
509,4kz8,Ki,1600000.0,2.80,-3.81,0.0
518,3djx,Ki,1557900.0,2.81,-3.83,0.0
520,4oyt,Ki,1550000.0,2.81,-3.83,0.0
543,3moh,Ki,1460000.0,2.84,-3.87,0.0
554,4mlt,Ki,1400000.0,2.85,-3.89,0.0
558,5th4,Ki,1420000.0,2.85,-3.88,0.0
564,5z1c,Ki,1380000.0,2.86,-3.9,0.0
566,5thj,Ki,1350000.0,2.87,-3.91,0.0
567,1e34,Ki,1320000.0,2.88,-3.93,0.0
568,2woq,Ki,1330000.0,2.88,-3.92,0.0
571,1cet,Ki,1300000.0,2.89,-3.93,0.0
572,1iih,Ki,1300000.0,2.89,-3.93,0.0
573,1ugp,Ki,1300000.0,2.89,-3.93,0.0
575,2wpb,Ki,1300000.0,2.89,-3.93,0.0
576,2wtx,Ki,1300000.0,2.89,-3.93,0.0
578,3g31,Ki,1300000.0,2.89,-3.93,0.0
580,4cd8,Ki,1300000.0,2.89,-3.93,0.0
581,4gqq,Ki,1300000.0,2.89,-3.93,0.0
582,4kzb,Ki,1300000.0,2.89,-3.93,0.0
583,4llx,Ki,1300000.0,2.89,-3.93,0.0
592,6mvu,Ki,1290000.0,2.89,-3.94,0.0
593,3c2u,Ki,1250000.0,2.90,-3.96,0.0
596,1ms0,Ki,1230000.0,2.91,-3.97,0.0
598,2pri,Ki,1230000.0,2.91,-3.97,0.0
601,1h2k,Ki,1200000.0,2.92,-3.98,0.0
603,1p6e,Ki,1210000.0,2.92,-3.98,0.0
612,3iaf,Ki,1200000.0,2.92,-3.98,0.0
613,3k8c,Ki,1200000.0,2.92,-3.98,0.0
616,4lm3,Ki,1200000.0,2.92,-3.98,0.0
625,1tng,Ki,1170000.0,2.93,-4.0,0.0
628,1p6d,Ki,1150000.0,2.94,-4.01,0.0
631,1f4e,Ki,1100000.0,2.96,-4.03,0.0
634,2br6,Ki,1100000.0,2.96,-4.03,0.0
637,3g34,Ki,1100000.0,2.96,-4.03,0.0
644,4owm,Ki,1090000.0,2.96,-4.04,0.0
647,2hw2,Ki,1070000.0,2.97,-4.05,0.0
652,3djq,Ki,1046400.0000000001,2.98,-4.06,0.0
656,3ump,Ki,1026000.0,2.99,-4.08,0.0
658,4bps,Ki,1020000.0,2.99,-4.08,0.0
659,1ecq,Ki,1000000.0,3.00,-4.09,0.0
660,1hqg,Ki,1000000.0,3.00,-4.09,0.0
661,1mcz,Ki,1000000.0,3.00,-4.09,0.0
674,2rka,Ki,1000000.0,3.00,-4.09,0.0
686,3grj,Ki,1000000.0,3.00,-4.09,0.0
696,4k72,Ki,1000000.0,3.00,-4.09,0.0
700,4llk,Ki,990000.0,3.00,-4.1,0.0
705,4r3w,Ki,1000000.0,3.00,-4.09,0.0
726,1g42,Ki,970000.0,3.01,-4.11,0.0
731,3dc2,Ki,950000.0,3.02,-4.12,0.0
733,4q81,Ki,950000.0,3.02,-4.12,0.0
744,4lm2,Ki,940000.0,3.03,-4.13,0.0
747,1rtf,Ki,910000.0,3.04,-4.15,0.0
750,3t08,Ki,910000.0,3.04,-4.15,0.0
754,4lm4,Ki,910000.0,3.04,-4.15,0.0
756,1f74,Ki,900000.0,3.05,-4.15,0.0
757,1gvk,Ki,890000.0,3.05,-4.16,0.0
761,1uj5,Ki,890000.0,3.05,-4.16,0.0
762,1uj6,Ki,890000.0,3.05,-4.16,0.0
768,5abe,Ki,890000.0,3.05,-4.16,0.0
771,2jfh,Ki,870000.0,3.06,-4.17,0.0
772,2ksa,Ki,871000.0,3.06,-4.17,0.0
779,1rnm,Ki,844200.0,3.07,-4.19,0.0
780,1s26,Ki,850000.0,3.07,-4.19,0.0
781,3mof,Ki,860000.0,3.07,-4.18,0.0
785,1y1z,Ki,831000.0,3.08,-4.2,0.0
789,1mdl,Ki,810000.0,3.09,-4.22,0.0
794,1af2,Ki,800000.0,3.10,-4.22,0.0
795,1ec9,Ki,800000.0,3.10,-4.22,0.0
796,1pu7,Ki,800000.0,3.10,-4.22,0.0
797,1pu8,Ki,800000.0,3.10,-4.22,0.0
805,4kz6,Ki,800000.0,3.10,-4.22,0.0
809,4y64,Ki,790000.0,3.10,-4.23,0.0
811,5cr7,Ki,790000.0,3.10,-4.23,0.0
821,2lwi,Ki,773000.0,3.11,-4.24,0.0
830,1h9l,Ki,760000.0,3.12,-4.25,0.0
831,2ksb,Ki,754000.0,3.12,-4.26,0.0
832,4bt3,Ki,760000.0,3.12,-4.25,0.0
839,6d1k,Ki,741300.0,3.13,-4.27,0.0
844,2ya7,Ki,720000.0,3.14,-4.28,0.0
849,1e6q,Ki,700000.0,3.15,-4.3,0.0
852,1noi,Ki,700000.0,3.15,-4.3,0.0
853,1noj,Ki,700000.0,3.15,-4.3,0.0
854,1nok,Ki,700000.0,3.15,-4.3,0.0
881,4hnc,Ki,670000.0,3.17,-4.33,0.0
883,4x3i,Ki,671000.0,3.17,-4.33,0.0
890,1ro7,Ki,657000.0,3.18,-4.34,0.0
892,3at1,Ki,660000.0,3.18,-4.34,0.0
894,3kid,Ki,656000.0,3.18,-4.34,0.0
895,1o6i,Ki,650000.0,3.19,-4.35,0.0
897,3dxh,Ki,650000.0,3.19,-4.35,0.0
898,3g1v,Ki,645000.0,3.19,-4.35,0.0
900,4mlx,Ki,650000.0,3.19,-4.35,0.0
919,6tim,Ki,610000.0,3.21,-4.38,0.0
920,1br6,Ki,600000.0,3.22,-4.39,0.0
921,1e6s,Ki,600000.0,3.22,-4.39,0.0
922,1e72,Ki,600000.0,3.22,-4.39,0.0
924,1ew9,Ki,600000.0,3.22,-4.39,0.0
925,1k1y,Ki,600000.0,3.22,-4.39,0.0
927,1qwu,Ki,600000.0,3.22,-4.39,0.0
929,1x6u,Ki,600000.0,3.22,-4.39,0.0
932,2ri9,Ki,600000.0,3.22,-4.39,0.0
933,2uy3,Ki,600000.0,3.22,-4.39,0.0
941,5ou2,Ki,609000.0,3.22,-4.38,0.0
942,1px4,Ki,590000.0,3.23,-4.4,0.0
943,2gmk,Ki,590000.0,3.23,-4.4,0.0
946,4lm1,Ki,590000.0,3.23,-4.4,0.0
951,3qfz,Ki,570000.0,3.24,-4.42,0.0
955,4qlk,Ki,570000.0,3.24,-4.42,0.0
960,1v2j,Ki,566000.0,3.25,-4.43,0.0
963,4lm0,Ki,560000.0,3.25,-4.43,0.0
970,4wkt,Ki,550000.0,3.26,-4.44,0.0
971,5yas,Ki,550000.0,3.26,-4.44,0.0
972,1axr,Ki,540000.0,3.27,-4.46,0.0
978,1g9t,Ki,526000.0,3.28,-4.47,0.0
981,3d52,Ki,520000.0,3.28,-4.48,0.0
983,3tfu,Ki,520000.0,3.28,-4.48,0.0
995,6ibk,Ki,509000.0,3.29,-4.49,0.0
1000,1phw,Ki,500000.0,3.30,-4.5,0.0
1001,1tpw,Ki,500000.0,3.30,-4.5,0.0
1007,2uxx,Ki,500000.0,3.30,-4.5,0.0
1008,2vw2,Ki,500000.0,3.30,-4.5,0.0
1011,3aaq,Ki,500000.0,3.30,-4.5,0.0
1025,3l7g,Ki,500000.0,3.30,-4.5,0.0
1035,4jss,Ki,500000.0,3.30,-4.5,0.0
1036,4mrw,Ki,500000.0,3.30,-4.5,0.0
1037,4msa,Ki,500000.0,3.30,-4.5,0.0
1040,4oue,Ki,500000.0,3.30,-4.5,0.0
1042,4u6e,Ki,500000.0,3.30,-4.5,0.0
1061,1i2s,Ki,490000.0,3.31,-4.51,0.0
1062,1pzp,Ki,490000.0,3.31,-4.51,0.0
1069,1pzo,Ki,480000.0,3.32,-4.52,0.0
1070,2wk6,Ki,480000.0,3.32,-4.52,0.0
1076,5tg4,Ki,475000.0,3.32,-4.53,0.0
1078,6efj,Ki,477000.0,3.32,-4.53,0.0
1079,6mey,Ki,479000.0,3.32,-4.53,0.0
1086,2pnc,Ki,466000.0,3.33,-4.54,0.0
1095,2xoi,Ki,460000.0,3.34,-4.55,0.0
1099,4bt4,Ki,460000.0,3.34,-4.55,0.0
1106,3pwk,Ki,450000.0,3.35,-4.56,0.0
1109,4joh,Ki,450000.0,3.35,-4.56,0.0
1110,4lkq,Ki,450000.0,3.35,-4.56,0.0
1114,5wxp,Ki,443000.0,3.35,-4.57,0.0
1121,2vc7,Ki,432700.0,3.36,-4.59,0.0
1130,1tnh,Ki,430000.0,3.37,-4.59,0.0
1131,1v2u,Ki,427000.0,3.37,-4.59,0.0
1132,1v2v,Ki,427000.0,3.37,-4.59,0.0
1135,3d8z,Ki,423000.0,3.37,-4.6,0.0
1139,6mnv,Ki,428000.0,3.37,-4.59,0.0
1141,2fzg,Ki,420000.0,3.38,-4.6,0.0
1145,4qll,Ki,420000.0,3.38,-4.6,0.0
1148,2j9h,Ki,410000.0,3.39,-4.62,0.0
1151,4lhm,Ki,410000.0,3.39,-4.62,0.0
1152,4ms0,Ki,410000.0,3.39,-4.62,0.0
1158,1bxr,Ki,400000.0,3.40,-4.63,0.0
1159,1f8d,Ki,400000.0,3.40,-4.63,0.0
1163,1jt1,Ki,400000.0,3.40,-4.63,0.0
1166,1uz4,Ki,400000.0,3.40,-4.63,0.0
1175,3d8y,Ki,396000.0,3.40,-4.64,0.0
1187,2v2c,Ki,390000.0,3.41,-4.65,0.0
1188,3nba,Ki,388000.0,3.41,-4.65,0.0
1189,4yas,Ki,390000.0,3.41,-4.65,0.0
1192,6m7i,Ki,386000.0,3.41,-4.65,0.0
1196,2sim,Ki,380000.0,3.42,-4.66,0.0
1202,4c71,Ki,384000.0,3.42,-4.66,0.0
1204,4llj,Ki,380000.0,3.42,-4.66,0.0
1205,4mi9,Ki,376870.0,3.42,-4.67,0.0
1206,4n8q,Ki,380000.0,3.42,-4.66,0.0
1209,1kti,Ki,370000.0,3.43,-4.68,0.0
1211,2c57,Ki,370000.0,3.43,-4.68,0.0
1213,2xog,Ki,370000.0,3.43,-4.68,0.0
1224,4umc,Ki,360000.0,3.44,-4.7,0.0
1226,6exs,Ki,362000.0,3.44,-4.69,0.0
1229,4c6z,Ki,357000.0,3.45,-4.7,0.0
1231,1moq,Ki,350000.0,3.46,-4.71,0.0
1236,3blu,Ki,350000.0,3.46,-4.71,0.0
1238,3muz,Ki,350000.0,3.46,-4.71,0.0
1243,4k5p,Ki,345000.0,3.46,-4.72,0.0
1248,6hgr,Ki,350000.0,3.46,-4.71,0.0
1256,4h42,Ki,341000.0,3.47,-4.73,0.0
1261,1tsi,Ki,330000.0,3.48,-4.75,0.0
1263,2f10,Ki,330000.0,3.48,-4.75,0.0
1266,3g1d,Ki,330000.0,3.48,-4.75,0.0
1268,3nyd,Ki,330000.0,3.48,-4.75,0.0
1276,1c5o,Ki,320000.0,3.49,-4.76,0.0
1291,6b0v,Ki,320000.0,3.49,-4.76,0.0
1292,6d9x,Ki,323000.0,3.49,-4.76,0.0
1296,4n3w,Ki,315000.0,3.50,-4.77,0.0
1303,4lpf,Ki,310000.0,3.51,-4.78,0.0
1308,5m4q,Ki,310000.0,3.51,-4.78,0.0
1309,5mby,Ki,310000.0,3.51,-4.78,0.0
1313,1jys,Ki,300000.0,3.52,-4.8,0.0
1318,2j27,Ki,300000.0,3.52,-4.8,0.0
1319,2vw1,Ki,300000.0,3.52,-4.8,0.0
1320,3c14,Ki,300000.0,3.52,-4.8,0.0
1322,3mfw,Ki,300000.0,3.52,-4.8,0.0
1327,4c70,Ki,305000.0,3.52,-4.79,0.0
1328,4eky,Ki,303000.0,3.52,-4.8,0.0
1331,4mrz,Ki,300000.0,3.52,-4.8,0.0
1353,3blt,Ki,290000.0,3.54,-4.82,0.0
1354,3bm8,Ki,290000.0,3.54,-4.82,0.0
1362,1v2r,Ki,278960.0,3.55,-4.85,0.0
1367,2hwg,Ki,280000.0,3.55,-4.84,0.0
1369,2qwc,Ki,280000.0,3.55,-4.84,0.0
1370,2xah,Ki,284000.0,3.55,-4.84,0.0
1371,3pjg,Ki,283000.0,3.55,-4.84,0.0
1372,3qvu,Ki,283000.0,3.55,-4.84,0.0
1375,4mjr,Ki,283000.0,3.55,-4.84,0.0
1376,4n98,Ki,280000.0,3.55,-4.84,0.0
1388,2lsp,Ki,274000.0,3.56,-4.86,0.0
1390,4joe,Ki,275000.0,3.56,-4.85,0.0
1392,1h46,Ki,270000.0,3.57,-4.87,0.0
1394,1np0,Ki,270000.0,3.57,-4.87,0.0
1398,3ff3,Ki,270000.0,3.57,-4.87,0.0
1402,4q8x,Ki,270000.0,3.57,-4.87,0.0
1410,3dx1,Ki,265000.0,3.58,-4.88,0.0
1412,4y63,Ki,261000.0,3.58,-4.89,0.0
1418,2gsu,Ki,260000.0,3.59,-4.89,0.0
1424,4cd6,Ki,260000.0,3.59,-4.89,0.0
1427,4q7v,Ki,260000.0,3.59,-4.89,0.0
1429,6dpz,Ki,259000.0,3.59,-4.89,0.0
1433,1bo5,Ki,250000.0,3.60,-4.91,0.0
1434,1d1p,Ki,250000.0,3.60,-4.91,0.0
1436,1qw7,Ki,250000.0,3.60,-4.91,0.0
1437,1uys,Ki,250000.0,3.60,-4.91,0.0
1438,1w31,Ki,250000.0,3.60,-4.91,0.0
1440,2bgr,Ki,250000.0,3.60,-4.91,0.0
1441,2fzk,Ki,250000.0,3.60,-4.91,0.0
1450,3b3x,Ki,250000.0,3.60,-4.91,0.0
1452,3g0i,Ki,250000.0,3.60,-4.91,0.0
1453,3jdw,Ki,253000.0,3.60,-4.9,0.0
1457,3t2p,Ki,250000.0,3.60,-4.91,0.0
1470,1g9s,Ki,247000.0,3.61,-4.92,0.0
1473,2vfz,Ki,245000.0,3.61,-4.92,0.0
1480,5c91,Ki,245800.0,3.61,-4.92,0.0
1483,5thi,Ki,245000.0,3.61,-4.92,0.0
1486,1pb9,Ki,241000.0,3.62,-4.93,0.0
1487,3pcc,Ki,240000.0,3.62,-4.94,0.0
1488,3st6,Ki,240000.0,3.62,-4.94,0.0
1498,6mll,Ki,239000.0,3.62,-4.94,0.0
1504,4mm7,Ki,235500.0,3.63,-4.95,0.0
1507,1gyy,Ki,230000.0,3.64,-4.96,0.0
1509,2azr,Ki,230000.0,3.64,-4.96,0.0
1512,2rk8,Ki,230000.0,3.64,-4.96,0.0
1528,5yum,Ki,223000.0,3.65,-4.98,0.0
1529,6gg5,Ki,222000.0,3.65,-4.98,0.0
1536,3ex6,Ki,220000.0,3.66,-4.99,0.0
1540,3t2q,Ki,220000.0,3.66,-4.99,0.0
1541,3tsd,Ki,218000.0,3.66,-4.99,0.0
1548,5nzn,Ki,220000,3.66,-4.99,0.0
1560,4n99,Ki,216000.0,3.67,-5.0,0.0
1566,6mlh,Ki,213000.0,3.67,-5.01,0.0
1567,1c3x,Ki,210000.0,3.68,-5.01,0.0
1570,2za3,Ki,210000.0,3.68,-5.01,0.0
1573,3uwl,Ki,208000.0,3.68,-5.02,0.0
1576,4isu,Ki,210000.0,3.68,-5.01,0.0
1580,5wxo,Ki,207000.0,3.68,-5.02,0.0
1585,3d7b,Ki,203000.0,3.69,-5.03,0.0
1587,4ovg,Ki,204000.0,3.69,-5.03,0.0
1593,6gg4,Ki,205000.0,3.69,-5.03,0.0
1598,1e37,Ki,200000.0,3.70,-5.04,1e-05
1600,1gz3,Ki,200000.0,3.70,-5.04,1e-05
1601,1gz4,Ki,200000.0,3.70,-5.04,1e-05
1602,1h0r,Ki,200000.0,3.70,-5.04,1e-05
1603,1i43,Ki,200000.0,3.70,-5.04,1e-05
1604,1loq,Ki,200000.0,3.70,-5.04,1e-05
1605,1pdz,Ki,200000.0,3.70,-5.04,1e-05
1611,1wht,Ki,200000.0,3.70,-5.04,1e-05
1614,2bvr,Ki,200000.0,3.70,-5.04,1e-05
1615,2fx6,Ki,200000.0,3.70,-5.04,1e-05
1621,3n7a,Ki,200000.0,3.70,-5.04,1e-05
1623,4ayt,Ki,200000.0,3.70,-5.04,1e-05
1624,4ayx,Ki,200000.0,3.70,-5.04,1e-05
1626,4kza,Ki,200000.0,3.70,-5.04,1e-05
1631,5c6o,Ki,200000.0,3.70,-5.04,1e-05
1632,5c6p,Ki,200000.0,3.70,-5.04,1e-05
1641,5j41,Ki,199000.0,3.70,-5.05,1e-05
1654,3g32,Ki,194000.0,3.71,-5.06,1e-05
1656,4k5m,Ki,193000.0,3.71,-5.06,1e-05
1657,4mjq,Ki,193000.0,3.71,-5.06,1e-05
1659,6mnp,Ki,195000.0,3.71,-5.06,1e-05
1660,1ai5,Ki,189000.0,3.72,-5.08,1e-05
1662,1grp,Ki,189000.0,3.72,-5.08,1e-05
1664,2am4,Ki,190000.0,3.72,-5.07,1e-05
1668,3f5l,Ki,191000.0,3.72,-5.07,1e-05
1671,4jog,Ki,190000.0,3.72,-5.07,1e-05
1674,4tln,Ki,190000.0,3.72,-5.07,1e-05
1675,4ufm,Ki,190000.0,3.72,-5.07,1e-05
1678,6d1h,Ki,190200.0,3.72,-5.07,1e-05
1688,6g46,Ki,185000.0,3.73,-5.09,1e-05
1690,1f5k,Ki,180000.0,3.74,-5.11,1e-05
1691,1ihy,Ki,180000.0,3.74,-5.11,1e-05
1708,6mlw,Ki,184000.0,3.74,-5.09,1e-05
1709,2iyf,Ki,177300.0,3.75,-5.11,1e-05
1710,2pyi,Ki,179000.0,3.75,-5.11,1e-05
1711,3d6p,Ki,179000.0,3.75,-5.11,1e-05
1712,3gep,Ki,176800.0,3.75,-5.12,1e-05
1716,2x09,Ki,175000.0,3.76,-5.12,1e-05
1717,3d6q,Ki,172000.0,3.76,-5.13,1e-05
1718,4c6x,Ki,175400.0,3.76,-5.12,1e-05
1725,1kui,Ki,169000.0,3.77,-5.14,1e-05
1726,1mpl,Ki,170000.0,3.77,-5.14,1e-05
1728,2v2h,Ki,170000.0,3.77,-5.14,1e-05
1729,2xaj,Ki,168000.0,3.77,-5.15,1e-05
1733,3hav,Ki,170000.0,3.77,-5.14,1e-05
1752,6euc,Ki,168000.0,3.77,-5.15,1e-05
1753,6ewk,Ki,168000.0,3.77,-5.15,1e-05
1755,6hgs,Ki,170000.0,3.77,-5.14,1e-05
1761,4tnw,Ki,167000.0,3.78,-5.15,1e-05
1771,1kug,Ki,160000.0,3.80,-5.18,1e-05
