,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
2979,1a30,Ki,50000.0,4.30,-5.86,2e-05
2996,3ivg,Kd,50000.0,4.30,-5.86,2e-05
3197,3u9q,Ki,41700.0,4.38,-5.97,2e-05
3281,3rsx,Kd,38800.0,4.41,-6.01,3e-05
3339,3pxf,Kd,37000.0,4.43,-6.04,3e-05
3396,2wbg,Ki,35200.0,4.45,-6.07,3e-05
3709,3rr4,Ki,28050.0,4.55,-6.21,4e-05
4010,4w9c,Kd,22200.0,4.65,-6.34,5e-05
4037,3mss,Kd,22000.0,4.66,-6.35,5e-05
4132,4agp,Kd,20600.0,4.69,-6.39,5e-05
4134,4mgd,Kd,20190.0,4.69,-6.4,5e-05
4257,1vso,Ki,18980.0,4.72,-6.44,5e-05
4339,4jxs,Ki,18000.0,4.74,-6.47,6e-05
4373,1q8t,Kd,17500.0,4.76,-6.49,6e-05
4375,3acw,Ki,17500.0,4.76,-6.49,6e-05
4513,4lzs,Kd,16000.0,4.80,-6.54,6e-05
4582,3r88,Ki,15000.0,4.82,-6.58,7e-05
4586,4ciw,Ki,15000.0,4.82,-6.58,7e-05
4673,2w4x,Kd,14000.0,4.85,-6.62,7e-05
4727,2brb,Ki,13700.0,4.86,-6.63,7e-05
4775,1p1q,Kd,12800.0,4.89,-6.67,8e-05
4783,3d4z,Ki,13000.0,4.89,-6.66,8e-05
4869,1bzc,Ki,12000.0,4.92,-6.71,8e-05
5128,1nc3,Ki,10000.0,5.00,-6.82,0.0001
5225,4agq,Kd,9700.0,5.01,-6.84,0.0001
5262,4w9l,Kd,9520.0,5.02,-6.85,0.00011
5398,2yge,Kd,8620.0,5.06,-6.91,0.00012
5542,2r9w,Ki,8000.0,5.10,-6.95,0.00013
5544,3gy4,Kd,8000.0,5.10,-6.95,0.00013
5549,3syr,Ki,7900.0,5.10,-6.96,0.00013
5642,3zso,Kd,7600.0,5.12,-6.98,0.00013
5688,2br1,Ki,7200.0,5.14,-7.01,0.00014
5739,1s38,Ki,7000.0,5.15,-7.03,0.00014
5808,3b27,Kd,6900.0,5.16,-7.04,0.00014
5838,4gkm,Ki,6800.0,5.17,-7.05,0.00015
5909,4m0z,Kd,6400.0,5.19,-7.08,0.00016
6008,1w4o,Ki,6000.0,5.22,-7.12,0.00017
6111,3ueu,Kd,5810.0,5.24,-7.14,0.00017
6119,4ih7,Kd,5800.0,5.24,-7.14,0.00017
6212,4jfs,Ki,5400.0,5.27,-7.18,0.00019
6455,3ozs,Ki,4645,5.33,-7.27,0.00022
6565,3bv9,Ki,4400.0,5.36,-7.3,0.00023
6595,1gpk,Ki,4300.0,5.37,-7.32,0.00023
6903,1syi,Ki,3590,5.44,-7.42,0.00028
7019,2cbv,Kd,3300.0,5.48,-7.47,0.0003
7185,1ydr,Ki,3000.0,5.52,-7.53,0.00033
7204,4de3,Ki,3000.0,5.52,-7.53,0.00033
7358,3coz,Kd,2700.0,5.57,-7.59,0.00037
7446,2wca,Ki,2500.0,5.60,-7.64,0.0004
7490,3u5j,Kd,2460.0,5.61,-7.65,0.00041
7518,4dli,Kd,2400.0,5.62,-7.66,0.00042
7570,1z9g,Ki,2300.0,5.64,-7.69,0.00043
7581,3arv,Kd,2300.0,5.64,-7.69,0.00043
7586,3n86,Ki,2300.0,5.64,-7.69,0.00043
7710,5c28,Ki,2200.0,5.66,-7.71,0.00045
7877,4j28,Ki,2000.0,5.70,-7.77,0.0005
7950,3jvr,Ki,1890.0,5.72,-7.8,0.00053
8148,1o5b,Ki,1700.0,5.77,-7.87,0.00059
8230,2y5h,Ki,1620,5.79,-7.89,0.00062
8377,3qqs,Ki,1500.0,5.82,-7.94,0.00067
8378,3wz8,Ki,1500.0,5.82,-7.94,0.00067
8380,4dld,Ki,1500.0,5.82,-7.94,0.00067
8487,3ehy,Ki,1400.0,5.85,-7.98,0.00071
8628,3uev,Kd,1290.0,5.89,-8.03,0.00078
8720,3ebp,Ki,1240.0,5.91,-8.05,0.00081
8740,1o0h,Ki,1200.0,5.92,-8.07,0.00083
8889,1q8u,Kd,1100.0,5.96,-8.12,0.00091
8921,4de1,Ki,1100.0,5.96,-8.12,0.00091
8934,4w9i,Kd,1100.0,5.96,-8.12,0.00091
9082,3ary,Kd,1000.0,6.00,-8.18,0.001
9201,3coy,Kd,960.0,6.02,-8.2,0.00104
9202,3f3c,Ki,950,6.02,-8.21,0.00105
9361,2fxs,Kd,870.0,6.06,-8.26,0.00115
9568,4kzq,Kd,788,6.10,-8.32,0.00127
9611,2qnq,Ki,770.0,6.11,-8.34,0.0013
9651,1nc1,Ki,750.0,6.12,-8.35,0.00133
9658,2wvt,Kd,755,6.12,-8.35,0.00132
9855,1yc1,Kd,680,6.17,-8.41,0.00147
10219,3bgz,Ki,550.0,6.26,-8.53,0.00182
10235,4wiv,Kd,550,6.26,-8.53,0.00182
10409,3k5v,Kd,500.0,6.30,-8.59,0.002
10427,4eor,Ki,500,6.30,-8.59,0.002
10499,3uew,Kd,490.0,6.31,-8.6,0.00204
10527,2wnc,Kd,479,6.32,-8.62,0.00209
10528,2zb1,Kd,480.0,6.32,-8.62,0.00208
10561,2qbr,Ki,470.0,6.33,-8.63,0.00213
10867,3arq,Kd,400.0,6.40,-8.72,0.0025
11008,2j78,Kd,384,6.42,-8.75,0.0026
11101,4ea2,Ki,360.0,6.44,-8.79,0.00278
11151,1r5y,Ki,350.0,6.46,-8.8,0.00286
11171,4m0y,Kd,350.0,6.46,-8.8,0.00286
11245,1gpn,Ki,334.0,6.48,-8.83,0.00299
11371,2weg,Kd,314,6.50,-8.87,0.00318
11375,4kzu,Ki,313,6.50,-8.87,0.00319
11376,4mme,Kd,318,6.50,-8.86,0.00314
11396,3cj4,Kd,310.0,6.51,-8.87,0.00323
11470,3uo4,Kd,299,6.52,-8.9,0.00334
11536,3wtj,Kd,297.0,6.53,-8.9,0.00337
11564,3jvs,Kd,290.0,6.54,-8.91,0.00345
11799,1k1i,Kd,264,6.58,-8.97,0.00379
12042,2yfe,Ki,236.0,6.63,-9.04,0.00424
12049,4k77,Ki,235,6.63,-9.04,0.00426
12153,2xj7,Ki,220,6.66,-9.08,0.00455
12233,2iwx,Kd,210.0,6.68,-9.1,0.00476
12365,4f09,Ki,200,6.70,-9.13,0.005
12495,4djv,Ki,190.0,6.72,-9.16,0.00526
12543,4w9h,Kd,185.0,6.73,-9.18,0.00541
12781,4ogj,Kd,164,6.79,-9.25,0.0061
12799,1p1n,Kd,160.0,6.80,-9.27,0.00625
12931,3dx2,Ki,150,6.82,-9.3,0.00667
13002,2xnb,Ki,149,6.83,-9.31,0.00671
13079,3n76,Ki,140.0,6.85,-9.34,0.00714
13131,3pyy,Kd,137,6.86,-9.36,0.0073
13144,2zcr,Ki,135,6.87,-9.37,0.00741
13161,3oe5,Ki,132,6.88,-9.38,0.00758
13212,3jya,Ki,130.1,6.89,-9.39,0.00769
13281,3gbb,Ki,126,6.90,-9.41,0.00794
13357,3uex,Kd,120.0,6.92,-9.44,0.00833
13429,4f9w,Ki,114,6.94,-9.47,0.00877
13901,2wer,Kd,90,7.05,-9.61,0.01111
14047,1lpg,Ki,82,7.09,-9.66,0.0122
14123,3zdg,Ki,79,7.10,-9.68,0.01266
14220,1z95,Ki,76,7.12,-9.71,0.01316
14350,1pxn,Ki,70.0,7.15,-9.76,0.01429
14365,3arp,Kd,70.0,7.15,-9.76,0.01429
14446,3f3d,Kd,69,7.16,-9.76,0.01449
14482,3tsk,Kd,67,7.17,-9.78,0.01493
14571,2j7h,Kd,65,7.19,-9.8,0.01538
14632,2xii,Kd,63.3,7.20,-9.81,0.0158
14751,4cra,Ki,60.0,7.22,-9.85,0.01667
14753,4gfm,Ki,60.0,7.22,-9.85,0.01667
14829,1oyt,Ki,57.0,7.24,-9.88,0.01754
14927,3gc5,Ki,55,7.26,-9.9,0.01818
14929,3p5o,Kd,55.2,7.26,-9.9,0.01812
15098,2vvn,Kd,50,7.30,-9.95,0.02
15211,1qf1,Ki,48,7.32,-9.98,0.02083
15213,1ydt,Ki,48,7.32,-9.98,0.02083
15224,3pww,Ki,48,7.32,-9.98,0.02083
15538,1owh,Ki,40,7.40,-10.09,0.025
15557,2zy1,Ki,40.0,7.40,-10.09,0.025
15574,3up2,Kd,40,7.40,-10.09,0.025
15672,4j21,Kd,39,7.41,-10.1,0.02564
15706,2xys,Ki,38,7.42,-10.12,0.02632
15797,2qbq,Ki,36.0,7.44,-10.15,0.02778
15924,3oe4,Ki,34,7.47,-10.18,0.02941
16200,3rlr,Ki,30,7.52,-10.26,0.03333
16473,2xb8,Ki,26,7.59,-10.34,0.03846
16522,2c3i,Kd,25,7.60,-10.36,0.04
16787,4e5w,Ki,22,7.66,-10.44,0.04545
16977,3f3e,Kd,20,7.70,-10.5,0.05
17424,1u1b,Kd,16,7.80,-10.63,0.0625
17443,3qgy,Ki,16,7.80,-10.63,0.0625
17446,3ryj,Kd,16,7.80,-10.63,0.0625
17458,4j3l,Kd,16,7.80,-10.63,0.0625
17561,3prs,Ki,15,7.82,-10.67,0.06667
17691,4pcs,Ki,14,7.85,-10.71,0.07143
17986,4hge,Ki,11.9,7.92,-10.8,0.08403
18064,1g2k,Ki,11,7.96,-10.85,0.09091
18069,1o3f,Ki,11.0,7.96,-10.85,0.09091
18084,2qe4,Ki,11.0,7.96,-10.85,0.09091
18108,3uuo,Ki,11,7.96,-10.85,0.09091
18265,3e92,Ki,10,8.00,-10.91,0.1
18267,3fur,Ki,10,8.00,-10.91,0.1
18419,2cet,Kd,9.6,8.02,-10.93,0.10417
18458,5tmn,Ki,9.1,8.04,-10.96,0.10989
18504,3ag9,Ki,9,8.05,-10.97,0.11111
18699,3kr8,Kd,8,8.10,-11.04,0.125
18706,3nx7,Kd,7.88,8.10,-11.05,0.1269
18798,3fv2,Ki,7.7,8.11,-11.06,0.12987
18917,4eo8,Kd,7,8.15,-11.12,0.14286
19260,3e5a,Ki,5.9,8.23,-11.22,0.16949
19300,1nvq,Ki,5.6,8.25,-11.25,0.17857
19410,2v7a,Kd,5.0,8.30,-11.32,0.2
19474,4x6p,Ki,5,8.30,-11.32,0.2
19619,1h23,Ki,4.5,8.35,-11.38,0.22222
19647,4e6q,Ki,4.4,8.36,-11.39,0.22727
19740,2al5,Ki,4,8.40,-11.45,0.25
19747,2qbp,Ki,4.0,8.40,-11.45,0.25
19753,2zda,Ki,4,8.40,-11.45,0.25
19754,3b68,Ki,4,8.40,-11.45,0.25
19899,2xbv,Kd,3.7,8.43,-11.5,0.27027
20000,3b1m,Ki,3.3,8.48,-11.56,0.30303
20103,2fvd,Ki,3,8.52,-11.62,0.33333
20117,2vw5,Kd,3,8.52,-11.62,0.33333
20120,2wn9,Kd,3.0,8.52,-11.62,0.33333
20305,3ejr,Ki,2.7,8.57,-11.68,0.37037
20442,4qd6,Ki,2.3,8.64,-11.78,0.43478
20482,3u8k,Ki,2.2,8.66,-11.8,0.45455
20602,3ge7,Ki,2,8.70,-11.86,0.5
20742,4crc,Ki,1.9,8.72,-11.89,0.52632
20745,4ivb,Ki,1.9,8.72,-11.89,0.52632
20780,2vkm,Ki,1.8,8.74,-11.92,0.55556
20781,2wtv,Ki,1.8,8.74,-11.92,0.55556
20819,3b5r,Ki,1.7,8.77,-11.96,0.58824
20915,2zcq,Ki,1.5,8.82,-12.03,0.66667
20971,3e93,Ki,1.4,8.85,-12.07,0.71429
21151,4k18,Ki,1.1,8.96,-12.21,0.90909
21217,2p4y,Ki,1,9.00,-12.27,1.0
21229,3dd0,Ki,1,9.00,-12.27,1.0
21245,3nw9,Ki,1,9.00,-12.27,1.0
21255,3ui7,Ki,1,9.00,-12.27,1.0
21256,3uri,Ki,1,9.00,-12.27,1.0
21388,1qkt,Kd,0.92,9.04,-12.32,1.08696
21482,1h22,Ki,0.8,9.10,-12.4,1.25
21494,3gnw,Kd,0.79,9.10,-12.41,1.26582
21655,1sqa,Ki,0.62,9.21,-12.55,1.6129
21690,4jia,Ki,0.6,9.22,-12.57,1.66667
21734,3b65,Ki,0.54,9.27,-12.64,1.85185
21780,3fv1,Ki,0.5,9.30,-12.68,2.0
21927,4qac,Kd,0.4,9.40,-12.81,2.5
21990,2yki,Kd,0.35,9.46,-12.89,2.85714
22050,3g0w,Ki,0.3,9.52,-12.98,3.33333
22059,4ivd,Ki,0.3,9.52,-12.98,3.33333
22060,4ty7,Ki,0.3,9.52,-12.98,3.33333
22083,2pog,Ki,0.29,9.54,-13.0,3.44828
22101,4gr0,Ki,0.28,9.55,-13.02,3.57143
22190,1eby,Ki,0.20,9.70,-13.22,5.0
22265,1z6e,Ki,0.19,9.72,-13.25,5.26316
22366,1e66,Ki,0.13,9.89,-13.48,7.69231
22450,4ivc,Ki,0.1,10.00,-13.63,10.0
22463,4twp,Ki,0.1,10.00,-13.63,10.0
22488,4rfm,Ki,0.09,10.05,-13.7,11.11111
22511,1y6r,Ki,0.077,10.11,-13.79,12.98701
22532,3u8n,Ki,0.067,10.17,-13.87,14.92537
22533,4tmn,Ki,0.068,10.17,-13.86,14.70588
22581,2p15,Kd,0.05,10.30,-14.04,20.0
22706,3myg,Kd,0.02,10.70,-14.59,50.0
22727,4gid,Ki,0.017,10.77,-14.68,58.82353
22755,3utu,Ki,0.012,10.92,-14.89,83.33333
22786,5c2h,Ki,0.008199999999999999,11.09,-15.12,121.95122
22792,1mq6,Ki,0.007,11.15,-15.21,142.85714
22800,5dwr,Ki,0.006,11.22,-15.3,166.66667
22815,4f2w,Ki,0.005,11.30,-15.41,200.0
22830,2x00,Kd,0.0047,11.33,-15.44,212.76596
22867,3o9i,Ki,0.0015,11.82,-16.12,666.66667
22868,4f3c,Ki,0.0015,11.82,-16.12,666.66667
