,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
142,5nzq,Kd,9300000.0,2.03,-2.77,0.0
143,2ks9,Ki,9020000.0,2.04,-2.79,0.0
144,1jfh,Ki,9000000.0,2.05,-2.79,0.0
145,4e4a,IC50,9000000.0,2.05,-2.79,0.0
146,4ty9,Kd,8960000.0,2.05,-2.79,0.0
147,4x8t,Kd,8900000.0,2.05,-2.8,0.0
148,5eiw,IC50,9000000.0,2.05,-2.79,0.0
149,1qq9,Ki,8700000.0,2.06,-2.81,0.0
150,1rdi,Ki,8800000.0,2.06,-2.8,0.0
151,2zg3,Kd,8700000.0,2.06,-2.81,0.0
152,4u54,Kd,8700000.0,2.06,-2.81,0.0
153,3ao4,Kd,8500000.0,2.07,-2.82,0.0
154,4b0c,Kd,8500000.0,2.07,-2.82,0.0
155,3rxp,IC50,8300000.000000001,2.08,-2.84,0.0
156,5tyh,IC50,8400000.0,2.08,-2.83,0.0
157,1njj,Ki,8000000.0,2.10,-2.86,0.0
158,2zg1,Kd,8000000.0,2.10,-2.86,0.0
159,4aml,IC50,8000000.0,2.10,-2.86,0.0
160,4cs9,Kd,8000000.0,2.10,-2.86,0.0
161,6r49,IC50,8000000.0,2.10,-2.86,0.0
162,3uf9,Ki,7780000.0,2.11,-2.88,0.0
163,6aao,Kd,7800000.0,2.11,-2.87,0.0
164,1qx1,Ki,7500000.0,2.12,-2.9,0.0
165,2w8w,Kd,7500000.0,2.12,-2.9,0.0
166,3gv9,Ki,7500000.0,2.12,-2.9,0.0
167,6r9u,Kd,7500000.0,2.12,-2.9,0.0
168,1p2g,Ki,7400000.0,2.13,-2.91,0.0
169,6gz9,IC50,7400000.0,2.13,-2.91,0.0
170,6abx,Ki,7190000.0,2.14,-2.92,0.0
171,6dim,IC50,7200000.0,2.14,-2.92,0.0
172,6djd,IC50,7200000.0,2.14,-2.92,0.0
173,1uxb,Kd,7000000.0,2.15,-2.94,0.0
174,3rxg,IC50,7100000.0,2.15,-2.93,0.0
175,4b0j,Kd,7100000.0,2.15,-2.93,0.0
176,4q90,Ki,7000000.0,2.15,-2.94,0.0
177,5cs3,Kd,7000000.0,2.15,-2.94,0.0
178,6fap,Kd,7100000.0,2.15,-2.93,0.0
179,6fi1,Kd,7100000.0,2.15,-2.93,0.0
180,6r9s,Kd,7100000.0,2.15,-2.93,0.0
181,2ay9,Kd,6900000.0,2.16,-2.95,0.0
182,4tim,Ki,6900000.0,2.16,-2.95,0.0
183,5fe6,Kd,6910000.0,2.16,-2.95,0.0
184,6ghj,Kd,6890000.0,2.16,-2.95,0.0
185,3gqz,Ki,6700000.0,2.17,-2.96,0.0
186,4y3j,Kd,6800000.0,2.17,-2.96,0.0
187,5oxk,Kd,6820000.0,2.17,-2.95,0.0
188,5z5f,Ki,6800000.0,2.17,-2.96,0.0
189,6gmx,Kd,6700000.0,2.17,-2.96,0.0
190,3l7d,Ki,6550000.0,2.18,-2.98,0.0
191,6g47,Kd,6600000.0,2.18,-2.97,0.0
192,4ahr,Kd,6500000.0,2.19,-2.98,0.0
193,4ahs,Kd,6400000.0,2.19,-2.99,0.0
194,4amx,Ki,6500000.0,2.19,-2.98,0.0
195,4jdf,Kd,6400000.0,2.19,-2.99,0.0
196,4mre,Kd,6400000.0,2.19,-2.99,0.0
197,5nzp,Kd,6500000.0,2.19,-2.98,0.0
198,1w1v,IC50,6300000.0,2.20,-3.0,0.0
199,2vvo,IC50,6300000.0,2.20,-3.0,0.0
200,4eh8,IC50,6247000.0,2.20,-3.01,0.0
201,1x8d,Kd,6160000.0,2.21,-3.01,0.0
202,4g0z,Kd,6130000.0,2.21,-3.02,0.0
203,1icj,Ki,6000000.0,2.22,-3.03,0.0
204,1m0n,Ki,6000000.0,2.22,-3.03,0.0
205,2aac,Kd,6000000.0,2.22,-3.03,0.0
206,4aci,Kd,6000000.0,2.22,-3.03,0.0
207,4uru,Kd,6000000.0,2.22,-3.03,0.0
208,4ury,Kd,6000000.0,2.22,-3.03,0.0
209,4x11,Kd,6000000.0,2.22,-3.03,0.0
210,5fsb,Kd,6000000.0,2.22,-3.03,0.0
211,5hcl,IC50,6000000.0,2.22,-3.03,0.0
212,5jqb,Kd,6000000.0,2.22,-3.03,0.0
213,1ajp,Ki,5850000.0,2.23,-3.04,0.0
214,2igv,Kd,5900000.0,2.23,-3.04,0.0
215,3ao5,Kd,5900000.0,2.23,-3.04,0.0
216,3i3b,Ki,5900000.0,2.23,-3.04,0.0
217,1rdl,Ki,5700000.0,2.24,-3.06,0.0
218,2ay8,Kd,5800000.0,2.24,-3.05,0.0
219,2os9,IC50,5700000.0,2.24,-3.06,0.0
220,5f6v,IC50,5800000.0,2.24,-3.05,0.0
221,5m9w,Kd,5700000.0,2.24,-3.06,0.0
222,5nzo,Kd,5800000.0,2.24,-3.05,0.0
223,1ukt,IC50,5600000.0,2.25,-3.07,0.0
224,1ew8,Ki,5500000.0,2.26,-3.08,0.0
225,3ao1,Kd,5500000.0,2.26,-3.08,0.0
226,4eh9,IC50,5453000.0,2.26,-3.09,0.0
227,4np2,Kd,5500000.0,2.26,-3.08,0.0
228,5v6u,Ki,5470000.0,2.26,-3.08,0.0
229,1hge,Kd,5400000.0,2.27,-3.09,0.0
230,1uto,Kd,5320000.0,2.27,-3.1,0.0
231,4ahu,Kd,5400000.0,2.27,-3.09,0.0
232,4mfe,Ki,5400000.0,2.27,-3.09,0.0
233,1ps3,Ki,5200000.0,2.28,-3.11,0.0
234,2rjs,IC50,5300000.0,2.28,-3.1,0.0
235,3fu0,IC50,5308000.0,2.28,-3.1,0.0
236,3ip8,Ki,5200000.0,2.28,-3.11,0.0
237,2ay1,Kd,5140000.0,2.29,-3.12,0.0
238,4ddk,Kd,5100000.0,2.29,-3.13,0.0
239,4ehv,IC50,5103000.0,2.29,-3.13,0.0
240,5fnj,Kd,5150000.0,2.29,-3.12,0.0
241,1hyv,IC50,5000000.0,2.30,-3.14,0.0
242,1inh,IC50,5000000.0,2.30,-3.14,0.0
243,1jdj,IC50,5000000.0,2.30,-3.14,0.0
244,1n1g,IC50,5000000.0,2.30,-3.14,0.0
245,1o4g,IC50,5000000.0,2.30,-3.14,0.0
246,1uxa,Kd,5000000.0,2.30,-3.14,0.0
247,1w1p,IC50,5000000.0,2.30,-3.14,0.0
248,2ay7,Kd,5000000.0,2.30,-3.14,0.0
249,2hdu,Ki,5000000.0,2.30,-3.14,0.0
250,2xix,IC50,5000000.0,2.30,-3.14,0.0
251,2xlc,Ki,5000000.0,2.30,-3.14,0.0
252,3dyo,Ki,5000000.0,2.30,-3.14,0.0
253,3kgq,Ki,5000000.0,2.30,-3.14,0.0
254,3mhw,Ki,5030000.0,2.30,-3.13,0.0
255,3pcg,Ki,5000000.0,2.30,-3.14,0.0
256,3rv4,Ki,5000000.0,2.30,-3.14,0.0
257,4b6e,IC50,5000000.0,2.30,-3.14,0.0
258,4e3d,IC50,5000000.0,2.30,-3.14,0.0
259,4g0y,Kd,4990000.0,2.30,-3.14,0.0
260,4jsz,Ki,5000000.0,2.30,-3.14,0.0
261,4led,Kd,5000000.0,2.30,-3.14,0.0
262,4wh7,IC50,5000000.0,2.30,-3.14,0.0
263,5enc,IC50,5000000.0,2.30,-3.14,0.0
264,5eni,IC50,5000000.0,2.30,-3.14,0.0
265,5enj,IC50,5000000.0,2.30,-3.14,0.0
266,5g42,Kd,5000000.0,2.30,-3.14,0.0
267,6au2,Kd,5000000.0,2.30,-3.14,0.0
268,6gmq,Kd,5000000.0,2.30,-3.14,0.0
269,1m0o,Ki,4900000.0,2.31,-3.15,0.0
270,4y0a,Ki,4950000.0,2.31,-3.14,0.0
271,5mz8,Kd,4900000.0,2.31,-3.15,0.0
272,2qve,IC50,4800000.0,2.32,-3.16,0.0
273,5aol,Kd,4800000.0,2.32,-3.16,0.0
274,1z6d,Ki,4600000.0,2.34,-3.19,0.0
275,4iie,Ki,4600000.0,2.34,-3.19,0.0
276,5elf,Kd,4570000.0,2.34,-3.19,0.0
277,1qi0,Ki,4500000.0,2.35,-3.2,0.0
278,3gtc,Ki,4500000.0,2.35,-3.2,0.0
279,4k3k,IC50,4440000.0,2.35,-3.21,0.0
280,4y3y,Kd,4500000.0,2.35,-3.2,0.0
281,1o4j,IC50,4400000.0,2.36,-3.21,0.0
282,3g2z,Ki,4400000.0,2.36,-3.21,0.0
283,5fsc,Kd,4400000.0,2.36,-3.21,0.0
284,3t0d,Ki,4300000.0,2.37,-3.23,0.0
285,4jck,Kd,4300000.0,2.37,-3.23,0.0
286,6rnt,Kd,4300000.0,2.37,-3.23,0.0
287,3f6e,Kd,4139999.9999999995,2.38,-3.25,0.0
288,4aj2,Kd,4200000.0,2.38,-3.24,0.0
289,6md8,Ki,4200000.0,2.38,-3.24,0.0
290,1f73,Ki,4099999.9999999995,2.39,-3.25,0.0
291,1nwl,Ki,4099999.9999999995,2.39,-3.25,0.0
292,4nyt,Kd,4099999.9999999995,2.39,-3.25,0.0
293,4tya,Kd,4040000.0,2.39,-3.26,0.0
294,2wi1,IC50,4000000.0,2.40,-3.27,0.0
295,3dxg,Ki,4000000.0,2.40,-3.27,0.0
296,3l7b,Ki,4010000.0,2.40,-3.27,0.0
297,3pcb,Ki,4000000.0,2.40,-3.27,0.0
298,3t2t,Kd,4000000.0,2.40,-3.27,0.0
299,4u5l,Kd,4000000.0,2.40,-3.27,0.0
300,4y38,Kd,4000000.0,2.40,-3.27,0.0
301,4zsm,IC50,4000000.0,2.40,-3.27,0.0
302,1o4r,IC50,3900000.0,2.41,-3.28,0.0
303,2wsx,Kd,3900000.0,2.41,-3.28,0.0
304,4u5s,Kd,3900000.0,2.41,-3.28,0.0
305,6aaq,Kd,3900000.0,2.41,-3.28,0.0
306,4u5o,Kd,3800000.0,2.42,-3.3,0.0
307,5os3,Kd,3753000.0,2.43,-3.31,0.0
308,6mli,Kd,3700000.0,2.43,-3.32,0.0
309,1o4h,IC50,3600000.0,2.44,-3.33,0.0
310,1oba,Kd,3600000.0,2.44,-3.33,0.0
311,1t4s,Ki,3600000.0,2.44,-3.33,0.0
312,2i2b,Ki,3600000.0,2.44,-3.33,0.0
313,2xiy,IC50,3600000.0,2.44,-3.33,0.0
314,3ked,IC50,3600000.0,2.44,-3.33,0.0
315,3l7c,Ki,3670000.0,2.44,-3.32,0.0
316,3mjl,Ki,3600000.0,2.44,-3.33,0.0
317,4d62,Kd,3640000.0,2.44,-3.33,0.0
318,1gbq,Kd,3500000.0,2.46,-3.35,0.0
319,1o4o,IC50,3500000.0,2.46,-3.35,0.0
320,2aez,Ki,3500000.0,2.46,-3.35,0.0
321,3l79,Ki,3460000.0,2.46,-3.36,0.0
322,4ah9,Kd,3500000.0,2.46,-3.35,0.0
323,4ddm,Kd,3500000.0,2.46,-3.35,0.0
324,4eh6,IC50,3471000.0,2.46,-3.35,0.0
325,4x8u,Ki,3500000.0,2.46,-3.35,0.0
326,5aqh,Kd,3500000.0,2.46,-3.35,0.0
327,1tok,Kd,3400000.0,2.47,-3.37,0.0
328,1utl,Kd,3410000.0,2.47,-3.36,0.0
329,3rik,IC50,3400000.0,2.47,-3.37,0.0
330,4gne,Kd,3400000.0,2.47,-3.37,0.0
331,4y4j,Kd,3400000.0,2.47,-3.37,0.0
332,5dv4,IC50,3370000.0,2.47,-3.37,0.0
333,5jal,Kd,3400000.0,2.47,-3.37,0.0
334,6fhq,Kd,3400000.0,2.47,-3.37,0.0
335,1gyx,Ki,3300000.0,2.48,-3.38,0.0
336,4u5n,Kd,3300000.0,2.48,-3.38,0.0
337,4ze6,Kd,3300000.0,2.48,-3.38,0.0
338,5mn1,Kd,3300000.0,2.48,-3.38,0.0
339,5mnb,Kd,3300000.0,2.48,-3.38,0.0
340,5mnx,Kd,3300000.0,2.48,-3.38,0.0
341,5mon,Kd,3300000.0,2.48,-3.38,0.0
342,1o4q,IC50,3200000.0,2.49,-3.4,0.0
343,4efk,Kd,3200000.0,2.49,-3.4,0.0
344,4ej2,Ki,3204000.0,2.49,-3.4,0.0
345,4kz7,Ki,3200000.0,2.49,-3.4,0.0
346,6c3n,Kd,3200000.0,2.49,-3.4,0.0
347,1ai4,Ki,3130000.0,2.50,-3.41,0.0
348,3g30,Ki,3100000.0,2.51,-3.42,0.0
349,4ctj,IC50,3120000.0,2.51,-3.42,0.0
350,6dji,IC50,3100000.0,2.51,-3.42,0.0
351,1rq2,IC50,3000000.0,2.52,-3.44,0.0
352,1wdr,Kd,3050000.0,2.52,-3.43,0.0
353,3ad7,Kd,3010000.0,2.52,-3.44,0.0
354,3bf1,Kd,3000000.0,2.52,-3.44,0.0
355,3fq7,IC50,3000000.0,2.52,-3.44,0.0
356,3gr2,Ki,3000000.0,2.52,-3.44,0.0
357,3mfv,Ki,3000000.0,2.52,-3.44,0.0
358,3vdb,Ki,3030000.0,2.52,-3.43,0.0
359,4e3f,IC50,3000000.0,2.52,-3.44,0.0
360,4g0q,Kd,3000000.0,2.52,-3.44,0.0
361,4urz,Kd,3000000.0,2.52,-3.44,0.0
362,5f6d,IC50,3000000.0,2.52,-3.44,0.0
363,5f6u,IC50,3000000.0,2.52,-3.44,0.0
364,4hj2,Kd,2950000.0,2.53,-3.45,0.0
365,1iup,Ki,2900000.0,2.54,-3.46,0.0
366,1il3,IC50,2800000.0,2.55,-3.48,0.0
367,1kf0,Kd,2800000.0,2.55,-3.48,0.0
368,3b3s,Ki,2800000.0,2.55,-3.48,0.0
369,3ovn,Kd,2800000.0,2.55,-3.48,0.0
370,5eif,IC50,2800000.0,2.55,-3.48,0.0
371,5n53,Kd,2800000.0,2.55,-3.48,0.0
372,5os0,Kd,2792000.0,2.55,-3.48,0.0
373,1gwv,Kd,2680000.0,2.57,-3.51,0.0
374,2ria,IC50,2700000.0,2.57,-3.5,0.0
375,2wq4,Kd,2700000.0,2.57,-3.5,0.0
376,3kgp,Ki,2680000.0,2.57,-3.51,0.0
377,5v4q,Ki,2700000.0,2.57,-3.5,0.0
378,6poq,Kd,2700000.0,2.57,-3.5,0.0
379,2ay5,Kd,2600000.0,2.59,-3.52,0.0
380,2jst,Kd,2600000.0,2.59,-3.52,0.0
381,3gvb,Ki,2600000.0,2.59,-3.52,0.0
382,4o3a,Ki,2570000.0,2.59,-3.53,0.0
383,4o3c,Ki,2570000.0,2.59,-3.53,0.0
384,4wef,Ki,2577000.0,2.59,-3.53,0.0
385,5tpb,Kd,2600000.0,2.59,-3.52,0.0
386,1o4p,IC50,2500000.0,2.60,-3.55,0.0
387,2c4v,Ki,2500000.0,2.60,-3.55,0.0
388,2r5a,Kd,2500000.0,2.60,-3.55,0.0
389,3gwv,IC50,2540000.0,2.60,-3.54,0.0
390,3rxf,IC50,2500000.0,2.60,-3.55,0.0
391,4up5,Kd,2500000.0,2.60,-3.55,0.0
392,5g46,Kd,2500000.0,2.60,-3.55,0.0
393,6mia,Ki,2540000.0,2.60,-3.54,0.0
394,1cze,Kd,2400000.0,2.62,-3.57,0.0
395,1w1y,IC50,2400000.0,2.62,-3.57,0.0
396,2kfh,Kd,2400000.0,2.62,-3.57,0.0
397,3f37,Kd,2400000.0,2.62,-3.57,0.0
398,3f38,Kd,2400000.0,2.62,-3.57,0.0
399,3fk1,Ki,2420000.0,2.62,-3.57,0.0
400,3rxl,IC50,2400000.0,2.62,-3.57,0.0
401,4lnf,IC50,2400000.0,2.62,-3.57,0.0
402,4lno,Kd,2400000.0,2.62,-3.57,0.0
403,5foo,Ki,2400000.0,2.62,-3.57,0.0
404,5lvd,Kd,2400000.0,2.62,-3.57,0.0
405,1ajn,Ki,2320000.0,2.63,-3.59,0.0
406,1g5f,Ki,2310000.0,2.64,-3.59,0.0
407,1o4i,IC50,2300000.0,2.64,-3.6,0.0
408,3p1d,IC50,2300000.0,2.64,-3.6,0.0
409,4i8x,Kd,2300000.0,2.64,-3.6,0.0
410,4q7w,Ki,2300000.0,2.64,-3.6,0.0
411,4q8y,Ki,2300000.0,2.64,-3.6,0.0
412,4ufl,Ki,2300000.0,2.64,-3.6,0.0
413,6fhu,Kd,2300000.0,2.64,-3.6,0.0
414,5ey0,Kd,2260000.0,2.65,-3.61,0.0
415,1il5,IC50,2200000.0,2.66,-3.62,0.0
416,3a1e,Kd,2200000.0,2.66,-3.62,0.0
417,3rxb,IC50,2200000.0,2.66,-3.62,0.0
418,4y2p,IC50,2200000.0,2.66,-3.62,0.0
419,5eld,Kd,2190000.0,2.66,-3.63,0.0
420,3lvw,Ki,2120000.0,2.67,-3.65,0.0
421,6prt,IC50,2120000.0,2.67,-3.65,0.0
422,1hgi,Kd,2100000.0,2.68,-3.65,0.0
423,1o8b,Ki,2100000.0,2.68,-3.65,0.0
424,2q72,IC50,2089999.9999999998,2.68,-3.65,0.0
425,3rxk,IC50,2100000.0,2.68,-3.65,0.0
426,4b3c,Kd,2100000.0,2.68,-3.65,0.0
427,4b3d,Kd,2100000.0,2.68,-3.65,0.0
428,5aqj,Kd,2100000.0,2.68,-3.65,0.0
429,5aqp,Kd,2100000.0,2.68,-3.65,0.0
430,3elc,Kd,2020000.0,2.69,-3.67,0.0
431,4usw,Kd,2029999.9999999998,2.69,-3.67,0.0
432,5k5s,IC50,2040000.0,2.69,-3.67,0.0
433,1br5,Ki,2000000.0,2.70,-3.68,0.0
434,1gym,IC50,2000000.0,2.70,-3.68,0.0
435,1lt5,IC50,2000000.0,2.70,-3.68,0.0
436,1tc1,IC50,2000000.0,2.70,-3.68,0.0
437,1ylv,Ki,2000000.0,2.70,-3.68,0.0
438,2fzc,Ki,1990000.0,2.70,-3.68,0.0
439,2ha4,Kd,2000000.0,2.70,-3.68,0.0
440,2krd,Kd,2000000.0,2.70,-3.68,0.0
441,2ohk,IC50,2000000.0,2.70,-3.68,0.0
442,2ow6,IC50,2000000.0,2.70,-3.68,0.0
443,2uyn,Kd,2000000.0,2.70,-3.68,0.0
444,3bra,Kd,2000000.0,2.70,-3.68,0.0
445,3ftz,IC50,2000000.0,2.70,-3.68,0.0
446,3fud,IC50,2000000.0,2.70,-3.68,0.0
447,3fuf,IC50,2000000.0,2.70,-3.68,0.0
448,3fuh,IC50,2000000.0,2.70,-3.68,0.0
449,3gk2,Kd,2000000.0,2.70,-3.68,0.0
450,3gsg,Ki,2000000.0,2.70,-3.68,0.0
451,3hvg,IC50,2000000.0,2.70,-3.68,0.0
452,3rqw,Kd,2000000.0,2.70,-3.68,0.0
453,3sl0,Ki,2000000.0,2.70,-3.68,0.0
454,3zsw,Kd,2000000.0,2.70,-3.68,0.0
455,3zsz,Kd,2000000.0,2.70,-3.68,0.0
456,3zt1,Kd,2000000.0,2.70,-3.68,0.0
457,4h4b,Ki,2000000.0,2.70,-3.68,0.0
458,4okp,Ki,2000000.0,2.70,-3.68,0.0
459,4old,Ki,2000000.0,2.70,-3.68,0.0
460,4wks,Ki,2000000.0,2.70,-3.68,0.0
461,4ypf,IC50,2000000.0,2.70,-3.68,0.0
462,4yrc,IC50,2000000.0,2.70,-3.68,0.0
463,4yrg,IC50,2000000.0,2.70,-3.68,0.0
464,4yrr,IC50,2000000.0,2.70,-3.68,0.0
465,5aok,Kd,2000000.0,2.70,-3.68,0.0
466,6fty,Kd,2000000.0,2.70,-3.68,0.0
