,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
113,1tnj,Ki,11000000.0,1.96,-2.67,0.0
121,3i3d,Ki,10300000.0,1.99,-2.71,0.0
122,1gbt,Ki,10000000.0,2.00,-2.73,0.0
124,2hds,Ki,10000000.0,2.00,-2.73,0.0
127,3g2y,Ki,10000000.0,2.00,-2.73,0.0
128,3pce,Ki,10000000.0,2.00,-2.73,0.0
131,4kz5,Ki,10000000.0,2.00,-2.73,0.0
138,2ks9,Ki,9020000.0,2.04,-2.79,0.0
139,1jfh,Ki,9000000.0,2.05,-2.79,0.0
144,1qq9,Ki,8700000.0,2.06,-2.81,0.0
145,1rdi,Ki,8800000.0,2.06,-2.8,0.0
152,1njj,Ki,8000000.0,2.10,-2.86,0.0
158,3uf9,Ki,7780000.0,2.11,-2.88,0.0
160,1qx1,Ki,7500000.0,2.12,-2.9,0.0
162,3gv9,Ki,7500000.0,2.12,-2.9,0.0
164,1p2g,Ki,7400000.0,2.13,-2.91,0.0
166,6abx,Ki,7190000.0,2.14,-2.92,0.0
172,4q90,Ki,7000000.0,2.15,-2.94,0.0
178,4tim,Ki,6900000.0,2.16,-2.95,0.0
181,3gqz,Ki,6700000.0,2.17,-2.96,0.0
184,5z5f,Ki,6800000.0,2.17,-2.96,0.0
187,3l7d,Ki,6550000.0,2.18,-2.98,0.0
192,4amx,Ki,6500000.0,2.19,-2.98,0.0
201,1icj,Ki,6000000.0,2.22,-3.03,0.0
202,1m0n,Ki,6000000.0,2.22,-3.03,0.0
212,1ajp,Ki,5850000.0,2.23,-3.04,0.0
215,3i3b,Ki,5900000.0,2.23,-3.04,0.0
216,1rdl,Ki,5700000.0,2.24,-3.06,0.0
222,1ew8,Ki,5500000.0,2.26,-3.08,0.0
226,5v6u,Ki,5470000.0,2.26,-3.08,0.0
230,4mfe,Ki,5400000.0,2.27,-3.09,0.0
231,1ps3,Ki,5200000.0,2.28,-3.11,0.0
234,3ip8,Ki,5200000.0,2.28,-3.11,0.0
245,2hdu,Ki,5000000.0,2.30,-3.14,0.0
246,2xlc,Ki,5000000.0,2.30,-3.14,0.0
247,3dyo,Ki,5000000.0,2.30,-3.14,0.0
248,3kgq,Ki,5000000.0,2.30,-3.14,0.0
249,3mhw,Ki,5030000.0,2.30,-3.13,0.0
250,3pcg,Ki,5000000.0,2.30,-3.14,0.0
251,3rv4,Ki,5000000.0,2.30,-3.14,0.0
254,4jsz,Ki,5000000.0,2.30,-3.14,0.0
258,1m0o,Ki,4900000.0,2.31,-3.15,0.0
259,4y0a,Ki,4950000.0,2.31,-3.14,0.0
263,1z6d,Ki,4600000.0,2.34,-3.19,0.0
264,4iie,Ki,4600000.0,2.34,-3.19,0.0
266,1qi0,Ki,4500000.0,2.35,-3.2,0.0
267,3gtc,Ki,4500000.0,2.35,-3.2,0.0
271,3g2z,Ki,4400000.0,2.36,-3.21,0.0
273,6r5n,Ki,4400000.0,2.36,-3.21,0.0
274,3t0d,Ki,4300000.0,2.37,-3.23,0.0
279,6md8,Ki,4200000.0,2.38,-3.24,0.0
280,1f73,Ki,4099999.9999999995,2.39,-3.25,0.0
281,1nwl,Ki,4099999.9999999995,2.39,-3.25,0.0
284,3dxg,Ki,4000000.0,2.40,-3.27,0.0
285,3l7b,Ki,4010000.0,2.40,-3.27,0.0
286,3pcb,Ki,4000000.0,2.40,-3.27,0.0
296,2jai,Ki,3700000.0,2.43,-3.32,0.0
297,4jwl,Ki,3720000.0,2.43,-3.31,0.0
298,4jxh,Ki,3720000.0,2.43,-3.31,0.0
299,4l5m,Ki,3720000.0,2.43,-3.31,0.0
304,1t4s,Ki,3600000.0,2.44,-3.33,0.0
305,2i2b,Ki,3600000.0,2.44,-3.33,0.0
308,3l7c,Ki,3670000.0,2.44,-3.32,0.0
309,3mjl,Ki,3600000.0,2.44,-3.33,0.0
313,2aez,Ki,3500000.0,2.46,-3.35,0.0
314,3l79,Ki,3460000.0,2.46,-3.36,0.0
318,4x8u,Ki,3500000.0,2.46,-3.35,0.0
330,1gyx,Ki,3300000.0,2.48,-3.38,0.0
339,4ej2,Ki,3204000.0,2.49,-3.4,0.0
340,4kz7,Ki,3200000.0,2.49,-3.4,0.0
342,1ai4,Ki,3130000.0,2.50,-3.41,0.0
343,3g30,Ki,3100000.0,2.51,-3.42,0.0
351,3gr2,Ki,3000000.0,2.52,-3.44,0.0
352,3mfv,Ki,3000000.0,2.52,-3.44,0.0
353,3vdb,Ki,3030000.0,2.52,-3.43,0.0
359,1iup,Ki,2900000.0,2.54,-3.46,0.0
363,3b3s,Ki,2800000.0,2.55,-3.48,0.0
372,3kgp,Ki,2680000.0,2.57,-3.51,0.0
373,5v4q,Ki,2700000.0,2.57,-3.5,0.0
377,3gvb,Ki,2600000.0,2.59,-3.52,0.0
378,4o3a,Ki,2570000.0,2.59,-3.53,0.0
379,4o3c,Ki,2570000.0,2.59,-3.53,0.0
380,4wef,Ki,2577000.0,2.59,-3.53,0.0
383,2c4v,Ki,2500000.0,2.60,-3.55,0.0
389,6mia,Ki,2540000.0,2.60,-3.54,0.0
395,3fk1,Ki,2420000.0,2.62,-3.57,0.0
399,5foo,Ki,2400000.0,2.62,-3.57,0.0
401,1ajn,Ki,2320000.0,2.63,-3.59,0.0
402,1g5f,Ki,2310000.0,2.64,-3.59,0.0
406,4q7w,Ki,2300000.0,2.64,-3.6,0.0
407,4q8y,Ki,2300000.0,2.64,-3.6,0.0
408,4ufl,Ki,2300000.0,2.64,-3.6,0.0
411,6xoz,Ki,2249000.0,2.65,-3.61,0.0
417,3lvw,Ki,2120000.0,2.67,-3.65,0.0
420,1o8b,Ki,2100000.0,2.68,-3.65,0.0
434,1ylv,Ki,2000000.0,2.70,-3.68,0.0
435,2fzc,Ki,1990000.0,2.70,-3.68,0.0
446,3gsg,Ki,2000000.0,2.70,-3.68,0.0
449,3sl0,Ki,2000000.0,2.70,-3.68,0.0
450,4h4b,Ki,2000000.0,2.70,-3.68,0.0
451,4okp,Ki,2000000.0,2.70,-3.68,0.0
452,4wks,Ki,2000000.0,2.70,-3.68,0.0
453,6nmb,Ki,2009999.9999999998,2.70,-3.68,0.0
458,2rkd,Ki,1900000.0,2.72,-3.71,0.0
459,3p4r,Ki,1900000.0,2.72,-3.71,0.0
465,1dg9,Ki,1800000.0,2.74,-3.74,0.0
466,1u30,Ki,1800000.0,2.74,-3.74,0.0
467,2qwb,Ki,1820000.0,2.74,-3.74,0.0
469,4m6u,Ki,1800000.0,2.74,-3.74,0.0
473,1rql,Ki,1790000.0,2.75,-3.75,0.0
476,1ny2,Ki,1750000.0,2.76,-3.76,0.0
477,4bt5,Ki,1720000.0,2.76,-3.77,0.0
479,2bet,Ki,1700000.0,2.77,-3.78,0.0
481,3fcq,Ki,1700000.0,2.77,-3.78,0.0
485,4kz3,Ki,1700000.0,2.77,-3.78,0.0
487,4ykk,Ki,1700000.0,2.77,-3.78,0.0
494,2yiv,Ki,1660000.0,2.78,-3.79,0.0
498,4jmo,Ki,1610000.0,2.79,-3.81,0.0
502,2bza,Ki,1580000.0,2.80,-3.82,0.0
504,4kz8,Ki,1600000.0,2.80,-3.81,0.0
515,3djx,Ki,1557900.0,2.81,-3.83,0.0
517,4oyt,Ki,1550000.0,2.81,-3.83,0.0
540,3moh,Ki,1460000.0,2.84,-3.87,0.0
551,4mlt,Ki,1400000.0,2.85,-3.89,0.0
555,5th4,Ki,1420000.0,2.85,-3.88,0.0
561,5z1c,Ki,1380000.0,2.86,-3.9,0.0
563,5thj,Ki,1350000.0,2.87,-3.91,0.0
565,1e34,Ki,1320000.0,2.88,-3.93,0.0
566,2woq,Ki,1330000.0,2.88,-3.92,0.0
569,1cet,Ki,1300000.0,2.89,-3.93,0.0
570,1iih,Ki,1300000.0,2.89,-3.93,0.0
571,1ugp,Ki,1300000.0,2.89,-3.93,0.0
573,2wpb,Ki,1300000.0,2.89,-3.93,0.0
574,2wtx,Ki,1300000.0,2.89,-3.93,0.0
576,3g31,Ki,1300000.0,2.89,-3.93,0.0
578,4cd8,Ki,1300000.0,2.89,-3.93,0.0
579,4gqq,Ki,1300000.0,2.89,-3.93,0.0
580,4kzb,Ki,1300000.0,2.89,-3.93,0.0
581,4llx,Ki,1300000.0,2.89,-3.93,0.0
591,6mvu,Ki,1290000.0,2.89,-3.94,0.0
593,3c2u,Ki,1250000.0,2.90,-3.96,0.0
596,1ms0,Ki,1230000.0,2.91,-3.97,0.0
598,2pri,Ki,1230000.0,2.91,-3.97,0.0
601,1h2k,Ki,1200000.0,2.92,-3.98,0.0
602,1lp6,Ki,1200000.0,2.92,-3.98,0.0
604,1p6e,Ki,1210000.0,2.92,-3.98,0.0
612,2xum,Ki,1200000.0,2.92,-3.98,0.0
614,3iaf,Ki,1200000.0,2.92,-3.98,0.0
615,3k8c,Ki,1200000.0,2.92,-3.98,0.0
617,4b7e,Ki,1200000.0,2.92,-3.98,0.0
618,4b7k,Ki,1200000.0,2.92,-3.98,0.0
620,4jaa,Ki,1200000.0,2.92,-3.98,0.0
621,4lm3,Ki,1200000.0,2.92,-3.98,0.0
622,4nr1,Ki,1200000.0,2.92,-3.98,0.0
626,4z1v,Ki,1200000.0,2.92,-3.98,0.0
632,6h9j,Ki,1200000.0,2.92,-3.98,0.0
633,6ha6,Ki,1200000.0,2.92,-3.98,0.0
634,6hc8,Ki,1200000.0,2.92,-3.98,0.0
635,6hkp,Ki,1200000.0,2.92,-3.98,0.0
636,6hl5,Ki,1200000.0,2.92,-3.98,0.0
637,6hl6,Ki,1200000.0,2.92,-3.98,0.0
638,6ruj,Ki,1200000.0,2.92,-3.98,0.0
640,6xp3,Ki,1193000.0,2.92,-3.99,0.0
641,1tng,Ki,1170000.0,2.93,-4.0,0.0
644,1p6d,Ki,1150000.0,2.94,-4.01,0.0
651,1f4e,Ki,1100000.0,2.96,-4.03,0.0
654,2br6,Ki,1100000.0,2.96,-4.03,0.0
657,3g34,Ki,1100000.0,2.96,-4.03,0.0
664,4owm,Ki,1090000.0,2.96,-4.04,0.0
668,2hw2,Ki,1070000.0,2.97,-4.05,0.0
673,3djq,Ki,1046400.0000000001,2.98,-4.06,0.0
677,3ump,Ki,1026000.0,2.99,-4.08,0.0
679,4bps,Ki,1020000.0,2.99,-4.08,0.0
680,1ecq,Ki,1000000.0,3.00,-4.09,0.0
681,1hqg,Ki,1000000.0,3.00,-4.09,0.0
682,1mcz,Ki,1000000.0,3.00,-4.09,0.0
690,2rka,Ki,1000000.0,3.00,-4.09,0.0
701,3grj,Ki,1000000.0,3.00,-4.09,0.0
709,4llk,Ki,990000.0,3.00,-4.1,0.0
712,4r3w,Ki,1000000.0,3.00,-4.09,0.0
733,1g42,Ki,970000.0,3.01,-4.11,0.0
739,3dc2,Ki,950000.0,3.02,-4.12,0.0
741,4q81,Ki,950000.0,3.02,-4.12,0.0
746,6x23,Ki,960000.0,3.02,-4.11,0.0
753,4lm2,Ki,940000.0,3.03,-4.13,0.0
756,1rtf,Ki,910000.0,3.04,-4.15,0.0
759,3t08,Ki,910000.0,3.04,-4.15,0.0
763,4lm4,Ki,910000.0,3.04,-4.15,0.0
766,1f74,Ki,900000.0,3.05,-4.15,0.0
767,1gvk,Ki,890000.0,3.05,-4.16,0.0
771,1uj5,Ki,890000.0,3.05,-4.16,0.0
772,1uj6,Ki,890000.0,3.05,-4.16,0.0
778,5abe,Ki,890000.0,3.05,-4.16,0.0
785,2jfh,Ki,870000.0,3.06,-4.17,0.0
786,2ksa,Ki,871000.0,3.06,-4.17,0.0
794,1rnm,Ki,844200.0,3.07,-4.19,0.0
795,1rnn,Ki,844200.0,3.07,-4.19,0.0
796,1s26,Ki,850000.0,3.07,-4.19,0.0
797,3mof,Ki,860000.0,3.07,-4.18,0.0
801,1y1z,Ki,831000.0,3.08,-4.2,0.0
807,1mdl,Ki,810000.0,3.09,-4.22,0.0
812,1af2,Ki,800000.0,3.10,-4.22,0.0
813,1ec9,Ki,800000.0,3.10,-4.22,0.0
814,1pu7,Ki,800000.0,3.10,-4.22,0.0
815,1pu8,Ki,800000.0,3.10,-4.22,0.0
821,3u0x,Ki,800000.0,3.10,-4.22,0.0
822,3u0y,Ki,800000.0,3.10,-4.22,0.0
824,4kz6,Ki,800000.0,3.10,-4.22,0.0
827,4y64,Ki,790000.0,3.10,-4.23,0.0
829,5cr7,Ki,790000.0,3.10,-4.23,0.0
843,2lwi,Ki,773000.0,3.11,-4.24,0.0
854,1h9l,Ki,760000.0,3.12,-4.25,0.0
855,2ksb,Ki,754000.0,3.12,-4.26,0.0
856,4bt3,Ki,760000.0,3.12,-4.25,0.0
865,6d1k,Ki,741300.0,3.13,-4.27,0.0
870,2ya7,Ki,720000.0,3.14,-4.28,0.0
875,1e6q,Ki,700000.0,3.15,-4.3,0.0
878,1noi,Ki,700000.0,3.15,-4.3,0.0
879,1noj,Ki,700000.0,3.15,-4.3,0.0
880,1nok,Ki,700000.0,3.15,-4.3,0.0
910,4hnc,Ki,670000.0,3.17,-4.33,0.0
912,4x3i,Ki,671000.0,3.17,-4.33,0.0
917,6jvl,Ki,675000.0,3.17,-4.32,0.0
920,1ro7,Ki,657000.0,3.18,-4.34,0.0
922,3at1,Ki,660000.0,3.18,-4.34,0.0
924,3kid,Ki,656000.0,3.18,-4.34,0.0
931,1o6i,Ki,650000.0,3.19,-4.35,0.0
933,3dxh,Ki,650000.0,3.19,-4.35,0.0
934,3g1v,Ki,645000.0,3.19,-4.35,0.0
935,3sgu,Ki,645000.0,3.19,-4.35,0.0
936,3sw6,Ki,645000.0,3.19,-4.35,0.0
938,4mlx,Ki,650000.0,3.19,-4.35,0.0
959,6tim,Ki,610000.0,3.21,-4.38,0.0
960,1apz,Ki,600000.0,3.22,-4.39,0.0
961,1br6,Ki,600000.0,3.22,-4.39,0.0
962,1e6s,Ki,600000.0,3.22,-4.39,0.0
963,1e72,Ki,600000.0,3.22,-4.39,0.0
965,1ew9,Ki,600000.0,3.22,-4.39,0.0
966,1k1y,Ki,600000.0,3.22,-4.39,0.0
968,1qwu,Ki,600000.0,3.22,-4.39,0.0
970,1x6u,Ki,600000.0,3.22,-4.39,0.0
973,2ri9,Ki,600000.0,3.22,-4.39,0.0
974,2uy3,Ki,600000.0,3.22,-4.39,0.0
983,5ou2,Ki,609000.0,3.22,-4.38,0.0
985,6xp2,Ki,598000.0,3.22,-4.39,0.0
986,1px4,Ki,590000.0,3.23,-4.4,0.0
987,2gmk,Ki,590000.0,3.23,-4.4,0.0
990,4lm1,Ki,590000.0,3.23,-4.4,0.0
995,3qfz,Ki,570000.0,3.24,-4.42,0.0
999,4qlk,Ki,570000.0,3.24,-4.42,0.0
1005,1v2j,Ki,566000.0,3.25,-4.43,0.0
1008,4lm0,Ki,560000.0,3.25,-4.43,0.0
1015,4wkt,Ki,550000.0,3.26,-4.44,0.0
1016,5yas,Ki,550000.0,3.26,-4.44,0.0
1017,1axr,Ki,540000.0,3.27,-4.46,0.0
1024,1g9t,Ki,526000.0,3.28,-4.47,0.0
1027,3d52,Ki,520000.0,3.28,-4.48,0.0
1029,3tfu,Ki,520000.0,3.28,-4.48,0.0
1041,6ibk,Ki,509000.0,3.29,-4.49,0.0
1047,1phw,Ki,500000.0,3.30,-4.5,0.0
1048,1tpw,Ki,500000.0,3.30,-4.5,0.0
1052,2uxx,Ki,500000.0,3.30,-4.5,0.0
1053,2vw2,Ki,500000.0,3.30,-4.5,0.0
1056,3aaq,Ki,500000.0,3.30,-4.5,0.0
1060,3l7g,Ki,500000.0,3.30,-4.5,0.0
1064,4jss,Ki,500000.0,3.30,-4.5,0.0
1065,4mrw,Ki,500000.0,3.30,-4.5,0.0
1066,4msa,Ki,500000.0,3.30,-4.5,0.0
1078,1i2s,Ki,490000.0,3.31,-4.51,0.0
1079,1pzp,Ki,490000.0,3.31,-4.51,0.0
1081,3soi,Ki,490000.0,3.31,-4.51,0.0
1092,1pzo,Ki,480000.0,3.32,-4.52,0.0
1095,2wk6,Ki,480000.0,3.32,-4.52,0.0
1106,5tg4,Ki,475000.0,3.32,-4.53,0.0
1108,6efj,Ki,477000.0,3.32,-4.53,0.0
1109,6mey,Ki,479000.0,3.32,-4.53,0.0
1120,2pnc,Ki,466000.0,3.33,-4.54,0.0
1129,2xoi,Ki,460000.0,3.34,-4.55,0.0
1133,4bt4,Ki,460000.0,3.34,-4.55,0.0
1141,3pwk,Ki,450000.0,3.35,-4.56,0.0
1144,4joh,Ki,450000.0,3.35,-4.56,0.0
1145,4lkq,Ki,450000.0,3.35,-4.56,0.0
1149,5wxp,Ki,443000.0,3.35,-4.57,0.0
1157,2vc7,Ki,432700.0,3.36,-4.59,0.0
1166,6xp1,Ki,438000.0,3.36,-4.58,0.0
1168,1tnh,Ki,430000.0,3.37,-4.59,0.0
1169,1v2u,Ki,427000.0,3.37,-4.59,0.0
1170,1v2v,Ki,427000.0,3.37,-4.59,0.0
1174,3d8z,Ki,423000.0,3.37,-4.6,0.0
1180,6mnv,Ki,428000.0,3.37,-4.59,0.0
1182,2fzg,Ki,420000.0,3.38,-4.6,0.0
1185,4qll,Ki,420000.0,3.38,-4.6,0.0
1188,6ylk,Ki,416000.0,3.38,-4.61,0.0
1190,2j9h,Ki,410000.0,3.39,-4.62,0.0
1193,4lhm,Ki,410000.0,3.39,-4.62,0.0
1194,4ms0,Ki,410000.0,3.39,-4.62,0.0
1204,1bxr,Ki,400000.0,3.40,-4.63,0.0
1205,1eax,Ki,400000.0,3.40,-4.63,0.0
1206,1f8d,Ki,400000.0,3.40,-4.63,0.0
1210,1jt1,Ki,400000.0,3.40,-4.63,0.0
1213,1uz4,Ki,400000.0,3.40,-4.63,0.0
1222,3d8y,Ki,396000.0,3.40,-4.64,0.0
1224,3p8g,Ki,400000.0,3.40,-4.63,0.0
1232,2v2c,Ki,390000.0,3.41,-4.65,0.0
1233,3nba,Ki,388000.0,3.41,-4.65,0.0
1234,4yas,Ki,390000.0,3.41,-4.65,0.0
1236,6m7i,Ki,386000.0,3.41,-4.65,0.0
1240,2sim,Ki,380000.0,3.42,-4.66,0.0
1246,4c71,Ki,384000.0,3.42,-4.66,0.0
1248,4llj,Ki,380000.0,3.42,-4.66,0.0
1249,4mi9,Ki,376870.0,3.42,-4.67,0.0
1250,4n8q,Ki,380000.0,3.42,-4.66,0.0
1253,1kti,Ki,370000.0,3.43,-4.68,0.0
1255,2c57,Ki,370000.0,3.43,-4.68,0.0
1257,2xog,Ki,370000.0,3.43,-4.68,0.0
1266,6t49,Ki,370000.0,3.43,-4.68,0.0
1272,4umc,Ki,360000.0,3.44,-4.7,0.0
1274,6exs,Ki,362000.0,3.44,-4.69,0.0
1283,4c6z,Ki,357000.0,3.45,-4.7,0.0
1286,1moq,Ki,350000.0,3.46,-4.71,0.0
1291,3blu,Ki,350000.0,3.46,-4.71,0.0
1293,3muz,Ki,350000.0,3.46,-4.71,0.0
1298,4k5p,Ki,345000.0,3.46,-4.72,0.0
1303,6hgr,Ki,350000.0,3.46,-4.71,0.0
1314,4h42,Ki,341000.0,3.47,-4.73,0.0
1318,6t6w,Ki,340000.0,3.47,-4.73,0.0
1319,1klz,Ki,330000.0,3.48,-4.75,0.0
1320,1km4,Ki,330000.0,3.48,-4.75,0.0
1322,1tsi,Ki,330000.0,3.48,-4.75,0.0
1324,2e6y,Ki,330000.0,3.48,-4.75,0.0
1325,2f10,Ki,330000.0,3.48,-4.75,0.0
1328,3g1d,Ki,330000.0,3.48,-4.75,0.0
1329,3g1x,Ki,330000.0,3.48,-4.75,0.0
1330,3g22,Ki,330000.0,3.48,-4.75,0.0
1332,3nyd,Ki,330000.0,3.48,-4.75,0.0
1334,4nuw,Ki,330000.0,3.48,-4.75,0.0
1343,1c5o,Ki,320000.0,3.49,-4.76,0.0
1358,6d9x,Ki,323000.0,3.49,-4.76,0.0
1360,6sxt,Ki,320000.0,3.49,-4.76,0.0
1371,4lpf,Ki,310000.0,3.51,-4.78,0.0
1376,5m4q,Ki,310000.0,3.51,-4.78,0.0
1377,5mby,Ki,310000.0,3.51,-4.78,0.0
1381,1jys,Ki,300000.0,3.52,-4.8,0.0
1386,2j27,Ki,300000.0,3.52,-4.8,0.0
1387,2vw1,Ki,300000.0,3.52,-4.8,0.0
1388,3c14,Ki,300000.0,3.52,-4.8,0.0
1390,3mfw,Ki,300000.0,3.52,-4.8,0.0
1395,4c70,Ki,305000.0,3.52,-4.79,0.0
1396,4eky,Ki,303000.0,3.52,-4.8,0.0
1399,4mrz,Ki,300000.0,3.52,-4.8,0.0
1420,3blt,Ki,290000.0,3.54,-4.82,0.0
1421,3bm8,Ki,290000.0,3.54,-4.82,0.0
1430,6lgc,Ki,290000.0,3.54,-4.82,0.0
1435,1lbc,Ki,281840.0,3.55,-4.84,0.0
1436,1v2r,Ki,278960.0,3.55,-4.85,0.0
1441,2hwg,Ki,280000.0,3.55,-4.84,0.0
1443,2qwc,Ki,280000.0,3.55,-4.84,0.0
1444,2xah,Ki,284000.0,3.55,-4.84,0.0
1445,3h6w,Ki,281840.0,3.55,-4.84,0.0
1446,3ijo,Ki,281840.0,3.55,-4.84,0.0
1447,3pjg,Ki,283000.0,3.55,-4.84,0.0
1448,3qvu,Ki,283000.0,3.55,-4.84,0.0
1451,4mjr,Ki,283000.0,3.55,-4.84,0.0
1452,4n98,Ki,280000.0,3.55,-4.84,0.0
1454,4wl4,Ki,285000.0,3.55,-4.83,0.0
1466,2lsp,Ki,274000.0,3.56,-4.86,0.0
1468,4joe,Ki,275000.0,3.56,-4.85,0.0
1471,1h46,Ki,270000.0,3.57,-4.87,0.0
1473,1np0,Ki,270000.0,3.57,-4.87,0.0
1477,3ff3,Ki,270000.0,3.57,-4.87,0.0
1481,4q8x,Ki,270000.0,3.57,-4.87,0.0
1488,6smn,Ki,270000.0,3.57,-4.87,0.0
1491,3dx1,Ki,265000.0,3.58,-4.88,0.0
1493,4y63,Ki,261000.0,3.58,-4.89,0.0
1500,2gsu,Ki,260000.0,3.59,-4.89,0.0
1506,4cd6,Ki,260000.0,3.59,-4.89,0.0
1509,4q7v,Ki,260000.0,3.59,-4.89,0.0
1511,6dpz,Ki,259000.0,3.59,-4.89,0.0
1516,1bo5,Ki,250000.0,3.60,-4.91,0.0
1517,1d1p,Ki,250000.0,3.60,-4.91,0.0
1519,1qw7,Ki,250000.0,3.60,-4.91,0.0
1520,1uys,Ki,250000.0,3.60,-4.91,0.0
1521,1w31,Ki,250000.0,3.60,-4.91,0.0
1523,2fzk,Ki,250000.0,3.60,-4.91,0.0
1539,3b3x,Ki,250000.0,3.60,-4.91,0.0
1541,3g0i,Ki,250000.0,3.60,-4.91,0.0
1542,3jdw,Ki,253000.0,3.60,-4.9,0.0
1545,3t2p,Ki,250000.0,3.60,-4.91,0.0
1565,1g9s,Ki,247000.0,3.61,-4.92,0.0
1568,2vfz,Ki,245000.0,3.61,-4.92,0.0
1575,5c91,Ki,245800.0,3.61,-4.92,0.0
1578,5thi,Ki,245000.0,3.61,-4.92,0.0
1582,1jbu,Ki,240000.0,3.62,-4.94,0.0
1583,1kli,Ki,240000.0,3.62,-4.94,0.0
1584,1pb9,Ki,241000.0,3.62,-4.93,0.0
1585,2aer,Ki,240000.0,3.62,-4.94,0.0
1586,3pcc,Ki,240000.0,3.62,-4.94,0.0
1587,3st6,Ki,240000.0,3.62,-4.94,0.0
1588,3th2,Ki,240000.0,3.62,-4.94,0.0
1592,4ibl,Ki,240000.0,3.62,-4.94,0.0
1600,6mll,Ki,239000.0,3.62,-4.94,0.0
1605,4mm7,Ki,235500.0,3.63,-4.95,0.0
1608,1gyy,Ki,230000.0,3.64,-4.96,0.0
1610,2azr,Ki,230000.0,3.64,-4.96,0.0
1613,2rk8,Ki,230000.0,3.64,-4.96,0.0
1614,3cuv,Ki,230000.0,3.64,-4.96,0.0
1634,5yum,Ki,223000.0,3.65,-4.98,0.0
1635,6gg5,Ki,222000.0,3.65,-4.98,0.0
1641,2v30,Ki,220000.0,3.66,-4.99,0.0
1642,3bgj,Ki,220000.0,3.66,-4.99,0.0
1644,3ewy,Ki,220000.0,3.66,-4.99,0.0
1645,3ex1,Ki,220000.0,3.66,-4.99,0.0
1646,3ex6,Ki,220000.0,3.66,-4.99,0.0
1650,3t2q,Ki,220000.0,3.66,-4.99,0.0
1651,3tsd,Ki,218000.0,3.66,-4.99,0.0
1658,5nzn,Ki,220000,3.66,-4.99,0.0
1671,4n99,Ki,216000.0,3.67,-5.0,0.0
1678,6mlh,Ki,213000.0,3.67,-5.01,0.0
1679,1c3x,Ki,210000.0,3.68,-5.01,0.0
1683,2za3,Ki,210000.0,3.68,-5.01,0.0
1686,3uwl,Ki,208000.0,3.68,-5.02,0.0
1689,4isu,Ki,210000.0,3.68,-5.01,0.0
