,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
130,3fcq,Ki,1700000,2.77,-3.78,0.0
131,1z9g,Ki,2300,5.64,-7.69,0.00043
132,1qf1,Ki,48,7.32,-9.98,0.02083
133,5tmn,Ki,9.1,8.04,-10.96,0.10989
134,4tmn,Ki,0.068,10.17,-13.86,14.70588
141,4eor,Ki,500,6.30,-8.59,0.002
142,2xnb,Ki,149,6.83,-9.31,0.00671
143,1pxn,Ki,70,7.15,-9.76,0.01429
144,2fvd,Ki,3,8.52,-11.62,0.33333
145,4k77,Ki,235,6.63,-9.04,0.00426
146,4e5w,Ki,22,7.66,-10.44,0.04545
147,4ivb,Ki,1.9,8.72,-11.89,0.52632
148,4ivd,Ki,0.3,9.52,-12.98,3.33333
149,4ivc,Ki,0.1,10.00,-13.63,10.0
150,4f09,Ki,200,6.70,-9.13,0.005
151,4gfm,Ki,60,7.22,-9.85,0.01667
152,4hge,Ki,11.9,7.92,-10.8,0.08403
153,4e6q,Ki,4.4,8.36,-11.39,0.22727
154,4jia,Ki,0.6,9.22,-12.57,1.66667
155,2brb,Ki,13700,4.86,-6.63,7e-05
156,2br1,Ki,7200,5.14,-7.01,0.00014
157,3jvr,Ki,1890,5.72,-7.8,0.00053
159,1nvq,Ki,5.6,8.25,-11.25,0.17857
160,3acw,Ki,17500,4.76,-6.49,6e-05
161,4ea2,Ki,360,6.44,-8.79,0.00278
162,2zcr,Ki,135,6.87,-9.37,0.00741
163,2zy1,Ki,40,7.40,-10.09,0.025
164,2zcq,Ki,1.5,8.82,-12.03,0.66667
166,3bv9,Ki,4400,5.36,-7.3,0.00023
167,1oyt,Ki,57,7.24,-9.88,0.01754
168,2zda,Ki,4,8.40,-11.45,0.25
169,3utu,Ki,0.012,10.92,-14.89,83.33333
170,3u9q,Ki,41700,4.38,-5.97,2e-05
171,2yfe,Ki,236,6.63,-9.04,0.00424
172,3fur,Ki,10,8.00,-10.91,0.1
173,3b1m,Ki,3.3,8.48,-11.56,0.30303
174,2p4y,Ki,1,9.00,-12.27,1.0
177,3e5a,Ki,5.9,8.23,-11.22,0.16949
178,2wtv,Ki,1.8,8.74,-11.92,0.55556
180,3kgp,Ki,2680000,2.57,-3.51,0.0
181,1c5z,Ki,97000,4.01,-5.47,1e-05
182,1o5b,Ki,1700,5.77,-7.87,0.00059
183,1owh,Ki,40,7.40,-10.09,0.025
184,1sqa,Ki,0.62,9.21,-12.55,1.6129
185,4jsz,Ki,5000000,2.30,-3.14,0.0
186,3kwa,Ki,84000,4.08,-5.56,1e-05
189,3dd0,Ki,1,9.00,-12.27,1.0
193,3rlr,Ki,30,7.52,-10.26,0.03333
195,1z95,Ki,76,7.12,-9.71,0.01316
196,3b68,Ki,4,8.40,-11.45,0.25
197,3b5r,Ki,1.7,8.77,-11.96,0.58824
198,3b65,Ki,0.54,9.27,-12.64,1.85185
199,3g0w,Ki,0.3,9.52,-12.98,3.33333
202,1syi,Ki,3590,5.44,-7.42,0.00028
204,2al5,Ki,4,8.40,-11.45,0.25
205,3g2z,Ki,4400000,2.36,-3.21,0.0
206,3g31,Ki,1300000,2.89,-3.93,0.0
207,4de2,Ki,76000,4.12,-5.62,1e-05
208,4de3,Ki,3000,5.52,-7.53,0.00033
209,4de1,Ki,1100,5.96,-8.12,0.00091
210,1vso,Ki,18980,4.72,-6.44,5e-05
211,4dld,Ki,1500,5.82,-7.94,0.00067
212,3gbb,Ki,126,6.90,-9.41,0.00794
213,3fv2,Ki,7.7,8.11,-11.06,0.12987
214,3fv1,Ki,0.5,9.30,-12.68,2.0
216,2qe4,Ki,11.0,7.96,-10.85,0.09091
218,2pog,Ki,0.29,9.54,-13.0,3.44828
220,2y5h,Ki,1620,5.79,-7.89,0.00062
221,1lpg,Ki,82,7.09,-9.66,0.0122
223,1z6e,Ki,0.19,9.72,-13.25,5.26316
224,1mq6,Ki,0.007,11.15,-15.21,142.85714
225,1nc3,Ki,10000,5.00,-6.82,0.0001
226,1nc1,Ki,750,6.12,-8.35,0.00133
227,1y6r,Ki,0.077,10.11,-13.79,12.98701
228,4f2w,Ki,0.005,11.30,-15.41,200.0
229,4f3c,Ki,0.0015,11.82,-16.12,666.66667
234,1o3f,Ki,11,7.96,-10.85,0.09091
241,4kzu,Ki,313,6.50,-8.87,0.00319
247,2xys,Ki,38,7.42,-10.12,0.02632
250,3ozt,Ki,74900,4.13,-5.62,1e-05
251,3ozs,Ki,4645,5.33,-7.27,0.00022
252,3oe5,Ki,132,6.88,-9.38,0.00758
253,3oe4,Ki,34,7.47,-10.18,0.02941
254,3nw9,Ki,1,9.00,-12.27,1.0
260,3n7a,Ki,200000,3.70,-5.04,1e-05
261,4ciw,Ki,15000,4.82,-6.58,7e-05
262,3n86,Ki,2300,5.64,-7.69,0.00043
263,3n76,Ki,140,6.85,-9.34,0.00714
264,2xb8,Ki,26,7.59,-10.34,0.03846
276,3ehy,Ki,1400,5.85,-7.98,0.00071
279,4gr0,Ki,0.28,9.55,-13.02,3.57143
280,3dxg,Ki,4000000,2.40,-3.27,0.0
281,3d6q,Ki,172000,3.76,-5.13,1e-05
282,1w4o,Ki,6000,5.22,-7.12,0.00017
283,1o0h,Ki,1200,5.92,-8.07,0.00083
