,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
10235,4wiv,Kd,550,6.26,-8.53,0.00182
10409,3k5v,Kd,500.0,6.30,-8.59,0.002
10499,3uew,Kd,490.0,6.31,-8.6,0.00204
10527,2wnc,Kd,479,6.32,-8.62,0.00209
10528,2zb1,Kd,480.0,6.32,-8.62,0.00208
10867,3arq,Kd,400.0,6.40,-8.72,0.0025
11008,2j78,Kd,384,6.42,-8.75,0.0026
11171,4m0y,Kd,350.0,6.46,-8.8,0.00286
11371,2weg,Kd,314,6.50,-8.87,0.00318
11376,4mme,Kd,318,6.50,-8.86,0.00314
11396,3cj4,Kd,310.0,6.51,-8.87,0.00323
11470,3uo4,Kd,299,6.52,-8.9,0.00334
11536,3wtj,Kd,297.0,6.53,-8.9,0.00337
11564,3jvs,Kd,290.0,6.54,-8.91,0.00345
11799,1k1i,Kd,264,6.58,-8.97,0.00379
12233,2iwx,Kd,210.0,6.68,-9.1,0.00476
12543,4w9h,Kd,185.0,6.73,-9.18,0.00541
12781,4ogj,Kd,164,6.79,-9.25,0.0061
12799,1p1n,Kd,160.0,6.80,-9.27,0.00625
13131,3pyy,Kd,137,6.86,-9.36,0.0073
13357,3uex,Kd,120.0,6.92,-9.44,0.00833
13901,2wer,Kd,90,7.05,-9.61,0.01111
14365,3arp,Kd,70.0,7.15,-9.76,0.01429
14446,3f3d,Kd,69,7.16,-9.76,0.01449
14482,3tsk,Kd,67,7.17,-9.78,0.01493
14571,2j7h,Kd,65,7.19,-9.8,0.01538
14632,2xii,Kd,63.3,7.20,-9.81,0.0158
14929,3p5o,Kd,55.2,7.26,-9.9,0.01812
15098,2vvn,Kd,50,7.30,-9.95,0.02
15574,3up2,Kd,40,7.40,-10.09,0.025
15672,4j21,Kd,39,7.41,-10.1,0.02564
16522,2c3i,Kd,25,7.60,-10.36,0.04
16977,3f3e,Kd,20,7.70,-10.5,0.05
17424,1u1b,Kd,16,7.80,-10.63,0.0625
17446,3ryj,Kd,16,7.80,-10.63,0.0625
17458,4j3l,Kd,16,7.80,-10.63,0.0625
18419,2cet,Kd,9.6,8.02,-10.93,0.10417
18699,3kr8,Kd,8,8.10,-11.04,0.125
18706,3nx7,Kd,7.88,8.10,-11.05,0.1269
18917,4eo8,Kd,7,8.15,-11.12,0.14286
19410,2v7a,Kd,5.0,8.30,-11.32,0.2
19899,2xbv,Kd,3.7,8.43,-11.5,0.27027
20117,2vw5,Kd,3,8.52,-11.62,0.33333
20120,2wn9,Kd,3.0,8.52,-11.62,0.33333
21388,1qkt,Kd,0.92,9.04,-12.32,1.08696
21494,3gnw,Kd,0.79,9.10,-12.41,1.26582
21927,4qac,Kd,0.4,9.40,-12.81,2.5
21990,2yki,Kd,0.35,9.46,-12.89,2.85714
22581,2p15,Kd,0.05,10.30,-14.04,20.0
22706,3myg,Kd,0.02,10.70,-14.59,50.0
22830,2x00,Kd,0.0047,11.33,-15.44,212.76596
