PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, TOTAL_HYD, LOGP, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY
1det,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.81252566378,-3.6056304560392993,0.2210243876852894,0.2210243876852833,7.477120711155113,6.1353253631989,0.0,0.0,2.4662883131905247,2.438794182919916,0.0203550681392856,0.0203550681392856,0.0,0.0,0.4577216010180752,0.3225848049846535,9.639935789560482e-12,9.608721392079894e-12,1.7541578059525038,0.2591848907725771,0.0117089765494231,0.0116859801546068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6416207454627205e-14,4.167055440853872e-14,5.373049379468297e-07,4.99644941979642e-07,0.0,0.0,1.286323212052948e-13,1.286314338622261e-13,0.0669178205016469,0.0669177860327339,0.0,0.0,6.830942633449366e-17,5.692464956468884e-17,0.8730746634451647,0.7973446532784079,0.0,0.0,1.2772108138311981e-13,1.277137752103423e-13,1.991478230507008,0.9960280523027892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6484883065235933e-06,2.648488306483953e-06,1.2500290271691824e-06,1.2500289899666703e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.250594027307035e-09,7.246711928020273e-09,4.751986296410706e-17,4.736313570235322e-17,0.0,0.0,7.965037851311716e-06,7.965019385345516e-06,8.3964462575798255e-16,8.396301702678476e-16,0.0,0.0,6.702313504944258e-07,6.702312755164144e-07,1.064322938032091e-16,1.0460131095260999e-16,0.0,0.0,1.023592920001463,0.9961220925229676,1.1677553665124352e-06,1.1677553665123007e-06,0.0,0.0,1.8242387152630625e-08,1.813101800703037e-08,0.02035351996279,0.02035351996279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2672067483841002,-0.0922651974274265,-39.63221433201643
1df8,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.775654362953,0.4110752773569999,0.1250341552884032,0.1249661860667043,9.339447948746018,7.153671856297217,0.0,0.0,2.706841193440982,2.7068409521489434,4.002238909656809,3.962331135050895,0.0,0.0,0.0,0.0,0.0,0.0,11.65597833834302,1.259158106170226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009457363247216,0.0008786293935935,1.2020149908304762,0.9327746930423696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9033243342215244,0.9033243242597834,0.9967105569593704,0.9568027989428592,0.0,0.0,0.9860607479721514,0.9860607479714348,0.9979510972626416,0.9979510972626372,0.0,0.0,6.899372477360746e-11,6.89803228345557e-11,0.9959763907764296,0.9959763907764048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6788466097096734,-0.2647334876638585,-83.27194846163296
1dhi,0.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,3.709118904697,-0.0536163581083998,6.539321896476307,5.449223441347892,4.165551384049325,2.245455455579546,1.3879118920913598e-15,1.3877401942891404e-15,2.8302353191685774,2.500733529732197,0.0004248217285159,0.0004248216661599,0.0,0.0,0.0,0.0,0.0,0.0,16.363181872911692,2.629579192002918,1.1952564227081772,1.1952564205293743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102265040978,0.0011022587015722,4.745461621395371e-10,4.745394280891693e-10,0.0,0.0,6.232722715968656e-07,6.232722715868307e-07,3.618052346301592,1.698917736161158,5.562796312670789e-19,5.55308390515564e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215441854945099e-10,7.20666650770702e-10,1.6755629815004732e-12,1.613476649037351e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059419977299573,0.1059403004011295,1.4230842836727712e-22,1.4230842836727712e-22,0.0,0.0,1.8847302790533305,1.8357015219766264,2.1523878556401442e-14,2.1523878556401442e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.269438817118133,-0.4820365051892662,-88.50283044865913
1dhj,0.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,3.709118904697,-0.0536163581083998,6.915038295153932,6.037460010851205,3.760797090026256,1.839821320414045,9.145280113260709e-16,9.14266572354634e-16,3.2552723670600825,3.012795889596612,0.0007315118983507,0.0007315118983486,0.0,0.0,0.0,0.0,0.0,0.0,16.719141632014356,2.629247406463152,1.2559179824284292,1.2559179814594472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004378147627479,0.0004378140021144,3.2922541727693144e-08,3.292253685485808e-08,0.0,0.0,5.633832692082623e-18,5.532949963050505e-18,3.330890098851232,1.4159885861612007,5.034113967934332e-19,5.028117897521793e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.646495606574973e-10,6.58592508510463e-10,2.158070727482525e-11,2.157940208907505e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282826577614751,0.0263780280614058,1.5620493478053462e-22,1.5620493478053462e-22,0.0,0.0,2.182555577910468,2.054050468297876,7.53599359193522e-15,7.53599359193522e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4566147514114545,-0.4715534878093782,-90.05099819974266
1dl7,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.947309051127,0.6867035173729004,0.0648345187731327,0.0648345146425044,1.6495869400467855,1.5482191933830625,7.007785289040678e-07,7.007785289040678e-07,1.0076953631340242,0.9969439010052092,7.965784267926792e-09,7.964319676210824e-09,0.0,0.0,2.979126419084078,0.9998527096201162,1.0000000000000109,1.0,6.286580164419909,0.9397150215055772,0.3653279096186906,0.362848678894385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5001312548307062e-11,1.3630176555655385e-11,6.274463465238167e-18,6.2598951946399924e-18,0.0,0.0,1.0068161212546676,0.99606474375684,1.2678425617385734e-14,1.2245375120214992e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3284220671467295,-0.1435232959882539,-57.196059464775786
1drj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.9780363782613994,8.26099240975205,6.318378610202135,6.762093781520361,6.20477984645887,5.05170615579867e-19,5.05170615579867e-19,6.650050564104439,5.542345528252639,8.861601712167964e-17,8.365227633858687e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.408134306724717,2.9999999986602024,3.8003962154469417,3.6342207137758784,5.2524792561219405e-20,5.2524792561219405e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.255423700581991,4.1567953095050045,8.469983583417212e-17,8.053166440990736e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0473500722750023,-0.1566488850244217,-45.30999701218503
1drk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.9780363782613994,8.192460398053468,5.47354437175037,6.665152818668906,6.05578563406641,8.362823449699345e-19,8.362823449699345e-19,6.217771722694311,4.738700465352519,7.282432835194193e-16,7.15212190167762e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.589779346112282,2.9999997200720485,3.787327881872383,3.621898233319081,7.633567257328455e-20,7.633567257328455e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265414003535924,3.800598678152813,7.178424905457613e-16,7.064021215463817e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3898841072407908,-0.1886680074975448,-44.7703238370622
1drv,1.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,4.0,0.0,0.0,2.218646903258,-4.92919308056962,8.059453140187145,6.9454710224781975,12.184226901524903,10.97246155207573,0.2807908942387361,0.2807908942387361,6.912257670087599,6.478237452689858,2.5229982106586392e-11,2.5229847510978647e-11,0.0,0.0,7.264611847081507e-12,7.264611847081507e-12,1.5302158942771537e-07,1.5302158942771537e-07,5.975387481939174,0.9647337131639292,0.9110415730792116,0.9110415730792116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.693089733615829e-08,8.674828931316863e-09,2.3654246047630238e-11,1.5406987107829863e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809406877977641e-13,8.65442767409301e-13,2.7328876091428754e-10,2.26735614212552e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0002264449578917,1.000072840876569,3.217801048292181,2.865456293161216,1.3179779379563814e-16,1.3179779379563814e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.695852346872772e-07,7.695739403265002e-07,3.6125531564577005e-16,3.478493788192663e-16,0.0,0.0,2.3079714113290395e-10,2.3037244668905079e-10,2.0393011271819537e-19,2.0146851931215275e-19,0.0,0.0,1.8874440791181035,1.8874432500037497,2.5218830982633e-11,2.5218751211328142e-11,0.0,0.0,0.6635680790707499,0.6635680790681945,2.2504137716999325e-19,2.229179854589628e-19,0.0,0.0,3.1752273085733327,3.1584432372453457,2.086067565727648e-21,2.0391112508743146e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.12190283203424,-0.5505298195897945,-115.23118915903838
1duv,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.679683881758,-2.6565074640186004,16.872915685050447,8.962407654206473,15.958799336143183,9.94745016718072,0.0077011990713217,0.0077009082305947,10.536034716882387,7.616521156057737,1.6502809590348626,1.5567954997551243,4.837796481887014e-06,4.837796481886947e-06,0.0597103758529354,0.0493709294020675,0.0,0.0,2.7073599157785817,0.4819797792184293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.025097886258148,2.0459074123069074,4.788960024583584,2.839759183138741,2.2803039927677557e-09,2.28010392490035e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3094639397550243e-14,2.2518894076006943e-14,2.947036127909948,0.9902546710285426,1.2373097853675994e-09,1.133572401614878e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0286775551584748,0.993502476670349,1.0921976575864272,0.9987141465215612,1.8990842573261202e-17,1.899028122508611e-17,3.2706290170913106,1.8602336802644843,0.0160933457893643,0.0160933455653506,5.726650350156001e-17,5.724922525742953e-17,1.932325212658597,1.93229788674961,4.256386321895069e-14,4.256384381164327e-14,3.1832781441333596e-16,3.1832781441333596e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.066247828249849,-0.723300321545157,-71.89615397774432
1dzk,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.077261251501,1.5849079516012,0.0,0.0,0.3132254040091821,0.3132251249504747,1.1420919812397128,1.142091981238573,2.2000903777099923e-12,1.991393633507488e-12,4.260761727182579e-14,4.260743169195096e-14,0.0,0.0,0.0,0.0,0.0,0.0,11.781041239999208,1.4128121084900371,0.0005102024866323,0.0005101679240233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.448759705184815e-15,2.108562584770597e-15,1.4493473236054714e-14,1.4493469554133103e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.858551931819041e-17,7.368764757072854e-17,1.446548355642034e-15,1.4464749115390817e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045983831518838,0.0081359244413698,-32.29893050299107
1e3g,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.8886340798757995,1.7162318569563997,1.0093259611889327,1.009325763325406,8.370325216067105,7.03106351967449,0.2880580570488056,0.2880230327568253,0.1307619640042648,0.129567024498655,0.2481184636676342,0.2481184636676342,4.327606382299556e-18,4.327606382299556e-18,0.0,0.0,0.0,0.0,18.278893546329183,2.048297210232632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66013566793391e-18,3.66013566793391e-18,1.729334489812598,0.9998608939789746,3.6212885777960803e-12,3.024467945107957e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6356797120115506e-10,1.635675901139986e-10,0.2476299409258936,0.2476299409258936,0.0,0.0,0.1306894448091887,0.1294945314671469,2.760749605961652e-17,2.760749605961652e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1797040033025923,-0.0645131121771535,-111.83630551799072
