,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
4586,4ciw,Ki,15000.0,4.82,-6.58,7e-05
4727,2brb,Ki,13700.0,4.86,-6.63,7e-05
4783,3d4z,Ki,13000.0,4.89,-6.66,8e-05
4869,1bzc,Ki,12000.0,4.92,-6.71,8e-05
5128,1nc3,Ki,10000.0,5.00,-6.82,0.0001
5542,2r9w,Ki,8000.0,5.10,-6.95,0.00013
5549,3syr,Ki,7900.0,5.10,-6.96,0.00013
5688,2br1,Ki,7200.0,5.14,-7.01,0.00014
5739,1s38,Ki,7000.0,5.15,-7.03,0.00014
5838,4gkm,Ki,6800.0,5.17,-7.05,0.00015
6008,1w4o,Ki,6000.0,5.22,-7.12,0.00017
6212,4jfs,Ki,5400.0,5.27,-7.18,0.00019
6455,3ozs,Ki,4645,5.33,-7.27,0.00022
6565,3bv9,Ki,4400.0,5.36,-7.3,0.00023
6595,1gpk,Ki,4300.0,5.37,-7.32,0.00023
6903,1syi,Ki,3590,5.44,-7.42,0.00028
7185,1ydr,Ki,3000.0,5.52,-7.53,0.00033
7204,4de3,Ki,3000.0,5.52,-7.53,0.00033
7446,2wca,Ki,2500.0,5.60,-7.64,0.0004
7570,1z9g,Ki,2300.0,5.64,-7.69,0.00043
7586,3n86,Ki,2300.0,5.64,-7.69,0.00043
7710,5c28,Ki,2200.0,5.66,-7.71,0.00045
7877,4j28,Ki,2000.0,5.70,-7.77,0.0005
7950,3jvr,Ki,1890.0,5.72,-7.8,0.00053
8148,1o5b,Ki,1700.0,5.77,-7.87,0.00059
8230,2y5h,Ki,1620,5.79,-7.89,0.00062
8377,3qqs,Ki,1500.0,5.82,-7.94,0.00067
8378,3wz8,Ki,1500.0,5.82,-7.94,0.00067
8380,4dld,Ki,1500.0,5.82,-7.94,0.00067
8487,3ehy,Ki,1400.0,5.85,-7.98,0.00071
8720,3ebp,Ki,1240.0,5.91,-8.05,0.00081
8740,1o0h,Ki,1200.0,5.92,-8.07,0.00083
8921,4de1,Ki,1100.0,5.96,-8.12,0.00091
9202,3f3c,Ki,950,6.02,-8.21,0.00105
9611,2qnq,Ki,770.0,6.11,-8.34,0.0013
9651,1nc1,Ki,750.0,6.12,-8.35,0.00133
10219,3bgz,Ki,550.0,6.26,-8.53,0.00182
10427,4eor,Ki,500,6.30,-8.59,0.002
10561,2qbr,Ki,470.0,6.33,-8.63,0.00213
11101,4ea2,Ki,360.0,6.44,-8.79,0.00278
11151,1r5y,Ki,350.0,6.46,-8.8,0.00286
11245,1gpn,Ki,334.0,6.48,-8.83,0.00299
11375,4kzu,Ki,313,6.50,-8.87,0.00319
12042,2yfe,Ki,236.0,6.63,-9.04,0.00424
12049,4k77,Ki,235,6.63,-9.04,0.00426
12153,2xj7,Ki,220,6.66,-9.08,0.00455
12365,4f09,Ki,200,6.70,-9.13,0.005
12495,4djv,Ki,190.0,6.72,-9.16,0.00526
12931,3dx2,Ki,150,6.82,-9.3,0.00667
13002,2xnb,Ki,149,6.83,-9.31,0.00671
13079,3n76,Ki,140.0,6.85,-9.34,0.00714
13144,2zcr,Ki,135,6.87,-9.37,0.00741
13161,3oe5,Ki,132,6.88,-9.38,0.00758
13212,3jya,Ki,130.1,6.89,-9.39,0.00769
13281,3gbb,Ki,126,6.90,-9.41,0.00794
13429,4f9w,Ki,114,6.94,-9.47,0.00877
14047,1lpg,Ki,82,7.09,-9.66,0.0122
14123,3zdg,Ki,79,7.10,-9.68,0.01266
14220,1z95,Ki,76,7.12,-9.71,0.01316
14350,1pxn,Ki,70.0,7.15,-9.76,0.01429
14751,4cra,Ki,60.0,7.22,-9.85,0.01667
14753,4gfm,Ki,60.0,7.22,-9.85,0.01667
14829,1oyt,Ki,57.0,7.24,-9.88,0.01754
14927,3gc5,Ki,55,7.26,-9.9,0.01818
15211,1qf1,Ki,48,7.32,-9.98,0.02083
15213,1ydt,Ki,48,7.32,-9.98,0.02083
15224,3pww,Ki,48,7.32,-9.98,0.02083
15538,1owh,Ki,40,7.40,-10.09,0.025
15557,2zy1,Ki,40.0,7.40,-10.09,0.025
15706,2xys,Ki,38,7.42,-10.12,0.02632
15797,2qbq,Ki,36.0,7.44,-10.15,0.02778
15924,3oe4,Ki,34,7.47,-10.18,0.02941
16200,3rlr,Ki,30,7.52,-10.26,0.03333
16473,2xb8,Ki,26,7.59,-10.34,0.03846
16787,4e5w,Ki,22,7.66,-10.44,0.04545
17443,3qgy,Ki,16,7.80,-10.63,0.0625
17561,3prs,Ki,15,7.82,-10.67,0.06667
17691,4pcs,Ki,14,7.85,-10.71,0.07143
17986,4hge,Ki,11.9,7.92,-10.8,0.08403
18064,1g2k,Ki,11,7.96,-10.85,0.09091
18069,1o3f,Ki,11.0,7.96,-10.85,0.09091
18084,2qe4,Ki,11.0,7.96,-10.85,0.09091
18108,3uuo,Ki,11,7.96,-10.85,0.09091
18265,3e92,Ki,10,8.00,-10.91,0.1
18267,3fur,Ki,10,8.00,-10.91,0.1
18458,5tmn,Ki,9.1,8.04,-10.96,0.10989
18504,3ag9,Ki,9,8.05,-10.97,0.11111
18798,3fv2,Ki,7.7,8.11,-11.06,0.12987
19260,3e5a,Ki,5.9,8.23,-11.22,0.16949
19300,1nvq,Ki,5.6,8.25,-11.25,0.17857
19474,4x6p,Ki,5,8.30,-11.32,0.2
19619,1h23,Ki,4.5,8.35,-11.38,0.22222
19647,4e6q,Ki,4.4,8.36,-11.39,0.22727
19740,2al5,Ki,4,8.40,-11.45,0.25
19747,2qbp,Ki,4.0,8.40,-11.45,0.25
19753,2zda,Ki,4,8.40,-11.45,0.25
19754,3b68,Ki,4,8.40,-11.45,0.25
20000,3b1m,Ki,3.3,8.48,-11.56,0.30303
20103,2fvd,Ki,3,8.52,-11.62,0.33333
20305,3ejr,Ki,2.7,8.57,-11.68,0.37037
20442,4qd6,Ki,2.3,8.64,-11.78,0.43478
20482,3u8k,Ki,2.2,8.66,-11.8,0.45455
20602,3ge7,Ki,2,8.70,-11.86,0.5
20742,4crc,Ki,1.9,8.72,-11.89,0.52632
20745,4ivb,Ki,1.9,8.72,-11.89,0.52632
20780,2vkm,Ki,1.8,8.74,-11.92,0.55556
20781,2wtv,Ki,1.8,8.74,-11.92,0.55556
20819,3b5r,Ki,1.7,8.77,-11.96,0.58824
20915,2zcq,Ki,1.5,8.82,-12.03,0.66667
20971,3e93,Ki,1.4,8.85,-12.07,0.71429
21151,4k18,Ki,1.1,8.96,-12.21,0.90909
21217,2p4y,Ki,1,9.00,-12.27,1.0
21229,3dd0,Ki,1,9.00,-12.27,1.0
21245,3nw9,Ki,1,9.00,-12.27,1.0
21255,3ui7,Ki,1,9.00,-12.27,1.0
21256,3uri,Ki,1,9.00,-12.27,1.0
21482,1h22,Ki,0.8,9.10,-12.4,1.25
21655,1sqa,Ki,0.62,9.21,-12.55,1.6129
21690,4jia,Ki,0.6,9.22,-12.57,1.66667
21734,3b65,Ki,0.54,9.27,-12.64,1.85185
21780,3fv1,Ki,0.5,9.30,-12.68,2.0
22050,3g0w,Ki,0.3,9.52,-12.98,3.33333
22059,4ivd,Ki,0.3,9.52,-12.98,3.33333
22060,4ty7,Ki,0.3,9.52,-12.98,3.33333
22083,2pog,Ki,0.29,9.54,-13.0,3.44828
22101,4gr0,Ki,0.28,9.55,-13.02,3.57143
22190,1eby,Ki,0.20,9.70,-13.22,5.0
22265,1z6e,Ki,0.19,9.72,-13.25,5.26316
22366,1e66,Ki,0.13,9.89,-13.48,7.69231
22450,4ivc,Ki,0.1,10.00,-13.63,10.0
22463,4twp,Ki,0.1,10.00,-13.63,10.0
22488,4rfm,Ki,0.09,10.05,-13.7,11.11111
22511,1y6r,Ki,0.077,10.11,-13.79,12.98701
22532,3u8n,Ki,0.067,10.17,-13.87,14.92537
22533,4tmn,Ki,0.068,10.17,-13.86,14.70588
22727,4gid,Ki,0.017,10.77,-14.68,58.82353
22755,3utu,Ki,0.012,10.92,-14.89,83.33333
22786,5c2h,Ki,0.008199999999999999,11.09,-15.12,121.95122
22792,1mq6,Ki,0.007,11.15,-15.21,142.85714
22800,5dwr,Ki,0.006,11.22,-15.3,166.66667
22815,4f2w,Ki,0.005,11.30,-15.41,200.0
22867,3o9i,Ki,0.0015,11.82,-16.12,666.66667
22868,4f3c,Ki,0.0015,11.82,-16.12,666.66667
