,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
141,4ty9,Kd,8960000.0,2.05,-2.79,0.0
142,4x8t,Kd,8900000.0,2.05,-2.8,0.0
143,5eiw,IC50,9000000.0,2.05,-2.79,0.0
144,1qq9,Ki,8700000.0,2.06,-2.81,0.0
145,1rdi,Ki,8800000.0,2.06,-2.8,0.0
146,2zg3,Kd,8700000.0,2.06,-2.81,0.0
147,4u54,Kd,8700000.0,2.06,-2.81,0.0
148,3ao4,Kd,8500000.0,2.07,-2.82,0.0
149,4b0c,Kd,8500000.0,2.07,-2.82,0.0
150,3rxp,IC50,8300000.000000001,2.08,-2.84,0.0
151,5tyh,IC50,8400000.0,2.08,-2.83,0.0
152,1njj,Ki,8000000.0,2.10,-2.86,0.0
153,2zg1,Kd,8000000.0,2.10,-2.86,0.0
154,4aml,IC50,8000000.0,2.10,-2.86,0.0
155,4cs9,Kd,8000000.0,2.10,-2.86,0.0
156,6pnx,Kd,8000000.0,2.10,-2.86,0.0
157,6r49,IC50,8000000.0,2.10,-2.86,0.0
158,3uf9,Ki,7780000.0,2.11,-2.88,0.0
159,6aao,Kd,7800000.0,2.11,-2.87,0.0
160,1qx1,Ki,7500000.0,2.12,-2.9,0.0
161,2w8w,Kd,7500000.0,2.12,-2.9,0.0
162,3gv9,Ki,7500000.0,2.12,-2.9,0.0
163,6r9u,Kd,7500000.0,2.12,-2.9,0.0
164,1p2g,Ki,7400000.0,2.13,-2.91,0.0
165,6gz9,IC50,7400000.0,2.13,-2.91,0.0
166,6abx,Ki,7190000.0,2.14,-2.92,0.0
167,6dim,IC50,7200000.0,2.14,-2.92,0.0
168,6djd,IC50,7200000.0,2.14,-2.92,0.0
169,1uxb,Kd,7000000.0,2.15,-2.94,0.0
170,3rxg,IC50,7100000.0,2.15,-2.93,0.0
171,4b0j,Kd,7100000.0,2.15,-2.93,0.0
172,4q90,Ki,7000000.0,2.15,-2.94,0.0
173,5cs3,Kd,7000000.0,2.15,-2.94,0.0
174,6fap,Kd,7100000.0,2.15,-2.93,0.0
175,6fi1,Kd,7100000.0,2.15,-2.93,0.0
176,6r9s,Kd,7100000.0,2.15,-2.93,0.0
177,2ay9,Kd,6900000.0,2.16,-2.95,0.0
178,4tim,Ki,6900000.0,2.16,-2.95,0.0
179,5fe6,Kd,6910000.0,2.16,-2.95,0.0
180,6ghj,Kd,6890000.0,2.16,-2.95,0.0
181,3gqz,Ki,6700000.0,2.17,-2.96,0.0
182,4y3j,Kd,6800000.0,2.17,-2.96,0.0
183,5oxk,Kd,6820000.0,2.17,-2.95,0.0
184,5z5f,Ki,6800000.0,2.17,-2.96,0.0
185,6gmx,Kd,6700000.0,2.17,-2.96,0.0
186,6tuz,Kd,6800000.0,2.17,-2.96,0.0
187,3l7d,Ki,6550000.0,2.18,-2.98,0.0
188,6g47,Kd,6600000.0,2.18,-2.97,0.0
189,6ux1,IC50,6600000.0,2.18,-2.97,0.0
190,4ahr,Kd,6500000.0,2.19,-2.98,0.0
191,4ahs,Kd,6400000.0,2.19,-2.99,0.0
192,4amx,Ki,6500000.0,2.19,-2.98,0.0
193,4jdf,Kd,6400000.0,2.19,-2.99,0.0
194,4mre,Kd,6400000.0,2.19,-2.99,0.0
195,5nzp,Kd,6500000.0,2.19,-2.98,0.0
196,1w1v,IC50,6300000.0,2.20,-3.0,0.0
197,2vvo,IC50,6300000.0,2.20,-3.0,0.0
198,4eh8,IC50,6247000.0,2.20,-3.01,0.0
199,1x8d,Kd,6160000.0,2.21,-3.01,0.0
200,4g0z,Kd,6130000.0,2.21,-3.02,0.0
201,1icj,Ki,6000000.0,2.22,-3.03,0.0
202,1m0n,Ki,6000000.0,2.22,-3.03,0.0
203,2aac,Kd,6000000.0,2.22,-3.03,0.0
204,4aci,Kd,6000000.0,2.22,-3.03,0.0
205,4uru,Kd,6000000.0,2.22,-3.03,0.0
206,4ury,Kd,6000000.0,2.22,-3.03,0.0
207,4x11,Kd,6000000.0,2.22,-3.03,0.0
208,5fsb,Kd,6000000.0,2.22,-3.03,0.0
209,5hcl,IC50,6000000.0,2.22,-3.03,0.0
210,5jqb,Kd,6000000.0,2.22,-3.03,0.0
211,6kcx,IC50,6000000.0,2.22,-3.03,0.0
212,1ajp,Ki,5850000.0,2.23,-3.04,0.0
213,2igv,Kd,5900000.0,2.23,-3.04,0.0
214,3ao5,Kd,5900000.0,2.23,-3.04,0.0
215,3i3b,Ki,5900000.0,2.23,-3.04,0.0
216,1rdl,Ki,5700000.0,2.24,-3.06,0.0
217,2ay8,Kd,5800000.0,2.24,-3.05,0.0
218,2os9,IC50,5700000.0,2.24,-3.06,0.0
219,5f6v,IC50,5800000.0,2.24,-3.05,0.0
220,5m9w,Kd,5700000.0,2.24,-3.06,0.0
221,5nzo,Kd,5800000.0,2.24,-3.05,0.0
222,1ew8,Ki,5500000.0,2.26,-3.08,0.0
223,3ao1,Kd,5500000.0,2.26,-3.08,0.0
224,4eh9,IC50,5453000.0,2.26,-3.09,0.0
225,4np2,Kd,5500000.0,2.26,-3.08,0.0
226,5v6u,Ki,5470000.0,2.26,-3.08,0.0
227,1hge,Kd,5400000.0,2.27,-3.09,0.0
228,1uto,Kd,5320000.0,2.27,-3.1,0.0
229,4ahu,Kd,5400000.0,2.27,-3.09,0.0
230,4mfe,Ki,5400000.0,2.27,-3.09,0.0
231,1ps3,Ki,5200000.0,2.28,-3.11,0.0
232,2rjs,IC50,5300000.0,2.28,-3.1,0.0
233,3fu0,IC50,5308000.0,2.28,-3.1,0.0
234,3ip8,Ki,5200000.0,2.28,-3.11,0.0
235,2ay1,Kd,5140000.0,2.29,-3.12,0.0
236,4ddk,Kd,5100000.0,2.29,-3.13,0.0
237,4ehv,IC50,5103000.0,2.29,-3.13,0.0
238,5fnj,Kd,5150000.0,2.29,-3.12,0.0
239,1inh,IC50,5000000.0,2.30,-3.14,0.0
240,1jdj,IC50,5000000.0,2.30,-3.14,0.0
241,1n1g,IC50,5000000.0,2.30,-3.14,0.0
242,1uxa,Kd,5000000.0,2.30,-3.14,0.0
243,1w1p,IC50,5000000.0,2.30,-3.14,0.0
244,2ay7,Kd,5000000.0,2.30,-3.14,0.0
245,2hdu,Ki,5000000.0,2.30,-3.14,0.0
246,2xlc,Ki,5000000.0,2.30,-3.14,0.0
247,3dyo,Ki,5000000.0,2.30,-3.14,0.0
248,3kgq,Ki,5000000.0,2.30,-3.14,0.0
249,3mhw,Ki,5030000.0,2.30,-3.13,0.0
250,3pcg,Ki,5000000.0,2.30,-3.14,0.0
251,3rv4,Ki,5000000.0,2.30,-3.14,0.0
252,4e3d,IC50,5000000.0,2.30,-3.14,0.0
253,4g0y,Kd,4990000.0,2.30,-3.14,0.0
254,4jsz,Ki,5000000.0,2.30,-3.14,0.0
255,4led,Kd,5000000.0,2.30,-3.14,0.0
256,6au2,Kd,5000000.0,2.30,-3.14,0.0
257,6gmq,Kd,5000000.0,2.30,-3.14,0.0
258,1m0o,Ki,4900000.0,2.31,-3.15,0.0
259,4y0a,Ki,4950000.0,2.31,-3.14,0.0
260,5mz8,Kd,4900000.0,2.31,-3.15,0.0
261,2qve,IC50,4800000.0,2.32,-3.16,0.0
262,5aol,Kd,4800000.0,2.32,-3.16,0.0
263,1z6d,Ki,4600000.0,2.34,-3.19,0.0
264,4iie,Ki,4600000.0,2.34,-3.19,0.0
265,5elf,Kd,4570000.0,2.34,-3.19,0.0
266,1qi0,Ki,4500000.0,2.35,-3.2,0.0
267,3gtc,Ki,4500000.0,2.35,-3.2,0.0
268,4k3k,IC50,4440000.0,2.35,-3.21,0.0
269,4y3y,Kd,4500000.0,2.35,-3.2,0.0
270,1o4j,IC50,4400000.0,2.36,-3.21,0.0
271,3g2z,Ki,4400000.0,2.36,-3.21,0.0
272,5fsc,Kd,4400000.0,2.36,-3.21,0.0
273,6r5n,Ki,4400000.0,2.36,-3.21,0.0
274,3t0d,Ki,4300000.0,2.37,-3.23,0.0
275,4jck,Kd,4300000.0,2.37,-3.23,0.0
276,6rnt,Kd,4300000.0,2.37,-3.23,0.0
277,3f6e,Kd,4139999.9999999995,2.38,-3.25,0.0
278,4aj2,Kd,4200000.0,2.38,-3.24,0.0
279,6md8,Ki,4200000.0,2.38,-3.24,0.0
280,1f73,Ki,4099999.9999999995,2.39,-3.25,0.0
281,1nwl,Ki,4099999.9999999995,2.39,-3.25,0.0
282,4nyt,Kd,4099999.9999999995,2.39,-3.25,0.0
283,4tya,Kd,4040000.0,2.39,-3.26,0.0
284,3dxg,Ki,4000000.0,2.40,-3.27,0.0
285,3l7b,Ki,4010000.0,2.40,-3.27,0.0
286,3pcb,Ki,4000000.0,2.40,-3.27,0.0
287,4u5l,Kd,4000000.0,2.40,-3.27,0.0
288,4y38,Kd,4000000.0,2.40,-3.27,0.0
289,4zsm,IC50,4000000.0,2.40,-3.27,0.0
290,6vh6,Kd,4000000.0,2.40,-3.27,0.0
291,1o4r,IC50,3900000.0,2.41,-3.28,0.0
292,2wsx,Kd,3900000.0,2.41,-3.28,0.0
293,4u5s,Kd,3900000.0,2.41,-3.28,0.0
294,6aaq,Kd,3900000.0,2.41,-3.28,0.0
295,4u5o,Kd,3800000.0,2.42,-3.3,0.0
296,2jai,Ki,3700000.0,2.43,-3.32,0.0
297,4jwl,Ki,3720000.0,2.43,-3.31,0.0
298,4jxh,Ki,3720000.0,2.43,-3.31,0.0
299,4l5m,Ki,3720000.0,2.43,-3.31,0.0
300,5os3,Kd,3753000.0,2.43,-3.31,0.0
301,6mli,Kd,3700000.0,2.43,-3.32,0.0
302,1o4h,IC50,3600000.0,2.44,-3.33,0.0
303,1oba,Kd,3600000.0,2.44,-3.33,0.0
304,1t4s,Ki,3600000.0,2.44,-3.33,0.0
305,2i2b,Ki,3600000.0,2.44,-3.33,0.0
306,2xiy,IC50,3600000.0,2.44,-3.33,0.0
307,3ked,IC50,3600000.0,2.44,-3.33,0.0
308,3l7c,Ki,3670000.0,2.44,-3.32,0.0
309,3mjl,Ki,3600000.0,2.44,-3.33,0.0
310,4d62,Kd,3640000.0,2.44,-3.33,0.0
311,1gbq,Kd,3500000.0,2.46,-3.35,0.0
312,1o4o,IC50,3500000.0,2.46,-3.35,0.0
313,2aez,Ki,3500000.0,2.46,-3.35,0.0
314,3l79,Ki,3460000.0,2.46,-3.36,0.0
315,4ah9,Kd,3500000.0,2.46,-3.35,0.0
316,4ddm,Kd,3500000.0,2.46,-3.35,0.0
317,4eh6,IC50,3471000.0,2.46,-3.35,0.0
318,4x8u,Ki,3500000.0,2.46,-3.35,0.0
319,5aqh,Kd,3500000.0,2.46,-3.35,0.0
320,6au3,Kd,3500000.0,2.46,-3.35,0.0
321,1tok,Kd,3400000.0,2.47,-3.37,0.0
322,1utl,Kd,3410000.0,2.47,-3.36,0.0
323,3rik,IC50,3400000.0,2.47,-3.37,0.0
324,4gne,Kd,3400000.0,2.47,-3.37,0.0
325,4y4j,Kd,3400000.0,2.47,-3.37,0.0
326,5dv4,IC50,3370000.0,2.47,-3.37,0.0
327,5jad,Kd,3400000.0,2.47,-3.37,0.0
328,5jal,Kd,3400000.0,2.47,-3.37,0.0
329,6fhq,Kd,3400000.0,2.47,-3.37,0.0
330,1gyx,Ki,3300000.0,2.48,-3.38,0.0
331,4u5n,Kd,3300000.0,2.48,-3.38,0.0
332,4ze6,Kd,3300000.0,2.48,-3.38,0.0
333,5mn1,Kd,3300000.0,2.48,-3.38,0.0
334,5mnb,Kd,3300000.0,2.48,-3.38,0.0
335,5mnx,Kd,3300000.0,2.48,-3.38,0.0
336,5mon,Kd,3300000.0,2.48,-3.38,0.0
337,1o4q,IC50,3200000.0,2.49,-3.4,0.0
338,4efk,Kd,3200000.0,2.49,-3.4,0.0
339,4ej2,Ki,3204000.0,2.49,-3.4,0.0
340,4kz7,Ki,3200000.0,2.49,-3.4,0.0
341,6c3n,Kd,3200000.0,2.49,-3.4,0.0
342,1ai4,Ki,3130000.0,2.50,-3.41,0.0
343,3g30,Ki,3100000.0,2.51,-3.42,0.0
344,4ctj,IC50,3120000.0,2.51,-3.42,0.0
345,6dji,IC50,3100000.0,2.51,-3.42,0.0
346,1rq2,IC50,3000000.0,2.52,-3.44,0.0
347,1wdr,Kd,3050000.0,2.52,-3.43,0.0
348,3ad7,Kd,3010000.0,2.52,-3.44,0.0
349,3bf1,Kd,3000000.0,2.52,-3.44,0.0
350,3fq7,IC50,3000000.0,2.52,-3.44,0.0
351,3gr2,Ki,3000000.0,2.52,-3.44,0.0
352,3mfv,Ki,3000000.0,2.52,-3.44,0.0
353,3vdb,Ki,3030000.0,2.52,-3.43,0.0
354,4e3f,IC50,3000000.0,2.52,-3.44,0.0
355,4g0q,Kd,3000000.0,2.52,-3.44,0.0
356,4urz,Kd,3000000.0,2.52,-3.44,0.0
357,5f6u,IC50,3000000.0,2.52,-3.44,0.0
358,4hj2,Kd,2950000.0,2.53,-3.45,0.0
359,1iup,Ki,2900000.0,2.54,-3.46,0.0
360,6tx5,Kd,2900000.0,2.54,-3.46,0.0
361,1il3,IC50,2800000.0,2.55,-3.48,0.0
362,1kf0,Kd,2800000.0,2.55,-3.48,0.0
363,3b3s,Ki,2800000.0,2.55,-3.48,0.0
364,3ovn,Kd,2800000.0,2.55,-3.48,0.0
365,5eif,IC50,2800000.0,2.55,-3.48,0.0
366,5n53,Kd,2800000.0,2.55,-3.48,0.0
367,5os0,Kd,2792000.0,2.55,-3.48,0.0
368,6tx7,Kd,2800000.0,2.55,-3.48,0.0
369,1gwv,Kd,2680000.0,2.57,-3.51,0.0
370,2ria,IC50,2700000.0,2.57,-3.5,0.0
371,2wq4,Kd,2700000.0,2.57,-3.5,0.0
372,3kgp,Ki,2680000.0,2.57,-3.51,0.0
373,5v4q,Ki,2700000.0,2.57,-3.5,0.0
374,6poq,Kd,2700000.0,2.57,-3.5,0.0
375,2ay5,Kd,2600000.0,2.59,-3.52,0.0
376,2jst,Kd,2600000.0,2.59,-3.52,0.0
377,3gvb,Ki,2600000.0,2.59,-3.52,0.0
378,4o3a,Ki,2570000.0,2.59,-3.53,0.0
379,4o3c,Ki,2570000.0,2.59,-3.53,0.0
380,4wef,Ki,2577000.0,2.59,-3.53,0.0
381,5tpb,Kd,2600000.0,2.59,-3.52,0.0
382,1o4p,IC50,2500000.0,2.60,-3.55,0.0
383,2c4v,Ki,2500000.0,2.60,-3.55,0.0
384,2r5a,Kd,2500000.0,2.60,-3.55,0.0
385,3gwv,IC50,2540000.0,2.60,-3.54,0.0
386,3rxf,IC50,2500000.0,2.60,-3.55,0.0
387,4up5,Kd,2500000.0,2.60,-3.55,0.0
388,5g46,Kd,2500000.0,2.60,-3.55,0.0
389,6mia,Ki,2540000.0,2.60,-3.54,0.0
390,1cze,Kd,2400000.0,2.62,-3.57,0.0
391,1w1y,IC50,2400000.0,2.62,-3.57,0.0
392,2kfh,Kd,2400000.0,2.62,-3.57,0.0
393,3f37,Kd,2400000.0,2.62,-3.57,0.0
394,3f38,Kd,2400000.0,2.62,-3.57,0.0
395,3fk1,Ki,2420000.0,2.62,-3.57,0.0
396,3rxl,IC50,2400000.0,2.62,-3.57,0.0
397,4lnf,IC50,2400000.0,2.62,-3.57,0.0
398,4lno,Kd,2400000.0,2.62,-3.57,0.0
399,5foo,Ki,2400000.0,2.62,-3.57,0.0
400,5lvd,Kd,2400000.0,2.62,-3.57,0.0
401,1ajn,Ki,2320000.0,2.63,-3.59,0.0
402,1g5f,Ki,2310000.0,2.64,-3.59,0.0
403,1o4i,IC50,2300000.0,2.64,-3.6,0.0
404,3p1d,IC50,2300000.0,2.64,-3.6,0.0
405,4i8x,Kd,2300000.0,2.64,-3.6,0.0
406,4q7w,Ki,2300000.0,2.64,-3.6,0.0
407,4q8y,Ki,2300000.0,2.64,-3.6,0.0
408,4ufl,Ki,2300000.0,2.64,-3.6,0.0
409,6fhu,Kd,2300000.0,2.64,-3.6,0.0
410,5ey0,Kd,2260000.0,2.65,-3.61,0.0
411,6xoz,Ki,2249000.0,2.65,-3.61,0.0
412,1il5,IC50,2200000.0,2.66,-3.62,0.0
413,3a1e,Kd,2200000.0,2.66,-3.62,0.0
414,3rxb,IC50,2200000.0,2.66,-3.62,0.0
415,4y2p,IC50,2200000.0,2.66,-3.62,0.0
416,5eld,Kd,2190000.0,2.66,-3.63,0.0
417,3lvw,Ki,2120000.0,2.67,-3.65,0.0
418,6prt,IC50,2120000.0,2.67,-3.65,0.0
419,1hgi,Kd,2100000.0,2.68,-3.65,0.0
420,1o8b,Ki,2100000.0,2.68,-3.65,0.0
421,2q72,IC50,2089999.9999999998,2.68,-3.65,0.0
422,3rxk,IC50,2100000.0,2.68,-3.65,0.0
423,4b3c,Kd,2100000.0,2.68,-3.65,0.0
424,4b3d,Kd,2100000.0,2.68,-3.65,0.0
425,5aqj,Kd,2100000.0,2.68,-3.65,0.0
426,5aqp,Kd,2100000.0,2.68,-3.65,0.0
427,3elc,Kd,2020000.0,2.69,-3.67,0.0
428,4usw,Kd,2029999.9999999998,2.69,-3.67,0.0
429,5k5s,IC50,2040000.0,2.69,-3.67,0.0
430,6t01,IC50,2057000.0,2.69,-3.66,0.0
431,6t0a,IC50,2040000.0,2.69,-3.67,0.0
432,1gym,IC50,2000000.0,2.70,-3.68,0.0
433,1lt5,IC50,2000000.0,2.70,-3.68,0.0
434,1ylv,Ki,2000000.0,2.70,-3.68,0.0
435,2fzc,Ki,1990000.0,2.70,-3.68,0.0
436,2ha4,Kd,2000000.0,2.70,-3.68,0.0
437,2krd,Kd,2000000.0,2.70,-3.68,0.0
438,2ohk,IC50,2000000.0,2.70,-3.68,0.0
439,2ow6,IC50,2000000.0,2.70,-3.68,0.0
440,2uyn,Kd,2000000.0,2.70,-3.68,0.0
441,3bra,Kd,2000000.0,2.70,-3.68,0.0
442,3fud,IC50,2000000.0,2.70,-3.68,0.0
443,3fuf,IC50,2000000.0,2.70,-3.68,0.0
444,3fuh,IC50,2000000.0,2.70,-3.68,0.0
445,3gk2,Kd,2000000.0,2.70,-3.68,0.0
446,3gsg,Ki,2000000.0,2.70,-3.68,0.0
447,3hvg,IC50,2000000.0,2.70,-3.68,0.0
448,3rqw,Kd,2000000.0,2.70,-3.68,0.0
449,3sl0,Ki,2000000.0,2.70,-3.68,0.0
450,4h4b,Ki,2000000.0,2.70,-3.68,0.0
451,4okp,Ki,2000000.0,2.70,-3.68,0.0
452,4wks,Ki,2000000.0,2.70,-3.68,0.0
453,6nmb,Ki,2009999.9999999998,2.70,-3.68,0.0
454,6t06,IC50,2010000.0,2.70,-3.68,0.0
455,4kpz,IC50,1950000.0,2.71,-3.69,0.0
456,6poh,Kd,1970000.0,2.71,-3.69,0.0
457,1pfu,Kd,1900000.0,2.72,-3.71,0.0
458,2rkd,Ki,1900000.0,2.72,-3.71,0.0
459,3p4r,Ki,1900000.0,2.72,-3.71,0.0
460,5fsx,Kd,1900000.0,2.72,-3.71,0.0
461,6dih,IC50,1900000.0,2.72,-3.71,0.0
462,6nos,Kd,1900000.0,2.72,-3.71,0.0
463,6szt,IC50,1926000.0,2.72,-3.7,0.0
464,6zli,Kd,1900000.0,2.72,-3.71,0.0
465,1dg9,Ki,1800000.0,2.74,-3.74,0.0
466,1u30,Ki,1800000.0,2.74,-3.74,0.0
