,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
201,1elr,Kd,11000.0,4.96,-11.623442588337667,9.09090909090909e-05
205,1erb,Kd,8.0,8.1,-30.247840118430535,0.125
208,1ex8,Kd,470.0,6.33,-19.749583898094965,0.002127659574468085
209,1ez9,Kd,8000.0,5.1,-12.444206127698715,0.000125
219,1f4x,Kd,2600.0,5.59,-15.34095612300481,0.0003846153846153846
229,1fao,Kd,43.0,7.37,-25.913376475282,0.023255813953488372
230,1fch,Kd,70.0,7.15,-24.65745125432015,0.014285714285714285
231,1fcx,Kd,64.0,7.19,-24.88841225539743,0.015625
232,1fcy,Kd,3.0,8.52,-32.775770585387775,0.3333333333333333
233,1fcz,Kd,0.6,9.22,-36.92383929462068,1.6666666666666667
234,1fd0,Kd,4.0,8.4,-32.0343160727749,0.25
241,1fkb,Kd,0.2,9.7,-39.75533669069655,5.0
242,1fkf,Kd,0.4,9.4,-37.968860736352184,2.5
248,1fl3,Kd,160.0,6.8,-22.526819500508893,0.00625
249,1flr,Kd,0.1,10.0,-41.54181264504092,10.0
251,1fo0,Kd,2600.0,5.59,-15.34095612300481,0.0003846153846153846
255,1ftm,Kd,24.8,7.61,-27.33183220040006,0.04032258064516129
257,1fzj,Kd,8.0,8.1,-30.247840118430535,0.125
258,1fzk,Kd,4.0,8.4,-32.0343160727749,0.25
259,1fzm,Kd,20.0,7.7,-27.886247363542,0.05
260,1fzo,Kd,13.0,7.89,-28.996521404503728,0.07692307692307693
261,1fzq,Kd,24.0,7.62,-27.416342722354667,0.041666666666666664
262,1g1d,Kd,0.36,9.44,-38.24041060777772,2.7777777777777777
272,1g45,Kd,2.3,8.64,-33.460577982558085,0.4347826086956522
273,1g46,Kd,1.6,8.8,-34.39590882766344,0.625
274,1g48,Kd,3.9,8.41,-32.099568672005134,0.25641025641025644
275,1g4o,Kd,5.6,8.25,-31.16711271844159,0.17857142857142858
276,1g52,Kd,0.29,9.54,-38.79769107416085,3.4482758620689657
277,1g53,Kd,0.91,9.04,-35.85033866809205,1.0989010989010988
278,1g54,Kd,1.5,8.82,-34.56224653973215,0.6666666666666666
279,1g74,Kd,300.0,6.52,-20.906681258233228,0.0033333333333333335
282,1g7q,Kd,877.0,6.06,-18.14190544974312,0.0011402508551881414
283,1g7v,Kd,400.0,6.4,-20.165226745620355,0.0025
284,1g85,Kd,3300.0,5.48,-14.726489855839079,0.00030303030303030303
286,1gaf,Kd,10.0,8.0,-29.672723317886373,0.1
307,1gwv,Kd,60.0,2.57,-25.054749967466137,0.016666666666666666
308,1gx8,Kd,430.0,6.37,-19.978831811704723,0.002325581395348837
311,1h0a,Kd,3600.0,5.44,-14.502231953468625,0.0002777777777777778
316,1h2t,Kd,13.0,7.89,-28.996521404503728,0.07692307692307693
320,1h6h,Kd,5000.0,5.3,-13.655565281498918,0.0002
330,1hk4,Kd,4900.0,5.31,-13.707634527176653,0.00020408163265306123
332,1hmr,Kd,280.0,6.55,-21.084499345631407,0.0035714285714285713
333,1hms,Kd,430.0,6.37,-19.978831811704723,0.002325581395348837
334,1hmt,Kd,1640.0,5.79,-16.528633578797947,0.0006097560975609756
335,1hn4,Kd,1640.0,3.82,-16.528633578797947,0.0006097560975609756
344,1hsl,Kd,64.0,7.19,-24.88841225539743,0.015625
356,1i1e,Kd,9400.0,5.03,-12.028563280173325,0.00010638297872340425
360,1i7z,Kd,400.0,6.4,-20.165226745620355,0.0025
361,1i9n,Kd,2.2,8.66,-33.575145288302394,0.45454545454545453
362,1i9p,Kd,3.9,8.41,-32.099568672005134,0.25641025641025644
363,1ie9,Kd,0.065,10.19,-42.65208668600264,15.384615384615383
364,1if7,Kd,0.065,10.52,-42.65208668600264,15.384615384615383
365,1if8,Kd,0.065,9.64,-42.65208668600264,15.384615384615383
367,1igj,Kd,0.1,10.0,-41.54181264504092,10.0
368,1ii5,Kd,240.0,6.62,-21.481798058777397,0.004166666666666667
372,1ikt,Kd,400000.0,3.4,-2.361592754888535,2.5e-06
388,1jet,Kd,56.0,7.25,-25.232568054864316,0.017857142857142856
389,1jeu,Kd,150.0,6.82,-22.6931572125776,0.006666666666666667
390,1jev,Kd,130.0,6.89,-23.061976740926454,0.007692307692307693
391,1jgl,Kd,2.0,8.7,-33.82079202711927,0.5
392,1jlr,Kd,465000.0,3.33,-1.9735153038153044,2.1505376344086023e-06
393,1jmf,Kd,1700.0,5.77,-16.436024574139246,0.000588235294117647
394,1jmg,Kd,850.0,6.07,-18.222500528483618,0.001176470588235294
396,6s57,Kd,8000.0,5.1,-12.444206127698715,0.000125
401,1jyq,Kd,2.0,8.7,-33.82079202711927,0.5
404,1k1i,Kd,264.0,6.58,-21.236151319960516,0.003787878787878788
405,1k1j,Kd,28.0,7.55,-27.019044009208685,0.03571428571428571
406,1k1l,Kd,125.0,6.9,-23.163061853764933,0.008
407,1k1m,Kd,40.0,7.4,-26.09977140919763,0.025
408,1k1n,Kd,153.0,6.82,-22.64211910914206,0.006535947712418301
416,1k6c,Kd,33.0,7.48,-26.595579182993625,0.030303030303030304
417,1k6p,Kd,44.0,7.36,-25.854124670380752,0.022727272727272728
418,1k6t,Kd,24.0,7.62,-27.416342722354667,0.041666666666666664
419,1k6v,Kd,120.0,6.92,-23.268274013121765,0.008333333333333333
423,1kdk,Kd,0.9,9.05,-35.878817852889185,1.1111111111111112
424,1kel,Kd,52.0,7.28,-25.423569495814988,0.019230769230769232
425,1kjr,Kd,880.0,6.06,-18.133104052459107,0.0011363636363636363
427,1kmy,Kd,8000.0,5.1,-12.444206127698715,0.000125
434,1kv1,Kd,1160.0,5.94,-17.421105174740294,0.0008620689655172414
436,1kyv,Kd,1200.0,5.92,-17.333729349544495,0.0008333333333333334
438,1kzn,Kd,1.2,8.92,-35.13736334027631,0.8333333333333334
439,1l83,Kd,1.2,3.4,-35.13736334027631,0.8333333333333334
441,1laf,Kd,14.0,7.85,-28.805519963553053,0.07142857142857142
442,1lag,Kd,500.0,6.3,-19.59010994507619,0.002
443,1lah,Kd,30.0,7.52,-26.841225921810505,0.03333333333333333
445,1lbf,Kd,14.0,7.85,-28.805519963553053,0.07142857142857142
446,1lbk,Kd,668000.0,3.18,-1.0398719095488829,1.4970059880239521e-06
450,1lgt,Kd,800.0,6.1,-18.378750791275987,0.00125
451,1lgw,Kd,100000.0,4.0,-5.934544663577274,1e-05
452,1lhu,Kd,1.48,8.83,-34.59684222695498,0.6756756756756757
453,1li2,Kd,91000.0,4.04,-6.177615350205683,1.0989010989010989e-05
454,1li3,Kd,56000.0,4.25,-7.428934064132492,1.785714285714286e-05
455,1li6,Kd,56000.0,3.8,-7.428934064132492,1.785714285714286e-05
456,1lke,Kd,30.2,7.52,-26.824100676079972,0.033112582781456956
457,1lkk,Kd,140.0,6.85,-22.87097529997578,0.007142857142857143
458,1lkl,Kd,1540.0,5.81,-16.69078389758163,0.0006493506493506494
459,1lnm,Kd,2.0,8.7,-33.82079202711927,0.5
464,6s56,Kd,8000.0,5.1,-12.444206127698715,0.000125
465,1lrh,Kd,150.0,6.82,-22.6931572125776,0.006666666666666667
466,1lst,Kd,14.0,7.85,-28.805519963553053,0.07142857142857142
467,1lvu,Kd,4800.0,5.32,-13.760777440855753,0.00020833333333333335
480,1m48,Kd,8200.0,5.09,-12.380564869565045,0.00012195121951219512
482,1m5w,Kd,54000.0,4.27,-7.522665848159855,1.8518518518518518e-05
483,1m7d,Kd,590.0,6.23,-19.1635229622104,0.001694915254237288
484,1m7i,Kd,4000.0,5.4,-14.230682082043081,0.00025
485,1m7y,Kd,0.011,10.96,-47.23071056980132,90.90909090909092
486,1m83,Kd,0.011,3.4,-47.23071056980132,90.90909090909092
487,1mai,Kd,210.0,6.68,-21.825953858244283,0.004761904761904762
490,1mfa,Kd,9100.0,5.04,-12.112160013782958,0.00010989010989010989
491,1mfd,Kd,4900.0,5.31,-13.707634527176653,0.00020408163265306123
493,1mh5,Kd,0.61,9.21,-36.88123766352975,1.639344262295082
494,1mjj,Kd,1.83,8.74,-34.049740267453885,0.5464480874316939
502,1mrw,Kd,0.2,9.7,-39.75533669069655,5.0
503,1mrx,Kd,55.0,7.26,-25.279007869836587,0.01818181818181818
504,1msm,Kd,55.0,10.48,-25.279007869836587,0.01818181818181818
505,1msn,Kd,0.81,9.09,-36.150367724314734,1.2345679012345678
511,1n0s,Kd,35.2,7.45,-26.429241470924918,0.028409090909090908
516,1n4k,Kd,0.09,10.05,-41.813362516466455,11.11111111111111
525,1nf8,Kd,15.0,7.82,-28.627701876154877,0.06666666666666667
533,1nja,Kd,490.0,6.31,-19.642179190753925,0.0020408163265306124
534,1njc,Kd,2800.0,5.55,-15.149954682054135,0.00035714285714285714
535,1njd,Kd,2700.0,5.57,-15.243686466081497,0.00037037037037037035
536,1nje,Kd,160000.0,3.8,-4.72318550977707,6.25e-06
538,1nki,Kd,200.0,6.7,-21.951702699964727,0.005
540,1nli,Kd,260000.0,3.59,-3.4718667958502607,3.846153846153846e-06
550,1nw4,Kd,15.0,9.07,-28.627701876154877,0.06666666666666667
551,1nw5,Kd,6100.0,5.21,-13.143059009220654,0.0001639344262295082
552,1nw7,Kd,8100.0,5.09,-12.412189070005631,0.0001234567901234568
583,1o7o,Kd,7.5,4.49,-30.414177830499245,0.13333333333333333
585,1oar,Kd,40.0,7.4,-26.09977140919763,0.025
586,1oau,Kd,20.0,7.7,-27.886247363542,0.05
587,1oba,Kd,20.0,2.44,-27.886247363542,0.05
590,1odi,Kd,62000.0,4.21,-7.166605454779706,1.6129032258064517e-05
591,1odj,Kd,80000.0,4.1,-6.50966146412144,1.25e-05
592,1oe8,Kd,3000.0,5.52,-14.972136594655955,0.0003333333333333333
593,1ogd,Kd,3000.0,3.03,-14.972136594655955,0.0003333333333333333
595,1ogx,Kd,810.0,6.09,-18.34673373358291,0.0012345679012345679
596,1ogz,Kd,1400.0,5.85,-16.936430636398505,0.0007142857142857143
598,1oif,Kd,19.0,7.72,-28.018447622898808,0.05263157894736842
599,1okl,Kd,930.0,6.03,-17.990673340202758,0.001075268817204301
600,1ols,Kd,1520.0,5.82,-16.72447509628843,0.0006578947368421052
601,1olu,Kd,39300.0,4.41,-8.341640189253974,2.544529262086514e-05
602,1olx,Kd,47100.0,4.33,-7.875016694276821,2.1231422505307857e-05
605,1onz,Kd,8000.0,5.1,-12.444206127698715,0.000125
606,1ork,Kd,1.56,8.81,-34.46116142689367,0.641025641025641
608,1os5,Kd,140.0,6.85,-22.87097529997578,0.007142857142857143
612,1oxr,Kd,6400.0,5.19,-13.01932292824288,0.00015625
615,1oz0,Kd,20.0,7.7,-27.886247363542,0.05
616,1p19,Kd,76800.0,4.11,-6.614873623478275,1.3020833333333334e-05
617,1p1n,Kd,160.0,6.8,-22.526819500508893,0.00625
618,1p1o,Kd,1740.0,5.76,-16.376083733008794,0.0005747126436781609
619,1p1q,Kd,12800.0,4.89,-11.232846973898509,7.8125e-05
626,1pfu,Kd,1900000.0,2.72,1.6542756949875597,5.263157894736842e-07
627,1pgp,Kd,2000.0,5.7,-16.01715803638745,0.0005
631,1pot,Kd,3200.0,5.49,-14.805798882587249,0.0003125
647,1pz5,Kd,4000.0,5.4,-14.230682082043081,0.00025
648,1pzi,Kd,60000.0,4.22,-7.2511159767343125,1.6666666666666667e-05
650,1q1g,Kd,2.7,8.57,-33.047320456813324,0.37037037037037035
654,1q72,Kd,140.0,6.85,-22.87097529997578,0.007142857142857143
655,1q7a,Kd,64.0,7.19,-24.88841225539743,0.015625
657,1q8t,Kd,17500.0,4.76,-10.426769172277067,5.714285714285714e-05
658,1q8u,Kd,1100.0,5.96,-17.557987251914945,0.0009090909090909091
659,1q8w,Kd,5700.0,5.24,-13.317860899668396,0.00017543859649122806
662,1qaw,Kd,7500.0,5.12,-12.610543839767422,0.00013333333333333334
677,1qft,Kd,1.7,8.77,-34.23965856487107,0.5882352941176471
681,1qk3,Kd,7100.0,5.15,-12.751803300015432,0.00014084507042253522
682,1qk4,Kd,61000.0,4.21,-7.20851434564338,1.639344262295082e-05
683,1qka,Kd,1200.0,5.92,-17.333729349544495,0.0008333333333333334
684,1qkb,Kd,45.0,7.35,-25.796204480079005,0.022222222222222223
685,1qkt,Kd,0.92,9.04,-35.82217073744662,1.0869565217391304
686,1ql7,Kd,10000.0,5.0,-11.869089327154546,0.0001
690,1qy1,Kd,300.0,6.52,-20.906681258233228,0.0033333333333333335
691,1qy2,Kd,1800.0,5.74,-16.288707907812995,0.0005555555555555556
692,1qyg,Kd,140.0,6.85,-22.87097529997578,0.007142857142857143
693,1r0p,Kd,10.0,8.0,-29.672723317886373,0.1
697,1r9l,Kd,4000.0,5.4,-14.230682082043081,0.00025
698,1rbp,Kd,190.0,6.72,-22.083902959321538,0.005263157894736842
699,1rd4,Kd,18.3,7.74,-28.11519560387661,0.0546448087431694
701,1rmz,Kd,10.0,8.0,-29.672723317886373,0.1
703,1rnt,Kd,6500.0,5.19,-12.979363368116276,0.00015384615384615385
707,1rpj,Kd,330.0,6.48,-20.661034519416354,0.0030303030303030303
709,1rr6,Kd,330.0,10.25,-20.661034519416354,0.0030303030303030303
711,1s19,Kd,0.31,9.51,-38.625804727010454,3.2258064516129035
714,1s5z,Kd,20.0,3.21,-27.886247363542,0.05
725,1sld,Kd,270.0,6.57,-21.178231129658773,0.003703703703703704
730,1sr7,Kd,0.08,10.1,-42.116929445585086,12.5
731,1srg,Kd,5000.0,5.3,-13.655565281498918,0.0002
734,1str,Kd,17000.0,4.77,-10.501479910561976,5.882352941176471e-05
735,1sv3,Kd,45000.0,4.35,-7.992570489347186,2.2222222222222223e-05
736,1sw2,Kd,60.0,7.22,-25.054749967466137,0.016666666666666666
737,1swg,Kd,43.9,7.36,-25.859988927745754,0.022779043280182234
738,1swr,Kd,120.0,6.92,-23.268274013121765,0.008333333333333333
741,1szd,Kd,29160.0,4.54,-9.110787032742435,3.429355281207133e-05
746,1t7d,Kd,940.0,6.03,-17.963107943750597,0.0010638297872340426
747,1t7j,Kd,2.0,8.7,-33.82079202711927,0.5
750,1td7,Kd,43000.0,4.37,-8.109742484550177,2.325581395348837e-05
752,1tjp,Kd,38000.0,4.42,-8.428337677822617,2.6315789473684212e-05
761,1tq4,Kd,640.0,6.19,-18.953867591820153,0.0015625
763,1tsy,Kd,11000.0,4.96,-11.623442588337667,9.09090909090909e-05
764,1ttm,Kd,45.0,7.35,-25.796204480079005,0.022222222222222223
768,1u1b,Kd,16.0,7.8,-28.461364164086163,0.0625
769,1u1w,Kd,1400.0,5.85,-16.936430636398505,0.0007142857142857143
773,1ucn,Kd,6000.0,5.22,-13.185660640311587,0.00016666666666666666
774,1ugx,Kd,1240.0,5.91,-17.249218827589885,0.0008064516129032258
775,1uho,Kd,0.6,9.22,-36.92383929462068,1.6666666666666667
782,1usi,Kd,180.0,6.74,-22.22325257139027,0.005555555555555556
783,1usk,Kd,400.0,6.4,-20.165226745620355,0.0025
785,1utj,Kd,18.0,3.84,-28.157797234967543,0.05555555555555555
786,1utl,Kd,18.0,2.47,-28.157797234967543,0.05555555555555555
787,1utm,Kd,18.0,3.01,-28.157797234967543,0.05555555555555555
788,1utn,Kd,18.0,3.49,-28.157797234967543,0.05555555555555555
789,1uto,Kd,18.0,2.27,-28.157797234967543,0.05555555555555555
790,1uv6,Kd,7575.0,5.12,-12.58489845404632,0.000132013201320132
792,1uw6,Kd,45.2,7.34,-25.784775015672118,0.022123893805309734
793,1uwf,Kd,150.0,6.82,-22.6931572125776,0.006666666666666667
798,1uz8,Kd,11000.0,4.96,-11.623442588337667,9.09090909090909e-05
801,1v11,Kd,104800.0,3.98,-5.813709722296731,9.541984732824428e-06
802,1v16,Kd,134800.0,3.87,-5.164894205906,7.41839762611276e-06
804,1v1m,Kd,115000.0,3.94,-5.574330619016083,8.695652173913043e-06
819,1vyf,Kd,9.0,8.05,-29.94427318931191,0.1111111111111111
820,1vyg,Kd,10.0,8.0,-29.672723317886373,0.1
825,1w3j,Kd,484.0,6.32,-19.673933267986598,0.002066115702479339
836,1w96,Kd,3.9,8.41,-32.099568672005134,0.25641025641025644
837,1w9u,Kd,810.0,6.09,-18.34673373358291,0.0012345679012345679
838,1w9v,Kd,460.0,6.34,-19.805012701059162,0.002173913043478261
841,1wdn,Kd,500.0,6.3,-19.59010994507619,0.002
846,1ws4,Kd,0.28,3.0,-38.88813333636323,3.571428571428571
853,1x8d,Kd,0.6,2.21,-36.92383929462068,1.6666666666666667
857,1xap,Kd,2.0,8.7,-33.82079202711927,0.5
862,1xh4,Kd,34.0,7.47,-26.51863794694943,0.029411764705882353
863,1xh5,Kd,3400.0,5.47,-14.649548619794878,0.0002941176470588235
864,1xh9,Kd,17.0,7.77,-28.305113901293797,0.058823529411764705
867,1xk5,Kd,1000.0,6.0,-17.80363399073182,0.001
871,1xow,Kd,0.52,9.28,-37.292658822969535,1.923076923076923
872,1xpz,Kd,84.0,7.08,-24.187546613132817,0.011904761904761904
873,1xq0,Kd,454.0,6.34,-19.838851349063756,0.0022026431718061676
874,1xr9,Kd,70.0,7.15,-24.65745125432015,0.014285714285714285
875,1xt8,Kd,140.0,6.85,-22.87097529997578,0.007142857142857143
877,1xws,Kd,10.0,8.0,-29.672723317886373,0.1
878,1y0l,Kd,1.0,9.0,-35.60726798146364,1.0
881,1y3n,Kd,2800.0,5.55,-15.149954682054135,0.00035714285714285714
882,1y3p,Kd,15000.0,4.82,-10.824067885423052,6.666666666666667e-05
887,1yc1,Kd,680.0,6.17,-18.797617329027783,0.0014705882352941176
888,1yc4,Kd,280.0,6.55,-21.084499345631407,0.0035714285714285713
889,1yda,Kd,280.0,6.55,-21.084499345631407,0.0035714285714285713
890,1ydb,Kd,5.8,8.24,-31.076670456239206,0.1724137931034483
891,1ydd,Kd,86.0,7.07,-24.126900520937628,0.011627906976744186
892,1ydk,Kd,1300.0,5.89,-17.127432077349177,0.0007692307692307692
896,1yei,Kd,35.0,7.46,-26.44392720866452,0.02857142857142857
897,1yej,Kd,35.0,7.46,-26.44392720866452,0.02857142857142857
898,1yet,Kd,1200.0,5.92,-17.333729349544495,0.0008333333333333334
916,1zc9,Kd,65.0,3.22,-24.848452695270826,0.015384615384615385
918,1zea,Kd,6000.0,5.22,-13.185660640311587,0.00016666666666666666
922,1zhy,Kd,300.0,6.52,-20.906681258233228,0.0033333333333333335
933,2a4m,Kd,30000.0,4.52,-9.037591931078683,3.3333333333333335e-05
934,2a5b,Kd,117000.0,3.93,-5.5298926216201725,8.547008547008548e-06
935,2a5c,Kd,24000.0,4.62,-9.612708731622847,4.1666666666666665e-05
937,2a8g,Kd,205000.0,3.69,-4.084427451099237,4.878048780487805e-06
938,2aac,Kd,205000.0,2.22,-4.084427451099237,4.878048780487805e-06
945,2amt,Kd,36000.0,4.44,-8.567687289891351,2.777777777777778e-05
946,2ans,Kd,1200.0,5.92,-17.333729349544495,0.0008333333333333334
952,2arm,Kd,21.0,7.68,-27.760498521821557,0.047619047619047616
963,2b4l,Kd,17000.0,4.77,-10.501479910561976,5.882352941176471e-05
965,2b9a,Kd,9.0,8.05,-29.94427318931191,0.1111111111111111
966,2baj,Kd,4.0,8.4,-32.0343160727749,0.25
967,2bak,Kd,37.0,7.43,-26.30070480848918,0.02702702702702703
968,2bal,Kd,490.0,6.31,-19.642179190753925,0.0020408163265306124
971,2bfq,Kd,130.0,6.89,-23.061976740926454,0.007692307692307693
972,2bfr,Kd,5630.0,5.25,-13.34970840109682,0.00017761989342806393
973,2bmk,Kd,2400.0,5.62,-15.547253395200123,0.0004166666666666667
976,2boj,Kd,1700.0,5.77,-16.436024574139246,0.000588235294117647
985,2bt9,Kd,640.0,6.19,-18.953867591820153,0.0015625
986,2buv,Kd,100000.0,4.0,-5.934544663577274,1e-05
990,2byr,Kd,2.8,8.55,-32.95358867278596,0.35714285714285715
991,2bys,Kd,0.3,9.52,-38.71031524896505,3.3333333333333335
994,2c1p,Kd,4000.0,5.4,-14.230682082043081,0.00025
995,2c3i,Kd,25.0,7.6,-27.311130562997835,0.04
997,2c80,Kd,4700.0,5.33,-13.815039234517693,0.0002127659574468085
998,2c92,Kd,2110.0,5.68,-15.879165276153165,0.00047393364928909954
999,2c94,Kd,150.0,6.82,-22.6931572125776,0.006666666666666667
1000,2c97,Kd,720.0,6.14,-18.650300662701532,0.001388888888888889
1001,2ca8,Kd,22000.0,4.66,-9.836966633993299,4.545454545454545e-05
1003,2cbu,Kd,2100.0,5.68,-15.89140919466701,0.0004761904761904762
1004,2cbv,Kd,3300.0,5.48,-14.726489855839079,0.00030303030303030303
1005,2cbz,Kd,118000.0,3.93,-5.507957680711485,8.47457627118644e-06
1006,2cc7,Kd,9.88,8.01,-29.703838464404704,0.10121457489878542
1007,2ccb,Kd,35.76,7.45,-26.388561077343745,0.027964205816554812
1008,2ccc,Kd,17.57,7.76,-28.22011436691006,0.05691519635742743
1009,2ce9,Kd,930.0,6.03,-17.990673340202758,0.001075268817204301
1014,2ces,Kd,56.0,7.25,-25.232568054864316,0.017857142857142856
1015,2cet,Kd,9.6,8.02,-29.777935477243204,0.10416666666666667
1016,2cex,Kd,20000.0,4.7,-10.082613372810178,5e-05
1019,2cgf,Kd,390.0,6.41,-20.230479344850586,0.002564102564102564
1020,2cgr,Kd,53.0,7.28,-25.374475820989222,0.018867924528301886
1022,2cle,Kd,280000.0,3.55,-3.2808653548995874,3.5714285714285714e-06
1023,2clh,Kd,87600.0,4.06,-6.275756613495097,1.1415525114155251e-05
1024,2cli,Kd,50000.0,4.3,-7.721020617921645,2e-05
1025,2clk,Kd,164000.0,3.79,-4.6595442516434025,6.0975609756097564e-06
1029,2d0k,Kd,9510.0,5.02,-11.998578023925633,0.00010515247108307045
