,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
249,3mhw,Ki,5030000.0,2.30,-3.13,0.0
250,3pcg,Ki,5000000.0,2.30,-3.14,0.0
258,1m0o,Ki,4900000.0,2.31,-3.15,0.0
263,1z6d,Ki,4600000.0,2.34,-3.19,0.0
266,1qi0,Ki,4500000.0,2.35,-3.2,0.0
267,3gtc,Ki,4500000.0,2.35,-3.2,0.0
271,3g2z,Ki,4400000.0,2.36,-3.21,0.0
280,1f73,Ki,4099999.9999999995,2.39,-3.25,0.0
281,1nwl,Ki,4099999.9999999995,2.39,-3.25,0.0
284,3dxg,Ki,4000000.0,2.40,-3.27,0.0
285,3l7b,Ki,4010000.0,2.40,-3.27,0.0
286,3pcb,Ki,4000000.0,2.40,-3.27,0.0
296,2jai,Ki,3700000.0,2.43,-3.32,0.0
304,1t4s,Ki,3600000.0,2.44,-3.33,0.0
305,2i2b,Ki,3600000.0,2.44,-3.33,0.0
308,3l7c,Ki,3670000.0,2.44,-3.32,0.0
309,3mjl,Ki,3600000.0,2.44,-3.33,0.0
313,2aez,Ki,3500000.0,2.46,-3.35,0.0
314,3l79,Ki,3460000.0,2.46,-3.36,0.0
330,1gyx,Ki,3300000.0,2.48,-3.38,0.0
342,1ai4,Ki,3130000.0,2.50,-3.41,0.0
343,3g30,Ki,3100000.0,2.51,-3.42,0.0
351,3gr2,Ki,3000000.0,2.52,-3.44,0.0
352,3mfv,Ki,3000000.0,2.52,-3.44,0.0
359,1iup,Ki,2900000.0,2.54,-3.46,0.0
363,3b3s,Ki,2800000.0,2.55,-3.48,0.0
372,3kgp,Ki,2680000.0,2.57,-3.51,0.0
377,3gvb,Ki,2600000.0,2.59,-3.52,0.0
383,2c4v,Ki,2500000.0,2.60,-3.55,0.0
395,3fk1,Ki,2420000.0,2.62,-3.57,0.0
401,1ajn,Ki,2320000.0,2.63,-3.59,0.0
402,1g5f,Ki,2310000.0,2.64,-3.59,0.0
417,3lvw,Ki,2120000.0,2.67,-3.65,0.0
420,1o8b,Ki,2100000.0,2.68,-3.65,0.0
434,1ylv,Ki,2000000.0,2.70,-3.68,0.0
435,2fzc,Ki,1990000.0,2.70,-3.68,0.0
446,3gsg,Ki,2000000.0,2.70,-3.68,0.0
458,2rkd,Ki,1900000.0,2.72,-3.71,0.0
459,3p4r,Ki,1900000.0,2.72,-3.71,0.0
465,1dg9,Ki,1800000.0,2.74,-3.74,0.0
466,1u30,Ki,1800000.0,2.74,-3.74,0.0
467,2qwb,Ki,1820000.0,2.74,-3.74,0.0
473,1rql,Ki,1790000.0,2.75,-3.75,0.0
476,1ny2,Ki,1750000.0,2.76,-3.76,0.0
479,2bet,Ki,1700000.0,2.77,-3.78,0.0
481,3fcq,Ki,1700000.0,2.77,-3.78,0.0
502,2bza,Ki,1580000.0,2.80,-3.82,0.0
515,3djx,Ki,1557900.0,2.81,-3.83,0.0
540,3moh,Ki,1460000.0,2.84,-3.87,0.0
565,1e34,Ki,1320000.0,2.88,-3.93,0.0
566,2woq,Ki,1330000.0,2.88,-3.92,0.0
569,1cet,Ki,1300000.0,2.89,-3.93,0.0
570,1iih,Ki,1300000.0,2.89,-3.93,0.0
571,1ugp,Ki,1300000.0,2.89,-3.93,0.0
573,2wpb,Ki,1300000.0,2.89,-3.93,0.0
574,2wtx,Ki,1300000.0,2.89,-3.93,0.0
576,3g31,Ki,1300000.0,2.89,-3.93,0.0
593,3c2u,Ki,1250000.0,2.90,-3.96,0.0
596,1ms0,Ki,1230000.0,2.91,-3.97,0.0
598,2pri,Ki,1230000.0,2.91,-3.97,0.0
601,1h2k,Ki,1200000.0,2.92,-3.98,0.0
602,1lp6,Ki,1200000.0,2.92,-3.98,0.0
604,1p6e,Ki,1210000.0,2.92,-3.98,0.0
612,2xum,Ki,1200000.0,2.92,-3.98,0.0
614,3iaf,Ki,1200000.0,2.92,-3.98,0.0
615,3k8c,Ki,1200000.0,2.92,-3.98,0.0
641,1tng,Ki,1170000.0,2.93,-4.0,0.0
644,1p6d,Ki,1150000.0,2.94,-4.01,0.0
651,1f4e,Ki,1100000.0,2.96,-4.03,0.0
654,2br6,Ki,1100000.0,2.96,-4.03,0.0
657,3g34,Ki,1100000.0,2.96,-4.03,0.0
668,2hw2,Ki,1070000.0,2.97,-4.05,0.0
673,3djq,Ki,1046400.0000000001,2.98,-4.06,0.0
680,1ecq,Ki,1000000.0,3.00,-4.09,0.0
681,1hqg,Ki,1000000.0,3.00,-4.09,0.0
682,1mcz,Ki,1000000.0,3.00,-4.09,0.0
690,2rka,Ki,1000000.0,3.00,-4.09,0.0
701,3grj,Ki,1000000.0,3.00,-4.09,0.0
733,1g42,Ki,970000.0,3.01,-4.11,0.0
739,3dc2,Ki,950000.0,3.02,-4.12,0.0
756,1rtf,Ki,910000.0,3.04,-4.15,0.0
766,1f74,Ki,900000.0,3.05,-4.15,0.0
767,1gvk,Ki,890000.0,3.05,-4.16,0.0
771,1uj5,Ki,890000.0,3.05,-4.16,0.0
772,1uj6,Ki,890000.0,3.05,-4.16,0.0
785,2jfh,Ki,870000.0,3.06,-4.17,0.0
786,2ksa,Ki,871000.0,3.06,-4.17,0.0
794,1rnm,Ki,844200.0,3.07,-4.19,0.0
795,1rnn,Ki,844200.0,3.07,-4.19,0.0
796,1s26,Ki,850000.0,3.07,-4.19,0.0
797,3mof,Ki,860000.0,3.07,-4.18,0.0
801,1y1z,Ki,831000.0,3.08,-4.2,0.0
807,1mdl,Ki,810000.0,3.09,-4.22,0.0
812,1af2,Ki,800000.0,3.10,-4.22,0.0
813,1ec9,Ki,800000.0,3.10,-4.22,0.0
814,1pu7,Ki,800000.0,3.10,-4.22,0.0
815,1pu8,Ki,800000.0,3.10,-4.22,0.0
854,1h9l,Ki,760000.0,3.12,-4.25,0.0
855,2ksb,Ki,754000.0,3.12,-4.26,0.0
875,1e6q,Ki,700000.0,3.15,-4.3,0.0
878,1noi,Ki,700000.0,3.15,-4.3,0.0
879,1noj,Ki,700000.0,3.15,-4.3,0.0
880,1nok,Ki,700000.0,3.15,-4.3,0.0
920,1ro7,Ki,657000.0,3.18,-4.34,0.0
922,3at1,Ki,660000.0,3.18,-4.34,0.0
924,3kid,Ki,656000.0,3.18,-4.34,0.0
931,1o6i,Ki,650000.0,3.19,-4.35,0.0
933,3dxh,Ki,650000.0,3.19,-4.35,0.0
934,3g1v,Ki,645000.0,3.19,-4.35,0.0
959,6tim,Ki,610000.0,3.21,-4.38,0.0
960,1apz,Ki,600000.0,3.22,-4.39,0.0
961,1br6,Ki,600000.0,3.22,-4.39,0.0
962,1e6s,Ki,600000.0,3.22,-4.39,0.0
963,1e72,Ki,600000.0,3.22,-4.39,0.0
965,1ew9,Ki,600000.0,3.22,-4.39,0.0
966,1k1y,Ki,600000.0,3.22,-4.39,0.0
968,1qwu,Ki,600000.0,3.22,-4.39,0.0
970,1x6u,Ki,600000.0,3.22,-4.39,0.0
973,2ri9,Ki,600000.0,3.22,-4.39,0.0
974,2uy3,Ki,600000.0,3.22,-4.39,0.0
986,1px4,Ki,590000.0,3.23,-4.4,0.0
987,2gmk,Ki,590000.0,3.23,-4.4,0.0
1005,1v2j,Ki,566000.0,3.25,-4.43,0.0
1016,5yas,Ki,550000.0,3.26,-4.44,0.0
1017,1axr,Ki,540000.0,3.27,-4.46,0.0
1024,1g9t,Ki,526000.0,3.28,-4.47,0.0
1027,3d52,Ki,520000.0,3.28,-4.48,0.0
1047,1phw,Ki,500000.0,3.30,-4.5,0.0
1048,1tpw,Ki,500000.0,3.30,-4.5,0.0
1052,2uxx,Ki,500000.0,3.30,-4.5,0.0
1053,2vw2,Ki,500000.0,3.30,-4.5,0.0
1056,3aaq,Ki,500000.0,3.30,-4.5,0.0
1060,3l7g,Ki,500000.0,3.30,-4.5,0.0
1078,1i2s,Ki,490000.0,3.31,-4.51,0.0
1079,1pzp,Ki,490000.0,3.31,-4.51,0.0
1092,1pzo,Ki,480000.0,3.32,-4.52,0.0
1095,2wk6,Ki,480000.0,3.32,-4.52,0.0
1120,2pnc,Ki,466000.0,3.33,-4.54,0.0
1157,2vc7,Ki,432700.0,3.36,-4.59,0.0
1168,1tnh,Ki,430000.0,3.37,-4.59,0.0
1169,1v2u,Ki,427000.0,3.37,-4.59,0.0
1170,1v2v,Ki,427000.0,3.37,-4.59,0.0
1174,3d8z,Ki,423000.0,3.37,-4.6,0.0
1182,2fzg,Ki,420000.0,3.38,-4.6,0.0
1190,2j9h,Ki,410000.0,3.39,-4.62,0.0
1204,1bxr,Ki,400000.0,3.40,-4.63,0.0
1205,1eax,Ki,400000.0,3.40,-4.63,0.0
1206,1f8d,Ki,400000.0,3.40,-4.63,0.0
1210,1jt1,Ki,400000.0,3.40,-4.63,0.0
1213,1uz4,Ki,400000.0,3.40,-4.63,0.0
1222,3d8y,Ki,396000.0,3.40,-4.64,0.0
1232,2v2c,Ki,390000.0,3.41,-4.65,0.0
1233,3nba,Ki,388000.0,3.41,-4.65,0.0
1234,4yas,Ki,390000.0,3.41,-4.65,0.0
1240,2sim,Ki,380000.0,3.42,-4.66,0.0
1253,1kti,Ki,370000.0,3.43,-4.68,0.0
1255,2c57,Ki,370000.0,3.43,-4.68,0.0
1286,1moq,Ki,350000.0,3.46,-4.71,0.0
1291,3blu,Ki,350000.0,3.46,-4.71,0.0
1319,1klz,Ki,330000.0,3.48,-4.75,0.0
1320,1km4,Ki,330000.0,3.48,-4.75,0.0
1322,1tsi,Ki,330000.0,3.48,-4.75,0.0
1324,2e6y,Ki,330000.0,3.48,-4.75,0.0
1325,2f10,Ki,330000.0,3.48,-4.75,0.0
1328,3g1d,Ki,330000.0,3.48,-4.75,0.0
1329,3g1x,Ki,330000.0,3.48,-4.75,0.0
1330,3g22,Ki,330000.0,3.48,-4.75,0.0
1343,1c5o,Ki,320000.0,3.49,-4.76,0.0
1381,1jys,Ki,300000.0,3.52,-4.8,0.0
1386,2j27,Ki,300000.0,3.52,-4.8,0.0
1387,2vw1,Ki,300000.0,3.52,-4.8,0.0
1388,3c14,Ki,300000.0,3.52,-4.8,0.0
1390,3mfw,Ki,300000.0,3.52,-4.8,0.0
1420,3blt,Ki,290000.0,3.54,-4.82,0.0
1421,3bm8,Ki,290000.0,3.54,-4.82,0.0
1435,1lbc,Ki,281840.0,3.55,-4.84,0.0
1436,1v2r,Ki,278960.0,3.55,-4.85,0.0
1441,2hwg,Ki,280000.0,3.55,-4.84,0.0
1443,2qwc,Ki,280000.0,3.55,-4.84,0.0
1444,2xah,Ki,284000.0,3.55,-4.84,0.0
1445,3h6w,Ki,281840.0,3.55,-4.84,0.0
1446,3ijo,Ki,281840.0,3.55,-4.84,0.0
1471,1h46,Ki,270000.0,3.57,-4.87,0.0
1473,1np0,Ki,270000.0,3.57,-4.87,0.0
1477,3ff3,Ki,270000.0,3.57,-4.87,0.0
1491,3dx1,Ki,265000.0,3.58,-4.88,0.0
1500,2gsu,Ki,260000.0,3.59,-4.89,0.0
1516,1bo5,Ki,250000.0,3.60,-4.91,0.0
1517,1d1p,Ki,250000.0,3.60,-4.91,0.0
1519,1qw7,Ki,250000.0,3.60,-4.91,0.0
1520,1uys,Ki,250000.0,3.60,-4.91,0.0
1521,1w31,Ki,250000.0,3.60,-4.91,0.0
1523,2fzk,Ki,250000.0,3.60,-4.91,0.0
1539,3b3x,Ki,250000.0,3.60,-4.91,0.0
1541,3g0i,Ki,250000.0,3.60,-4.91,0.0
1542,3jdw,Ki,253000.0,3.60,-4.9,0.0
1565,1g9s,Ki,247000.0,3.61,-4.92,0.0
1568,2vfz,Ki,245000.0,3.61,-4.92,0.0
1582,1jbu,Ki,240000.0,3.62,-4.94,0.0
1583,1kli,Ki,240000.0,3.62,-4.94,0.0
1584,1pb9,Ki,241000.0,3.62,-4.93,0.0
1585,2aer,Ki,240000.0,3.62,-4.94,0.0
1586,3pcc,Ki,240000.0,3.62,-4.94,0.0
1608,1gyy,Ki,230000.0,3.64,-4.96,0.0
1610,2azr,Ki,230000.0,3.64,-4.96,0.0
1613,2rk8,Ki,230000.0,3.64,-4.96,0.0
1614,3cuv,Ki,230000.0,3.64,-4.96,0.0
1641,2v30,Ki,220000.0,3.66,-4.99,0.0
1642,3bgj,Ki,220000.0,3.66,-4.99,0.0
1644,3ewy,Ki,220000.0,3.66,-4.99,0.0
1645,3ex1,Ki,220000.0,3.66,-4.99,0.0
1646,3ex6,Ki,220000.0,3.66,-4.99,0.0
1679,1c3x,Ki,210000.0,3.68,-5.01,0.0
1683,2za3,Ki,210000.0,3.68,-5.01,0.0
1703,3d7b,Ki,203000.0,3.69,-5.03,0.0
1717,1e37,Ki,200000.0,3.70,-5.04,1e-05
1719,1gz3,Ki,200000.0,3.70,-5.04,1e-05
1720,1gz4,Ki,200000.0,3.70,-5.04,1e-05
1721,1h0r,Ki,200000.0,3.70,-5.04,1e-05
1722,1i43,Ki,200000.0,3.70,-5.04,1e-05
1723,1loq,Ki,200000.0,3.70,-5.04,1e-05
1724,1pdz,Ki,200000.0,3.70,-5.04,1e-05
1726,1wht,Ki,200000.0,3.70,-5.04,1e-05
1729,2bvr,Ki,200000.0,3.70,-5.04,1e-05
1730,2fx6,Ki,200000.0,3.70,-5.04,1e-05
1764,3g32,Ki,194000.0,3.71,-5.06,1e-05
1770,1ai5,Ki,189000.0,3.72,-5.08,1e-05
1772,1grp,Ki,189000.0,3.72,-5.08,1e-05
1774,2am4,Ki,190000.0,3.72,-5.07,1e-05
1777,3f5l,Ki,191000.0,3.72,-5.07,1e-05
1783,4tln,Ki,190000.0,3.72,-5.07,1e-05
1802,1f5k,Ki,180000.0,3.74,-5.11,1e-05
1803,1ihy,Ki,180000.0,3.74,-5.11,1e-05
1806,2o8u,Ki,180000.0,3.74,-5.11,1e-05
1823,2iyf,Ki,177300.0,3.75,-5.11,1e-05
1824,2pyi,Ki,179000.0,3.75,-5.11,1e-05
1825,3d6p,Ki,179000.0,3.75,-5.11,1e-05
1826,3gep,Ki,176800.0,3.75,-5.12,1e-05
1832,2x09,Ki,175000.0,3.76,-5.12,1e-05
1833,3d6q,Ki,172000.0,3.76,-5.13,1e-05
1844,1kui,Ki,169000.0,3.77,-5.14,1e-05
1845,1mpl,Ki,170000.0,3.77,-5.14,1e-05
1848,2v2h,Ki,170000.0,3.77,-5.14,1e-05
1849,2xaj,Ki,168000.0,3.77,-5.15,1e-05
1853,3hav,Ki,170000.0,3.77,-5.14,1e-05
1895,1kug,Ki,160000.0,3.80,-5.18,1e-05
1899,2hb1,Ki,160000.0,3.80,-5.18,1e-05
1901,3dt0,Ki,160000.0,3.80,-5.18,1e-05
1941,3g2h,Ki,151300.0,3.82,-5.21,1e-05
1964,2osf,Ki,148000.0,3.83,-5.22,1e-05
1970,1j15,Ki,143000.0,3.84,-5.24,1e-05
1971,1j16,Ki,143000.0,3.84,-5.24,1e-05
1975,3cuu,Ki,144000.0,3.84,-5.24,1e-05
1990,1n1t,Ki,140000.0,3.85,-5.25,1e-05
1991,1n1v,Ki,140000.0,3.85,-5.25,1e-05
1993,1vcu,Ki,140000.0,3.85,-5.25,1e-05
1996,2wzs,Ki,140000.0,3.85,-5.25,1e-05
2030,3g2l,Ki,135900.0,3.87,-5.27,1e-05
2056,1m0q,Ki,130000.0,3.89,-5.3,1e-05
2058,2ctc,Ki,130000.0,3.89,-5.3,1e-05
2061,3iae,Ki,130000.0,3.89,-5.3,1e-05
2080,1exw,Ki,125000.0,3.90,-5.32,1e-05
2082,2gvv,Ki,125000.0,3.90,-5.32,1e-05
2083,2qw1,Ki,125000.0,3.90,-5.32,1e-05
2084,2rkm,Ki,125000.0,3.90,-5.32,1e-05
2109,1kuk,Ki,124000.0,3.91,-5.33,1e-05
2118,1pr5,Ki,120000.0,3.92,-5.35,1e-05
2140,1h5v,Ki,117000.0,3.93,-5.36,1e-05
2153,2v3d,Ki,116000.0,3.94,-5.37,1e-05
2177,1mrs,Ki,110000.0,3.96,-5.4,1e-05
2179,2ad5,Ki,110000.0,3.96,-5.4,1e-05
2180,2fpz,Ki,110000.0,3.96,-5.4,1e-05
2184,2vi5,Ki,110000.0,3.96,-5.4,1e-05
2185,2wec,Ki,110000.0,3.96,-5.4,1e-05
2194,3gt9,Ki,110000.0,3.96,-5.4,1e-05
2215,1ai6,Ki,107000.0,3.97,-5.41,1e-05
2229,3b3c,Ki,105000.0,3.98,-5.42,1e-05
2245,1rpf,Ki,103000.0,3.99,-5.44,1e-05
2246,2g8r,Ki,103000.0,3.99,-5.44,1e-05
2258,1e5j,Ki,100000.0,4.00,-5.45,1e-05
2260,1gfz,Ki,100000.0,4.00,-5.45,1e-05
2263,1kqb,Ki,100000.0,4.00,-5.45,1e-05
2265,1nu3,Ki,100000.0,4.00,-5.45,1e-05
2268,1tni,Ki,100000.0,4.00,-5.45,1e-05
2269,1wc1,Ki,100000.0,4.00,-5.45,1e-05
2270,1wc6,Ki,100000.0,4.00,-5.45,1e-05
2282,2ot1,Ki,100000.0,4.00,-5.45,1e-05
2284,2qrl,Ki,100000.0,4.00,-5.45,1e-05
2289,3cuw,Ki,100000.0,4.00,-5.45,1e-05
2324,1c5z,Ki,97000.0,4.01,-5.47,1e-05
2325,1v2w,Ki,97790.0,4.01,-5.47,1e-05
2328,2xz5,Ki,98300.0,4.01,-5.46,1e-05
2347,2wvz,Ki,96000.0,4.02,-5.48,1e-05
2364,2q8m,Ki,94000.0,4.03,-5.49,1e-05
2365,2qrm,Ki,92500.0,4.03,-5.5,1e-05
2368,2x96,Ki,94000.0,4.03,-5.49,1e-05
2392,1hi5,Ki,92000.0,4.04,-5.5,1e-05
2395,2c02,Ki,92000.0,4.04,-5.5,1e-05
2405,1pwy,Ki,90000.0,4.05,-5.52,1e-05
2408,1tuf,Ki,89000.0,4.05,-5.52,1e-05
2409,2rk7,Ki,89000.0,4.05,-5.52,1e-05
2410,2w66,Ki,89000.0,4.05,-5.52,1e-05
2413,3fjz,Ki,90000.0,4.05,-5.52,1e-05
2441,8a3h,Ki,88000.0,4.06,-5.53,1e-05
2443,1gj4,Ki,85000.0,4.07,-5.55,1e-05
2444,1hyo,Ki,84800.0,4.07,-5.55,1e-05
2446,2v2v,Ki,85800.0,4.07,-5.54,1e-05
2467,1n2v,Ki,83000.0,4.08,-5.56,1e-05
2469,1yci,Ki,83000.0,4.08,-5.56,1e-05
2471,2d06,Ki,83200.0,4.08,-5.56,1e-05
2473,2rke,Ki,82500.0,4.08,-5.57,1e-05
2474,2z1w,Ki,83000.0,4.08,-5.56,1e-05
2476,3kwa,Ki,84000.0,4.08,-5.56,1e-05
2486,1ai7,Ki,82000.0,4.09,-5.57,1e-05
2488,1o0n,Ki,82000.0,4.09,-5.57,1e-05
2493,3g2n,Ki,81000.0,4.09,-5.58,1e-05
2510,1c5t,Ki,80000.0,4.10,-5.59,1e-05
2516,2bvs,Ki,80000.0,4.10,-5.59,1e-05
2553,2exm,Ki,78000.0,4.11,-5.6,1e-05
2556,3d6o,Ki,77000.0,4.11,-5.61,1e-05
2574,1bsk,Ki,76000.0,4.12,-5.62,1e-05
2575,1e55,Ki,76000.0,4.12,-5.62,1e-05
2577,1jyx,Ki,76000.0,4.12,-5.62,1e-05
2585,3mkn,Ki,76000.0,4.12,-5.62,1e-05
2602,1v2q,Ki,73620.0,4.13,-5.64,1e-05
2626,1m2x,Ki,70000.0,4.15,-5.66,1e-05
2628,1q91,Ki,70000.0,4.15,-5.66,1e-05
2631,2toh,Ki,70000.0,4.15,-5.66,1e-05
2632,2v2q,Ki,71200.0,4.15,-5.65,1e-05
2634,2xg9,Ki,70000.0,4.15,-5.66,1e-05
2635,3a9i,Ki,70700.0,4.15,-5.66,1e-05
2638,3d51,Ki,70000.0,4.15,-5.66,1e-05
2664,3d3x,Ki,69000.0,4.16,-5.67,1e-05
2675,1mns,Ki,67000.0,4.17,-5.69,1e-05
2677,1v2s,Ki,68000.0,4.17,-5.68,1e-05
2703,2qfu,Ki,66000.0,4.18,-5.7,2e-05
2722,1hi3,Ki,64000.0,4.19,-5.72,2e-05
2728,3b3w,Ki,65000.0,4.19,-5.71,2e-05
2733,3f3a,Ki,64800.0,4.19,-5.71,2e-05
2749,1c5y,Ki,63000.0,4.20,-5.73,2e-05
2750,1c87,Ki,63000.0,4.20,-5.73,2e-05
2751,1ghw,Ki,63000.0,4.20,-5.73,2e-05
2752,1n3z,Ki,63200.0,4.20,-5.73,2e-05
2756,3djp,Ki,63200.0,4.20,-5.73,2e-05
2777,2qmj,Ki,62000.0,4.21,-5.74,2e-05
2800,1kv5,Ki,60000.0,4.22,-5.76,2e-05
2802,1t5f,Ki,60000.0,4.22,-5.76,2e-05
2803,1ua4,Ki,60000.0,4.22,-5.76,2e-05
2829,2jke,Ki,59000.0,4.23,-5.77,2e-05
2830,2jkp,Ki,59000.0,4.23,-5.77,2e-05
2850,2bes,Ki,57000.0,4.24,-5.79,2e-05
2878,1o92,Ki,56000.0,4.25,-5.8,2e-05
2880,3cut,Ki,56000.0,4.25,-5.8,2e-05
2901,2qrk,Ki,55000.0,4.26,-5.81,2e-05
2936,1ml1,Ki,52000.0,4.28,-5.84,2e-05
2942,3f5j,Ki,52000.0,4.28,-5.84,2e-05
2943,3gta,Ki,53000.0,4.28,-5.83,2e-05
2944,3i4a,Ki,52000.0,4.28,-5.84,2e-05
2964,1e2l,Ki,51500.0,4.29,-5.85,2e-05
2965,1v2l,Ki,51000.0,4.29,-5.85,2e-05
2966,1v2m,Ki,51000.0,4.29,-5.85,2e-05
2979,1a30,Ki,50000.0,4.30,-5.86,2e-05
2980,1amk,Ki,50000.0,4.30,-5.86,2e-05
2984,1qm4,Ki,50000.0,4.30,-5.86,2e-05
2986,1w3k,Ki,50000.0,4.30,-5.86,2e-05
2990,2csm,Ki,50000.0,4.30,-5.86,2e-05
2998,3moe,Ki,50000.0,4.30,-5.86,2e-05
3043,1ajq,Ki,49000.0,4.31,-5.88,2e-05
3047,2z3z,Ki,48800.0,4.31,-5.88,2e-05
3075,2qtt,Ki,48000.0,4.32,-5.89,2e-05
3095,3l7a,Ki,46420.0,4.33,-5.91,2e-05
3110,1z6s,Ki,46000.0,4.34,-5.91,2e-05
3124,1ghv,Ki,45000.0,4.35,-5.93,2e-05
3127,1yfz,Ki,45000.0,4.35,-5.93,2e-05
3147,1dy4,Ki,44000.0,4.36,-5.94,2e-05
3208,1jh1,Ki,41000.0,4.39,-5.98,2e-05
3210,2avq,Ki,41000.0,4.39,-5.98,2e-05
3213,3djo,Ki,40800.0,4.39,-5.98,2e-05
3237,1p57,Ki,40000.0,4.40,-6.0,3e-05
3240,2pwd,Ki,40000.0,4.40,-6.0,3e-05
3266,6cha,Ki,40000.0,4.40,-6.0,3e-05
3269,6rsa,Ki,40000.0,4.40,-6.0,3e-05
3272,7kme,Ki,40000.0,4.40,-6.0,3e-05
3275,1no6,Ki,39000.0,4.41,-6.01,3e-05
3277,2csn,Ki,39000.0,4.41,-6.01,3e-05
3303,2vr0,Ki,38000.0,4.42,-6.03,3e-05
3329,2a3c,Ki,37000.0,4.43,-6.04,3e-05
3332,2pu2,Ki,37000.0,4.43,-6.04,3e-05
3369,2q9y,Ki,36000.0,4.44,-6.06,3e-05
3396,2wbg,Ki,35200.0,4.45,-6.07,3e-05
3409,1wvc,Ki,35000.0,4.46,-6.08,3e-05
3418,3bmn,Ki,35000.0,4.46,-6.08,3e-05
3419,3jq8,Ki,35000.0,4.46,-6.08,3e-05
3420,3jqa,Ki,35000.0,4.46,-6.08,3e-05
3421,3jqf,Ki,35000.0,4.46,-6.08,3e-05
3442,2r2w,Ki,34000.0,4.47,-6.09,3e-05
3445,3hl5,Ki,34000.0,4.47,-6.09,3e-05
3466,1jaq,Ki,33000.0,4.48,-6.11,3e-05
