,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
86,1af6,Kd,15000000.0,1.82,-2.49,0.0
87,1bra,Ki,15000000.0,1.82,-2.49,0.0
88,1d5r,Ki,15000000.0,1.82,-2.49,0.0
89,1y1m,Ki,15300000.0,1.82,-2.48,0.0
90,3eqb,IC50,15000000.0,1.82,-2.49,0.0
92,1rdn,Ki,14400000.0,1.84,-2.51,0.0
93,1fd7,IC50,14000000.0,1.85,-2.53,0.0
94,3khv,Ki,13990000.0,1.85,-2.53,0.0
96,1mwt,Kd,13300000.0,1.88,-2.56,0.0
97,1tnl,Ki,13300000.0,1.88,-2.56,0.0
98,2ay2,Kd,13100000.0,1.88,-2.57,0.0
100,1f2p,Ki,12700000.0,1.90,-2.59,0.0
102,1f2o,Ki,12400000.0,1.91,-2.6,0.0
103,1ms1,Ki,12300000.0,1.91,-2.6,0.0
104,1ms8,Ki,12300000.0,1.91,-2.6,0.0
105,1efi,IC50,12000000.0,1.92,-2.62,0.0
106,3ehn,Kd,12000000.0,1.92,-2.62,0.0
108,2rjr,IC50,11600000.0,1.94,-2.64,0.0
113,1tnj,Ki,11000000.0,1.96,-2.67,0.0
114,2gga,IC50,11000000.0,1.96,-2.67,0.0
117,1wdq,Kd,10450000.0,1.98,-2.7,0.0
121,3i3d,Ki,10300000.0,1.99,-2.71,0.0
122,1gbt,Ki,10000000.0,2.00,-2.73,0.0
123,2bmv,Kd,10000000.0,2.00,-2.73,0.0
124,2hds,Ki,10000000.0,2.00,-2.73,0.0
125,2r58,Kd,10000000.0,2.00,-2.73,0.0
126,3c2f,Kd,10100000.0,2.00,-2.72,0.0
127,3g2y,Ki,10000000.0,2.00,-2.73,0.0
128,3pce,Ki,10000000.0,2.00,-2.73,0.0
138,2ks9,Ki,9020000.0,2.04,-2.79,0.0
139,1jfh,Ki,9000000.0,2.05,-2.79,0.0
144,1qq9,Ki,8700000.0,2.06,-2.81,0.0
145,1rdi,Ki,8800000.0,2.06,-2.8,0.0
146,2zg3,Kd,8700000.0,2.06,-2.81,0.0
152,1njj,Ki,8000000.0,2.10,-2.86,0.0
153,2zg1,Kd,8000000.0,2.10,-2.86,0.0
160,1qx1,Ki,7500000.0,2.12,-2.9,0.0
161,2w8w,Kd,7500000.0,2.12,-2.9,0.0
162,3gv9,Ki,7500000.0,2.12,-2.9,0.0
164,1p2g,Ki,7400000.0,2.13,-2.91,0.0
169,1uxb,Kd,7000000.0,2.15,-2.94,0.0
177,2ay9,Kd,6900000.0,2.16,-2.95,0.0
178,4tim,Ki,6900000.0,2.16,-2.95,0.0
181,3gqz,Ki,6700000.0,2.17,-2.96,0.0
187,3l7d,Ki,6550000.0,2.18,-2.98,0.0
196,1w1v,IC50,6300000.0,2.20,-3.0,0.0
197,2vvo,IC50,6300000.0,2.20,-3.0,0.0
199,1x8d,Kd,6160000.0,2.21,-3.01,0.0
201,1icj,Ki,6000000.0,2.22,-3.03,0.0
202,1m0n,Ki,6000000.0,2.22,-3.03,0.0
203,2aac,Kd,6000000.0,2.22,-3.03,0.0
212,1ajp,Ki,5850000.0,2.23,-3.04,0.0
213,2igv,Kd,5900000.0,2.23,-3.04,0.0
215,3i3b,Ki,5900000.0,2.23,-3.04,0.0
216,1rdl,Ki,5700000.0,2.24,-3.06,0.0
217,2ay8,Kd,5800000.0,2.24,-3.05,0.0
218,2os9,IC50,5700000.0,2.24,-3.06,0.0
222,1ew8,Ki,5500000.0,2.26,-3.08,0.0
227,1hge,Kd,5400000.0,2.27,-3.09,0.0
228,1uto,Kd,5320000.0,2.27,-3.1,0.0
231,1ps3,Ki,5200000.0,2.28,-3.11,0.0
232,2rjs,IC50,5300000.0,2.28,-3.1,0.0
233,3fu0,IC50,5308000.0,2.28,-3.1,0.0
234,3ip8,Ki,5200000.0,2.28,-3.11,0.0
235,2ay1,Kd,5140000.0,2.29,-3.12,0.0
239,1inh,IC50,5000000.0,2.30,-3.14,0.0
240,1jdj,IC50,5000000.0,2.30,-3.14,0.0
241,1n1g,IC50,5000000.0,2.30,-3.14,0.0
242,1uxa,Kd,5000000.0,2.30,-3.14,0.0
243,1w1p,IC50,5000000.0,2.30,-3.14,0.0
244,2ay7,Kd,5000000.0,2.30,-3.14,0.0
245,2hdu,Ki,5000000.0,2.30,-3.14,0.0
247,3dyo,Ki,5000000.0,2.30,-3.14,0.0
248,3kgq,Ki,5000000.0,2.30,-3.14,0.0
249,3mhw,Ki,5030000.0,2.30,-3.13,0.0
250,3pcg,Ki,5000000.0,2.30,-3.14,0.0
258,1m0o,Ki,4900000.0,2.31,-3.15,0.0
261,2qve,IC50,4800000.0,2.32,-3.16,0.0
263,1z6d,Ki,4600000.0,2.34,-3.19,0.0
266,1qi0,Ki,4500000.0,2.35,-3.2,0.0
267,3gtc,Ki,4500000.0,2.35,-3.2,0.0
270,1o4j,IC50,4400000.0,2.36,-3.21,0.0
271,3g2z,Ki,4400000.0,2.36,-3.21,0.0
276,6rnt,Kd,4300000.0,2.37,-3.23,0.0
277,3f6e,Kd,4139999.9999999995,2.38,-3.25,0.0
280,1f73,Ki,4099999.9999999995,2.39,-3.25,0.0
281,1nwl,Ki,4099999.9999999995,2.39,-3.25,0.0
284,3dxg,Ki,4000000.0,2.40,-3.27,0.0
285,3l7b,Ki,4010000.0,2.40,-3.27,0.0
286,3pcb,Ki,4000000.0,2.40,-3.27,0.0
291,1o4r,IC50,3900000.0,2.41,-3.28,0.0
292,2wsx,Kd,3900000.0,2.41,-3.28,0.0
296,2jai,Ki,3700000.0,2.43,-3.32,0.0
302,1o4h,IC50,3600000.0,2.44,-3.33,0.0
303,1oba,Kd,3600000.0,2.44,-3.33,0.0
304,1t4s,Ki,3600000.0,2.44,-3.33,0.0
305,2i2b,Ki,3600000.0,2.44,-3.33,0.0
307,3ked,IC50,3600000.0,2.44,-3.33,0.0
308,3l7c,Ki,3670000.0,2.44,-3.32,0.0
309,3mjl,Ki,3600000.0,2.44,-3.33,0.0
311,1gbq,Kd,3500000.0,2.46,-3.35,0.0
312,1o4o,IC50,3500000.0,2.46,-3.35,0.0
313,2aez,Ki,3500000.0,2.46,-3.35,0.0
314,3l79,Ki,3460000.0,2.46,-3.36,0.0
321,1tok,Kd,3400000.0,2.47,-3.37,0.0
322,1utl,Kd,3410000.0,2.47,-3.36,0.0
330,1gyx,Ki,3300000.0,2.48,-3.38,0.0
337,1o4q,IC50,3200000.0,2.49,-3.4,0.0
342,1ai4,Ki,3130000.0,2.50,-3.41,0.0
343,3g30,Ki,3100000.0,2.51,-3.42,0.0
346,1rq2,IC50,3000000.0,2.52,-3.44,0.0
347,1wdr,Kd,3050000.0,2.52,-3.43,0.0
348,3ad7,Kd,3010000.0,2.52,-3.44,0.0
349,3bf1,Kd,3000000.0,2.52,-3.44,0.0
350,3fq7,IC50,3000000.0,2.52,-3.44,0.0
351,3gr2,Ki,3000000.0,2.52,-3.44,0.0
352,3mfv,Ki,3000000.0,2.52,-3.44,0.0
359,1iup,Ki,2900000.0,2.54,-3.46,0.0
361,1il3,IC50,2800000.0,2.55,-3.48,0.0
362,1kf0,Kd,2800000.0,2.55,-3.48,0.0
363,3b3s,Ki,2800000.0,2.55,-3.48,0.0
369,1gwv,Kd,2680000.0,2.57,-3.51,0.0
370,2ria,IC50,2700000.0,2.57,-3.5,0.0
371,2wq4,Kd,2700000.0,2.57,-3.5,0.0
372,3kgp,Ki,2680000.0,2.57,-3.51,0.0
375,2ay5,Kd,2600000.0,2.59,-3.52,0.0
376,2jst,Kd,2600000.0,2.59,-3.52,0.0
377,3gvb,Ki,2600000.0,2.59,-3.52,0.0
382,1o4p,IC50,2500000.0,2.60,-3.55,0.0
383,2c4v,Ki,2500000.0,2.60,-3.55,0.0
384,2r5a,Kd,2500000.0,2.60,-3.55,0.0
385,3gwv,IC50,2540000.0,2.60,-3.54,0.0
390,1cze,Kd,2400000.0,2.62,-3.57,0.0
391,1w1y,IC50,2400000.0,2.62,-3.57,0.0
392,2kfh,Kd,2400000.0,2.62,-3.57,0.0
393,3f37,Kd,2400000.0,2.62,-3.57,0.0
394,3f38,Kd,2400000.0,2.62,-3.57,0.0
395,3fk1,Ki,2420000.0,2.62,-3.57,0.0
401,1ajn,Ki,2320000.0,2.63,-3.59,0.0
402,1g5f,Ki,2310000.0,2.64,-3.59,0.0
403,1o4i,IC50,2300000.0,2.64,-3.6,0.0
404,3p1d,IC50,2300000.0,2.64,-3.6,0.0
412,1il5,IC50,2200000.0,2.66,-3.62,0.0
413,3a1e,Kd,2200000.0,2.66,-3.62,0.0
417,3lvw,Ki,2120000.0,2.67,-3.65,0.0
419,1hgi,Kd,2100000.0,2.68,-3.65,0.0
420,1o8b,Ki,2100000.0,2.68,-3.65,0.0
421,2q72,IC50,2089999.9999999998,2.68,-3.65,0.0
427,3elc,Kd,2020000.0,2.69,-3.67,0.0
432,1gym,IC50,2000000.0,2.70,-3.68,0.0
433,1lt5,IC50,2000000.0,2.70,-3.68,0.0
434,1ylv,Ki,2000000.0,2.70,-3.68,0.0
435,2fzc,Ki,1990000.0,2.70,-3.68,0.0
436,2ha4,Kd,2000000.0,2.70,-3.68,0.0
437,2krd,Kd,2000000.0,2.70,-3.68,0.0
438,2ohk,IC50,2000000.0,2.70,-3.68,0.0
439,2ow6,IC50,2000000.0,2.70,-3.68,0.0
440,2uyn,Kd,2000000.0,2.70,-3.68,0.0
441,3bra,Kd,2000000.0,2.70,-3.68,0.0
442,3fud,IC50,2000000.0,2.70,-3.68,0.0
443,3fuf,IC50,2000000.0,2.70,-3.68,0.0
444,3fuh,IC50,2000000.0,2.70,-3.68,0.0
445,3gk2,Kd,2000000.0,2.70,-3.68,0.0
446,3gsg,Ki,2000000.0,2.70,-3.68,0.0
447,3hvg,IC50,2000000.0,2.70,-3.68,0.0
457,1pfu,Kd,1900000.0,2.72,-3.71,0.0
458,2rkd,Ki,1900000.0,2.72,-3.71,0.0
459,3p4r,Ki,1900000.0,2.72,-3.71,0.0
465,1dg9,Ki,1800000.0,2.74,-3.74,0.0
466,1u30,Ki,1800000.0,2.74,-3.74,0.0
467,2qwb,Ki,1820000.0,2.74,-3.74,0.0
468,2vyt,Kd,1840000.0,2.74,-3.73,0.0
473,1rql,Ki,1790000.0,2.75,-3.75,0.0
476,1ny2,Ki,1750000.0,2.76,-3.76,0.0
479,2bet,Ki,1700000.0,2.77,-3.78,0.0
480,2p3o,IC50,1700000.0,2.77,-3.78,0.0
481,3fcq,Ki,1700000.0,2.77,-3.78,0.0
482,3l0n,IC50,1680000.0,2.77,-3.78,0.0
495,3ftw,IC50,1670000.0,2.78,-3.79,0.0
501,2bge,IC50,1600000.0,2.80,-3.81,0.0
502,2bza,Ki,1580000.0,2.80,-3.82,0.0
515,3djx,Ki,1557900.0,2.81,-3.83,0.0
520,1czc,Kd,1500000.0,2.82,-3.85,0.0
521,1p17,Kd,1500000.0,2.82,-3.85,0.0
522,2a3a,IC50,1500000.0,2.82,-3.85,0.0
523,2rib,IC50,1500000.0,2.82,-3.85,0.0
524,2w6z,IC50,1500000.0,2.82,-3.85,0.0
527,3fue,IC50,1510000.0,2.82,-3.85,0.0
528,3lka,Kd,1500000.0,2.82,-3.85,0.0
539,3fu3,IC50,1443000.0,2.84,-3.87,0.0
540,3moh,Ki,1460000.0,2.84,-3.87,0.0
543,1il4,IC50,1400000.0,2.85,-3.89,0.0
544,2a29,Kd,1400000.0,2.85,-3.89,0.0
545,2ork,IC50,1400000.0,2.85,-3.89,0.0
547,3k3g,IC50,1400000.0,2.85,-3.89,0.0
565,1e34,Ki,1320000.0,2.88,-3.93,0.0
566,2woq,Ki,1330000.0,2.88,-3.92,0.0
569,1cet,Ki,1300000.0,2.89,-3.93,0.0
570,1iih,Ki,1300000.0,2.89,-3.93,0.0
571,1ugp,Ki,1300000.0,2.89,-3.93,0.0
572,2k2r,Kd,1300000.0,2.89,-3.93,0.0
573,2wpb,Ki,1300000.0,2.89,-3.93,0.0
574,2wtx,Ki,1300000.0,2.89,-3.93,0.0
575,3f36,Kd,1300000.0,2.89,-3.93,0.0
576,3g31,Ki,1300000.0,2.89,-3.93,0.0
593,3c2u,Ki,1250000.0,2.90,-3.96,0.0
596,1ms0,Ki,1230000.0,2.91,-3.97,0.0
597,2ay4,Kd,1240000.0,2.91,-3.96,0.0
598,2pri,Ki,1230000.0,2.91,-3.97,0.0
600,1eef,IC50,1200000.0,2.92,-3.98,0.0
601,1h2k,Ki,1200000.0,2.92,-3.98,0.0
602,1lp6,Ki,1200000.0,2.92,-3.98,0.0
603,1o4k,IC50,1200000.0,2.92,-3.98,0.0
604,1p6e,Ki,1210000.0,2.92,-3.98,0.0
605,1zp5,IC50,1200000.0,2.92,-3.98,0.0
606,2aa9,IC50,1200000.0,2.92,-3.98,0.0
607,2aay,IC50,1200000.0,2.92,-3.98,0.0
608,2fkf,Kd,1200000.0,2.92,-3.98,0.0
609,2fw6,Kd,1200000.0,2.92,-3.98,0.0
610,2fwp,Kd,1200000.0,2.92,-3.98,0.0
611,2kfg,Kd,1200000.0,2.92,-3.98,0.0
612,2xum,Ki,1200000.0,2.92,-3.98,0.0
614,3iaf,Ki,1200000.0,2.92,-3.98,0.0
615,3k8c,Ki,1200000.0,2.92,-3.98,0.0
641,1tng,Ki,1170000.0,2.93,-4.0,0.0
642,3ftv,IC50,1167000.0,2.93,-4.0,0.0
644,1p6d,Ki,1150000.0,2.94,-4.01,0.0
645,2vmc,Kd,1150000.0,2.94,-4.01,0.0
651,1f4e,Ki,1100000.0,2.96,-4.03,0.0
652,1w1t,IC50,1100000.0,2.96,-4.03,0.0
653,1ykp,Kd,1100000.0,2.96,-4.03,0.0
654,2br6,Ki,1100000.0,2.96,-4.03,0.0
655,2kdh,Kd,1100000.0,2.96,-4.03,0.0
656,2w8j,Kd,1100000.0,2.96,-4.03,0.0
657,3g34,Ki,1100000.0,2.96,-4.03,0.0
658,3imc,Kd,1100000.0,2.96,-4.03,0.0
659,3img,Kd,1100000.0,2.96,-4.03,0.0
668,2hw2,Ki,1070000.0,2.97,-4.05,0.0
671,2rnw,Kd,1051000.0,2.98,-4.06,0.0
672,3ckb,Kd,1040000.0,2.98,-4.07,0.0
673,3djq,Ki,1046400.0000000001,2.98,-4.06,0.0
680,1ecq,Ki,1000000.0,3.00,-4.09,0.0
681,1hqg,Ki,1000000.0,3.00,-4.09,0.0
682,1mcz,Ki,1000000.0,3.00,-4.09,0.0
683,1ux7,Kd,1000000.0,3.00,-4.09,0.0
684,1wbg,IC50,1000000.0,3.00,-4.09,0.0
685,1ws4,Kd,1000000.0,3.00,-4.09,0.0
686,1yc5,IC50,1000000.0,3.00,-4.09,0.0
687,1z9h,IC50,1000000.0,3.00,-4.09,0.0
688,2f1b,IC50,1000000.0,3.00,-4.09,0.0
689,2q8h,Kd,1000000.0,3.00,-4.09,0.0
690,2rka,Ki,1000000.0,3.00,-4.09,0.0
691,2v3u,Kd,1000000.0,3.00,-4.09,0.0
692,2vin,IC50,1000000.0,3.00,-4.09,0.0
693,2vtm,IC50,1000000.0,3.00,-4.09,0.0
694,2wa3,IC50,1000000.0,3.00,-4.09,0.0
695,2xgm,Kd,1000000.0,3.00,-4.09,0.0
696,2xgo,Kd,1000000.0,3.00,-4.09,0.0
699,3d9o,Kd,1000000.0,3.00,-4.09,0.0
700,3eka,IC50,1000000.0,3.00,-4.09,0.0
701,3grj,Ki,1000000.0,3.00,-4.09,0.0
702,3ime,Kd,1000000.0,3.00,-4.09,0.0
733,1g42,Ki,970000.0,3.01,-4.11,0.0
734,1utm,Kd,972000.0,3.01,-4.11,0.0
738,2vmd,Kd,950000.0,3.02,-4.12,0.0
739,3dc2,Ki,950000.0,3.02,-4.12,0.0
740,3fuk,IC50,966000.0,3.02,-4.11,0.0
747,1ogd,Kd,930000.0,3.03,-4.13,0.0
748,1ws5,Kd,926000.0,3.03,-4.14,0.0
749,2ggu,IC50,940000.0,3.03,-4.13,0.0
750,2ha3,Kd,930000.0,3.03,-4.13,0.0
751,3adv,Kd,933000.0,3.03,-4.13,0.0
752,3esj,Kd,925000.0,3.03,-4.14,0.0
756,1rtf,Ki,910000.0,3.04,-4.15,0.0
757,2pcu,IC50,910000.0,3.04,-4.15,0.0
766,1f74,Ki,900000.0,3.05,-4.15,0.0
767,1gvk,Ki,890000.0,3.05,-4.16,0.0
768,1gzg,IC50,900000.0,3.05,-4.15,0.0
769,1o41,IC50,900000.0,3.05,-4.15,0.0
770,1pum,IC50,900000.0,3.05,-4.15,0.0
771,1uj5,Ki,890000.0,3.05,-4.16,0.0
772,1uj6,Ki,890000.0,3.05,-4.16,0.0
773,2ohl,Kd,900000.0,3.05,-4.15,0.0
774,2vcw,IC50,890000.0,3.05,-4.16,0.0
785,2jfh,Ki,870000.0,3.06,-4.17,0.0
786,2ksa,Ki,871000.0,3.06,-4.17,0.0
788,3hw1,IC50,870000.0,3.06,-4.17,0.0
794,1rnm,Ki,844200.0,3.07,-4.19,0.0
795,1rnn,Ki,844200.0,3.07,-4.19,0.0
796,1s26,Ki,850000.0,3.07,-4.19,0.0
797,3mof,Ki,860000.0,3.07,-4.18,0.0
800,1hiy,Kd,830000.0,3.08,-4.2,0.0
801,1y1z,Ki,831000.0,3.08,-4.2,0.0
807,1mdl,Ki,810000.0,3.09,-4.22,0.0
808,1ugw,Kd,820000.0,3.09,-4.21,0.0
811,1a5v,IC50,800000.0,3.10,-4.22,0.0
812,1af2,Ki,800000.0,3.10,-4.22,0.0
813,1ec9,Ki,800000.0,3.10,-4.22,0.0
814,1pu7,Ki,800000.0,3.10,-4.22,0.0
815,1pu8,Ki,800000.0,3.10,-4.22,0.0
816,1swi,Kd,800000.0,3.10,-4.22,0.0
817,2xdl,Kd,790000.0,3.10,-4.23,0.0
818,3buf,Kd,800000.0,3.10,-4.22,0.0
819,3f78,Kd,800000.0,3.10,-4.22,0.0
820,3mo8,Kd,800000.0,3.10,-4.22,0.0
836,1gx1,IC50,768000.0,3.11,-4.25,0.0
837,1k2i,IC50,780000.0,3.11,-4.24,0.0
838,1u3l,IC50,768000.0,3.11,-4.25,0.0
839,1uod,Kd,780000.0,3.11,-4.24,0.0
840,1yqn,IC50,768000.0,3.11,-4.25,0.0
841,2ay6,Kd,780000.0,3.11,-4.24,0.0
844,3c2r,Kd,780000.0,3.11,-4.24,0.0
845,3msj,IC50,770000.0,3.11,-4.25,0.0
854,1h9l,Ki,760000.0,3.12,-4.25,0.0
855,2ksb,Ki,754000.0,3.12,-4.26,0.0
862,1ax0,Kd,746000.0,3.13,-4.26,0.0
863,3kac,IC50,740000.0,3.13,-4.27,0.0
869,2f1a,IC50,720000.0,3.14,-4.28,0.0
871,3odk,IC50,720000.0,3.14,-4.28,0.0
875,1e6q,Ki,700000.0,3.15,-4.3,0.0
876,1eei,IC50,700000.0,3.15,-4.3,0.0
877,1k9q,Kd,700000.0,3.15,-4.3,0.0
878,1noi,Ki,700000.0,3.15,-4.3,0.0
879,1noj,Ki,700000.0,3.15,-4.3,0.0
880,1nok,Ki,700000.0,3.15,-4.3,0.0
881,1rin,Kd,700000.0,3.15,-4.3,0.0
882,2fr8,Kd,700000.0,3.15,-4.3,0.0
883,2p8n,Kd,700000.0,3.15,-4.3,0.0
884,3cgy,Kd,715000.0,3.15,-4.29,0.0
885,3e73,Kd,700000.0,3.15,-4.3,0.0
901,3ad8,Kd,690000.0,3.16,-4.31,0.0
902,3ecn,IC50,698000.0,3.16,-4.3,0.0
903,3f34,Kd,690000.0,3.16,-4.31,0.0
904,3f35,Kd,690000.0,3.16,-4.31,0.0
905,3kpu,Kd,690000.0,3.16,-4.31,0.0
906,3lk0,Kd,696900.0,3.16,-4.3,0.0
919,1lbk,Kd,668000.0,3.18,-4.33,0.0
920,1ro7,Ki,657000.0,3.18,-4.34,0.0
921,2wik,Kd,660000.0,3.18,-4.34,0.0
922,3at1,Ki,660000.0,3.18,-4.34,0.0
923,3bug,Kd,660000.0,3.18,-4.34,0.0
924,3kid,Ki,656000.0,3.18,-4.34,0.0
931,1o6i,Ki,650000.0,3.19,-4.35,0.0
932,2zdx,IC50,648000.0,3.19,-4.35,0.0
933,3dxh,Ki,650000.0,3.19,-4.35,0.0
934,3g1v,Ki,645000.0,3.19,-4.35,0.0
943,1axz,Kd,637000.0,3.20,-4.36,0.0
945,2w0x,IC50,625000.0,3.20,-4.37,0.0
946,2wij,Kd,630000.0,3.20,-4.36,0.0
947,3kab,IC50,630000.0,3.20,-4.36,0.0
954,1s5z,Kd,620000.0,3.21,-4.37,0.0
955,3fty,IC50,619000.0,3.21,-4.37,0.0
959,6tim,Ki,610000.0,3.21,-4.38,0.0
960,1apz,Ki,600000.0,3.22,-4.39,0.0
961,1br6,Ki,600000.0,3.22,-4.39,0.0
962,1e6s,Ki,600000.0,3.22,-4.39,0.0
963,1e72,Ki,600000.0,3.22,-4.39,0.0
964,1evh,Kd,602000.0,3.22,-4.39,0.0
965,1ew9,Ki,600000.0,3.22,-4.39,0.0
966,1k1y,Ki,600000.0,3.22,-4.39,0.0
967,1q5l,Kd,600000.0,3.22,-4.39,0.0
968,1qwu,Ki,600000.0,3.22,-4.39,0.0
969,1tog,Kd,600000.0,3.22,-4.39,0.0
970,1x6u,Ki,600000.0,3.22,-4.39,0.0
971,1zc9,Kd,600000.0,3.22,-4.39,0.0
972,2bv4,IC50,600000.0,3.22,-4.39,0.0
973,2ri9,Ki,600000.0,3.22,-4.39,0.0
974,2uy3,Ki,600000.0,3.22,-4.39,0.0
986,1px4,Ki,590000.0,3.23,-4.4,0.0
987,2gmk,Ki,590000.0,3.23,-4.4,0.0
994,2r8q,IC50,580000.0,3.24,-4.41,0.0
1005,1v2j,Ki,566000.0,3.25,-4.43,0.0
1011,1l5s,Kd,550000.0,3.26,-4.44,0.0
1016,5yas,Ki,550000.0,3.26,-4.44,0.0
1017,1axr,Ki,540000.0,3.27,-4.46,0.0
1018,3ioe,Kd,540000.0,3.27,-4.46,0.0
1023,1bcu,Kd,530000.0,3.28,-4.47,0.0
1024,1g9t,Ki,526000.0,3.28,-4.47,0.0
1025,1x07,Kd,520000.0,3.28,-4.48,0.0
1026,2xgs,Kd,530000.0,3.28,-4.47,0.0
1027,3d52,Ki,520000.0,3.28,-4.48,0.0
1038,1ax1,Kd,515000.0,3.29,-4.48,0.0
1043,1d7j,Kd,500000.0,3.30,-4.5,0.0
1044,1k9r,Kd,500000.0,3.30,-4.5,0.0
1045,1lt6,IC50,500000.0,3.30,-4.5,0.0
1046,1o4e,IC50,500000.0,3.30,-4.5,0.0
1047,1phw,Ki,500000.0,3.30,-4.5,0.0
1048,1tpw,Ki,500000.0,3.30,-4.5,0.0
1049,2aq7,IC50,500000.0,3.30,-4.5,0.0
1050,2aqb,IC50,500000.0,3.30,-4.5,0.0
1051,2hd1,IC50,500000.0,3.30,-4.5,0.0
1052,2uxx,Ki,500000.0,3.30,-4.5,0.0
1053,2vw2,Ki,500000.0,3.30,-4.5,0.0
1054,2w0s,Kd,500000.0,3.30,-4.5,0.0
1055,2xml,IC50,500000.0,3.30,-4.5,0.0
1056,3aaq,Ki,500000.0,3.30,-4.5,0.0
1057,3ch9,IC50,500000.0,3.30,-4.5,0.0
1058,3h2c,IC50,500000.0,3.30,-4.5,0.0
1059,3hcm,Kd,500000.0,3.30,-4.5,0.0
1060,3l7g,Ki,500000.0,3.30,-4.5,0.0
1061,3n1v,IC50,500000.0,3.30,-4.5,0.0
1078,1i2s,Ki,490000.0,3.31,-4.51,0.0
1079,1pzp,Ki,490000.0,3.31,-4.51,0.0
1091,181l,Kd,480000.0,3.32,-4.52,0.0
1092,1pzo,Ki,480000.0,3.32,-4.52,0.0
1093,1rml,Kd,474000.0,3.32,-4.53,0.0
1094,227l,Kd,480000.0,3.32,-4.52,0.0
1095,2wk6,Ki,480000.0,3.32,-4.52,0.0
1096,3dmx,Kd,480000.0,3.32,-4.52,0.0
1097,3guj,Kd,480000.0,3.32,-4.52,0.0
1098,3hh4,Kd,480000.0,3.32,-4.52,0.0
1117,188l,Kd,470000.0,3.33,-4.54,0.0
1118,1jlr,Kd,465000.0,3.33,-4.54,0.0
1119,2a3b,IC50,469000.0,3.33,-4.54,0.0
1120,2pnc,Ki,466000.0,3.33,-4.54,0.0
1130,3f33,Kd,460000.0,3.34,-4.55,0.0
1138,2ah4,IC50,450000.0,3.35,-4.56,0.0
1139,2qcm,IC50,450000.0,3.35,-4.56,0.0
1140,3c2o,Kd,450000.0,3.35,-4.56,0.0
1153,1ahy,Kd,440000.0,3.36,-4.58,0.0
1154,2c58,IC50,440000.0,3.36,-4.58,0.0
1155,2ha7,Kd,440000.0,3.36,-4.58,0.0
1156,2pvv,IC50,438000.0,3.36,-4.58,0.0
1157,2vc7,Ki,432700.0,3.36,-4.59,0.0
1167,187l,Kd,422000.0,3.37,-4.6,0.0
