,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
83,3f3d,Kd,69,7.16,-9.76,0.01449
84,3f3e,Kd,20,7.70,-10.5,0.05
85,2wbg,Ki,35200,4.45,-6.07,3e-05
86,2cbv,Kd,3300,5.48,-7.47,0.0003
87,2j78,Kd,384,6.42,-8.75,0.0026
88,2j7h,Kd,65,7.19,-9.8,0.01538
89,2cet,Kd,9.6,8.02,-10.93,0.10417
90,3udh,Kd,1400000,2.85,-3.89,0.0
91,3rsx,Kd,38800,4.41,-6.01,3e-05
92,4djv,Ki,190,6.72,-9.16,0.00526
93,2vkm,Ki,1.8,8.74,-11.92,0.55556
94,4gid,Ki,0.017,10.77,-14.68,58.82353
95,4jfs,Ki,5400,5.27,-7.18,0.00019
96,4j28,Ki,2000,5.70,-7.77,0.0005
97,2wvt,Kd,755,6.12,-8.35,0.00132
98,2xii,Kd,63.3,7.20,-9.81,0.0158
99,4pcs,Ki,14,7.85,-10.71,0.07143
100,3rr4,Ki,28050,4.55,-6.21,4e-05
101,1s38,Ki,7000,5.15,-7.03,0.00014
102,1r5y,Ki,350,6.46,-8.8,0.00286
103,3gc5,Ki,55,7.26,-9.9,0.01818
104,3ge7,Ki,2,8.70,-11.86,0.5
105,4dli,Kd,2400,5.62,-7.66,0.00042
106,2zb1,Kd,480,6.32,-8.62,0.00208
107,4f9w,Ki,114,6.94,-9.47,0.00877
108,3e92,Ki,10,8.00,-10.91,0.1
109,3e93,Ki,1.4,8.85,-12.07,0.71429
110,4owm,Ki,1090000,2.96,-4.04,0.0
111,3twp,Ki,119000,3.92,-5.35,1e-05
112,3r88,Ki,15000,4.82,-6.58,7e-05
113,4gkm,Ki,6800,5.17,-7.05,0.00015
114,3qqs,Ki,1500,5.82,-7.94,0.00067
115,3gv9,Ki,7500000,2.12,-2.9,0.0
116,3gr2,Ki,3000000,2.52,-3.44,0.0
117,4kz6,Ki,800000,3.10,-4.22,0.0
118,4jxs,Ki,18000,4.74,-6.47,6e-05
119,2r9w,Ki,8000,5.10,-6.95,0.00013
120,2hb1,Ki,160000,3.80,-5.18,1e-05
121,1bzc,Ki,12000,4.92,-6.71,8e-05
122,2qbr,Ki,470,6.33,-8.63,0.00213
123,2qbq,Ki,36,7.44,-10.15,0.02778
124,2qbp,Ki,4,8.40,-11.45,0.25
125,1q8t,Kd,17500,4.76,-6.49,6e-05
126,1ydr,Ki,3000,5.52,-7.53,0.00033
127,1q8u,Kd,1100,5.96,-8.12,0.00091
128,1ydt,Ki,48,7.32,-9.98,0.02083
129,3ag9,Ki,9,8.05,-10.97,0.11111
130,3fcq,Ki,1700000,2.77,-3.78,0.0
131,1z9g,Ki,2300,5.64,-7.69,0.00043
132,1qf1,Ki,48,7.32,-9.98,0.02083
133,5tmn,Ki,9.1,8.04,-10.96,0.10989
134,4tmn,Ki,0.068,10.17,-13.86,14.70588
135,4ddk,Kd,5130000,2.29,-3.12,0.0
136,4ddh,Kd,480000,3.32,-4.52,0.0
137,3ivg,Kd,50000,4.30,-5.86,2e-05
138,3coz,Kd,2700,5.57,-7.59,0.00037
139,3coy,Kd,960,6.02,-8.2,0.00104
140,3pxf,Kd,37000,4.43,-6.04,3e-05
141,4eor,Ki,500,6.30,-8.59,0.002
142,2xnb,Ki,149,6.83,-9.31,0.00671
143,1pxn,Ki,70,7.15,-9.76,0.01429
144,2fvd,Ki,3,8.52,-11.62,0.33333
145,4k77,Ki,235,6.63,-9.04,0.00426
146,4e5w,Ki,22,7.66,-10.44,0.04545
147,4ivb,Ki,1.9,8.72,-11.89,0.52632
148,4ivd,Ki,0.3,9.52,-12.98,3.33333
149,4ivc,Ki,0.1,10.00,-13.63,10.0
150,4f09,Ki,200,6.70,-9.13,0.005
151,4gfm,Ki,60,7.22,-9.85,0.01667
152,4hge,Ki,11.9,7.92,-10.8,0.08403
153,4e6q,Ki,4.4,8.36,-11.39,0.22727
154,4jia,Ki,0.6,9.22,-12.57,1.66667
155,2brb,Ki,13700,4.86,-6.63,7e-05
156,2br1,Ki,7200,5.14,-7.01,0.00014
157,3jvr,Ki,1890,5.72,-7.8,0.00053
158,3jvs,Kd,290,6.54,-8.91,0.00345
159,1nvq,Ki,5.6,8.25,-11.25,0.17857
160,3acw,Ki,17500,4.76,-6.49,6e-05
161,4ea2,Ki,360,6.44,-8.79,0.00278
162,2zcr,Ki,135,6.87,-9.37,0.00741
163,2zy1,Ki,40,7.40,-10.09,0.025
164,2zcq,Ki,1.5,8.82,-12.03,0.66667
165,1bcu,Kd,530000,3.28,-4.47,0.0
166,3bv9,Ki,4400,5.36,-7.3,0.00023
167,1oyt,Ki,57,7.24,-9.88,0.01754
168,2zda,Ki,4,8.40,-11.45,0.25
169,3utu,Ki,0.012,10.92,-14.89,83.33333
170,3u9q,Ki,41700,4.38,-5.97,2e-05
171,2yfe,Ki,236,6.63,-9.04,0.00424
172,3fur,Ki,10,8.00,-10.91,0.1
173,3b1m,Ki,3.3,8.48,-11.56,0.30303
174,2p4y,Ki,1,9.00,-12.27,1.0
175,3uo4,Kd,299,6.52,-8.9,0.00334
176,3up2,Kd,40,7.40,-10.09,0.025
177,3e5a,Ki,5.9,8.23,-11.22,0.16949
178,2wtv,Ki,1.8,8.74,-11.92,0.55556
179,3myg,Kd,0.02,10.70,-14.59,50.0
180,3kgp,Ki,2680000,2.57,-3.51,0.0
181,1c5z,Ki,97000,4.01,-5.47,1e-05
182,1o5b,Ki,1700,5.77,-7.87,0.00059
183,1owh,Ki,40,7.40,-10.09,0.025
184,1sqa,Ki,0.62,9.21,-12.55,1.6129
185,4jsz,Ki,5000000,2.30,-3.14,0.0
186,3kwa,Ki,84000,4.08,-5.56,1e-05
187,2weg,Kd,314,6.50,-8.87,0.00318
188,3ryj,Kd,16,7.80,-10.63,0.0625
189,3dd0,Ki,1,9.00,-12.27,1.0
190,2xdl,Kd,790000,3.10,-4.23,0.0
191,3b27,Kd,6900,5.16,-7.04,0.00014
192,1yc1,Kd,680,6.17,-8.41,0.00147
193,3rlr,Ki,30,7.52,-10.26,0.03333
194,2yki,Kd,0.35,9.46,-12.89,2.85714
195,1z95,Ki,76,7.12,-9.71,0.01316
196,3b68,Ki,4,8.40,-11.45,0.25
197,3b5r,Ki,1.7,8.77,-11.96,0.58824
198,3b65,Ki,0.54,9.27,-12.64,1.85185
199,3g0w,Ki,0.3,9.52,-12.98,3.33333
200,4u4s,Kd,1200000,2.92,-3.98,0.0
201,1p1q,Kd,12800,4.89,-6.67,8e-05
202,1syi,Ki,3590,5.44,-7.42,0.00028
203,1p1n,Kd,160,6.80,-9.27,0.00625
204,2al5,Ki,4,8.40,-11.45,0.25
205,3g2z,Ki,4400000,2.36,-3.21,0.0
206,3g31,Ki,1300000,2.89,-3.93,0.0
207,4de2,Ki,76000,4.12,-5.62,1e-05
208,4de3,Ki,3000,5.52,-7.53,0.00033
209,4de1,Ki,1100,5.96,-8.12,0.00091
210,1vso,Ki,18980,4.72,-6.44,5e-05
211,4dld,Ki,1500,5.82,-7.94,0.00067
212,3gbb,Ki,126,6.90,-9.41,0.00794
213,3fv2,Ki,7.7,8.11,-11.06,0.12987
214,3fv1,Ki,0.5,9.30,-12.68,2.0
215,4mgd,Kd,20190,4.69,-6.4,5e-05
216,2qe4,Ki,11.0,7.96,-10.85,0.09091
217,1qkt,Kd,0.92,9.04,-12.32,1.08696
218,2pog,Ki,0.29,9.54,-13.0,3.44828
219,2p15,Kd,0.05,10.30,-14.04,20.0
220,2y5h,Ki,1620,5.79,-7.89,0.00062
221,1lpg,Ki,82,7.09,-9.66,0.0122
222,2xbv,Kd,3.7,8.43,-11.5,0.27027
223,1z6e,Ki,0.19,9.72,-13.25,5.26316
224,1mq6,Ki,0.007,11.15,-15.21,142.85714
225,1nc3,Ki,10000,5.00,-6.82,0.0001
226,1nc1,Ki,750,6.12,-8.35,0.00133
227,1y6r,Ki,0.077,10.11,-13.79,12.98701
228,4f2w,Ki,0.005,11.30,-15.41,200.0
229,4f3c,Ki,0.0015,11.82,-16.12,666.66667
230,1uto,Kd,5320000,2.27,-3.1,0.0
231,4abg,Kd,271000,3.57,-4.86,0.0
232,3gy4,Kd,8000,5.10,-6.95,0.00013
233,1k1i,Kd,264,6.58,-8.97,0.00379
234,1o3f,Ki,11,7.96,-10.85,0.09091
235,2yge,Kd,8620,5.06,-6.91,0.00012
236,2fxs,Kd,870,6.06,-8.26,0.00115
237,2iwx,Kd,210,6.68,-9.1,0.00476
238,2wer,Kd,90,7.05,-9.61,0.01111
239,2vw5,Kd,3,8.52,-11.62,0.33333
240,4kzq,Kd,788,6.10,-8.32,0.00127
241,4kzu,Ki,313,6.50,-8.87,0.00319
242,4j21,Kd,39,7.41,-10.1,0.02564
243,4j3l,Kd,16,7.80,-10.63,0.0625
244,3kr8,Kd,8,8.10,-11.04,0.125
245,2ymd,Kd,693000,3.16,-4.31,0.0
246,2wnc,Kd,479,6.32,-8.62,0.00209
247,2xys,Ki,38,7.42,-10.12,0.02632
248,2wn9,Kd,3.0,8.52,-11.62,0.33333
249,2x00,Kd,0.0047,11.33,-15.44,212.76596
250,3ozt,Ki,74900,4.13,-5.62,1e-05
251,3ozs,Ki,4645,5.33,-7.27,0.00022
252,3oe5,Ki,132,6.88,-9.38,0.00758
253,3oe4,Ki,34,7.47,-10.18,0.02941
254,3nw9,Ki,1,9.00,-12.27,1.0
255,3ao4,Kd,8500000,2.07,-2.82,0.0
256,3zt2,Kd,1435000,2.84,-3.88,0.0
257,3zsx,Kd,519000,3.28,-4.48,0.0
258,4cig,Kd,214000,3.67,-5.0,0.0
259,3zso,Kd,7600,5.12,-6.98,0.00013
260,3n7a,Ki,200000,3.70,-5.04,1e-05
261,4ciw,Ki,15000,4.82,-6.58,7e-05
262,3n86,Ki,2300,5.64,-7.69,0.00043
263,3n76,Ki,140,6.85,-9.34,0.00714
264,2xb8,Ki,26,7.59,-10.34,0.03846
265,4bkt,Kd,240000,3.62,-4.94,0.0
266,4w9c,Kd,22200,4.65,-6.34,5e-05
267,4w9l,Kd,9520,5.02,-6.85,0.00011
268,4w9i,Kd,1100,5.96,-8.12,0.00091
269,4w9h,Kd,185,6.73,-9.18,0.00541
270,3nq9,Kd,92600,4.03,-5.5,1e-05
271,3ueu,Kd,5810,5.24,-7.14,0.00017
272,3uev,Kd,1290,5.89,-8.03,0.00078
273,3uew,Kd,490,6.31,-8.6,0.00204
274,3uex,Kd,120,6.92,-9.44,0.00833
275,3lka,Kd,1500000,2.82,-3.85,0.0
276,3ehy,Ki,1400,5.85,-7.98,0.00071
277,3tsk,Kd,67,7.17,-9.78,0.01493
278,3nx7,Kd,7.88,8.10,-11.05,0.1269
279,4gr0,Ki,0.28,9.55,-13.02,3.57143
280,3dxg,Ki,4000000,2.40,-3.27,0.0
281,3d6q,Ki,172000,3.76,-5.13,1e-05
282,1w4o,Ki,6000,5.22,-7.12,0.00017
283,1o0h,Ki,1200,5.92,-8.07,0.00083
284,1u1b,Kd,16,7.80,-10.63,0.0625
