,PDB code,EC number,Class,Subclass,Subsubclass
1156,1oi9,E.C.2.7.1.37,2,7,1
1159,1oiq,E.C.2.7.1.37,2,7,1
1160,1oir,E.C.2.7.1.37,2,7,1
1161,1oit,E.C.2.7.1.37,2,7,1
1162,1oiu,E.C.2.7.1.37,2,7,1
1163,1oiy,E.C.2.7.1.37,2,7,1
1164,1oj5,E.C.2.3.1.48,2,3,1
1165,1ok7,E.C.2.7.7.7,2,7,7
1167,1okv,E.C.2.7.1.37,2,7,1
1168,1okw,E.C.2.7.1.37,2,7,1
1170,1oky,E.C.2.7.1.37,2,7,1
1171,1okz,E.C.2.7.1.37,2,7,1
1172,1ol1,E.C.2.7.1.37,2,7,1
1173,1ol2,E.C.2.7.1.37,2,7,1
1177,1om1,E.C.2.7.1.37,2,7,1
1186,1os5,E.C.2.7.7.48,2,7,7
1188,1oth,E.C.2.1.3.3,2,1,3
1189,1ouk,E.C.2.7.1.37,2,7,1
1190,1ouy,E.C.2.7.1.37,2,7,1
1191,1ove,E.C.2.7.1.37,2,7,1
1192,1ow6,E.C.2.7.1.112,2,7,1
1193,1ow7,E.C.2.7.1.112,2,7,1
1194,1ow8,E.C.2.7.1.112,2,7,1
1206,1oz0,E.C.2.1.2.3,2,1,2
1207,1ozv,E.C.2.1.1.127,2,1,1
1214,1p0y,E.C.2.1.1.127,2,1,1
1216,1p17,E.C.2.4.2.8,2,4,2
1217,1p19,E.C.2.4.2.8,2,4,2
1218,1p2a,E.C.2.7.1.37,2,7,1
1219,1p2g,E.C.2.4.1.1,2,4,1
1220,1p4r,E.C.2.1.2.3,2,1,2
1222,1p5e,E.C.2.7.1.37,2,7,1
1230,1pf7,E.C.2.4.2.1,2,4,2
1231,1pf8,E.C.2.7.1.37,2,7,1
1237,1phw,E.C.2.5.1.55,2,5,1
1243,1pkx,E.C.2.1.2.3,2,1,2
1244,1pl0,E.C.2.1.2.3,2,1,2
1245,1pme,E.C.2.7.1.-,2,7,1
1246,1pmn,E.C.2.7.1.0,2,7,1
1247,1pmu,E.C.2.7.1.0,2,7,1
1248,1pmv,E.C.2.7.1.0,2,7,1
1259,1pr1,E.C.2.4.2.1,2,4,2
1260,1pr5,E.C.2.4.2.1,2,4,2
1261,1prl,E.C.2.7.1.112,2,7,1
1262,1prm,E.C.2.7.1.112,2,7,1
1273,1pwy,E.C.2.4.2.1,2,4,2
1276,1pxi,E.C.2.7.1.37,2,7,1
1277,1pxj,E.C.2.7.1.37,2,7,1
1278,1pxk,E.C.2.7.1.37,2,7,1
1279,1pxl,E.C.2.7.1.37,2,7,1
1280,1pxm,E.C.2.7.1.37,2,7,1
1281,1pxn,E.C.2.7.1.37,2,7,1
1282,1pxo,E.C.2.7.1.37,2,7,1
1283,1pxp,E.C.2.7.1.37,2,7,1
1285,1py5,E.C.2.7.1.37,2,7,1
1286,1pye,E.C.2.7.1.37,2,7,1
1287,1pyg,E.C.2.4.1.1,2,4,1
1291,1q1g,E.C.2.4.2.1,2,4,2
1294,1q3d,E.C.2.7.1.37,2,7,1
1295,1q3w,E.C.2.7.1.37,2,7,1
1296,1q41,E.C.2.7.1.37,2,7,1
1297,1q4k,E.C.2.7.1.0,2,7,1
1298,1q4l,E.C.2.7.1.37,2,7,1
1299,1q4w,E.C.2.4.2.29,2,4,2
1301,1q5k,E.C.2.7.1.37,2,7,1
1302,1q63,E.C.2.4.2.29,2,4,2
1303,1q65,E.C.2.4.2.29,2,4,2
1304,1q66,E.C.2.4.2.29,2,4,2
1315,1q8t,E.C.2.7.1.37,2,7,1
1316,1q8u,E.C.2.7.1.37,2,7,1
1317,1q8w,E.C.2.7.1.37,2,7,1
1319,1q95,E.C.2.1.3.2,2,1,3
1322,1qan,E.C.2.1.1.48,2,1,1
1323,1qaq,E.C.2.1.1.48,2,1,1
1329,1qbq,E.C.2.5.1.58,2,5,1
1335,1qca,E.C.2.3.1.28,2,3,1
1351,1qk3,E.C.2.4.2.8,2,4,2
1352,1qk4,E.C.2.4.2.8,2,4,2
1355,1qm4,E.C.2.5.1.6,2,5,1
1356,1qm5,E.C.2.4.1.1,2,4,1
1361,1qpe,E.C.2.7.1.112,2,7,1
1366,1qs4,E.C.2.7.7.49,2,7,7
1370,1qwe,E.C.2.7.1.112,2,7,1
1371,1qwf,E.C.2.7.1.112,2,7,1
1379,1r0p,E.C.2.7.1.112,2,7,1
1383,1r4w,E.C.2.5.1.18,2,5,1
1387,1r5y,E.C.2.4.2.29,2,4,2
1388,1r78,E.C.2.7.1.37,2,7,1
1391,1re8,E.C.2.7.1.37,2,7,1
1392,1rej,E.C.2.7.1.37,2,7,1
1393,1rek,E.C.2.7.1.37,2,7,1
1394,1rev,E.C.2.7.7.49,2,7,7
1404,1rlp,E.C.2.7.1.112,2,7,1
1405,1rlq,E.C.2.7.1.112,2,7,1
1412,1ro7,E.C.2.4.99.0,2,4,99
1417,1rr6,E.C.2.4.2.1,2,4,2
1425,1rt1,E.C.2.7.7.49,2,7,7
1426,1rt2,E.C.2.7.7.49,2,7,7
1427,1rt9,E.C.2.4.2.1,2,4,2
1429,1rth,E.C.2.7.7.49,2,7,7
1430,1rti,E.C.2.7.7.49,2,7,7
1431,1ru1,E.C.2.7.6.3,2,7,6
1432,1ru2,E.C.2.7.6.3,2,7,6
1434,1rw8,E.C.2.7.1.37,2,7,1
1443,1s38,E.C.2.4.2.29,2,4,2
1444,1s39,E.C.2.4.2.29,2,4,2
1445,1s4d,E.C.2.1.1.107,2,1,1
1446,1s5z,E.C.2.7.4.6,2,7,4
1447,1s63,E.C.2.5.1.58,2,5,1
1448,1s64,E.C.2.5.1.59,2,5,1
1459,1shd,E.C.2.7.1.112,2,7,1
1461,1skj,E.C.2.7.1.112,2,7,1
1464,1sm2,E.C.2.7.1.112,2,7,1
1469,1sps,E.C.2.7.1.112,2,7,1
1477,1ssq,E.C.2.3.1.30,2,3,1
1478,1stc,E.C.2.7.1.37,2,7,1
1481,1sve,E.C.2.7.1.37,2,7,1
1482,1svg,E.C.2.7.1.37,2,7,1
1483,1svh,E.C.2.7.1.37,2,7,1
1485,1szm,E.C.2.7.1.37,2,7,1
1486,1t13,E.C.2.5.1.9,2,5,1
1493,1t46,E.C.2.7.10.1,2,7,10
1500,1t5a,E.C.2.7.1.40,2,7,1
1508,1tc1,E.C.2.4.2.8,2,4,2
1517,1thz,E.C.2.1.2.3,2,1,2
1519,1tka,E.C.2.2.1.1,2,2,1
1520,1tkb,E.C.2.2.1.1,2,2,1
1521,1tkc,E.C.2.2.1.1,2,2,1
1522,1tkt,E.C.2.7.7.49,2,7,7
1523,1tkx,E.C.2.7.7.49,2,7,7
1524,1tkz,E.C.2.7.7.49,2,7,7
1525,1tl1,E.C.2.7.7.49,2,7,7
1526,1tl3,E.C.2.7.7.49,2,7,7
1532,1tmm,E.C.2.7.6.3,2,7,6
1540,1tog,E.C.2.6.1.1,2,6,1
1541,1toi,E.C.2.6.1.1,2,6,1
1542,1toj,E.C.2.6.1.1,2,6,1
1543,1tok,E.C.2.6.1.1,2,6,1
1550,1tsl,E.C.2.1.1.45,2,1,1
1551,1tsm,E.C.2.1.1.45,2,1,1
1552,1tsv,E.C.2.1.1.45,2,1,1
1553,1tsy,E.C.2.1.1.45,2,1,1
1558,1tv6,E.C.2.7.7.49,2,7,7
1560,1tvo,E.C.2.7.1.37,2,7,1
1561,1tvr,E.C.2.7.7.49,2,7,7
1565,1tys,E.C.2.1.1.45,2,1,1
1572,1u59,E.C.2.7.1.112,2,7,1
1580,1ua4,E.C.2.7.1.2,2,7,1
1581,1ucn,E.C.2.7.4.6,2,7,4
1589,1uk0,E.C.2.4.2.30,2,4,2
1590,1uk1,E.C.2.4.2.30,2,4,2
1591,1ukh,E.C.2.7.1.37,2,7,1
1592,1ukt,E.C.2.4.1.19,2,4,1
1594,1umw,E.C.2.7.1.-,2,7,1
1595,1ung,E.C.2.7.1.0,2,7,1
1596,1unh,E.C.2.7.1.0,2,7,1
1597,1unl,E.C.2.7.11.22,2,7,11
1598,1uod,E.C.2.7.1.29,2,7,1
1599,1uou,E.C.2.4.2.4,2,4,2
1600,1upf,E.C.2.4.2.9,2,4,2
1602,1urc,E.C.2.7.1.37,2,7,1
1603,1urw,E.C.2.7.1.37,2,7,1
1613,1uu3,E.C.2.7.1.37,2,7,1
1614,1uu7,E.C.2.7.1.37,2,7,1
1615,1uu8,E.C.2.7.1.37,2,7,1
1616,1uu9,E.C.2.7.1.37,2,7,1
1617,1uv5,E.C.2.7.1.37,2,7,1
1618,1uvr,E.C.2.7.1.37,2,7,1
1622,1uwb,E.C.2.7.7.49,2,7,7
1623,1uwh,E.C.2.7.11.1,2,7,11
1634,1v0o,E.C.2.7.1.0,2,7,1
1635,1v0p,E.C.2.7.1.0,2,7,1
1639,1v1k,E.C.2.7.1.37,2,7,1
1641,1v2h,E.C.2.4.2.1,2,4,2
1657,1v41,E.C.2.4.2.1,2,4,2
1658,1v48,E.C.2.4.2.1,2,4,2
1663,1veb,E.C.2.7.1.37,2,7,1
1664,1vfn,E.C.2.4.2.1,2,4,2
1672,1vjc,E.C.2.7.2.3,2,7,2
1673,1vjd,E.C.2.7.2.3,2,7,2
1674,1vjy,E.C.2.7.1.37,2,7,1
1675,1vkj,E.C.2.8.2.23,2,8,2
1678,1vrt,E.C.2.7.7.49,2,7,7
1679,1vru,E.C.2.7.7.49,2,7,7
1682,1vyw,E.C.2.7.1.37,2,7,1
1683,1vyz,E.C.2.7.1.37,2,7,1
1685,1w0x,E.C.2.7.11.22,2,7,11
1693,1w1d,E.C.2.7.1.37,2,7,1
1694,1w1g,E.C.2.7.1.37,2,7,1
1699,1w2g,E.C.2.7.4.9,2,7,4
1700,1w2h,E.C.2.7.4.9,2,7,4
1722,1w7h,E.C.2.7.1.37,2,7,1
1725,1w82,E.C.2.7.1.37,2,7,1
1726,1w83,E.C.2.7.1.37,2,7,1
1727,1w84,E.C.2.7.1.37,2,7,1
1738,1wbn,E.C.2.7.1.37,2,7,1
1739,1wbo,E.C.2.7.1.37,2,7,1
1740,1wbs,E.C.2.7.1.37,2,7,1
1741,1wbt,E.C.2.7.1.37,2,7,1
1742,1wbv,E.C.2.7.1.37,2,7,1
1743,1wbw,E.C.2.7.1.37,2,7,1
1746,1wcc,E.C.2.7.1.37,2,7,1
1751,1we2,E.C.2.7.1.71,2,7,1
1756,1wok,E.C.2.4.2.30,2,4,2
1762,1wug,E.C.2.3.1.48,2,3,1
1763,1wum,E.C.2.3.1.48,2,3,1
1769,1wvc,E.C.2.7.7.33,2,7,7
1771,1wzy,E.C.2.7.1.37,2,7,1
1772,1x07,E.C.2.5.1.31,2,5,1
1776,1x6u,E.C.2.5.1.55,2,5,1
1779,1x81,E.C.2.5.1.58,2,5,1
1780,1x8b,E.C.2.7.10.2,2,7,10
1781,1x8r,E.C.2.5.1.19,2,5,1
1782,1x8t,E.C.2.5.1.19,2,5,1
1784,1xbb,E.C.2.7.1.112,2,7,1
1785,1xbc,E.C.2.7.1.112,2,7,1
1788,1xff,E.C.2.6.1.16,2,6,1
1793,1xh4,E.C.2.7.1.37,2,7,1
1794,1xh5,E.C.2.7.1.37,2,7,1
1795,1xh6,E.C.2.7.1.37,2,7,1
1796,1xh7,E.C.2.7.1.37,2,7,1
1797,1xh8,E.C.2.7.1.37,2,7,1
1798,1xh9,E.C.2.7.1.37,2,7,1
1799,1xjd,E.C.2.7.1.0,2,7,1
1800,1xk9,E.C.2.4.2.36,2,4,2
1802,1xkk,E.C.2.7.1.112,2,7,1
1813,1xo2,E.C.2.7.1.37,2,7,1
1832,1xws,E.C.2.7.11.1,2,7,11
1834,1xxh,E.C.2.7.7.7,2,7,7
1835,1xxi,E.C.2.7.7.7,2,7,7
1836,1xz8,E.C.2.4.2.9,2,4,2
1837,1y19,E.C.2.7.1.68,2,7,1
1851,1y57,E.C.2.7.1.112,2,7,1
1852,1y6a,E.C.2.7.1.112,2,7,1
1853,1y6b,E.C.2.7.1.112,2,7,1
1856,1y8o,E.C.2.3.1.12,2,3,1
1857,1y8p,E.C.2.3.1.12,2,3,1
1858,1y91,E.C.2.7.1.37,2,7,1
1860,1ybg,E.C.2.5.1.7,2,5,1
1867,1ydk,E.C.2.5.1.18,2,5,1
1868,1ydr,E.C.2.7.1.37,2,7,1
1869,1yds,E.C.2.7.1.37,2,7,1
1870,1ydt,E.C.2.7.1.37,2,7,1
1871,1yfz,E.C.2.4.2.8,2,4,2
1872,1yhm,E.C.2.5.1.10,2,5,1
1873,1yhs,E.C.2.7.1.37,2,7,1
1874,1yi3,E.C.2.7.1.37,2,7,1
1878,1ykr,E.C.2.7.1.37,2,7,1
1893,1yq7,E.C.2.5.1.1,2,5,1
1894,1yqj,E.C.2.7.1.37,2,7,1
1898,1yvf,E.C.2.7.7.48,2,7,7
1901,1yw2,E.C.2.7.1.37,2,7,1
1904,1ywr,E.C.2.7.1.37,2,7,1
1910,1yz3,E.C.2.1.1.28,2,1,1
1913,1z34,E.C.2.4.2.1,2,4,2
1914,1z3c,E.C.2.1.1.56,2,1,1
1920,1z4u,E.C.2.7.7.48,2,7,7
1921,1z5m,E.C.2.7.1.37,2,7,1
1926,1z6p,E.C.2.4.1.1,2,4,1
1927,1z6q,E.C.2.4.1.1,2,4,1
1947,1zkk,E.C.2.1.1.43,2,1,1
1951,1zm7,E.C.2.7.1.145,2,7,1
1952,1zoe,E.C.2.7.1.37,2,7,1
1953,1zog,E.C.2.7.1.37,2,7,1
1954,1zoh,E.C.2.7.1.37,2,7,1
1961,1zrz,E.C.2.7.1.0,2,7,1
1970,1zyj,E.C.2.7.1.37,2,7,1
1971,1zyr,E.C.2.7.7.6,2,7,7
1973,1zz2,E.C.2.7.1.37,2,7,1
1975,1zzl,E.C.2.7.1.37,2,7,1
1979,2a0c,E.C.2.7.11.22,2,7,11
1980,2a0t,E.C.2.7.1.37,2,7,1
1981,2a14,E.C.2.1.1.49,2,1,1
1988,2a3i,E.C.2.3.1.48,2,3,1
1989,2a4l,E.C.2.7.1.37,2,7,1
1991,2a4z,E.C.2.7.1.153,2,7,1
1992,2a58,E.C.2.5.1.9,2,5,1
1993,2a5u,E.C.2.7.1.153,2,7,1
1995,2aa9,E.C.2.5.1.19,2,5,1
