,PDB code,EC number,Class,Subclass,Subsubclass
4865,3l7a,E.C.2.4.1.1,2,4,1
4866,3l7b,E.C.2.4.1.1,2,4,1
4867,3l7c,E.C.2.4.1.1,2,4,1
4868,3l7d,E.C.2.4.1.1,2,4,1
5027,3mqf,E.C.2.4.1.1,2,4,1
5028,3mrt,E.C.2.4.1.1,2,4,1
5029,3mrv,E.C.2.4.1.1,2,4,1
5030,3mrx,E.C.2.4.1.1,2,4,1
5031,3ms2,E.C.2.4.1.1,2,4,1
5032,3ms4,E.C.2.4.1.1,2,4,1
5033,3ms7,E.C.2.4.1.1,2,4,1
5035,3msc,E.C.2.4.1.1,2,4,1
5040,3mt7,E.C.2.4.1.1,2,4,1
5041,3mt8,E.C.2.4.1.1,2,4,1
5042,3mt9,E.C.2.4.1.1,2,4,1
5043,3mta,E.C.2.4.1.1,2,4,1
5044,3mtb,E.C.2.4.1.1,2,4,1
5045,3mtd,E.C.2.4.1.1,2,4,1
5110,3nc4,E.C.2.4.1.1,2,4,1
5132,3np7,E.C.2.4.1.1,2,4,1
5133,3np9,E.C.2.4.1.1,2,4,1
5134,3npa,E.C.2.4.1.1,2,4,1
5230,3oka,E.C.2.4.1.57,2,4,1
5231,3okc,E.C.2.4.1.57,2,4,1
5232,3okp,E.C.2.4.1.57,2,4,1
5442,3qfy,E.C.2.4.1.20,2,4,1
5443,3qfz,E.C.2.4.1.20,2,4,1
5628,3s0j,E.C.2.4.1.1,2,4,1
5756,3sym,E.C.2.4.1.1,2,4,1
5757,3syr,E.C.2.4.1.1,2,4,1
5773,3t3d,E.C.2.4.1.1,2,4,1
5774,3t3e,E.C.2.4.1.1,2,4,1
5775,3t3g,E.C.2.4.1.1,2,4,1
5776,3t3h,E.C.2.4.1.1,2,4,1
5777,3t3i,E.C.2.4.1.1,2,4,1
5979,3v0l,E.C.2.4.1.37,2,4,1
5980,3v0p,E.C.2.4.1.37,2,4,1
6230,3zy2,E.C.2.4.1.221,2,4,1
6231,3zy5,E.C.2.4.1.221,2,4,1
6355,4ay5,E.C.2.4.1.255,2,4,1
6356,4ay6,E.C.2.4.1.255,2,4,1
6576,4cdr,E.C.2.4.1.225,2,4,1
6687,4de7,E.C.2.4.1.266,2,4,1
6719,4dmw,E.C.2.4.1,2,4,1
6820,4ej2,E.C.2.4.1.1,2,4,1
6826,4eke,E.C.2.4.1.1,2,4,1
6829,4eky,E.C.2.4.1.1,2,4,1
6830,4el0,E.C.2.4.1.1,2,4,1
6831,4el5,E.C.2.4.1.1,2,4,1
7069,4gz3,E.C.2.4.1.255,2,4,1
7493,4kc1,E.C.2.4.1.37,2,4,1
7494,4kc2,E.C.2.4.1.37,2,4,1
7495,4kc4,E.C.2.4.1.37,2,4,1
7742,4mho,E.C.2.4.1.1,2,4,1
7743,4mhs,E.C.2.4.1.1,2,4,1
7746,4mi3,E.C.2.4.1.1,2,4,1
7747,4mi6,E.C.2.4.1.1,2,4,1
7748,4mi9,E.C.2.4.1.1,2,4,1
7750,4mic,E.C.2.4.1.1,2,4,1
7779,4mra,E.C.2.4.1.1,2,4,1
7989,4ool,E.C.2.4.1.129,2,4,1
8031,4p00,E.C.2.4.1.12,2,4,1
8032,4p02,E.C.2.4.1.12,2,4,1
8421,4rt0,E.C.2.4.1.33,2,4,1
8422,4rt1,E.C.2.4.1.33,2,4,1
8853,4y62,E.C.2.4.1.37 ,2,4,1
8854,4y63,E.C.2.4.1.37 ,2,4,1
8855,4y64,E.C.2.4.1.37 ,2,4,1
9181,5ajo,E.C.2.4.1.41 ,2,4,1
9754,5hl9,E.C.2.4.1.129 ,2,4,1
9755,5hlb,E.C.2.4.1.129,2,4,1
9756,5hld,E.C.2.4.1.129,2,4,1
9791,5i23,E.C.2.4.1.161,2,4,1
9792,5i24,E.C.2.4.1.161,2,4,1
10199,5ndf,E.C.2.4.1.41,2,4,1
10238,5npb,E.C.2.4.1.161,2,4,1
10239,5npc,E.C.2.4.1.161,2,4,1
10240,5npd,E.C.2.4.1.161,2,4,1
10241,5npe,E.C.2.4.1.161,2,4,1
10242,5npr,E.C.2.4.1.255,2,4,1
10243,5nps,E.C.2.4.1.255,2,4,1
10297,5o9o,E.C.2.4.1.-,2,4,1
10298,5o9p,E.C.2.4.1.-,2,4,1
10299,5o9q,E.C.2.4.1.-,2,4,1
10300,5o9r,E.C.2.4.1.-,2,4,1
10301,5o9y,E.C.2.4.1.-,2,4,1
10302,5oa2,E.C.2.4.1.-,2,4,1
10303,5oa6,E.C.2.4.1.-,2,4,1
10656,6cgt,E.C.2.4.1.19,2,4,1
10742,6egs,E.C.2.4.1.41,2,4,1
10791,6gpb,E.C.2.4.1.1,2,4,1
10810,7gpb,E.C.2.4.1.1,2,4,1
10819,8gpb,E.C.2.4.1.1,2,4,1
