,PDB code,EC number,Class,Subclass,Subsubclass
8174,4q4p,E.C.2.4.2.29,2,4,2
8175,4q4q,E.C.2.4.2.29,2,4,2
8176,4q4r,E.C.2.4.2.29,2,4,2
8177,4q4s,E.C.2.4.2.29,2,4,2
8353,4rab,E.C.2.4.2.8,2,4,2
8354,4rac,E.C.2.4.2.8,2,4,2
8355,4rad,E.C.2.4.2.8,2,4,2
8356,4ran,E.C.2.4.2.8,2,4,2
8357,4rao,E.C.2.4.2.8,2,4,2
8378,4rhu,E.C.2.4.2.8,2,4,2
8379,4rhx,E.C.2.4.2.8,2,4,2
8380,4rhy,E.C.2.4.2.8,2,4,2
8448,4tju,E.C.2.4.2.30,2,4,2
8449,4tjw,E.C.2.4.2.30,2,4,2
8450,4tjy,E.C.2.4.2.30,2,4,2
8451,4tk0,E.C.2.4.2.30,2,4,2
8456,4tk5,E.C.2.4.2.30,2,4,2
8457,4tkf,E.C.2.4.2.30,2,4,2
8458,4tkg,E.C.2.4.2.30,2,4,2
8459,4tki,E.C.2.4.2.30,2,4,2
8472,4trc,E.C.2.4.2.-,2,4,2
8553,4ufu,E.C.2.4.2.30,2,4,2
8554,4ufy,E.C.2.4.2.30,2,4,2
8556,4uhg,E.C.2.4.2.30,2,4,2
8557,4ui3,E.C.2.4.2.30,2,4,2
8558,4ui4,E.C.2.4.2.30,2,4,2
8559,4ui5,E.C.2.4.2.30,2,4,2
8560,4ui6,E.C.2.4.2.30,2,4,2
8561,4ui7,E.C.2.4.2.30,2,4,2
8562,4ui8,E.C.2.4.2.30,2,4,2
8602,4uuh,E.C.2.4.2.30,2,4,2
8604,4uvu,E.C.2.4.2.30,2,4,2
8605,4uvv,E.C.2.4.2.30,2,4,2
8606,4uvw,E.C.2.4.2.30,2,4,2
8607,4uvx,E.C.2.4.2.30,2,4,2
8608,4uvy,E.C.2.4.2.30,2,4,2
8609,4uw1,E.C.2.4.2.30,2,4,2
8615,4ux4,E.C.2.4.2.30,2,4,2
8878,4yb5,E.C.2.4.2.17,2,4,2
8879,4yb6,E.C.2.4.2.17,2,4,2
8880,4yb7,E.C.2.4.2.17,2,4,2
8887,4yc0,E.C.2.4.2.31,2,4,2
8993,4z68,E.C.2.4.2.30 ,2,4,2
9094,4zzx,E.C.2.4.2.30,2,4,2
9095,4zzy,E.C.2.4.2.30,2,4,2
9096,4zzz,E.C.2.4.2.30,2,4,2
9097,5a00,E.C.2.4.2.30,2,4,2
9151,5adq,E.C.2.4.2.30,2,4,2
9152,5adr,E.C.2.4.2.30,2,4,2
9153,5ads,E.C.2.4.2.30,2,4,2
9154,5adt,E.C.2.4.2.30,2,4,2
9155,5aeh,E.C.2.4.2.30,2,4,2
9199,5aku,E.C.2.4.2.30,2,4,2
9200,5akw,E.C.2.4.2.30,2,4,2
9202,5al1,E.C.2.4.2.30,2,4,2
9203,5al2,E.C.2.4.2.30,2,4,2
9204,5al3,E.C.2.4.2.30,2,4,2
9205,5al4,E.C.2.4.2.30,2,4,2
9206,5al5,E.C.2.4.2.30,2,4,2
9275,5ayy,E.C.2.4.2.19,2,4,2
9295,5brn,E.C.2.4.2.8,2,4,2
9298,5bsk,E.C.2.4.2.8,2,4,2
9500,5ece,E.C.2.4.2.30 ,2,4,2
9574,5etj,E.C.2.4.2.1,2,4,2
9585,5ety,E.C.2.4.2.30 ,2,4,2
9594,5ewk,E.C.2.4.2.31,2,4,2
9595,5ewy,E.C.2.4.2.31,2,4,2
9843,5iu6,E.C.2.4.2.1,2,4,2
9926,5jsq,E.C.2.4.2.8 ,2,4,2
9932,5jxq,E.C.2.4.2.29 ,2,4,2
9955,5k51,E.C.2.4.2.8,2,4,2
9962,5kam,E.C.2.4.2.8,2,4,2
9963,5kap,E.C.2.4.2.8,2,4,2
9975,5kit,E.C.2.4.2.12 ,2,4,2
9978,5ko5,E.C.2.4.2.1,2,4,2
10054,5lxp,E.C.2.4.2.30 ,2,4,2
10057,5lyh,E.C.2.4.2.30 ,2,4,2
10245,5nqe,E.C.2.4.2.30,2,4,2
10251,5nsx,E.C.2.4.2.30,2,4,2
10252,5nt0,E.C.2.4.2.30,2,4,2
10253,5nt4,E.C.2.4.2.30,2,4,2
10256,5nut,E.C.2.4.2.30,2,4,2
10257,5nvc,E.C.2.4.2.30,2,4,2
10258,5nve,E.C.2.4.2.30,2,4,2
10259,5nvf,E.C.2.4.2.30,2,4,2
10260,5nvh,E.C.2.4.2.30,2,4,2
10262,5nwb,E.C.2.4.2.30,2,4,2
10263,5nwc,E.C.2.4.2.30,2,4,2
10264,5nwd,E.C.2.4.2.30,2,4,2
10266,5nwg,E.C.2.4.2.30,2,4,2
10292,5o2d,E.C.2.4.2.30,2,4,2
10356,5ows,E.C.2.4.2.30,2,4,2
10357,5owt,E.C.2.4.2.30,2,4,2
10569,5wi0,E.C.2.4.2.12,2,4,2
10570,5wi1,E.C.2.4.2.12,2,4,2
10655,6cf6,E.C.2.4.2.30,2,4,2
10754,6ek3,E.C.2.4.2.-,2,4,2
10977,6ott,E.C.2.4.2.14,2,4,2
11034,6nrj,E.C.2.4.2.30,2,4,2
11035,6nri,E.C.2.4.2.30,2,4,2
11036,6nrh,E.C.2.4.2.30,2,4,2
11037,6nrg,E.C.2.4.2.30,2,4,2
11038,6nrf,E.C.2.4.2.30,2,4,2
11117,6fzm,E.C.2.4.2.30,2,4,2
11118,6fym,E.C.2.4.2.30,2,4,2
11121,6fpu,E.C.2.4.2.29,2,4,2
11122,6fmn,E.C.2.4.2.29,2,4,2
11155,6dz3,E.C.2.4.2.28,2,4,2
11156,6dz2,E.C.2.4.2.28,2,4,2
11157,6dz0,E.C.2.4.2.28,2,4,2
11158,6dyz,E.C.2.4.2.28,2,4,2
11175,6d9s,E.C.2.4.2.8,2,4,2
11201,6czf,E.C.2.4.2.14,2,4,2
11250,5zni,E.C.2.4.2.1,2,4,2
11251,5znc,E.C.2.4.2.1,2,4,2
