,PDB code,EC number,Class,Subclass,Subsubclass
10285,5nzp,E.C.1.1.1.95,1,1,1
10286,5nzq,E.C.1.1.1.95,1,1,1
10307,5ofv,E.C.1.1.1.95,1,1,1
10308,5ofw,E.C.1.1.1.95,1,1,1
10532,5vr8,E.C.1.1.1.22,1,1,1
10548,5w8h,E.C.1.1.1.27,1,1,1
10549,5w8i,E.C.1.1.1.27,1,1,1
10550,5w8j,E.C.1.1.1.27,1,1,1
10578,5yvt,E.C.1.1.1.41,1,1,1
10598,6bkx,E.C.1.1.1.42,1,1,1
10599,6bky,E.C.1.1.1.42,1,1,1
10600,6bl1,E.C.1.1.1.42,1,1,1
10601,6bl2,E.C.1.1.1.42,1,1,1
10824,9icd,E.C.1.1.1.42,1,1,1
10918,6q6f,E.C.1.1.1.42,1,1,1
10978,6om8,E.C.1.1.1.22,1,1,1
11176,6d4w,E.C.1.1.1.205,1,1,1
11177,6d4v,E.C.1.1.1.205,1,1,1
11178,6d4u,E.C.1.1.1.205,1,1,1
11179,6d4t,E.C.1.1.1.205,1,1,1
11180,6d4s,E.C.1.1.1.205,1,1,1
11181,6d4r,E.C.1.1.1.205,1,1,1
11182,6d4q,E.C.1.1.1.205,1,1,1
11254,5zjf,E.C.1.1.1.27,1,1,1
11301,5uq9,E.C.1.1.1.44,1,1,1
