,PDB code,EC number,Class,Subclass,Subsubclass
4865,3l7a,E.C.2.4.1.1,2,4,1
4866,3l7b,E.C.2.4.1.1,2,4,1
4867,3l7c,E.C.2.4.1.1,2,4,1
4868,3l7d,E.C.2.4.1.1,2,4,1
5027,3mqf,E.C.2.4.1.1,2,4,1
5028,3mrt,E.C.2.4.1.1,2,4,1
5029,3mrv,E.C.2.4.1.1,2,4,1
5030,3mrx,E.C.2.4.1.1,2,4,1
5031,3ms2,E.C.2.4.1.1,2,4,1
5032,3ms4,E.C.2.4.1.1,2,4,1
5033,3ms7,E.C.2.4.1.1,2,4,1
5035,3msc,E.C.2.4.1.1,2,4,1
5040,3mt7,E.C.2.4.1.1,2,4,1
5041,3mt8,E.C.2.4.1.1,2,4,1
5042,3mt9,E.C.2.4.1.1,2,4,1
5043,3mta,E.C.2.4.1.1,2,4,1
5044,3mtb,E.C.2.4.1.1,2,4,1
5045,3mtd,E.C.2.4.1.1,2,4,1
5110,3nc4,E.C.2.4.1.1,2,4,1
5132,3np7,E.C.2.4.1.1,2,4,1
5133,3np9,E.C.2.4.1.1,2,4,1
5134,3npa,E.C.2.4.1.1,2,4,1
5230,3oka,E.C.2.4.1.57,2,4,1
5231,3okc,E.C.2.4.1.57,2,4,1
5232,3okp,E.C.2.4.1.57,2,4,1
5274,3ozg,E.C.2.4.2,2,4,2
5307,3pax,E.C.2.4.2.30,2,4,2
5368,3pty,E.C.2.4.2,2,4,2
5409,3q6z,E.C.2.4.2.30,2,4,2
5410,3q71,E.C.2.4.2.30,2,4,2
5442,3qfy,E.C.2.4.1.20,2,4,1
5443,3qfz,E.C.2.4.1.20,2,4,1
5472,3qqs,E.C.2.4.2.18,2,4,2
5478,3qs8,E.C.2.4.2.18,2,4,2
5522,3r6c,E.C.2.4.2.18,2,4,2
5530,3r88,E.C.2.4.2.18,2,4,2
5576,3rr4,E.C.2.4.2.29,2,4,2
5628,3s0j,E.C.2.4.1.1,2,4,1
5631,3s1g,E.C.2.4.2.29,2,4,2
5715,3sm0,E.C.2.4.2.29,2,4,2
5756,3sym,E.C.2.4.1.1,2,4,1
5757,3syr,E.C.2.4.1.1,2,4,1
5773,3t3d,E.C.2.4.1.1,2,4,1
5774,3t3e,E.C.2.4.1.1,2,4,1
5775,3t3g,E.C.2.4.1.1,2,4,1
5776,3t3h,E.C.2.4.1.1,2,4,1
5777,3t3i,E.C.2.4.1.1,2,4,1
5834,3tll,E.C.2.4.2.29,2,4,2
5863,3twp,E.C.2.4.2.18,2,4,2
5864,3twr,E.C.2.4.2.30,2,4,2
5865,3tws,E.C.2.4.2.30,2,4,2
5866,3twu,E.C.2.4.2.30,2,4,2
5867,3twv,E.C.2.4.2.30,2,4,2
5868,3tww,E.C.2.4.2.30,2,4,2
5869,3twx,E.C.2.4.2.30,2,4,2
5906,3ua9,E.C.2.4.2.30,2,4,2
5910,3udd,E.C.2.4.2.30,2,4,2
5927,3uh2,E.C.2.4.2.30,2,4,2
5928,3uh4,E.C.2.4.2.30,2,4,2
5965,3uu1,E.C.2.4.2.18,2,4,2
5979,3v0l,E.C.2.4.1.37,2,4,1
5980,3v0p,E.C.2.4.1.37,2,4,1
6032,3vfq,E.C.2.4.2.30,2,4,2
6209,3zst,E.C.2.4.99.16,2,4,99
6230,3zy2,E.C.2.4.1.221,2,4,1
6231,3zy5,E.C.2.4.1.221,2,4,1
6275,4abk,E.C.2.4.2.30,2,4,2
6344,4avu,E.C.2.4.2.30,2,4,2
6345,4avw,E.C.2.4.2.30,2,4,2
6355,4ay5,E.C.2.4.1.255,2,4,1
6356,4ay6,E.C.2.4.1.255,2,4,1
6453,4bfp,E.C.2.4.2.30,2,4,2
6476,4bj9,E.C.2.4.2.30,2,4,2
6477,4bjb,E.C.2.4.2.30,2,4,2
6478,4bjc,E.C.2.4.2.30,2,4,2
6503,4bs4,E.C.2.4.2.30,2,4,2
6576,4cdr,E.C.2.4.1.225,2,4,1
6687,4de7,E.C.2.4.1.266,2,4,1
6719,4dmw,E.C.2.4.1,2,4,1
6749,4dvi,E.C.2.4.2.30,2,4,2
6791,4ear,E.C.2.4.2.1,2,4,2
6792,4eb8,E.C.2.4.2.1,2,4,2
6820,4ej2,E.C.2.4.1.1,2,4,1
6826,4eke,E.C.2.4.1.1,2,4,1
6829,4eky,E.C.2.4.1.1,2,4,1
6830,4el0,E.C.2.4.1.1,2,4,1
6831,4el5,E.C.2.4.1.1,2,4,1
6880,4f1l,E.C.2.4.2.30,2,4,2
6881,4f1q,E.C.2.4.2.30,2,4,2
6922,4fk7,E.C.2.4.2,2,4,2
6959,4fxq,E.C.2.4.2,2,4,2
7015,4giu,E.C.2.4.2.18,2,4,2
7032,4gkm,E.C.2.4.2.18,2,4,2
7069,4gz3,E.C.2.4.1.255,2,4,1
7120,4hhy,E.C.2.4.2.30,2,4,2
7121,4hhz,E.C.2.4.2.30,2,4,2
7123,4hki,E.C.2.4.2.30,2,4,2
7124,4hkk,E.C.2.4.2.30,2,4,2
7125,4hkn,E.C.2.4.2.30,2,4,2
7127,4hl5,E.C.2.4.2.30,2,4,2
7131,4hlf,E.C.2.4.2.30,2,4,2
7132,4hlg,E.C.2.4.2.30,2,4,2
7133,4hlh,E.C.2.4.2.30,2,4,2
7134,4hlk,E.C.2.4.2.30,2,4,2
7135,4hlm,E.C.2.4.2.30,2,4,2
7136,4hmh,E.C.2.4.2.30,2,4,2
7176,4hyf,E.C.2.4.2.30,2,4,2
7229,4i9i,E.C.2.4.2.30,2,4,2
7259,4ij1,E.C.2.4.2.18,2,4,2
7261,4ijq,E.C.2.4.2.8,2,4,2
7289,4iue,E.C.2.4.2.30,2,4,2
7322,4j21,E.C.2.4.2.30,2,4,2
7323,4j22,E.C.2.4.2.30,2,4,2
7328,4j3l,E.C.2.4.2.30,2,4,2
7329,4j3m,E.C.2.4.2.30,2,4,2
7378,4jit,E.C.2.4.2.22,2,4,2
7396,4jls,E.C.2.4.2.22,2,4,2
7397,4jnm,E.C.2.4.2.12,2,4,2
7411,4jr5,E.C.2.4.2.12,2,4,2
7462,4k4e,E.C.2.4.2.30   ,2,4,2
7463,4k4f,E.C.2.4.2.30   ,2,4,2
7493,4kc1,E.C.2.4.1.37,2,4,1
7494,4kc2,E.C.2.4.1.37,2,4,1
7495,4kc4,E.C.2.4.1.37,2,4,1
7500,4kfp,E.C.2.4.2.12,2,4,2
7537,4krs,E.C.2.4.2.30,2,4,2
7547,4kwo,E.C.2.4.2.29,2,4,2
7549,4kww,E.C.2.4.2.19,2,4,2
7567,4kzl,E.C.2.4.2.30,2,4,2
7568,4kzq,E.C.2.4.2.30,2,4,2
7569,4kzu,E.C.2.4.2.30,2,4,2
7571,4l09,E.C.2.4.2.30,2,4,2
7572,4l0b,E.C.2.4.2.30,2,4,2
7573,4l0i,E.C.2.4.2.30,2,4,2
7574,4l0s,E.C.2.4.2.30,2,4,2
7575,4l0t,E.C.2.4.2.30,2,4,2
7576,4l0v,E.C.2.4.2.30,2,4,2
7577,4l10,E.C.2.4.2.30,2,4,2
7580,4l2f,E.C.2.4.2.30,2,4,2
7581,4l2g,E.C.2.4.2.30,2,4,2
7582,4l2k,E.C.2.4.2.30,2,4,2
7585,4l31,E.C.2.4.2.30,2,4,2
7586,4l32,E.C.2.4.2.30,2,4,2
7587,4l33,E.C.2.4.2.30,2,4,2
7588,4l34,E.C.2.4.2.30,2,4,2
7591,4l4l,E.C.2.4.2.12,2,4,2
7592,4l4m,E.C.2.4.2.12,2,4,2
7597,4l6s,E.C.2.4.2.30,2,4,2
7599,4l70,E.C.2.4.2.30,2,4,2
7604,4l7l,E.C.2.4.2.30,2,4,2
7605,4l7n,E.C.2.4.2.30,2,4,2
7606,4l7o,E.C.2.4.2.30 ,2,4,2
7607,4l7r,E.C.2.4.2.30,2,4,2
7608,4l7u,E.C.2.4.2.30,2,4,2
7611,4lbu,E.C.2.4.2.29,2,4,2
7615,4leq,E.C.2.4.2.29,2,4,2
7624,4lhm,E.C.2.4.2.4,2,4,2
7626,4li6,E.C.2.4.2.30,2,4,2
7627,4li7,E.C.2.4.2.30,2,4,2
7628,4li8,E.C.2.4.2.30,2,4,2
7666,4lts,E.C.2.4.2.12,2,4,2
7674,4lww,E.C.2.4.2.12,2,4,2
7684,4m0r,E.C.2.4.2.18,2,4,2
7705,4m6p,E.C.2.4.2.12,2,4,2
7706,4m6q,E.C.2.4.2.12,2,4,2
7708,4m7b,E.C.2.4.2.30,2,4,2
7742,4mho,E.C.2.4.1.1,2,4,1
7743,4mhs,E.C.2.4.1.1,2,4,1
7746,4mi3,E.C.2.4.1.1,2,4,1
7747,4mi6,E.C.2.4.1.1,2,4,1
7748,4mi9,E.C.2.4.1.1,2,4,1
7750,4mic,E.C.2.4.1.1,2,4,1
7779,4mra,E.C.2.4.1.1,2,4,1
7786,4msg,E.C.2.4.2.30,2,4,2
7787,4msk,E.C.2.4.2.30,2,4,2
7790,4mt9,E.C.2.4.2.30,2,4,2
7829,4n3r,E.C.2.4.2.30,2,4,2
7832,4n4t,E.C.2.4.2.30,2,4,2
7833,4n4v,E.C.2.4.2.30,2,4,2
7844,4n8q,E.C.2.4.2.18,2,4,2
7848,4n9b,E.C.2.4.2.12,2,4,2
7849,4n9c,E.C.2.4.2.12,2,4,2
7850,4n9d,E.C.2.4.2.12,2,4,2
7851,4n9e,E.C.2.4.2.12,2,4,2
7920,4o0z,E.C.2.4.2.12,2,4,2
7921,4o10,E.C.2.4.2.12,2,4,2
7922,4o12,E.C.2.4.2.12,2,4,2
7923,4o13,E.C.2.4.2.12,2,4,2
7924,4o15,E.C.2.4.2.12,2,4,2
7925,4o1b,E.C.2.4.2.12,2,4,2
7926,4o1d,E.C.2.4.2.12,2,4,2
7928,4o28,E.C.2.4.2.12,2,4,2
7989,4ool,E.C.2.4.1.129,2,4,1
7990,4oon,E.C.2.4.2,2,4,2
8017,4owm,E.C.2.4.2.18,2,4,2
8018,4own,E.C.2.4.2.18,2,4,2
8019,4owv,E.C.2.4.2.18,2,4,2
8031,4p00,E.C.2.4.1.12,2,4,1
8032,4p02,E.C.2.4.1.12,2,4,1
8064,4pax,E.C.2.4.2.30,2,4,2
8075,4pjt,E.C.2.4.2.30,2,4,2
8087,4pml,E.C.2.4.2.30,2,4,2
8096,4pnl,E.C.2.4.2.30,2,4,2
8097,4pnm,E.C.2.4.2.30,2,4,2
8098,4pnn,E.C.2.4.2.30,2,4,2
8099,4pnq,E.C.2.4.2.30,2,4,2
8100,4pnr,E.C.2.4.2.30,2,4,2
8101,4pns,E.C.2.4.2.30,2,4,2
8102,4pnt,E.C.2.4.2.30,2,4,2
8123,4puj,E.C.2.4.2.29,2,4,2
8124,4puk,E.C.2.4.2.29,2,4,2
8125,4pul,E.C.2.4.2.29,2,4,2
8126,4pum,E.C.2.4.2.29,2,4,2
8173,4q4o,E.C.2.4.2.29,2,4,2
8174,4q4p,E.C.2.4.2.29,2,4,2
8175,4q4q,E.C.2.4.2.29,2,4,2
8176,4q4r,E.C.2.4.2.29,2,4,2
8177,4q4s,E.C.2.4.2.29,2,4,2
8353,4rab,E.C.2.4.2.8,2,4,2
8354,4rac,E.C.2.4.2.8,2,4,2
8355,4rad,E.C.2.4.2.8,2,4,2
8356,4ran,E.C.2.4.2.8,2,4,2
8357,4rao,E.C.2.4.2.8,2,4,2
8378,4rhu,E.C.2.4.2.8,2,4,2
8379,4rhx,E.C.2.4.2.8,2,4,2
8380,4rhy,E.C.2.4.2.8,2,4,2
8421,4rt0,E.C.2.4.1.33,2,4,1
8422,4rt1,E.C.2.4.1.33,2,4,1
8448,4tju,E.C.2.4.2.30,2,4,2
8449,4tjw,E.C.2.4.2.30,2,4,2
8450,4tjy,E.C.2.4.2.30,2,4,2
8451,4tk0,E.C.2.4.2.30,2,4,2
8456,4tk5,E.C.2.4.2.30,2,4,2
8457,4tkf,E.C.2.4.2.30,2,4,2
8458,4tkg,E.C.2.4.2.30,2,4,2
8459,4tki,E.C.2.4.2.30,2,4,2
8472,4trc,E.C.2.4.2.-,2,4,2
8514,4u2y,E.C.2.4.99.16,2,4,99
8553,4ufu,E.C.2.4.2.30,2,4,2
8554,4ufy,E.C.2.4.2.30,2,4,2
8556,4uhg,E.C.2.4.2.30,2,4,2
8557,4ui3,E.C.2.4.2.30,2,4,2
8558,4ui4,E.C.2.4.2.30,2,4,2
8559,4ui5,E.C.2.4.2.30,2,4,2
8560,4ui6,E.C.2.4.2.30,2,4,2
8561,4ui7,E.C.2.4.2.30,2,4,2
8562,4ui8,E.C.2.4.2.30,2,4,2
8602,4uuh,E.C.2.4.2.30,2,4,2
8604,4uvu,E.C.2.4.2.30,2,4,2
8605,4uvv,E.C.2.4.2.30,2,4,2
8606,4uvw,E.C.2.4.2.30,2,4,2
8607,4uvx,E.C.2.4.2.30,2,4,2
8608,4uvy,E.C.2.4.2.30,2,4,2
8609,4uw1,E.C.2.4.2.30,2,4,2
8615,4ux4,E.C.2.4.2.30,2,4,2
8853,4y62,E.C.2.4.1.37 ,2,4,1
8854,4y63,E.C.2.4.1.37 ,2,4,1
8855,4y64,E.C.2.4.1.37 ,2,4,1
8878,4yb5,E.C.2.4.2.17,2,4,2
8879,4yb6,E.C.2.4.2.17,2,4,2
8880,4yb7,E.C.2.4.2.17,2,4,2
8887,4yc0,E.C.2.4.2.31,2,4,2
8993,4z68,E.C.2.4.2.30 ,2,4,2
9094,4zzx,E.C.2.4.2.30,2,4,2
9095,4zzy,E.C.2.4.2.30,2,4,2
9096,4zzz,E.C.2.4.2.30,2,4,2
9097,5a00,E.C.2.4.2.30,2,4,2
9151,5adq,E.C.2.4.2.30,2,4,2
9152,5adr,E.C.2.4.2.30,2,4,2
9153,5ads,E.C.2.4.2.30,2,4,2
9154,5adt,E.C.2.4.2.30,2,4,2
9155,5aeh,E.C.2.4.2.30,2,4,2
9181,5ajo,E.C.2.4.1.41 ,2,4,1
9199,5aku,E.C.2.4.2.30,2,4,2
9200,5akw,E.C.2.4.2.30,2,4,2
9202,5al1,E.C.2.4.2.30,2,4,2
9203,5al2,E.C.2.4.2.30,2,4,2
9204,5al3,E.C.2.4.2.30,2,4,2
9205,5al4,E.C.2.4.2.30,2,4,2
9206,5al5,E.C.2.4.2.30,2,4,2
9275,5ayy,E.C.2.4.2.19,2,4,2
9295,5brn,E.C.2.4.2.8,2,4,2
9298,5bsk,E.C.2.4.2.8,2,4,2
9500,5ece,E.C.2.4.2.30 ,2,4,2
9574,5etj,E.C.2.4.2.1,2,4,2
9585,5ety,E.C.2.4.2.30 ,2,4,2
9594,5ewk,E.C.2.4.2.31,2,4,2
9595,5ewy,E.C.2.4.2.31,2,4,2
9712,5ggj,E.C.2.4.1 ,2,4,1 
9713,5ggk,E.C.2.4.1 ,2,4,1 
9714,5ggl,E.C.2.4.1 ,2,4,1 
9715,5ggn,E.C.2.4.1 ,2,4,1 
9716,5ggo,E.C.2.4.1 ,2,4,1 
9717,5ggp,E.C.2.4.1 ,2,4,1 
9754,5hl9,E.C.2.4.1.129 ,2,4,1
9755,5hlb,E.C.2.4.1.129,2,4,1
9756,5hld,E.C.2.4.1.129,2,4,1
9791,5i23,E.C.2.4.1.161,2,4,1
9792,5i24,E.C.2.4.1.161,2,4,1
9843,5iu6,E.C.2.4.2.1,2,4,2
9926,5jsq,E.C.2.4.2.8 ,2,4,2
9932,5jxq,E.C.2.4.2.29 ,2,4,2
9955,5k51,E.C.2.4.2.8,2,4,2
9962,5kam,E.C.2.4.2.8,2,4,2
9963,5kap,E.C.2.4.2.8,2,4,2
9975,5kit,E.C.2.4.2.12 ,2,4,2
9978,5ko5,E.C.2.4.2.1,2,4,2
10054,5lxp,E.C.2.4.2.30 ,2,4,2
10057,5lyh,E.C.2.4.2.30 ,2,4,2
10199,5ndf,E.C.2.4.1.41,2,4,1
10238,5npb,E.C.2.4.1.161,2,4,1
10239,5npc,E.C.2.4.1.161,2,4,1
10240,5npd,E.C.2.4.1.161,2,4,1
10241,5npe,E.C.2.4.1.161,2,4,1
10242,5npr,E.C.2.4.1.255,2,4,1
10243,5nps,E.C.2.4.1.255,2,4,1
10245,5nqe,E.C.2.4.2.30,2,4,2
10251,5nsx,E.C.2.4.2.30,2,4,2
10252,5nt0,E.C.2.4.2.30,2,4,2
10253,5nt4,E.C.2.4.2.30,2,4,2
10256,5nut,E.C.2.4.2.30,2,4,2
10257,5nvc,E.C.2.4.2.30,2,4,2
10258,5nve,E.C.2.4.2.30,2,4,2
10259,5nvf,E.C.2.4.2.30,2,4,2
10260,5nvh,E.C.2.4.2.30,2,4,2
10262,5nwb,E.C.2.4.2.30,2,4,2
10263,5nwc,E.C.2.4.2.30,2,4,2
10264,5nwd,E.C.2.4.2.30,2,4,2
10266,5nwg,E.C.2.4.2.30,2,4,2
10292,5o2d,E.C.2.4.2.30,2,4,2
10297,5o9o,E.C.2.4.1.-,2,4,1
10298,5o9p,E.C.2.4.1.-,2,4,1
10299,5o9q,E.C.2.4.1.-,2,4,1
10300,5o9r,E.C.2.4.1.-,2,4,1
10301,5o9y,E.C.2.4.1.-,2,4,1
10302,5oa2,E.C.2.4.1.-,2,4,1
10303,5oa6,E.C.2.4.1.-,2,4,1
10309,5ogl,E.C.2.4.99.19,2,4,99
10356,5ows,E.C.2.4.2.30,2,4,2
10357,5owt,E.C.2.4.2.30,2,4,2
10569,5wi0,E.C.2.4.2.12,2,4,2
10570,5wi1,E.C.2.4.2.12,2,4,2
