,PDB code,EC number,Class,Subclass,Subsubclass
7215,4i7b,E.C.6.3.2,6,3,2
7216,4i7c,E.C.6.3.2,6,3,2
7217,4i7d,E.C.6.3.2,6,3,2
7249,4ifi,E.C.6.3.2,6,3,2
7250,4igk,E.C.6.3.2,6,3,2
7274,4ipf,E.C.6.3.2,6,3,2
7326,4j3e,E.C.6.3.2,6,3,2
7331,4j44,E.C.6.3.2,6,3,2
7332,4j45,E.C.6.3.2,6,3,2
7333,4j46,E.C.6.3.2,6,3,2
7334,4j47,E.C.6.3.2,6,3,2
7335,4j48,E.C.6.3.2,6,3,2
7349,4j74,E.C.6.3.2,6,3,2
7350,4j7d,E.C.6.3.2,6,3,2
7351,4j7e,E.C.6.3.2,6,3,2
7412,4jrg,E.C.6.3.2,6,3,2
7415,4jsc,E.C.6.3.2,6,3,2
7425,4jv7,E.C.6.3.2,6,3,2
7426,4jv9,E.C.6.3.2,6,3,2
7427,4jve,E.C.6.3.2,6,3,2
7431,4jwr,E.C.6.3.2,6,3,2
7509,4kju,E.C.6.3.2,6,3,2
7510,4kjv,E.C.6.3.2,6,3,2
7616,4lge,E.C.6.3.2,6,3,2
7619,4lgu,E.C.6.3.2,6,3,2
7648,4lnf,E.C.6.3.1.2,6,3,1
7650,4lno,E.C.6.3.1.2,6,3,1
7671,4lwt,E.C.6.3.2,6,3,2
7672,4lwu,E.C.6.3.2,6,3,2
7673,4lwv,E.C.6.3.2,6,3,2
7731,4mdn,E.C.6.3.2,6,3,2
7732,4mdq,E.C.6.3.2,6,3,2
7777,4mq6,E.C.6.3.2.1,6,3,2
7791,4mti,E.C.6.3.2,6,3,2
7792,4mu7,E.C.6.3.2,6,3,2
7793,4mue,E.C.6.3.2.1,6,3,2
7794,4muf,E.C.6.3.2.1,6,3,2
7795,4muk,E.C.6.3.2.1,6,3,2
7796,4mul,E.C.6.3.2.1,6,3,2
7839,4n7h,E.C.6.3.2,6,3,2
7945,4oas,E.C.6.3.2,6,3,2
7949,4oba,E.C.6.3.2,6,3,2
7961,4occ,E.C.6.3.2,6,3,2
7970,4ode,E.C.6.3.2,6,3,2
7971,4odf,E.C.6.3.2,6,3,2
7976,4ofb,E.C.6.3.2.-,6,3,2
7977,4ogn,E.C.6.3.2,6,3,2
7978,4ogt,E.C.6.3.2,6,3,2
7979,4ogv,E.C.6.3.2,6,3,2
7992,4oq3,E.C.6.3.2,6,3,2
8023,4oyk,E.C.6.3.2,6,3,2
8033,4p0a,E.C.6.3.2,6,3,2
8034,4p0b,E.C.6.3.2,6,3,2
8254,4qo4,E.C.6.3.2,6,3,2
8256,4qoc,E.C.6.3.2.-,6,3,2
8265,4qpl,E.C.6.3.2,6,3,2
8575,4umn,E.C.6.3.2,6,3,2
8661,4wf2,E.C.6.3.4.15,6,3,4
8694,4wop,E.C.6.3.3.3,6,3,3
8704,4wt2,E.C.6.3.2,6,3,2
8709,4wvs,E.C.6.3.2.-,6,3,2
8710,4wvt,E.C.6.3.2.-,6,3,2
8711,4wvu,E.C.6.3.2.-,6,3,2
8810,4xtv,E.C.6.3.4.15,6,3,4
8811,4xtw,E.C.6.3.4.15,6,3,4
8812,4xtx,E.C.6.3.4.15,6,3,4
8813,4xty,E.C.6.3.4.15,6,3,4
8814,4xtz,E.C.6.3.4.15,6,3,4
8815,4xu0,E.C.6.3.4.15,6,3,4
8816,4xu1,E.C.6.3.4.15,6,3,4
8817,4xu2,E.C.6.3.4.15,6,3,4
8818,4xu3,E.C.6.3.4.15,6,3,4
8832,4xyc,E.C.6.3.1.2,6,3,1
8873,4yab,E.C.6.3.2.-,6,3,2
8874,4yad,E.C.6.3.2.-,6,3,2
8876,4yat,E.C.6.3.2.-,6,3,2
8877,4yax,E.C.6.3.2.-,6,3,2
8884,4ybm,E.C.6.3.2.-,6,3,2
8885,4ybs,E.C.6.3.2.-,6,3,2
8886,4ybt,E.C.6.3.2.-,6,3,2
8889,4yc9,E.C.6.3.2.-,6,3,2
8999,4z8m,E.C.6.3.2.-,6,3,2
9009,4zfi,E.C.6.3.2,6,3,2
9014,4zgk,E.C.6.3.2,6,3,2
9087,4zyc,E.C.6.3.2.-,6,3,2
9088,4zyf,E.C.6.3.2.-,6,3,2
9089,4zyi,E.C.6.3.2.-,6,3,2
9271,5axi,E.C.6.3.2,6,3,2
9315,5c0k,E.C.6.3.2.-,6,3,2
9327,5c3k,E.C.6.3.2.-,6,3,2
9330,5c7a,E.C.6.3.2.-,6,3,2
9331,5c7b,E.C.6.3.2.-,6,3,2
9332,5c7c,E.C.6.3.2.-,6,3,2
9333,5c7d,E.C.6.3.2.-,6,3,2
9334,5c83,E.C.6.3.2.-,6,3,2
9335,5c84,E.C.6.3.2.-,6,3,2
9339,5c91,E.C.6.3.2.-,6,3,2
9562,5epl,E.C.6.3.2,6,3,2
9622,5f6d,E.C.6.3.2,6,3,2
9623,5f6u,E.C.6.3.2,6,3,2
9624,5f6v,E.C.6.3.2,6,3,2
9761,5hmh,E.C.6.3.2 ,6,3,2 
9762,5hmi,E.C.6.3.2 ,6,3,2 
9763,5hmk,E.C.6.3.2,6,3,2
9820,5iay,E.C.6.3.2,6,3,2
9825,5igq,E.C.6.3.2,6,3,2
10016,5lav,E.C.6.3.2 ,6,3,2 
10017,5law,E.C.6.3.2,6,3,2
10018,5lay,E.C.6.3.2,6,3,2
10019,5laz,E.C.6.3.2 ,6,3,2 
10507,5trf,E.C.6.3.2,6,3,2
10685,6cve,E.C.6.3.3.3,6,3,3
10686,6cvf,E.C.6.3.3.3,6,3,3
10687,6cvv,E.C.6.3.3.3,6,3,3
10691,6czb,E.C.6.3.3.3,6,3,3
10692,6czc,E.C.6.3.3.3,6,3,3
10693,6czd,E.C.6.3.3.3,6,3,3
10694,6cze,E.C.6.3.3.3,6,3,3
10719,600000,E.C.6.3.3.3,6,3,3
10720,6000000,E.C.6.3.3.3,6,3,3
10946,6pk7,E.C.6.3.4.2,6,3,4
11229,6ai9,E.C.6.3.2.5,6,3,2
