,PDB code,EC number,Class,Subclass,Subsubclass
264,1d4y,E.C.3.4.23.16,3,4,23
265,1d5j,E.C.3.4.24.17,3,4,24
269,1d6w,E.C.3.4.21.5,3,4,21
272,1d7x,E.C.3.4.24.17,3,4,24
274,1d8f,E.C.3.4.24.17,3,4,24
275,1d8m,E.C.3.4.24.17,3,4,24
276,1d9i,E.C.3.4.21.5,3,4,21
287,1dif,E.C.3.4.23.16,3,4,23
290,1dmp,E.C.3.4.23.16,3,4,23
291,1dmt,E.C.3.4.24.11,3,4,24
292,1doj,E.C.3.4.21.5,3,4,21
296,1dth,E.C.3.4.24.42,3,4,24
302,1dva,E.C.3.4.21.21,3,4,21
303,1dwc,E.C.3.4.21.5,3,4,21
304,1dwd,E.C.3.4.21.5,3,4,21
306,1dxp,E.C.3.4.22.-,3,4,22
313,1e34,E.C.3.4.21.36,3,4,21
314,1e37,E.C.3.4.21.36,3,4,21
325,1eas,E.C.3.4.21.36,3,4,21
326,1eat,E.C.3.4.21.36,3,4,21
327,1eb1,E.C.3.4.21.5,3,4,21
328,1eb2,E.C.3.4.21.4,3,4,21
330,1ebw,E.C.3.4.23.16,3,4,23
331,1eby,E.C.3.4.23.16,3,4,23
332,1ebz,E.C.3.4.23.16,3,4,23
333,1ec0,E.C.3.4.23.16,3,4,23
334,1ec1,E.C.3.4.23.16,3,4,23
335,1ec2,E.C.3.4.23.16,3,4,23
336,1ec3,E.C.3.4.23.16,3,4,23
340,1eed,E.C.3.4.23.22,3,4,23
344,1ejn,E.C.3.4.21.73,3,4,21
347,1ekb,E.C.3.4.21.9,3,4,21
348,1ela,E.C.3.4.21.36,3,4,21
349,1elb,E.C.3.4.21.36,3,4,21
350,1elc,E.C.3.4.21.36,3,4,21
351,1eld,E.C.3.4.21.36,3,4,21
352,1ele,E.C.3.4.21.36,3,4,21
355,1ent,E.C.3.4.23.22,3,4,23
358,1eoj,E.C.3.4.21.5,3,4,21
359,1eol,E.C.3.4.21.5,3,4,21
361,1epo,E.C.3.4.23.22,3,4,23
362,1epp,E.C.3.4.23.22,3,4,23
363,1epq,E.C.3.4.23.22,3,4,23
366,1ets,E.C.3.4.21.5,3,4,21
367,1ett,E.C.3.4.21.5,3,4,21
368,1eub,E.C.3.4.24.0,3,4,24
376,1ezq,E.C.3.4.21.6,3,4,21
378,1f0r,E.C.3.4.21.6,3,4,21
379,1f0s,E.C.3.4.21.6,3,4,21
380,1f0t,E.C.3.4.21.4,3,4,21
381,1f0u,E.C.3.4.21.4,3,4,21
382,1f1j,E.C.3.4.22.0,3,4,22
384,1f2o,E.C.3.4.11.-,3,4,11
385,1f2p,E.C.3.4.11.-,3,4,11
392,1f57,E.C.3.4.17.1,3,4,17
393,1f5k,E.C.3.4.21.73,3,4,21
394,1f5l,E.C.3.4.21.73,3,4,21
403,1f92,E.C.3.4.21.73,3,4,21
404,1f9e,E.C.3.4.22.0,3,4,22
406,1fax,E.C.3.4.21.6,3,4,21
413,1fiv,E.C.3.4.23.16,3,4,23
415,1fjs,E.C.3.4.21.6,3,4,21
421,1fkn,E.C.3.4.23.-,3,4,23
423,1fls,E.C.3.4.24.0,3,4,24
424,1fmb,E.C.3.4.23.16,3,4,23
427,1fpc,E.C.3.4.21.5,3,4,21
431,1fq4,E.C.3.4.23.25,3,4,23
432,1fq5,E.C.3.4.23.25,3,4,23
433,1fq6,E.C.3.4.23.25,3,4,23
434,1fq7,E.C.3.4.23.25,3,4,23
435,1fq8,E.C.3.4.23.25,3,4,23
439,1ft7,E.C.3.4.11.10,3,4,11
442,1fv9,E.C.3.4.21.73,3,4,21
446,1g05,E.C.3.4.24.17,3,4,24
450,1g2k,E.C.3.4.23.16,3,4,23
451,1g2l,E.C.3.4.21.6,3,4,21
452,1g2m,E.C.3.4.21.6,3,4,21
454,1g30,E.C.3.4.21.5,3,4,21
455,1g32,E.C.3.4.21.5,3,4,21
456,1g35,E.C.3.4.23.16,3,4,23
457,1g36,E.C.3.4.21.4,3,4,21
458,1g37,E.C.3.4.21.5,3,4,21
459,1g3b,E.C.3.4.21.4,3,4,21
460,1g3c,E.C.3.4.21.4,3,4,21
461,1g3d,E.C.3.4.21.4,3,4,21
462,1g3e,E.C.3.4.21.4,3,4,21
468,1g49,E.C.3.4.24.17,3,4,24
470,1g4k,E.C.3.4.24.17,3,4,24
483,1g9a,E.C.3.4.24.69,3,4,24
484,1g9b,E.C.3.4.24.69,3,4,24
485,1g9c,E.C.3.4.24.69,3,4,24
486,1g9d,E.C.3.4.24.69,3,4,24
496,1gbt,E.C.3.4.21.4,3,4,21
497,1gfw,E.C.3.4.22.0,3,4,22
500,1ggd,E.C.3.4.21.1,3,4,21
502,1ghv,E.C.3.4.21.5,3,4,21
503,1ghw,E.C.3.4.21.5,3,4,21
504,1ghy,E.C.3.4.21.5,3,4,21
505,1ghz,E.C.3.4.21.4,3,4,21
506,1gi1,E.C.3.4.21.4,3,4,21
507,1gi4,E.C.3.4.21.4,3,4,21
508,1gi6,E.C.3.4.21.4,3,4,21
509,1gi7,E.C.3.4.21.73,3,4,21
510,1gi8,E.C.3.4.21.73,3,4,21
511,1gi9,E.C.3.4.21.73,3,4,21
512,1gj4,E.C.3.4.21.5,3,4,21
513,1gj5,E.C.3.4.21.5,3,4,21
514,1gj6,E.C.3.4.21.4,3,4,21
515,1gj7,E.C.3.4.21.73,3,4,21
516,1gj8,E.C.3.4.21.73,3,4,21
517,1gja,E.C.3.4.21.73,3,4,21
518,1gjb,E.C.3.4.21.73,3,4,21
519,1gjc,E.C.3.4.21.73,3,4,21
520,1gjd,E.C.3.4.21.73,3,4,21
521,1gmy,E.C.3.4.22.1,3,4,22
522,1gnm,E.C.3.4.23.16,3,4,23
523,1gnn,E.C.3.4.23.16,3,4,23
524,1gno,E.C.3.4.23.16,3,4,23
535,1gvk,E.C.3.4.21.36,3,4,21
536,1gvu,E.C.3.4.23.22,3,4,23
537,1gvw,E.C.3.4.23.22,3,4,23
538,1gvx,E.C.3.4.23.22,3,4,23
556,1h1b,E.C.3.4.21.37,3,4,21
580,1h4w,E.C.3.4.21.4,3,4,21
586,1h9l,E.C.3.4.21.36,3,4,21
589,1hbv,E.C.3.4.23.16,3,4,23
590,1hdq,E.C.3.4.17.1,3,4,17
591,1hdt,E.C.3.4.21.5,3,4,21
592,1hee,E.C.3.4.17.1,3,4,17
593,1hef,E.C.3.4.23.16,3,4,23
594,1heg,E.C.3.4.23.16,3,4,23
595,1hfs,E.C.3.4.24.17,3,4,24
596,1hgt,E.C.3.4.21.5,3,4,21
600,1hih,E.C.3.4.23.16,3,4,23
601,1hii,E.C.3.4.23.16,3,4,23
602,1hiv,E.C.3.4.23.16,3,4,23
611,1hos,E.C.3.4.23.16,3,4,23
614,1hpo,E.C.3.4.23.16,3,4,23
615,1hps,E.C.3.4.23.16,3,4,23
616,1hpv,E.C.3.4.23.16,3,4,23
617,1hpx,E.C.3.4.23.16,3,4,23
622,1hrn,E.C.3.4.23.15,3,4,23
624,1hsg,E.C.3.4.23.16,3,4,23
625,1hsh,E.C.3.4.23.16,3,4,23
626,1hte,E.C.3.4.23.16,3,4,23
627,1htf,E.C.3.4.23.16,3,4,23
628,1htg,E.C.3.4.23.16,3,4,23
631,1hv5,E.C.3.4.24.0,3,4,24
632,1hvh,E.C.3.4.23.16,3,4,23
633,1hvi,E.C.3.4.23.16,3,4,23
634,1hvj,E.C.3.4.23.16,3,4,23
635,1hvk,E.C.3.4.23.16,3,4,23
636,1hvl,E.C.3.4.23.16,3,4,23
637,1hvr,E.C.3.4.23.16,3,4,23
638,1hvs,E.C.3.4.23.16,3,4,23
640,1hwr,E.C.3.4.23.16,3,4,23
642,1hxb,E.C.3.4.23.16,3,4,23
644,1hxw,E.C.3.4.23.16,3,4,23
645,1hy7,E.C.3.4.24.17,3,4,24
650,1i1e,E.C.3.4.24.69,3,4,24
675,1iau,E.C.3.4.21.79,3,4,21
676,1ibc,E.C.3.4.22.36,3,4,22
678,1ida,E.C.3.4.23.16,3,4,23
679,1idb,E.C.3.4.23.16,3,4,23
686,1iht,E.C.3.4.21.5,3,4,21
690,1iiq,E.C.3.4.23.16,3,4,23
702,1inc,E.C.3.4.21.36,3,4,21
709,1ivp,E.C.3.4.23.16,3,4,23
710,1iy7,E.C.3.4.17.1,3,4,17
712,1izh,E.C.3.4.23.16,3,4,23
713,1izi,E.C.3.4.23.16,3,4,23
716,1j14,E.C.3.4.21.4,3,4,21
717,1j15,E.C.3.4.21.4,3,4,21
718,1j16,E.C.3.4.21.4,3,4,21
719,1j17,E.C.3.4.21.4,3,4,21
721,1j36,E.C.3.4.15.1,3,4,15
722,1j37,E.C.3.4.15.1,3,4,15
731,1jao,E.C.3.4.24.34,3,4,24
732,1jaq,E.C.3.4.24.34,3,4,24
738,1jh1,E.C.3.4.24.34,3,4,24
743,1jiz,E.C.3.4.24.65,3,4,24
744,1jj9,E.C.3.4.24.34,3,4,24
749,1jld,E.C.3.4.23.16,3,4,23
764,1jrs,E.C.3.4.21.4,3,4,21
773,1jwt,E.C.3.4.21.5,3,4,21
779,1k1i,E.C.3.4.21.4,3,4,21
780,1k1j,E.C.3.4.21.4,3,4,21
781,1k1l,E.C.3.4.21.4,3,4,21
782,1k1m,E.C.3.4.21.4,3,4,21
783,1k1n,E.C.3.4.21.4,3,4,21
784,1k1o,E.C.3.4.21.4,3,4,21
785,1k1p,E.C.3.4.21.4,3,4,21
787,1k21,E.C.3.4.21.5,3,4,21
788,1k22,E.C.3.4.21.5,3,4,21
790,1k2i,E.C.3.4.21.1,3,4,21
796,1k6c,E.C.3.4.23.16,3,4,23
797,1k6p,E.C.3.4.23.16,3,4,23
798,1k6t,E.C.3.4.23.16,3,4,23
799,1k6v,E.C.3.4.23.16,3,4,23
823,1ksn,E.C.3.4.21.6,3,4,21
825,1ktt,E.C.3.4.21.5,3,4,21
826,1kug,E.C.3.4.24.44,3,4,24
827,1kui,E.C.3.4.24.44,3,4,24
828,1kuk,E.C.3.4.24.44,3,4,24
835,1kyn,E.C.3.4.21.20,3,4,21
838,1kzk,E.C.3.4.23.16,3,4,23
849,1lan,E.C.3.4.11.1,3,4,11
853,1lcp,E.C.3.4.11.1,3,4,11
856,1lee,E.C.3.4.23.39,3,4,23
858,1lf2,E.C.3.4.23.39,3,4,23
859,1lf3,E.C.3.4.23.39,3,4,23
863,1lhc,E.C.3.4.21.5,3,4,21
864,1lhd,E.C.3.4.21.5,3,4,21
865,1lhe,E.C.3.4.21.5,3,4,21
866,1lhf,E.C.3.4.21.5,3,4,21
867,1lhg,E.C.3.4.21.5,3,4,21
880,1lpg,E.C.3.4.21.6,3,4,21
881,1lpk,E.C.3.4.21.6,3,4,21
882,1lpz,E.C.3.4.21.6,3,4,21
884,1lqd,E.C.3.4.21.6,3,4,21
885,1lqe,E.C.3.4.21.4,3,4,21
892,1lyb,E.C.3.4.23.5,3,4,23
895,1lzq,E.C.3.4.23.16,3,4,23
896,1m0b,E.C.3.4.23.16,3,4,23
906,1m4h,E.C.3.4.23.-,3,4,23
917,1me3,E.C.3.4.22.0,3,4,22
918,1me4,E.C.3.4.22.0,3,4,22
921,1mem,E.C.3.4.22.38,3,4,22
922,1mes,E.C.3.4.23.16,3,4,23
923,1met,E.C.3.4.23.16,3,4,23
924,1meu,E.C.3.4.23.16,3,4,23
926,1mhw,E.C.3.4.22.15,3,4,22
929,1mmp,E.C.3.4.24.23,3,4,24
930,1mmq,E.C.3.4.24.23,3,4,24
931,1mmr,E.C.3.4.24.23,3,4,24
933,1mnc,E.C.3.4.24.34,3,4,24
936,1mpl,E.C.3.4.16.4,3,4,16
937,1mq5,E.C.3.4.21.6,3,4,21
938,1mq6,E.C.3.4.21.6,3,4,21
941,1mrw,E.C.3.4.23.16,3,4,23
942,1mrx,E.C.3.4.23.16,3,4,23
944,1ms6,E.C.3.4.22.27,3,4,22
945,1msm,E.C.3.4.23.16,3,4,23
946,1msn,E.C.3.4.23.16,3,4,23
948,1mtr,E.C.3.4.23.16,3,4,23
949,1mu6,E.C.3.4.21.5,3,4,21
950,1mu8,E.C.3.4.21.5,3,4,21
951,1mue,E.C.3.4.21.5,3,4,21
952,1mui,E.C.3.4.23.16,3,4,23
960,1n1m,E.C.3.4.14.5,3,4,14
966,1n51,E.C.3.4.11.9,3,4,11
975,1nc6,E.C.3.4.21.4,3,4,21
983,1nfu,E.C.3.4.21.6,3,4,21
984,1nfw,E.C.3.4.21.6,3,4,21
985,1nfx,E.C.3.4.21.6,3,4,21
986,1nfy,E.C.3.4.21.6,3,4,21
987,1nh0,E.C.3.4.23.16,3,4,23
1004,1njt,E.C.3.4.21.97,3,4,21
1005,1nju,E.C.3.4.21.97,3,4,21
1007,1nkm,E.C.3.4.21.97,3,4,21
1009,1nl6,E.C.3.4.22.38,3,4,22
1012,1nlj,E.C.3.4.22.38,3,4,22
1015,1nm6,E.C.3.4.21.5,3,4,21
1017,1nms,E.C.3.4.22.0,3,4,22
1022,1no9,E.C.3.4.21.5,3,4,21
1028,1npa,E.C.3.4.23.16,3,4,23
1029,1npv,E.C.3.4.23.16,3,4,23
1030,1npw,E.C.3.4.23.16,3,4,23
1031,1npz,E.C.3.4.22.27,3,4,22
1032,1nqc,E.C.3.4.22.27,3,4,22
1033,1nt1,E.C.3.4.21.5,3,4,21
1037,1nu8,E.C.3.4.14.5,3,4,14
1047,1ny2,E.C.3.4.21.5,3,4,21
1052,1nzq,E.C.3.4.21.5,3,4,21
1054,1o0d,E.C.3.4.21.5,3,4,21
1061,1o2g,E.C.3.4.21.5,3,4,21
1062,1o2h,E.C.3.4.21.4,3,4,21
1063,1o2j,E.C.3.4.21.4,3,4,21
1064,1o2k,E.C.3.4.21.4,3,4,21
1065,1o2n,E.C.3.4.21.4,3,4,21
1066,1o2o,E.C.3.4.21.4,3,4,21
1067,1o2p,E.C.3.4.21.4,3,4,21
1068,1o2q,E.C.3.4.21.4,3,4,21
1069,1o2r,E.C.3.4.21.4,3,4,21
1070,1o2s,E.C.3.4.21.4,3,4,21
1071,1o2t,E.C.3.4.21.4,3,4,21
1072,1o2u,E.C.3.4.21.4,3,4,21
1073,1o2v,E.C.3.4.21.4,3,4,21
1074,1o2w,E.C.3.4.21.4,3,4,21
1075,1o2x,E.C.3.4.21.4,3,4,21
1076,1o2y,E.C.3.4.21.4,3,4,21
1077,1o2z,E.C.3.4.21.4,3,4,21
1078,1o30,E.C.3.4.21.4,3,4,21
1079,1o32,E.C.3.4.21.4,3,4,21
1080,1o33,E.C.3.4.21.4,3,4,21
1081,1o34,E.C.3.4.21.4,3,4,21
1082,1o35,E.C.3.4.21.4,3,4,21
1083,1o36,E.C.3.4.21.4,3,4,21
1084,1o37,E.C.3.4.21.4,3,4,21
1085,1o38,E.C.3.4.21.4,3,4,21
1086,1o39,E.C.3.4.21.4,3,4,21
1087,1o3b,E.C.3.4.21.4,3,4,21
1088,1o3c,E.C.3.4.21.4,3,4,21
1089,1o3d,E.C.3.4.21.4,3,4,21
1090,1o3e,E.C.3.4.21.4,3,4,21
1091,1o3f,E.C.3.4.21.4,3,4,21
1092,1o3g,E.C.3.4.21.4,3,4,21
1093,1o3h,E.C.3.4.21.4,3,4,21
1094,1o3i,E.C.3.4.21.4,3,4,21
1095,1o3j,E.C.3.4.21.4,3,4,21
1096,1o3k,E.C.3.4.21.4,3,4,21
1097,1o3l,E.C.3.4.21.4,3,4,21
1098,1o3p,E.C.3.4.21.73,3,4,21
1125,1o5a,E.C.3.4.21.73,3,4,21
1126,1o5b,E.C.3.4.21.73,3,4,21
1127,1o5c,E.C.3.4.21.73,3,4,21
1128,1o5e,E.C.3.4.21.0,3,4,21
1129,1o5f,E.C.3.4.21.0,3,4,21
1130,1o5g,E.C.3.4.21.5,3,4,21
1139,1o86,E.C.3.4.15.1,3,4,15
1147,1ody,E.C.3.4.23.16,3,4,23
1155,1ohr,E.C.3.4.23.16,3,4,23
1169,1okx,E.C.3.4.21.36,3,4,21
1184,1orw,E.C.3.4.14.5,3,4,14
1185,1os0,E.C.3.4.24.27,3,4,24
1187,1oss,E.C.3.4.21.4,3,4,21
1195,1owd,E.C.3.4.21.73,3,4,21
1196,1owe,E.C.3.4.21.73,3,4,21
1197,1owh,E.C.3.4.21.73,3,4,21
1198,1owi,E.C.3.4.21.73,3,4,21
1199,1owj,E.C.3.4.21.73,3,4,21
1200,1owk,E.C.3.4.21.73,3,4,21
1201,1oxg,E.C.3.4.21.1,3,4,21
1204,1oyq,E.C.3.4.21.4,3,4,21
1205,1oyt,E.C.3.4.21.5,3,4,21
1208,1p01,E.C.3.4.21.12,3,4,21
1209,1p02,E.C.3.4.21.12,3,4,21
1210,1p03,E.C.3.4.21.12,3,4,21
1211,1p04,E.C.3.4.21.12,3,4,21
1212,1p05,E.C.3.4.21.12,3,4,21
1213,1p06,E.C.3.4.21.12,3,4,21
1215,1p10,E.C.3.4.21.12,3,4,21
1221,1p57,E.C.3.4.21.0,3,4,21
1227,1pau,E.C.3.4.22.0,3,4,22
1241,1pip,E.C.3.4.22.2,3,4,22
1249,1pop,E.C.3.4.22.2,3,4,22
1250,1ppc,E.C.3.4.21.4,3,4,21
1251,1pph,E.C.3.4.21.4,3,4,21
1253,1ppk,E.C.3.4.23.20,3,4,23
1254,1ppl,E.C.3.4.23.20,3,4,23
1255,1ppm,E.C.3.4.23.20,3,4,23
1263,1pro,E.C.3.4.23.16,3,4,23
1270,1pwp,E.C.3.4.24.83,3,4,24
1271,1pwq,E.C.3.4.24.83,3,4,24
1272,1pwu,E.C.3.4.24.83,3,4,24
1284,1py1,E.C.3.4.23.0,3,4,23
1306,1q6k,E.C.3.4.22.38,3,4,22
1324,1qb1,E.C.3.4.21.4,3,4,21
1325,1qb6,E.C.3.4.21.4,3,4,21
1326,1qb9,E.C.3.4.21.4,3,4,21
1327,1qbn,E.C.3.4.21.4,3,4,21
1328,1qbo,E.C.3.4.21.4,3,4,21
1330,1qbr,E.C.3.4.23.16,3,4,23
1331,1qbs,E.C.3.4.23.16,3,4,23
1332,1qbt,E.C.3.4.23.16,3,4,23
1333,1qbu,E.C.3.4.23.16,3,4,23
1334,1qbv,E.C.3.4.21.5,3,4,21
1336,1qcp,E.C.3.4.21.4,3,4,21
1337,1qf0,E.C.3.4.24.27,3,4,24
1338,1qf1,E.C.3.4.24.27,3,4,24
1339,1qf2,E.C.3.4.24.27,3,4,24
1342,1qfs,E.C.3.4.21.26,3,4,21
1344,1qhr,E.C.3.4.21.5,3,4,21
1347,1qj1,E.C.3.4.21.5,3,4,21
1348,1qj6,E.C.3.4.21.5,3,4,21
1349,1qj7,E.C.3.4.21.5,3,4,21
1350,1qji,E.C.3.4.24.21,3,4,24
1353,1ql7,E.C.3.4.21.4,3,4,21
1354,1ql9,E.C.3.4.21.4,3,4,21
1364,1qq9,E.C.3.4.11.-,3,4,11
1365,1qr3,E.C.3.4.21.36,3,4,21
1368,1qtn,E.C.3.4.22.0,3,4,22
1376,1qxw,E.C.3.4.11.18,3,4,11
1377,1qxy,E.C.3.4.11.18,3,4,11
1378,1qxz,E.C.3.4.11.18,3,4,11
1380,1r1h,E.C.3.4.24.11,3,4,24
1381,1r1i,E.C.3.4.24.11,3,4,24
1382,1r1j,E.C.3.4.24.11,3,4,24
1384,1r58,E.C.3.4.11.18,3,4,11
1385,1r5g,E.C.3.4.11.18,3,4,11
1386,1r5h,E.C.3.4.11.18,3,4,11
1390,1re1,E.C.3.4.22.0,3,4,22
1397,1rhj,E.C.3.4.22.0,3,4,22
1398,1rhk,E.C.3.4.22.0,3,4,22
1399,1rhm,E.C.3.4.22.0,3,4,22
1400,1rhq,E.C.3.4.22.0,3,4,22
1401,1rhr,E.C.3.4.22.0,3,4,22
1402,1rhu,E.C.3.4.22.0,3,4,22
1403,1riw,E.C.3.4.21.5,3,4,21
1406,1rm8,E.C.3.4.24.0,3,4,24
1407,1rmz,E.C.3.4.24.65,3,4,24
1408,1rne,E.C.3.4.23.15,3,4,23
1413,1ros,E.C.3.4.24.65,3,4,24
1428,1rtf,E.C.3.4.21.68,3,4,21
1435,1rwq,E.C.3.4.14.5,3,4,14
1436,1rww,E.C.3.4.22.36,3,4,22
1437,1rwx,E.C.3.4.22.36,3,4,22
1438,1rxp,E.C.3.4.21.4,3,4,21
1450,1sb1,E.C.3.4.21.5,3,4,21
1451,1sbg,E.C.3.4.23.16,3,4,23
1452,1sc8,E.C.3.4.21.73,3,4,21
1453,1sdt,E.C.3.4.23.16,3,4,23
1454,1sdu,E.C.3.4.23.16,3,4,23
1455,1sdv,E.C.3.4.23.16,3,4,23
1456,1sfi,E.C.3.4.21.4,3,4,21
1457,1sgu,E.C.3.4.23.16,3,4,23
1458,1sh9,E.C.3.4.23.16,3,4,23
1460,1siv,E.C.3.4.23.16,3,4,23
1462,1sl3,E.C.3.4.21.5,3,4,21
1463,1sln,E.C.3.4.24.17,3,4,24
1465,1sme,E.C.3.4.23.39,3,4,23
1466,1snk,E.C.3.4.22.38,3,4,22
1470,1sqa,E.C.3.4.21.73,3,4,21
1473,1sqo,E.C.3.4.21.73,3,4,21
1476,1sqt,E.C.3.4.21.73,3,4,21
1489,1t31,E.C.3.4.21.39,3,4,21
1490,1t32,E.C.3.4.21.20,3,4,21
1499,1t4v,E.C.3.4.21.5,3,4,21
1503,1t7d,E.C.3.4.21.89,3,4,21
1504,1t7j,E.C.3.4.23.16,3,4,23
1505,1ta2,E.C.3.4.21.5,3,4,21
1506,1ta6,E.C.3.4.21.5,3,4,21
1507,1tbz,E.C.3.4.21.5,3,4,21
1509,1tcw,E.C.3.4.23.16,3,4,23
1510,1tcx,E.C.3.4.23.16,3,4,23
1514,1thl,E.C.3.4.24.27,3,4,24
1515,1thr,E.C.3.4.21.5,3,4,21
1516,1ths,E.C.3.4.21.5,3,4,21
1528,1tl9,E.C.3.4.22.52,3,4,22
1529,1tlo,E.C.3.4.22.52,3,4,22
1530,1tlp,E.C.3.4.24.27,3,4,24
1531,1tmb,E.C.3.4.21.5,3,4,21
1533,1tmn,E.C.3.4.24.27,3,4,24
1534,1tng,E.C.3.4.21.4,3,4,21
1535,1tnh,E.C.3.4.21.4,3,4,21
1536,1tni,E.C.3.4.21.4,3,4,21
1537,1tnj,E.C.3.4.21.4,3,4,21
1538,1tnk,E.C.3.4.21.4,3,4,21
1539,1tnl,E.C.3.4.21.4,3,4,21
1544,1tom,E.C.3.4.21.5,3,4,21
