,PDB code,EC number,Class,Subclass,Subsubclass
9405,5d6y,E.C.1.14.11,1,14,11
9610,5f2s,E.C.1.14.11 ,1,14,11 
9611,5f2w,E.C.1.14.11 ,1,14,11 
9612,5f32,E.C.1.14.11 ,1,14,11 
9613,5f37,E.C.1.14.11 ,1,14,11 
9614,5f39,E.C.1.14.11 ,1,14,11 
9615,5f3c,E.C.1.14.11 ,1,14,11 
9616,5f3e,E.C.1.14.11 ,1,14,11 
9617,5f3g,E.C.1.14.11 ,1,14,11 
9618,5f3i,E.C.1.14.11 ,1,14,11 
9621,5f5i,E.C.1.14.11 ,1,14,11 
9682,5fpu,E.C.1.14.11,1,14,11
9691,5fun,E.C.1.14.11,1,14,11
9697,5fwj,E.C.1.14.11,1,14,11
9839,5isl,E.C.1.14.11 ,1,14,11 
9848,5ivc,E.C.1.14.11,1,14,11
9849,5ive,E.C.1.14.11,1,14,11
9850,5ivf,E.C.1.14.11,1,14,11
9851,5ivj,E.C.1.14.11,1,14,11
9852,5ivv,E.C.1.14.11,1,14,11
9853,5ivy,E.C.1.14.11,1,14,11
9854,5iw0,E.C.1.14.11,1,14,11
9873,5j6d,E.C.1.14.16.4 ,1,14,16
9952,5k4l,E.C.1.14.11,1,14,11
10055,5ly1,E.C.1.14.11.-,1,14,11
10056,5ly2,E.C.1.14.11.-,1,14,11
10358,5ox5,E.C.1.14.11.29,1,14,11
10359,5ox6,E.C.1.14.11.29,1,14,11
10527,5var,E.C.1.14.11.-,1,14,11
10586,6bgu,E.C.1.14.11.-,1,14,11
10587,6bgv,E.C.1.14.11.-,1,14,11
10588,6bgw,E.C.1.14.11.-,1,14,11
10589,6bgx,E.C.1.14.11.-,1,14,11
10590,6bgy,E.C.1.14.11.-,1,14,11
10591,6bgz,E.C.1.14.11.-,1,14,11
10592,6bh0,E.C.1.14.11.-,1,14,11
10593,6bh1,E.C.1.14.11.-,1,14,11
10594,6bh2,E.C.1.14.11.-,1,14,11
10595,6bh3,E.C.1.14.11.-,1,14,11
10596,6bh5,E.C.1.14.11.-,1,14,11
10711,6dq4,E.C.1.14.11.-,1,14,11
10712,6dq5,E.C.1.14.11.-,1,14,11
10713,6dq6,E.C.1.14.11.-,1,14,11
10714,6dq8,E.C.1.14.11.-,1,14,11
10715,6dqa,E.C.1.14.11.-,1,14,11
10716,6dqb,E.C.1.14.11.-,1,14,11
10764,6evm,E.C.1.14.11.2,1,14,11
10765,6evn,E.C.1.14.11.2,1,14,11
10766,6evo,E.C.1.14.11.2,1,14,11
10767,6evp,E.C.1.14.11.2,1,14,11
11095,6gdy,E.C.1.14.11,1,14,11
11130,6ets,E.C.1.14.11,1,14,11
11131,6etg,E.C.1.14.11,1,14,11
11223,6akw,E.C.1.14.11.53,1,14,11
11225,6ak4,E.C.1.14.11.53,1,14,11
11235,6aej,E.C.1.14.11.53,1,14,11
11319,5oy3,E.C.1.14.11,1,14,11
