,PDB code,EC number,Class,Subclass,Subsubclass
3166,2vle,E.C.1.2.1.3,1,2,1
3177,2vr0,E.C.1.7.2.2,1,7,2
3226,2w0x,E.C.1.14.11.16,1,14,11
3236,2w2i,E.C.1.14.11.-,1,14,11
3242,2w54,E.C.1.1.1.204,1,1,1
3259,2w9h,E.C.1.5.1.3,1,5,1
3260,2wa3,E.C.1.14.11.16,1,14,11
3261,2wa4,E.C.1.14.11.16,1,14,11
3275,2wd7,E.C.1.5.1.33,1,5,1
3344,2wwj,E.C.1.14.11.27,1,14,11
3363,2wzm,E.C.1.1.1.218,1,1,1
3411,2xcg,E.C.1.4.3.4,1,4,3
3459,2xml,E.C.1.14.11.-,1,14,11
3509,2y1d,E.C.1.1.1.267,1,1,1
3510,2y1g,E.C.1.1.1.267,1,1,1
3521,2y34,E.C.1.14.11.29,1,14,11
3562,2ybk,E.C.1.14.11.-,1,14,11
3563,2ybp,E.C.1.14.11.-,1,14,11
3564,2ybs,E.C.1.14.11.-,1,14,11
3567,2yc0,E.C.1.14.11.16,1,14,11
3575,2yde,E.C.1.14.11.16,1,14,11
3592,2yiu,E.C.1.10.2.2,1,10,2
3593,2yiv,E.C.1.2.99.2,1,2,99
3635,2z97,E.C.1.14.15.1,1,14,15
3665,2zlf,E.C.1.17.4.1,1,17,4
3666,2zlg,E.C.1.17.4.1,1,17,4
3718,3ad7,E.C.1.5.3.1,1,5,3
3719,3ad8,E.C.1.5.3.1,1,5,3
3815,3bgl,E.C.1.1.1.34,1,1,1
3833,3bmn,E.C.1.5.1.33,1,5,1
3834,3bmo,E.C.1.5.1.33,1,5,1
3835,3bmq,E.C.1.5.1.33,1,5,1
3896,3cct,E.C.1.1.1.34,1,1,1
3897,3ccw,E.C.1.1.1.34,1,1,1
3898,3ccz,E.C.1.1.1.34,1,1,1
3899,3cd0,E.C.1.1.1.34,1,1,1
3900,3cd5,E.C.1.1.1.34,1,1,1
3901,3cd7,E.C.1.1.1.34,1,1,1
3903,3cda,E.C.1.1.1.34,1,1,1
3904,3cdb,E.C.1.1.1.34,1,1,1
4018,3dc2,E.C.1.1.1.95,1,1,1
4148,3eig,E.C.1.5.1.3,1,5,1
4211,3exe,E.C.1.2.4.1,1,2,4
4212,3exf,E.C.1.2.4.1,1,2,4
4213,3exh,E.C.1.2.4.1,1,2,4
4269,3fgc,E.C.1.14.14.3,1,14,14
4283,3fl8,E.C.1.5.1.3,1,5,1
4284,3fl9,E.C.1.5.1.3,1,5,1
4416,3gl6,E.C.1.14.11.-,1,14,11
4458,6s07,E.C.1.8.3.7,1,8,3
4491,3hb4,E.C.1.1.1.62,1,1,1
4502,3hf6,E.C.1.14.16.4,1,14,16
4503,3hf8,E.C.1.14.16.4,1,14,16
4504,3hfb,E.C.1.14.16.4,1,14,16
4509,3hig,E.C.1.4.3.22,1,4,3
4510,3hii,E.C.1.4.3.22,1,4,3
4540,3hqr,E.C.1.14.11.29,1,14,11
4584,3i4y,E.C.1.13.11.1,1,13,11
4585,3i51,E.C.1.13.11.1,1,13,11
4613,3ies,E.C.1.13.12.7,1,13,12
4692,3jq7,E.C.1.5.1.33,1,5,1
4693,3jq8,E.C.1.5.1.33,1,5,1
4694,3jq9,E.C.1.5.1.33,1,5,1
4695,3jqa,E.C.1.5.1.33,1,5,1
4696,3jqb,E.C.1.5.1.33,1,5,1
4697,3jqf,E.C.1.5.1.33,1,5,1
4698,3jqg,E.C.1.5.1.33,1,5,1
4775,3khj,E.C.1.1.1.205,1,1,1
4927,3lpl,E.C.1.2.4.1,1,2,4
4930,3lq2,E.C.1.2.4.1,1,2,4
4931,3lq4,E.C.1.2.4.1,1,2,4
5069,3n0h,E.C.1.5.1.3,1,5,1
5122,3njy,E.C.1.14.11.-,1,14,11
5137,3nrz,E.C.1.17.1.4,1,17,1
5162,3nzc,E.C.1.5.1.3,1,5,1
5195,3oaf,E.C.1.5.1.3,1,5,1
5253,3ouh,E.C.1.14.11.-,1,14,11
5254,3oui,E.C.1.14.11.-,1,14,11
5255,3ouj,E.C.1.14.11.29,1,14,11
5287,3p4q,E.C.1.3.99.1,1,3,99
5288,3p4r,E.C.1.3.99.1,1,3,99
5312,3pcb,E.C.1.13.11.3,1,13,11
5313,3pcc,E.C.1.13.11.3,1,13,11
5314,3pce,E.C.1.13.11.3,1,13,11
5315,3pcf,E.C.1.13.11.3,1,13,11
5316,3pcg,E.C.1.13.11.3,1,13,11
5317,3pch,E.C.1.13.11.3,1,13,11
5318,3pcj,E.C.1.13.11.3,1,13,11
5319,3pck,E.C.1.13.11.3,1,13,11
5320,3pcn,E.C.1.13.11.3,1,13,11
5326,3pdq,E.C.1.14.11,1,14,11
5340,3pjg,E.C.1.1.1.22,1,1,1
5373,3pwk,E.C.1.2.1.11,1,2,1
5392,3q2a,E.C.1.14.13,1,14,13
5511,3r0i,E.C.1.1.1.267,1,1,1
5544,3rde,E.C.1.13.11.31,1,13,11
5645,3s3v,E.C.1.5.1.3,1,5,1
5663,3s7a,E.C.1.5.1.3,1,5,1
5758,3sz9,E.C.1.2.1.3,1,2,1
5759,3szb,E.C.1.2.1.5,1,2,1
5780,3t3y,E.C.1.14.11.33,1,14,11
5781,3t4h,E.C.1.14.11.33,1,14,11
5784,3t4v,E.C.1.14.11.33,1,14,11
5803,3tcy,E.C.1.14.16.1,1,14,16
5824,3tjm,E.C.1.1.1.100,1,1,1
5825,3tk2,E.C.1.14.16.1,1,14,16
5842,3tsd,E.C.1.1.1.205,1,1,1
5894,3u78,E.C.1.14.11.-,1,14,11
6165,3zhx,E.C.1.1.1.267,1,1,1
6166,3zhz,E.C.1.1.1.267,1,1,1
6167,3zi0,E.C.1.1.1.267,1,1,1
6205,3zs0,E.C.1.11.2.2,1,11,2
6206,3zs1,E.C.1.11.2.2,1,11,2
6296,4aj1,E.C.1.1.1.27,1,1,1
6297,4aj2,E.C.1.1.1.27,1,1,1
6298,4aj4,E.C.1.1.1.27,1,1,1
6299,4aje,E.C.1.1.1.27,1,1,1
6300,4aji,E.C.1.1.1.27,1,1,1
6301,4ajk,E.C.1.1.1.27,1,1,1
6302,4ajl,E.C.1.1.1.27,1,1,1
6303,4ajn,E.C.1.1.1.27,1,1,1
6304,4ajo,E.C.1.1.1.27,1,1,1
6306,4al4,E.C.1.1.1.27,1,1,1
6326,4aq6,E.C.1.13.11.5,1,13,11
6336,4ask,E.C.1.14.11,1,14,11
6457,4bg1,E.C.1.14.11.1,1,14,11
6460,4bgk,E.C.1.14.11.1,1,14,11
6461,4bgm,E.C.1.14.11.1,1,14,11
6462,4bhf,E.C.1.14.11.1,1,14,11
6463,4bhi,E.C.1.14.11.1,1,14,11
6475,4bis,E.C.1.14.11,1,14,11
6480,4bnt,E.C.1.1.1.100,1,1,1
6481,4bnu,E.C.1.1.1.100,1,1,1
6482,4bnv,E.C.1.1.1.100,1,1,1
6483,4bnx,E.C.1.1.1.100,1,1,1
6484,4bny,E.C.1.1.1.100,1,1,1
6485,4bnz,E.C.1.1.1.100,1,1,1
6486,4bo0,E.C.1.1.1.100,1,1,1
6487,4bo1,E.C.1.1.1.100,1,1,1
6488,4bo2,E.C.1.1.1.100,1,1,1
6489,4bo3,E.C.1.1.1.100,1,1,1
6490,4bo4,E.C.1.1.1.100,1,1,1
6491,4bo5,E.C.1.1.1.100,1,1,1
6492,4bo6,E.C.1.1.1.100,1,1,1
6493,4bo7,E.C.1.1.1.100,1,1,1
6494,4bo8,E.C.1.1.1.100,1,1,1
6495,4bo9,E.C.1.1.1.100,1,1,1
6498,4bqw,E.C.1.14.11.29,1,14,11
6499,4bqx,E.C.1.14.11.29,1,14,11
6500,4bqy,E.C.1.14.11.29,1,14,11
6509,4bt9,E.C.1.14.11.2,1,14,11
6510,4btb,E.C.1.14.11.2,1,14,11
6517,4btw,E.C.1.4.3.21,1,4,3
6518,4btx,E.C.1.4.3.21,1,4,3
6519,4bty,E.C.1.4.3.21,1,4,3
6535,4c1m,E.C.1.11.2.2,1,11,2
6547,4c5w,E.C.1.14.11.1,1,14,11
6559,4c8r,E.C.1.14.11.1,1,14,11
6579,4cft,E.C.1.14.13.39,1,14,13
6641,4cu1,E.C.1.14.13.39,1,14,13
6644,4cxw,E.C.1.14.11,1,14,11
6645,4cxx,E.C.1.14.11,1,14,11
6646,4cxy,E.C.1.14.11,1,14,11
6777,4e5d,E.C.1.13.12.7,1,13,12
6833,4elb,E.C.1.5.1.3,1,5,1
6834,4ele,E.C.1.5.1.3,1,5,1
6835,4elf,E.C.1.5.1.3,1,5,1
6836,4elg,E.C.1.5.1.3,1,5,1
6837,4elh,E.C.1.5.1.3,1,5,1
6948,4fs3,E.C.1.3.1.39,1,3,1
6971,4g0k,E.C.1.8,1,8,-
6972,4g0l,E.C.1.8,1,8,-
6993,4g95,E.C.1.5.1.3,1,5,1
7066,4gwk,E.C.1.1.1.44,1,1,1
7090,4h4d,E.C.1.17.1.2,1,17,1
7091,4h4e,E.C.1.17.1.2,1,17,1
7225,4i8x,E.C.1.1.1.27,1,1,1
7228,4i9h,E.C.1.1.1.27,1,1,1
7231,4i9u,E.C.1.1.1.27,1,1,1
7240,4idz,E.C.1.14.11,1,14,11
7241,4ie0,E.C.1.14.11,1,14,11
7244,4ie4,E.C.1.14.11,1,14,11
7245,4ie5,E.C.1.14.11,1,14,11
7246,4ie6,E.C.1.14.11,1,14,11
7247,4ie7,E.C.1.14.11,1,14,11
7300,4ixh,E.C.1.1.1.205,1,1,1
7372,4jht,E.C.1.14.11.33,1,14,11
7382,4jjf,E.C.1.12.98.2,1,12,98
7383,4jjg,E.C.1.12.98.2,1,12,98
7405,4jpx,E.C.1.14.16.1,1,14,16
7406,4jpy,E.C.1.14.16.1,1,14,16
7446,4jzr,E.C.1.14.11.29,1,14,11
7475,4k7i,E.C.1.11.1.15,1,11,1
7476,4k7n,E.C.1.11.1.15,1,11,1
7477,4k7o,E.C.1.11.1.15,1,11,1
7513,4km0,E.C.1.5.1.3,1,5,1
7514,4km2,E.C.1.5.1.3,1,5,1
7519,4kne,E.C.1.5.1.3,1,5,1
7544,4kw6,E.C.1.11.1.15,1,11,1
7545,4kwf,E.C.1.2.1.3,1,2,1
7546,4kwg,E.C.1.2.1.3,1,2,1
7620,4lh2,E.C.1.2.1.88,1,2,1
7621,4lh3,E.C.1.2.1.88,1,2,1
7762,4mmm,E.C.1.11.1.15,1,11,1
7875,4nhx,E.C.1.14.11.-,1,14,11
7876,4nhy,E.C.1.14.11.-,1,14,11
7897,4nrm,E.C.1.14.11,1,14,11
7898,4nro,E.C.1.14.11,1,14,11
7899,4nrp,E.C.1.14.11,1,14,11
7900,4nrq,E.C.1.14.11,1,14,11
7937,4o61,E.C.1.14.11,1,14,11
7965,4oct,E.C.1.14.11,1,14,11
8009,4oty,E.C.1.14.99.1,1,14,99
8229,4qkd,E.C.1.14.11,1,14,11
8264,4qpd,E.C.1.5.1.6,1,5,1
8273,4qsm,E.C.1.1.1.27,1,1,1
8278,4qt0,E.C.1.1.1.27,1,1,1
8337,4r3w,E.C.1.2.1.11,1,2,1
8373,4rfr,E.C.1.4.11.33,1,4,11
8416,4rs0,E.C.1.14.99.1,1,14,99
8445,4s3f,E.C.1.17.7.3,1,17,7
8515,4u3f,E.C.1.10.2.2,1,10,2
8616,4ux6,E.C.1.14.13.39,1,14,13
8659,4wet,E.C.1.8.4.2,1,8,4
8660,4wey,E.C.1.8.4.2,1,8,4
8662,4wf4,E.C.1.8.4.2,1,8,4
8668,4whq,E.C.1.13.11.3,1,13,11
8669,4whr,E.C.1.13.11.3,1,13,11
8670,4whs,E.C.1.13.11.3,1,13,11
8696,4wp7,E.C.1.2.1.36,1,2,1
8698,4wpn,E.C.1.2.1.36,1,2,1
8734,4x0u,E.C.1.2.1.31,1,2,1
8783,4xdo,E.C.1.14.11.-,1,14,11
8852,4y5s,E.C.1.14.11.38,1,14,11
8856,4y67,E.C.1.1.1.267,1,1,1
8858,4y6p,E.C.1.1.1.267,1,1,1
8859,4y6r,E.C.1.1.1.267,1,1,1
8860,4y6s,E.C.1.1.1.267,1,1,1
8960,4yxd,E.C.1.3.5.1,1,3,5
9040,4zs2,E.C.1.14.11.-,1,14,11
9041,4zs3,E.C.1.14.11.-,1,14,11
9099,5a1f,E.C.1.14.11,1,14,11
9105,5a3t,E.C.1.14.11,1,14,11
9106,5a3u,E.C.1.14.11.29,1,14,11
9107,5a3w,E.C.1.14.11,1,14,11
9316,5c11,E.C.1.14.11.-,1,14,11
9350,5ceh,E.C.1.14.11,1,14,11
9405,5d6y,E.C.1.14.11,1,14,11
9610,5f2s,E.C.1.14.11 ,1,14,11 
9611,5f2w,E.C.1.14.11 ,1,14,11 
9612,5f32,E.C.1.14.11 ,1,14,11 
9613,5f37,E.C.1.14.11 ,1,14,11 
9614,5f39,E.C.1.14.11 ,1,14,11 
9615,5f3c,E.C.1.14.11 ,1,14,11 
9616,5f3e,E.C.1.14.11 ,1,14,11 
9617,5f3g,E.C.1.14.11 ,1,14,11 
9618,5f3i,E.C.1.14.11 ,1,14,11 
9621,5f5i,E.C.1.14.11 ,1,14,11 
9682,5fpu,E.C.1.14.11,1,14,11
9691,5fun,E.C.1.14.11,1,14,11
9697,5fwj,E.C.1.14.11,1,14,11
9725,5h5q,E.C.1.11.1.12,1,11,1
9726,5h5r,E.C.1.11.1.12,1,11,1
9727,5h5s,E.C.1.11.1.12,1,11,1
9749,5hhx,E.C.1.20.4 ,1,20,4 
9836,5im3,E.C.1.17.4.1,1,17,4
9839,5isl,E.C.1.14.11 ,1,14,11 
9848,5ivc,E.C.1.14.11,1,14,11
9849,5ive,E.C.1.14.11,1,14,11
9850,5ivf,E.C.1.14.11,1,14,11
9851,5ivj,E.C.1.14.11,1,14,11
9852,5ivv,E.C.1.14.11,1,14,11
9853,5ivy,E.C.1.14.11,1,14,11
9854,5iw0,E.C.1.14.11,1,14,11
9863,5j32,E.C.1.1.1.85,1,1,1
9870,5j5r,E.C.1.1.1.205,1,1,1
9873,5j6d,E.C.1.14.16.4 ,1,14,16
9893,5jaz,E.C.1.1.1.267,1,1,1
9894,5jbi,E.C.1.1.1.267,1,1,1
9895,5jc1,E.C.1.1.1.267,1,1,1
9912,5jmp,E.C.1.1.1.267,1,1,1
9913,5jmw,E.C.1.1.1.267,1,1,1
9915,5jnl,E.C.1.1.1.267,1,1,1
9916,5jo0,E.C.1.1.1.267,1,1,1
9952,5k4l,E.C.1.14.11,1,14,11
9953,5k4x,E.C.1.1.1.205 ,1,1,1
9954,5k4z,E.C.1.1.1.205,1,1,1
10055,5ly1,E.C.1.14.11.-,1,14,11
10056,5ly2,E.C.1.14.11.-,1,14,11
10173,5n53,E.C.1.1.1.95,1,1,1
10284,5nzo,E.C.1.1.1.95,1,1,1
10285,5nzp,E.C.1.1.1.95,1,1,1
10286,5nzq,E.C.1.1.1.95,1,1,1
10307,5ofv,E.C.1.1.1.95,1,1,1
10308,5ofw,E.C.1.1.1.95,1,1,1
10315,5olk,E.C.1.17.4.1,1,17,4
10358,5ox5,E.C.1.14.11.29,1,14,11
10359,5ox6,E.C.1.14.11.29,1,14,11
10527,5var,E.C.1.14.11.-,1,14,11
10532,5vr8,E.C.1.1.1.22,1,1,1
10533,5vrl,E.C.1.3.1.9,1,3,1
10548,5w8h,E.C.1.1.1.27,1,1,1
10549,5w8i,E.C.1.1.1.27,1,1,1
10550,5w8j,E.C.1.1.1.27,1,1,1
10557,5wdj,E.C.1.11.2.2,1,11,2
10577,5yjy,E.C.1.6.5.9,1,6,5
10578,5yvt,E.C.1.1.1.41,1,1,1
10586,6bgu,E.C.1.14.11.-,1,14,11
10587,6bgv,E.C.1.14.11.-,1,14,11
10588,6bgw,E.C.1.14.11.-,1,14,11
10589,6bgx,E.C.1.14.11.-,1,14,11
10590,6bgy,E.C.1.14.11.-,1,14,11
10591,6bgz,E.C.1.14.11.-,1,14,11
10592,6bh0,E.C.1.14.11.-,1,14,11
10593,6bh1,E.C.1.14.11.-,1,14,11
10594,6bh2,E.C.1.14.11.-,1,14,11
10595,6bh3,E.C.1.14.11.-,1,14,11
10596,6bh5,E.C.1.14.11.-,1,14,11
10598,6bkx,E.C.1.1.1.42,1,1,1
10599,6bky,E.C.1.1.1.42,1,1,1
10600,6bl1,E.C.1.1.1.42,1,1,1
10601,6bl2,E.C.1.1.1.42,1,1,1
10654,6cer,E.C.1.2.4.1,1,2,4
10711,6dq4,E.C.1.14.11.-,1,14,11
10712,6dq5,E.C.1.14.11.-,1,14,11
10713,6dq6,E.C.1.14.11.-,1,14,11
10714,6dq8,E.C.1.14.11.-,1,14,11
10715,6dqa,E.C.1.14.11.-,1,14,11
10716,6dqb,E.C.1.14.11.-,1,14,11
10764,6evm,E.C.1.14.11.2,1,14,11
10765,6evn,E.C.1.14.11.2,1,14,11
10766,6evo,E.C.1.14.11.2,1,14,11
10767,6evp,E.C.1.14.11.2,1,14,11
10824,9icd,E.C.1.1.1.42,1,1,1
10918,6q6f,E.C.1.1.1.42,1,1,1
10978,6om8,E.C.1.1.1.22,1,1,1
11048,6nlj,E.C.1.16.3.1,1,16,3
11076,6isd,E.C.1.13.11.27,1,13,11
11095,6gdy,E.C.1.14.11,1,14,11
11130,6ets,E.C.1.14.11,1,14,11
11131,6etg,E.C.1.14.11,1,14,11
11176,6d4w,E.C.1.1.1.205,1,1,1
11177,6d4v,E.C.1.1.1.205,1,1,1
11178,6d4u,E.C.1.1.1.205,1,1,1
11179,6d4t,E.C.1.1.1.205,1,1,1
11180,6d4s,E.C.1.1.1.205,1,1,1
11181,6d4r,E.C.1.1.1.205,1,1,1
11182,6d4q,E.C.1.1.1.205,1,1,1
11223,6akw,E.C.1.14.11.53,1,14,11
11225,6ak4,E.C.1.14.11.53,1,14,11
11235,6aej,E.C.1.14.11.53,1,14,11
11244,6a9o,E.C.1.15.1.1,1,15,1
11254,5zjf,E.C.1.1.1.27,1,1,1
11268,5ywg,E.C.1.13.11.27,1,13,11
11301,5uq9,E.C.1.1.1.44,1,1,1
11317,5qj3,E.C.1.11.2.2,1,11,2
11318,5qj2,E.C.1.11.2.2,1,11,2
11319,5oy3,E.C.1.14.11,1,14,11
11372,5yy6,E.C.1.13.11.27,1,13,11
