,PDB code,EC number,Class,Subclass,Subsubclass
4733,3k5k,E.C.2.1.1.43,2,1,1
4792,3kpu,E.C.2.1.1.28,2,1,1
4793,3kpv,E.C.2.1.1.28,2,1,1
4794,3kpw,E.C.2.1.1.28,2,1,1
4800,3kqm,E.C.2.1.1.28,2,1,1
4801,3kqo,E.C.2.1.1.28,2,1,1
4802,3kqp,E.C.2.1.1.28,2,1,1
4803,3kqs,E.C.2.1.1.28,2,1,1
4804,3kqt,E.C.2.1.1.28,2,1,1
4805,3kqw,E.C.2.1.1.28,2,1,1
4806,3kqy,E.C.2.1.1.28,2,1,1
4807,3kr0,E.C.2.1.1.28,2,1,1
4808,3kr1,E.C.2.1.1.28,2,1,1
4809,3kr2,E.C.2.1.1.28,2,1,1
4962,3m53,E.C.2.1.1.43,2,1,1
4963,3m54,E.C.2.1.1.43,2,1,1
4964,3m55,E.C.2.1.1.43,2,1,1
4965,3m56,E.C.2.1.1.43,2,1,1
4966,3m57,E.C.2.1.1.43,2,1,1
4967,3m58,E.C.2.1.1.43,2,1,1
4968,3m59,E.C.2.1.1.43,2,1,1
4969,3m5a,E.C.2.1.1.43,2,1,1
5019,3mo0,E.C.2.1.1.43,2,1,1
5020,3mo2,E.C.2.1.1.43,2,1,1
5021,3mo5,E.C.2.1.1.43,2,1,1
5089,3n5e,E.C.2.1.1.45,2,1,1
5153,3nw9,E.C.2.1.1.6,2,1,1
5154,3nwb,E.C.2.1.1.6,2,1,1
5211,3oe4,E.C.2.1.1.6,2,1,1
5212,3oe5,E.C.2.1.1.6,2,1,1
5276,3ozr,E.C.2.1.1.6,2,1,1
5277,3ozs,E.C.2.1.1.6,2,1,1
5278,3ozt,E.C.2.1.1.6,2,1,1
5302,3p8z,E.C.2.1.1.56,2,1,1
5467,3qox,E.C.2.1.1.43,2,1,1
5517,3r24,E.C.2.1.1.-,2,1,1
5524,3r6t,E.C.2.1.1.6,2,1,1
5556,3rjw,E.C.2.1.1.43,2,1,1
5653,3s68,E.C.2.1.1.6,2,1,1
5664,3s7b,E.C.2.1.1.43,2,1,1
5665,3s7f,E.C.2.1.1.43,2,1,1
5716,3smq,E.C.2.1.1,2,1,1
5718,3sn8,E.C.2.1.1.-,2,1,1
5719,3sna,E.C.2.1.1.-,2,1,1
5720,3snb,E.C.2.1.1.-,2,1,1
5721,3snc,E.C.2.1.1.-,2,1,1
5722,3snd,E.C.2.1.1.-,2,1,1
5730,3sr4,E.C.2.1.1.43,2,1,1
5750,3sw9,E.C.2.1.1.43,2,1,1
5811,3tg5,E.C.2.1.1.43,2,1,1
5900,3u81,E.C.2.1.1.6,2,1,1
5971,3uwl,E.C.2.1.1.45,2,1,1
6341,4au7,E.C.2.1.1.43,2,1,1
6520,4bup,E.C.2.1.1.43	 Mus musculus,2,1,1
6638,4ctj,E.C.2.1.1.56,2,1,1
6639,4ctk,E.C.2.1.1.56,2,1,1
6760,4e28,E.C.2.1.1.45,2,1,1
6825,4ek9,E.C.2.1.1.43,2,1,1
6827,4ekg,E.C.2.1.1.43,2,1,1
6828,4eki,E.C.2.1.1.43,2,1,1
6902,4fak,E.C.2.1.1.177,2,1,1
6916,4fgt,E.C.2.1.1.45,2,1,1
6918,4fgz,E.C.2.1.1.103,2,1,1
6934,4fmu,E.C.2.1.1.43,2,1,1
6952,4ft2,E.C.2.1.1.37,2,1,1
7038,4gne,E.C.2.1.1.43,2,1,1
7039,4gnf,E.C.2.1.1.43,2,1,1
7040,4gng,E.C.2.1.1.43,2,1,1
7142,4hra,E.C.2.1.1.43,2,1,1
7352,4j7i,E.C.2.1.1.43,2,1,1
7356,4jal,E.C.2.1.1.207,2,1,1
7391,4jlg,E.C.2.1.1.43,2,1,1
7501,4kif,E.C.2.1.1.281,2,1,1
7526,6nnr,E.C.2.1.1.45,2,1,1
7595,4l58,E.C.2.1.1.43,2,1,1
7664,4lrr,E.C.2.1.1.45,2,1,1
7695,4m3p,E.C.2.1.1.5,2,1,1
7726,4mcb,E.C.2.1.1.228,2,1,1
7727,4mcc,E.C.2.1.1.228,2,1,1
7728,4mcd,E.C.2.1.1.228,2,1,1
7902,4nvq,E.C.2.1.1.43,2,1,1
8051,4p58,E.C.2.1.1.6,2,1,1
8067,4pgh,E.C.2.1.1.68,2,1,1
8073,4pin,E.C.2.1.1.44,2,1,1
8074,4pio,E.C.2.1.1.44,2,1,1
8135,4pyn,E.C.2.1.1.6,2,1,1
8136,4pyo,E.C.2.1.1.6,2,1,1
8137,4pyq,E.C.2.1.1.6,2,1,1
8202,4qdk,E.C.2.1.1.11,2,1,1
8253,4qnu,E.C.2.1.1,2,1,1
8358,4raq,E.C.2.1.2.8,2,1,2
8441,4ryl,E.C.2.1.1.-,2,1,1
8530,4u7t,E.C.2.1.1.37,2,1,1
8708,4wvl,E.C.2.1.1.43,2,1,1
8746,4x60,E.C.2.1.1.320,2,1,1
8747,4x61,E.C.2.1.1.320,2,1,1
8748,4x63,E.C.2.1.1.320,2,1,1
8780,4xbo,E.C.2.1.1.200 ,2,1,1
8819,4xuc,E.C.2.1.1.6,2,1,1
8820,4xue,E.C.2.1.1.6,2,1,1
9091,4zz1,E.C.2.1.2.2,2,1,2
9092,4zz2,E.C.2.1.2.2,2,1,2
9093,4zz3,E.C.2.1.2.2,2,1,2
9127,5a7y,E.C.2.1.1.218,2,1,1
9274,5ayf,E.C.2.1.1.43,2,1,1
9348,5ccl,E.C.2.1.1.43,2,1,1
9349,5ccm,E.C.2.1.1.43,2,1,1
9383,5cvd,E.C.2.1.1.244,2,1,1
9448,5drt,E.C.2.1.1.43,2,1,1
9449,5dry,E.C.2.1.1.43,2,1,1
9450,5dsx,E.C.2.1.1.43,2,1,1
9451,5dt2,E.C.2.1.1.43,2,1,1
9454,5dtm,E.C.2.1.1.43,2,1,1
9455,5dtq,E.C.2.1.1.43,2,1,1
9456,5dtr,E.C.2.1.1.43,2,1,1
9477,5e1b,E.C.2.1.1.244,2,1,1
9478,5e1d,E.C.2.1.1.244,2,1,1
9480,5e1m,E.C.2.1.1.244,2,1,1
9481,5e1o,E.C.2.1.1.244,2,1,1
9494,5e8r,E.C.2.1.1.319,2,1,1
9522,5egs,E.C.2.1.1.319,2,1,1
9553,5emj,E.C.2.1.1.320,2,1,1
9554,5emk,E.C.2.1.1.320,2,1,1
9555,5eml,E.C.2.1.1.320,2,1,1
9556,5emm,E.C.2.1.1.320,2,1,1
9569,5erg,E.C.2.1.1.220,2,1,1
9689,5ful,E.C.2.1.1.125 ,2,1,1
9695,5fwa,E.C.2.1.1.125,2,1,1
9702,5g1n,E.C.2.1.3.2,2,1,3
9703,5g1p,E.C.2.1.3.2,2,1,3
9750,5hi7,E.C.2.1.1.43,2,1,1
9833,5ij7,E.C.2.1.1.43,2,1,1
9835,5il1,E.C.2.1.1.62,2,1,1
9878,5j7w,E.C.2.1.1.45,2,1,1
9881,5j9f,E.C.2.1.2.2,2,1,2
9910,5jin,E.C.2.1.1.43,2,1,1
9911,5jiy,E.C.2.1.1.43 ,2,1,1
9937,5k03,E.C.2.1.1.6,2,1,1
9938,5k05,E.C.2.1.1.6,2,1,1
9939,5k09,E.C.2.1.1.6,2,1,1
9940,5k0b,E.C.2.1.1.6,2,1,1
9941,5k0c,E.C.2.1.1.6,2,1,1
9942,5k0f,E.C.2.1.1.6 ,2,1,1
9945,5k0j,E.C.2.1.1.6,2,1,1
9961,5k8v,E.C.2.1.1.319 ,2,1,1
10042,5lss,E.C.2.1.1.43,2,1,1
10043,5lsx,E.C.2.1.1.43,2,1,1
10044,5lsy,E.C.2.1.1.43,2,1,1
10045,5lt6,E.C.2.1.1.43,2,1,1
10151,5mw3,E.C.2.1.1.43,2,1,1
10152,5mw4,E.C.2.1.1.43,2,1,1
10490,5t5g,E.C.2.1.1.-,2,1,1
10495,5th7,E.C.2.1.1.-,2,1,1
10516,5u4x,E.C.2.1.1.319,2,1,1
10565,5wg6,E.C.2.1.1.43,2,1,1
10653,6cen,E.C.2.1.1.43,2,1,1
10672,6ckc,E.C.2.1.1.320,2,1,1
10717,6dub,E.C.2.1.1.299,2,1,1
10853,6qxs,E.C.2.1.1.45,2,1,1
10856,6qrg,E.C.2.1.1.228,2,1,1
10857,6qrf,E.C.2.1.1.228,2,1,1
10858,6qre,E.C.2.1.1.228,2,1,1
10859,6qrd,E.C.2.1.1.228,2,1,1
10860,6qra,E.C.2.1.1.228,2,1,1
10861,6qr9,E.C.2.1.1.228,2,1,1
10862,6qr7,E.C.2.1.1.228,2,1,1
10863,6qr4,E.C.2.1.1.228,2,1,1
10864,6qr3,E.C.2.1.1.228,2,1,1
10865,6qr2,E.C.2.1.1.228,2,1,1
10866,6qr1,E.C.2.1.1.228,2,1,1
10867,6qr0,E.C.2.1.1.228,2,1,1
10868,6qqz,E.C.2.1.1.228,2,1,1
10869,6qqw,E.C.2.1.1.228,2,1,1
10870,6qqv,E.C.2.1.1.228,2,1,1
10871,6qqu,E.C.2.1.1.228,2,1,1
10872,6qqt,E.C.2.1.1.228,2,1,1
10873,6qqq,E.C.2.1.1.228,2,1,1
10897,6qe5,E.C.2.1.1.266,2,1,1
10899,6qe0,E.C.2.1.1.266,2,1,1
10900,6qdx,E.C.2.1.1.266,2,1,1
10948,6pf6,E.C.2.1.1.45,2,1,1
10949,6pf5,E.C.2.1.1.45,2,1,1
10950,6pf4,E.C.2.1.1.45,2,1,1
10951,6pf3,E.C.2.1.1.45,2,1,1
11030,6nt2,E.C.2.1.1.319,2,1,1
11073,6jof,E.C.2.1.1.228,2,1,1
11074,6joe,E.C.2.1.1.228,2,1,1
11075,6jki,E.C.2.1.1.228,2,1,1
11106,6g2o,E.C.2.1.1.43,2,1,1
11107,6g2f,E.C.2.1.1.43,2,1,1
11108,6g2e,E.C.2.1.1.43,2,1,1
11109,6g2c,E.C.2.1.1.43,2,1,1
11110,6g2b,E.C.2.1.1.43,2,1,1
11111,6g29,E.C.2.1.1.43,2,1,1
11112,6g27,E.C.2.1.1.43,2,1,1
11113,6g25,E.C.2.1.1.43,2,1,1
11114,6g24,E.C.2.1.1.43,2,1,1
11164,6dtn,E.C.2.1.1.244,2,1,1
11221,6au2,E.C.2.1.1.43,2,1,1
11234,6afk,E.C.2.1.1.228,2,1,1
11255,5zhn,E.C.2.1.1.228,2,1,1
11256,5zhm,E.C.2.1.1.228,2,1,1
11257,5zhl,E.C.2.1.1.228,2,1,1
11258,5zhj,E.C.2.1.1.228,2,1,1
11287,5wyr,E.C.2.1.1.228,2,1,1
11288,5wyq,E.C.2.1.1.228,2,1,1
11310,5tbj,E.C.2.1.1.319,2,1,1
11352,5gut,E.C.2.1.1.37,2,1,1
11355,6qrc,E.C.2.1.1.228,2,1,1
