,PDB code,EC number,Class,Subclass,Subsubclass
1305,1q6j,E.C.3.1.3.48,3,1,3
1307,1q6m,E.C.3.1.3.48,3,1,3
1308,1q6n,E.C.3.1.3.48,3,1,3
1309,1q6p,E.C.3.1.3.48,3,1,3
1310,1q6s,E.C.3.1.3.48,3,1,3
1311,1q6t,E.C.3.1.3.48,3,1,3
1312,1q7a,E.C.3.1.1.4,3,1,1
1313,1q83,E.C.3.1.1.7,3,1,1
1314,1q84,E.C.3.1.1.7,3,1,1
1318,1q91,E.C.3.1.3.5,3,1,3
1320,1q9d,E.C.3.1.3.11,3,1,3
1321,1q9m,E.C.3.1.4.17,3,1,4
1343,1qhc,E.C.3.1.27.5,3,1,27
1359,1qon,E.C.3.1.1.7,3,1,1
1367,1qti,E.C.3.1.1.7,3,1,1
1369,1qw7,E.C.3.1.8.1,3,1,8
1374,1qxk,E.C.3.1.3.48,3,1,3
1395,1rgk,E.C.3.1.27.3,3,1,27
1396,1rgl,E.C.3.1.27.3,3,1,27
1409,1rnm,E.C.3.1.27.5,3,1,27
1410,1rnt,E.C.3.1.27.3,3,1,27
1411,1ro6,E.C.3.1.4.17,3,1,4
1415,1rpa,E.C.3.1.3.2,3,1,3
1416,1rpf,E.C.3.1.27.5,3,1,27
1467,1so2,E.C.3.1.4.17,3,1,4
1468,1soj,E.C.3.1.4.17,3,1,4
1480,1sv3,E.C.3.1.1.4,3,1,1
1491,1t37,E.C.3.1.1.4,3,1,1
1494,1t48,E.C.3.1.3.48,3,1,3
1495,1t49,E.C.3.1.3.48,3,1,3
1497,1t4j,E.C.3.1.3.48,3,1,3
1511,1td7,E.C.3.1.1.4,3,1,1
1568,1u1b,E.C.3.1.27.5,3,1,27
1570,1u32,E.C.3.1.3.16,3,1,3
1573,1u65,E.C.3.1.1.7,3,1,1
1582,1udt,E.C.3.1.4.17,3,1,4
1583,1udu,E.C.3.1.4.17,3,1,4
1585,1uho,E.C.3.1.4.17,3,1,4
1669,1vj6,E.C.3.1.3.48,3,1,3
1676,1vot,E.C.3.1.1.7,3,1,1
1707,1w4l,E.C.3.1.1.7,3,1,1
1708,1w4o,E.C.3.1.27.5,3,1,27
1709,1w4p,E.C.3.1.27.5,3,1,27
1710,1w4q,E.C.3.1.27.5,3,1,27
1718,1w6r,E.C.3.1.1.7,3,1,1
1720,1w76,E.C.3.1.1.7,3,1,1
1724,1w80,E.C.3.1.3.36,3,1,3
1734,1wax,E.C.3.1.3.48,3,1,3
1750,1wdy,E.C.3.1.26.-,3,1,26
1786,1xbo,E.C.3.1.3.48,3,1,3
1803,1xlx,E.C.3.1.4.17,3,1,4
1804,1xlz,E.C.3.1.4.17,3,1,4
1805,1xm4,E.C.3.1.4.17,3,1,4
1806,1xm6,E.C.3.1.4.17,3,1,4
1807,1xmu,E.C.3.1.4.17,3,1,4
1808,1xmy,E.C.3.1.4.53,3,1,4
1809,1xn0,E.C.3.1.4.17,3,1,4
1816,1xom,E.C.3.1.4.17,3,1,4
1817,1xon,E.C.3.1.4.17,3,1,4
1818,1xoq,E.C.3.1.4.17,3,1,4
1819,1xor,E.C.3.1.4.17,3,1,4
1820,1xos,E.C.3.1.4.17,3,1,4
1821,1xot,E.C.3.1.4.17,3,1,4
1822,1xoz,E.C.3.1.4.17,3,1,4
1823,1xp0,E.C.3.1.4.17,3,1,4
1838,1y2b,E.C.3.1.4.17,3,1,4
1839,1y2c,E.C.3.1.4.17,3,1,4
1840,1y2d,E.C.3.1.4.17,3,1,4
1841,1y2e,E.C.3.1.4.17,3,1,4
1842,1y2h,E.C.3.1.4.17,3,1,4
1843,1y2j,E.C.3.1.4.17,3,1,4
1844,1y2k,E.C.3.1.4.17,3,1,4
1859,1ya4,E.C.3.1.1.1,3,1,1
1906,1yy6,E.C.3.1.2.15,3,1,2
1922,1z6d,E.C.3.1.27.5,3,1,27
1928,1z6s,E.C.3.1.27.5,3,1,27
1943,1zgb,E.C.3.1.1.7,3,1,1
1948,1zkl,E.C.3.1.4.17,3,1,4
1949,1zkn,E.C.3.1.4.17,3,1,4
1950,1zm6,E.C.3.1.1.4,3,1,1
2042,2arm,E.C.3.1.1.4,3,1,1
2067,2azr,E.C.3.1.3.48,3,1,3
2068,2b07,E.C.3.1.3.48,3,1,3
2069,2b17,E.C.3.1.1.4,3,1,1
2073,2b1q,E.C.3.1.3.24,3,1,3
2074,2b1r,E.C.3.1.3.24,3,1,3
2092,2bcd,E.C.3.1.3.16,3,1,3
2101,2bgd,E.C.3.1.3.48,3,1,3
2102,2bge,E.C.3.1.3.48,3,1,3
2145,2bzz,E.C.3.1.27.5,3,1,27
2146,2c02,E.C.3.1.27.5,3,1,27
2204,2chm,E.C.3.1.4.17,3,1,4
2210,2ckm,E.C.3.1.1.7,3,1,1
2220,2cm7,E.C.3.1.3.48,3,1,3
2221,2cm8,E.C.3.1.3.48,3,1,3
2222,2cma,E.C.3.1.3.48,3,1,3
2223,2cmb,E.C.3.1.3.48,3,1,3
2224,2cmc,E.C.3.1.3.48,3,1,3
2225,2cmf,E.C.3.1.1.7,3,1,1
2228,2cne,E.C.3.1.3.48,3,1,3
2229,2cnf,E.C.3.1.3.48,3,1,3
2230,2cng,E.C.3.1.3.48,3,1,3
2231,2cnh,E.C.3.1.3.48,3,1,3
2232,2cni,E.C.3.1.3.48,3,1,3
2241,2d2v,E.C.3.1.3.24,3,1,3
2312,2f6t,E.C.3.1.3.48,3,1,3
2313,2f6v,E.C.3.1.3.48,3,1,3
2314,2f6y,E.C.3.1.3.48,3,1,3
2315,2f6z,E.C.3.1.3.48,3,1,3
2316,2f70,E.C.3.1.3.48,3,1,3
2317,2f71,E.C.3.1.3.48,3,1,3
2329,2fci,E.C.3.1.4.11,3,1,4
2341,2fhy,E.C.3.1.3.11,3,1,3
2342,2fie,E.C.3.1.3.11,3,1,3
2343,2fix,E.C.3.1.3.11,3,1,3
2344,2fj0,E.C.3.1.1.1,3,1,1
2345,2fjm,E.C.3.1.3.48,3,1,3
2346,2fjn,E.C.3.1.3.48,3,1,3
2351,2fm0,E.C.3.1.4.17,3,1,4
2352,2fm5,E.C.3.1.4.17,3,1,4
2395,2g8r,E.C.3.1.27.5,3,1,27
2432,2gmk,E.C.3.1.27.-,3,1,27
2453,2gvv,E.C.3.1.8.2,3,1,8
2459,2h02,E.C.3.1.3.48,3,1,3
2460,2h03,E.C.3.1.3.48,3,1,3
2470,2h42,E.C.3.1.4.17,3,1,4
2471,2h44,E.C.3.1.4.17,3,1,4
2472,2h4g,E.C.3.1.3.48,3,1,3
2473,2h4k,E.C.3.1.3.48,3,1,3
2484,2ha0,E.C.3.1.1.7,3,1,1
2485,2ha2,E.C.3.1.1.7,3,1,1
2486,2ha3,E.C.3.1.1.7,3,1,1
2487,2ha4,E.C.3.1.1.7,3,1,1
2488,2ha5,E.C.3.1.1.7,3,1,1
2489,2ha6,E.C.3.1.1.7,3,1,1
2490,2ha7,E.C.3.1.1.7,3,1,1
2494,2hb1,E.C.3.1.3.48,3,1,3
2517,2hpa,E.C.3.1.3.2,3,1,3
2567,2ie4,E.C.3.1.3.16,3,1,3
2612,2j3q,E.C.3.1.1.7,3,1,1
2661,2jjk,E.C.3.1.3.11,3,1,3
2678,2k31,E.C.3.1.4.35,3,1,4
2689,2loz,E.C.3.1.3,3,1,3
2726,2nt7,E.C.3.1.3.48,3,1,3
2727,2nta,E.C.3.1.3.48,3,1,3
2746,2o7v,E.C.3.1.1.1,3,1,1
2747,2o8h,E.C.3.1.4.17,3,1,4
2813,2ovv,E.C.3.1.4.17,3,1,4
2815,2ovy,E.C.3.1.4.17,3,1,4
2938,2q8m,E.C.3.1.3.11,3,1,3
2946,2qbp,E.C.3.1.3.48,3,1,3
2947,2qbq,E.C.3.1.3.48,3,1,3
2948,2qbr,E.C.3.1.3.48,3,1,3
2949,2qbs,E.C.3.1.3.48,3,1,3
2964,2qhd,E.C.3.1.1.4,3,1,1
3042,2r8q,E.C.3.1.4.17 ,3,1,4
3064,2rip,E.C.3.1.14.5,3,1,14
3076,2rok,E.C.3.1.13.4,3,1,13
3129,2v96,E.C.3.1.1.7,3,1,1
3136,2vc7,E.C.3.1.8.1,3,1,8
3143,2veu,E.C.3.1.3.48,3,1,3
3239,2w3o,E.C.3.1.3.32,3,1,3
3243,2w5g,E.C.3.1.27.5,3,1,27
3244,2w5i,E.C.3.1.27.5,3,1,27
3248,2w6c,E.C.3.1.1.7,3,1,1
3257,2w73,E.C.3.1.3.16,3,1,3
3265,2wbb,E.C.3.1.3.11,3,1,3
3266,2wbd,E.C.3.1.3.11,3,1,3
3286,2wey,E.C.3.1.4.17,3,1,4
3298,2whp,E.C.3.1.1.7,3,1,1
3299,2wig,E.C.3.1.1.8,3,1,1
3301,2wij,E.C.3.1.1.8,3,1,1
3302,2wik,E.C.3.1.1.8,3,1,1
3330,2wq5,E.C.3.1.1.4,3,1,1
3453,2xlc,E.C.3.1.1.72,3,1,1
3468,2xog,E.C.3.1.27.5,3,1,27
3469,2xoi,E.C.3.1.27.5,3,1,27
3493,2xuf,E.C.3.1.1.7,3,1,1
3494,2xui,E.C.3.1.1.7,3,1,1
3495,2xup,E.C.3.1.1.7,3,1,1
3508,2y0j,E.C.3.1.4.17,3,1,4
3532,2y5k,E.C.3.1.3.11,3,1,3
3533,2y5l,E.C.3.1.3.11,3,1,3
3656,2zgm,E.C.3.1.21.-,3,1,21
3670,2zmm,E.C.3.1.3.48,3,1,3
3671,2zn7,E.C.3.1.3.48,3,1,3
3705,3a29,E.C.3.1.3.11,3,1,3
3720,3afk,E.C.3.1.21.-,3,1,21
3821,3bjc,E.C.3.1.4.35,3,1,4
3829,3blt,E.C.3.1.3.48,3,1,3
3830,3blu,E.C.3.1.3.48,3,1,3
3832,3bm8,E.C.3.1.3.48,3,1,3
3889,3c94,E.C.3.1.11.1,3,1,11
3953,3ctr,E.C.3.1.13.4,3,1,13
3956,3cwe,E.C.3.1.3.48,3,1,3
3977,3d3p,E.C.3.1.4.17,3,1,4
3979,3d45,E.C.3.1.13.4,3,1,13
3991,3d6o,E.C.3.1.27.5,3,1,27
3992,3d6p,E.C.3.1.27.5,3,1,27
3993,3d6q,E.C.3.1.27.5,3,1,27
3994,3d7b,E.C.3.1.27.5,3,1,27
4003,3d8y,E.C.3.1.27.5,3,1,27
4004,3d8z,E.C.3.1.27.5,3,1,27
4014,3dba,E.C.3.1.4.35,3,1,4
4046,3djo,E.C.3.1.27.5,3,1,27
4047,3djp,E.C.3.1.27.5,3,1,27
4048,3djq,E.C.3.1.27.5,3,1,27
4049,3djv,E.C.3.1.27.5,3,1,27
4050,3djx,E.C.3.1.27.5,3,1,27
4066,3dpc,E.C.3.1.3.1,3,1,3
4091,3dxg,E.C.3.1.27.5,3,1,27
4092,3dxh,E.C.3.1.27.5,3,1,27
4116,3e7a,E.C.3.1.3.16,3,1,3
4117,3e7b,E.C.3.1.3.16,3,1,3
4127,3eax,E.C.3.1.3.48,3,1,3
4128,3eb1,E.C.3.1.3.48,3,1,3
4133,3ecn,E.C.3.1.4.17,3,1,4
4242,3f81,E.C.3.1.3.48,3,1,3
4297,3frg,E.C.3.1.4.17,3,1,4
4367,3g3n,E.C.3.1.4.17,3,1,4
4369,3g45,E.C.3.1.4.17,3,1,4
4371,3g4g,E.C.3.1.4.17,3,1,4
4372,3g4i,E.C.3.1.4.17,3,1,4
4373,3g4k,E.C.3.1.4.17,3,1,4
4374,3g4l,E.C.3.1.4.17,3,1,4
4375,3g58,E.C.3.1.4.17,3,1,4
4440,3gwt,E.C.3.1.4.17,3,1,4
4459,3h1x,E.C.3.1.1.4,3,1,1
4494,3hc8,E.C.3.1.4.35,3,1,4
4499,3hdz,E.C.3.1.4.35,3,1,4
4525,3hl8,E.C.3.1.11.1,3,1,11
4531,3hmv,E.C.3.1.4.17,3,1,4
4538,3hp9,E.C.3.1.11.1,3,1,11
4541,3hqw,E.C.3.1.4.17,3,1,4
4542,3hqy,E.C.3.1.4.17,3,1,4
4543,3hqz,E.C.3.1.4.17,3,1,4
4544,3hr1,E.C.3.1.4.17,3,1,4
4554,3hv8,E.C.3.1.4.52,3,1,4
4572,3hyf,E.C.3.1.26.4,3,1,26
4590,3i6m,E.C.3.1.1.7,3,1,1
4592,3i6z,E.C.3.1.1.7,3,1,1
4600,3iad,E.C.3.1.4.17,3,1,4
4666,3itu,E.C.3.1.4.17,3,1,4
4700,3jsi,E.C.3.1.4.35,3,1,4
4701,3jsw,E.C.3.1.4.35,3,1,4
4705,3jwq,E.C.3.1.4.35,3,1,4
4706,3jwr,E.C.3.1.4.35,3,1,4
4721,3k3e,E.C.3.1.4.35,3,1,4
4722,3k3h,E.C.3.1.4.35,3,1,4
4726,3k4q,E.C.3.1.3.8,3,1,3
4752,3kb3,E.C.3.1.3.16,3,1,3
4754,3kbz,E.C.3.1.3.11,3,1,3
4755,3kc0,E.C.3.1.3.11,3,1,3
4756,3kc1,E.C.3.1.3.11,3,1,3
4908,3ll8,E.C.3.1.3.16,3,1,3
4939,3lxg,E.C.3.1.4.17,3,1,4
4942,3lxo,E.C.3.1.27.5,3,1,27
4944,3ly2,E.C.3.1.4.17,3,1,4
4957,3m3c,E.C.3.1.21.-,3,1,21
4958,3m3e,E.C.3.1.21.-,3,1,21
4959,3m3o,E.C.3.1.21.-,3,1,21
5093,3n5u,E.C.3.1.3.16,3,1,3
5115,3nef,E.C.3.1.3.16,3,1,3
5116,3neg,E.C.3.1.3.16,3,1,3
5118,3nfk,E.C.3.1.3.48,3,1,3
5119,3nfl,E.C.3.1.3.48,3,1,3
5170,3o0j,E.C.3.1.4.17,3,1,4
5176,3o56,E.C.3.1.4.17,3,1,4
5177,3o57,E.C.3.1.4.17,3,1,4
5178,3o5x,E.C.3.1.3.48,3,1,3
5204,3ocz,E.C.3.1.3.2,3,1,3
5330,3pgl,E.C.3.1.3.16,3,1,3
5427,3qce,E.C.3.1.3.48,3,1,3
5428,3qcf,E.C.3.1.3.48,3,1,3
5429,3qch,E.C.3.1.3.48,3,1,3
5430,3qci,E.C.3.1.3.48,3,1,3
5431,3qcj,E.C.3.1.3.48,3,1,3
5432,3qck,E.C.3.1.3.48,3,1,3
5433,3qcl,E.C.3.1.3.48,3,1,3
5447,3qi3,E.C.3.1.4.35,3,1,4
5448,3qi4,E.C.3.1.4.35,3,1,4
5464,3qlm,E.C.3.1.1.4,3,1,1
5468,3qpn,E.C.3.1.4.17,3,1,4
5469,3qpo,E.C.3.1.4.17,3,1,4
5470,3qpp,E.C.3.1.4.17,3,1,4
5561,3rl3,E.C.3.1.-.-,3,1,-
5562,3rl4,E.C.3.1,3,1,-
5639,3s3k,E.C.3.1.3.48,3,1,3
5694,3shy,E.C.3.1.4.35,3,1,4
5695,3shz,E.C.3.1.4.35,3,1,4
5698,3sie,E.C.3.1.4.35,3,1,4
5712,3sl4,E.C.3.1.4.17,3,1,4
5713,3sl5,E.C.3.1.4.17,3,1,4
5714,3sl8,E.C.3.1.4.17,3,1,4
5717,3sn7,E.C.3.1.4.17,3,1,4
5723,3sni,E.C.3.1.4.17,3,1,4
5724,3snl,E.C.3.1.4.17,3,1,4
5733,3srg,E.C.3.1.1.2,3,1,1
5769,3t2c,E.C.3.1.3.11,3,1,3
5812,3tge,E.C.3.1.4.35,3,1,4
5830,3tkz,E.C.3.1.3.48,3,1,3
5831,3tl0,E.C.3.1.3.48,3,1,3
5861,3tvx,E.C.3.1.4.53,3,1,4
5901,3u8d,E.C.3.1.1.4,3,1,1
5902,3u8h,E.C.3.1.1.4,3,1,1
5922,3uf9,E.C.3.1.8.1,3,1,8
5930,3ui7,E.C.3.1.4.17,3,1,4
6004,3v9b,E.C.3.1.4.53,3,1,4
6084,3w5e,E.C.3.1.4.53,3,1,4
6088,3wav,E.C.3.1.4.39,3,1,4
6089,3waw,E.C.3.1.4.39,3,1,4
6090,3wax,E.C.3.1.4.39,3,1,4
6091,3way,E.C.3.1.4.39,3,1,4
6104,3wd9,E.C.3.1.4.53,3,1,4
6112,3wi2,E.C.3.1.4.17,3,1,4
6116,3wk4,E.C.3.1.3.76,3,1,3
6117,3wk5,E.C.3.1.3.76,3,1,3
6118,3wk6,E.C.3.1.3.76,3,1,3
6119,3wk7,E.C.3.1.3.76,3,1,3
6120,3wk8,E.C.3.1.3.76,3,1,3
6121,3wk9,E.C.3.1.3.76,3,1,3
6122,3wka,E.C.3.1.3.76,3,1,3
6123,3wkb,E.C.3.1.3.76,3,1,3
6124,3wkc,E.C.3.1.3.76,3,1,3
6125,3wkd,E.C.3.1.3.76,3,1,3
6126,3wke,E.C.3.1.3.76,3,1,3
6135,3wqm,E.C.3.1.7.8 ,3,1,7
6138,3ws8,E.C.3.1.4.17,3,1,4
6139,3ws9,E.C.3.1.4.17,3,1,4
6144,3wyk,E.C.3.1.4.17,3,1,4
6145,3wyl,E.C.3.1.4.17,3,1,4
6146,3wym,E.C.3.1.4.17,3,1,4
6179,3zlv,E.C.3.1.1.7,3,1,1
6192,3zmp,E.C.3.1.3.48,3,1,3
6193,3zmq,E.C.3.1.3.48,3,1,3
6220,3zv7,E.C.3.1.1.7,3,1,1
6237,4a16,E.C.3.1.1.7,3,1,1
6239,4a23,E.C.3.1.1.7,3,1,1
6253,4a9c,E.C.3.1.3.86,3,1,3
6328,4ara,E.C.3.1.1.7,3,1,1
6329,4arb,E.C.3.1.1.7,3,1,1
6331,4aro,E.C.3.1.3.26,3,1,3
6401,4b7z,E.C.3.1.1.7,3,1,1
6402,4b80,E.C.3.1.1.7,3,1,1
6403,4b81,E.C.3.1.1.7,3,1,1
6404,4b82,E.C.3.1.1.7,3,1,1
6405,4b83,E.C.3.1.1.7,3,1,1
6406,4b84,E.C.3.1.1.7,3,1,1
6407,4b85,E.C.3.1.1.7,3,1,1
6447,4bds,E.C.3.1.1.8,3,1,1
6448,4bdt,E.C.3.1.1.7,3,1,1
6513,4btl,E.C.3.1.1.7,3,1,1
6647,4d08,E.C.3.1.4.17,3,1,4
6648,4d09,E.C.3.1.4.17 ,3,1,4
6707,4dhl,E.C.3.1.3.2,3,1,3
6739,4dsy,E.C.3.1.3.2,3,1,3
6740,4dt2,E.C.3.1.3.2,3,1,3
6784,4e90,E.C.3.1.4.35,3,1,4
6977,4g2j,E.C.3.1.4.35,3,1,4
6978,4g2l,E.C.3.1.4.35,3,1,4
6980,4g2w,E.C.3.1.4.35,3,1,4
6981,4g2y,E.C.3.1.4.35,3,1,4
6989,4g8l,E.C.3.1.26,3,1,26
6990,4g8v,E.C.3.1.27.5,3,1,27
6991,4g8y,E.C.3.1.27.5,3,1,27
6992,4g90,E.C.3.1.27.5,3,1,27
6995,4gah,E.C.3.1.2.2,3,1,2
6999,4ge2,E.C.3.1.3.48,3,1,3
7000,4ge5,E.C.3.1.3.48,3,1,3
7001,4ge6,E.C.3.1.3.48,3,1,3
7010,4gh6,E.C.3.1.4.35,3,1,4
7089,4h4b,E.C.3.1.3.5,3,1,3
7149,4htx,E.C.3.1.4.17,3,1,4
7223,4i8n,E.C.3.1.3.48,3,1,3
7227,4i9c,E.C.3.1,3,1,-
7232,4i9z,E.C.3.1.4.35,3,1,4
7233,4ia0,E.C.3.1.4.35,3,1,4
7295,4ivk,E.C.3.1.1.1,3,1,1
7338,4j51,E.C.3.1.3.48,3,1,3
7375,4jib,E.C.3.1.4.17,3,1,4
7430,4jwk,E.C.3.1.1.29,3,1,1
7433,4jx9,E.C.3.1.1.29,3,1,1
7499,4keq,E.C.3.1.1.27,3,1,1
7532,4kp6,E.C.3.1.4.53,3,1,4
7630,4lj3,E.C.3.1.4,3,1,4
7634,4lkq,E.C.3.1.4.17,3,1,4
7635,4llj,E.C.3.1.4.17 ,3,1,4
7636,4llk,E.C.3.1.4.17,3,1,4
7637,4llp,E.C.3.1.4.17,3,1,4
7638,4llx,E.C.3.1.4.17,3,1,4
7639,4lm0,E.C.3.1.4.17,3,1,4
7640,4lm1,E.C.3.1.4.17,3,1,4
7641,4lm2,E.C.3.1.4.17,3,1,4
7642,4lm3,E.C.3.1.4.17,3,1,4
7643,4lm4,E.C.3.1.4.17,3,1,4
7682,4m0e,E.C.3.1.1.7,3,1,1
7683,4m0f,E.C.3.1.1.7,3,1,1
7730,4md6,E.C.3.1.4.35,3,1,4
7751,4mjo,E.C.3.1.3.11,3,1,3
7780,4mrw,E.C.3.1.4.17,3,1,4
7781,4mrz,E.C.3.1.4.17,3,1,4
7782,4ms0,E.C.3.1.4.17,3,1,4
7783,4msa,E.C.3.1.4.17,3,1,4
7784,4msc,E.C.3.1.4.17,3,1,4
7785,4mse,E.C.3.1.4.17 ,3,1,4
7788,4msn,E.C.3.1.4.17,3,1,4
7797,4muw,E.C.3.1.4.17    3.1.4.35,3,1,4
7798,4mvh,E.C.3.1.4.17    3.1.4.35,3,1,4
7821,4myq,E.C.3.1.4.53,3,1,4
7895,4npv,E.C.3.1.4.17,3,1,4
7906,4nw7,E.C.3.1.4.53,3,1,4
7909,4nxs,E.C.3.1.2.22,3,1,2
7930,4o36,E.C.3.1.27.5,3,1,27
7931,4o37,E.C.3.1.27.5,3,1,27
7974,4oew,E.C.3.1.4.35,3,1,4
7975,4oex,E.C.3.1.4.35,3,1,4
8035,4p0n,E.C.3.1.4.17,3,1,4
8040,4p1r,E.C.3.1.4.17,3,1,4
8071,4phw,E.C.3.1.4.17,3,1,4
8076,4pkb,E.C.3.1.1,3,1,1
8086,4pm0,E.C.3.1.4.53,3,1,4
8092,4pn1,E.C.3.1.3.33,3,1,3
8199,4qag,E.C.3.1.26.13,3,1,26
8203,4qem,E.C.3.1.1.4,3,1,1
8204,4qer,E.C.3.1.1.4,3,1,1
8205,4qf7,E.C.3.1.1.4,3,1,1
8206,4qf8,E.C.3.1.1.4,3,1,1
8212,4qgd,E.C.3.1.1.4,3,1,1
8251,4qn9,E.C.3.1.4.54,3,1,4
8300,4qw6,E.C.3.1.25.1,3,1,25
8377,4rh5,E.C.3.1.3.48,3,1,3
8417,4rsc,E.C.3.1.1.64,3,1,1
8418,4rse,E.C.3.1.1.64,3,1,1
8419,4rsk,E.C.3.1.27.5,3,1,27
8467,4tpk,E.C.3.1.1.8,3,1,1
8468,4tpm,E.C.3.1.4.17,3,1,4
8469,4tpp,E.C.3.1.4.17,3,1,4
8603,4uuq,E.C.3.1.1.23,3,1,1
8622,4uy1,E.C.3.1.1.4,3,1,1
8658,4wcu,E.C.3.1.4.53,3,1,4
8664,4wh7,E.C.3.1.3.48,3,1,3
8665,4wh9,E.C.3.1.3.48,3,1,3
8689,4wn1,E.C.3.1.4.17,3,1,4
8725,4wyp,E.C.3.1.27.5,3,1,27
8727,4wyz,E.C.3.1.27.5,3,1,27
8733,4x0f,E.C.3.1.4.53,3,1,4
8796,4xii,E.C.3.1.1.8,3,1,1
8831,4xy2,E.C.3.1.4.17,3,1,4
8835,4y2b,E.C.3.1.4.53,3,1,4
8865,4y87,E.C.3.1.4.35,3,1,4
8866,4y8c,E.C.3.1.4.35,3,1,4
8905,4yih,E.C.3.1.3.-,3,1,3
8906,4yik,E.C.3.1.3,3,1,3
8929,4yqh,E.C.3.1.4.17,3,1,4
