,PDB code,EC number,Class,Subclass,Subsubclass
641,1hww,E.C.3.2.1.114,3,2,1
643,1hxk,E.C.3.2.1.114,3,2,1
682,1iew,E.C.3.2.1.58,3,2,1
685,1igb,E.C.3.2.1.58,3,2,1
698,1il3,E.C.3.2.2.22,3,2,2
699,1il4,E.C.3.2.2.22,3,2,2
700,1il5,E.C.3.2.2.22,3,2,2
701,1il9,E.C.3.2.2.22,3,2,2
703,1inf,E.C.3.2.1.18,3,2,1
704,1ing,E.C.3.2.1.18,3,2,1
705,1inh,E.C.3.2.1.18,3,2,1
714,1j01,E.C.3.2.1.91,3,2,1
730,1jak,E.C.3.2.1.52,3,2,1
736,1jfh,E.C.3.2.1.1,3,2,1
774,1jys,E.C.3.2.2.9,3,2,2
847,1l83,E.C.3.2.1.17,3,2,1
860,1lf9,E.C.3.2.1.3,3,2,1
862,1lgw,E.C.3.2.1.17,3,2,1
868,1li2,E.C.3.2.1.17,3,2,1
869,1li3,E.C.3.2.1.17,3,2,1
870,1li6,E.C.3.2.1.17,3,2,1
873,1ll4,E.C.3.2.1.14,3,2,1
883,1lq2,E.C.3.2.1.58,3,2,1
943,1ms0,E.C.3.2.1.18,3,2,1
961,1n1t,E.C.3.2.1.18,3,2,1
962,1n1v,E.C.3.2.1.18,3,2,1
973,1nc1,E.C.3.2.2.9,3,2,2
974,1nc3,E.C.3.2.2.9,3,2,2
1011,1nli,E.C.3.2.2.22,3,2,2
1018,1nnb,E.C.3.2.1.18,3,2,1
1027,1np0,E.C.3.2.1.52,3,2,1
1134,1o6i,E.C.3.2.1.14,3,2,1
1141,1oba,E.C.3.2.1.17,3,2,1
1142,1ocn,E.C.3.2.1.91,3,2,1
1143,1ocq,E.C.3.2.1.4,3,2,1
1144,1od8,E.C.3.2.1.8,3,2,1
1151,1ogg,E.C.3.2.1.14,3,2,1
1157,1oif,E.C.3.2.1.21,3,2,1
1158,1oim,E.C.3.2.1.21,3,2,1
1225,1p7m,E.C.3.2.2.20,3,2,2
1240,1pig,E.C.3.2.1.1,3,2,1
1252,1ppi,E.C.3.2.1.1,3,2,1
1264,1ps3,E.C.3.2.1.114,3,2,1
1274,1px4,E.C.3.2.1.23,3,2,1
1345,1qi0,E.C.3.2.1.4,3,2,1
1372,1qwu,E.C.3.2.1.114,3,2,1
1373,1qx1,E.C.3.2.1.114,3,2,1
1569,1u2y,E.C.3.2.1.1,3,2,1
1571,1u33,E.C.3.2.1.1,3,2,1
1586,1ui0,E.C.3.2.2.0,3,2,2
1601,1ur9,E.C.3.2.1.14,3,2,1
1624,1uwt,E.C.3.2.1.23,3,2,1
1625,1uwu,E.C.3.2.1.23,3,2,1
1626,1ux7,E.C.3.2.1.8,3,2,1
1628,1uz1,E.C.3.2.1.21,3,2,1
1630,1v0k,E.C.3.2.1.8,3,2,1
1631,1v0l,E.C.3.2.1.8,3,2,1
1632,1v0m,E.C.3.2.1.8,3,2,1
1633,1v0n,E.C.3.2.1.8,3,2,1
1661,1vcj,E.C.3.2.1.18,3,2,1
1662,1vcu,E.C.3.2.1.18,3,2,1
1695,1w1p,E.C.3.2.1.14,3,2,1
1696,1w1t,E.C.3.2.1.14,3,2,1
1697,1w1v,E.C.3.2.1.14,3,2,1
1698,1w1y,E.C.3.2.1.14,3,2,1
1704,1w3j,E.C.3.2.1.21,3,2,1
1705,1w3k,E.C.3.2.1.4,3,2,1
1706,1w3l,E.C.3.2.1.4,3,2,1
1731,1w9u,E.C.3.2.1.14,3,2,1
1732,1w9v,E.C.3.2.1.14,3,2,1
1733,1waw,E.C.3.2.1.14,3,2,1
1736,1wb0,E.C.3.2.1.14,3,2,1
1747,1wcq,E.C.3.2.1.18,3,2,1
1748,1wdq,E.C.3.2.1.2,3,2,1
1749,1wdr,E.C.3.2.1.2,3,2,1
1774,1x38,E.C.3.2.1.58,3,2,1
1775,1x39,E.C.3.2.1.58,3,2,1
1783,1x9d,E.C.3.2.1.113,3,2,1
1787,1xd0,E.C.3.2.1.1,3,2,1
1814,1xoe,E.C.3.2.1.18,3,2,1
1815,1xog,E.C.3.2.1.18,3,2,1
1854,1y6q,E.C.3.2.2.9,3,2,2
1855,1y6r,E.C.3.2.2.9,3,2,2
1916,1z3t,E.C.3.2.1.91,3,2,1
1917,1z3v,E.C.3.2.1.91,3,2,1
1977,220l,E.C.3.2.1.17,3,2,1
1978,223l,E.C.3.2.1.17,3,2,1
1985,2a3a,E.C.3.2.1.14,3,2,1
1986,2a3b,E.C.3.2.1.14,3,2,1
1987,2a3c,E.C.3.2.1.14,3,2,1
2136,2bvd,E.C.3.2.1.4,3,2,1
2186,2cbj,E.C.3.2.1.35,3,2,1
2187,2cbu,E.C.3.2.1.21,3,2,1
2188,2cbv,E.C.3.2.1.21,3,2,1
2192,2ceq,E.C.3.2.1.23,3,2,1
2193,2cer,E.C.3.2.1.21,3,2,1
2194,2ces,E.C.3.2.1.21,3,2,1
2195,2cet,E.C.3.2.1.21,3,2,1
2276,2epn,E.C.3.2.1.52   ,3,2,1
2299,2f0z,E.C.3.2.1.18,3,2,1
2300,2f10,E.C.3.2.1.18,3,2,1
2302,2f18,E.C.3.2.1.114,3,2,1
2303,2f1a,E.C.3.2.1.114,3,2,1
2304,2f1b,E.C.3.2.1.114,3,2,1
2318,2f7o,E.C.3.2.1.114,3,2,1
2319,2f7p,E.C.3.2.1.114,3,2,1
2336,2ff1,E.C.3.2.2.1,3,2,2
2337,2ff2,E.C.3.2.2.1,3,2,2
2376,2fyv,E.C.3.2.1.114,3,2,1
2532,2hxm,E.C.3.2.2.0,3,2,2
2601,2iuz,E.C.3.2.1.14,3,2,1
2613,2j47,E.C.3.2.1.52,3,2,1
2614,2j4g,E.C.3.2.1.52,3,2,1
2621,2j75,E.C.3.2.1.21,3,2,1
2622,2j77,E.C.3.2.1.21,3,2,1
2623,2j78,E.C.3.2.1.21,3,2,1
2624,2j79,E.C.3.2.1.21,3,2,1
2625,2j7b,E.C.3.2.1.21,3,2,1
2626,2j7d,E.C.3.2.1.21,3,2,1
2627,2j7e,E.C.3.2.1.21,3,2,1
2628,2j7f,E.C.3.2.1.21,3,2,1
2629,2j7g,E.C.3.2.1.21,3,2,1
2630,2j7h,E.C.3.2.1.21,3,2,1
2638,2jal,E.C.3.2.1.21,3,2,1
2645,2jdl,E.C.3.2.2.22,3,2,2
2651,2jf4,E.C.3.2.1.28,3,2,1
2654,2jg0,E.C.3.2.1.28,3,2,1
2659,2jiw,E.C.3.2.1.52,3,2,1
2660,2jjb,E.C.3.2.1.28,3,2,1
2662,2jke,E.C.3.2.1.20,3,2,1
2667,2jkp,E.C.3.2.1.20,3,2,1
2697,2mas,E.C.3.2.2.1,3,2,2
2725,2nsx,E.C.3.2.1.45,3,2,1
2750,2o9r,E.C.3.2.1.21,3,2,1
2821,2ow6,E.C.3.2.1.114,3,2,1
2825,2oxn,E.C.3.2.1.52,3,2,1
2828,2oyk,E.C.3.2.1.123,3,2,1
2829,2oyl,E.C.3.2.1.123,3,2,1
2830,2oym,E.C.3.2.1.123,3,2,1
2850,2p8n,E.C.3.2.2.22 ,3,2,2
2864,2pgj,E.C.3.2.2.5,3,2,2
2865,2pgl,E.C.3.2.2.5,3,2,2
2893,2pqj,E.C.3.2.2.22,3,2,2
2980,2qmj,E.C.3.2.1.-,3,2,1
2994,2qpu,E.C.3.2.1.1,3,2,1
3006,2qtg,E.C.3.2.2.16,3,2,2
3015,2qwb,E.C.3.2.1.18,3,2,1
3016,2qwc,E.C.3.2.1.18,3,2,1
3017,2qwd,E.C.3.2.1.18,3,2,1
3018,2qwe,E.C.3.2.1.18,3,2,1
3019,2qwf,E.C.3.2.1.18,3,2,1
3020,2qwg,E.C.3.2.1.18,3,2,1
3057,2rfy,E.C.3.2.1.91,3,2,1
3062,2ri9,E.C.3.2.1.113,3,2,1
3078,2sim,E.C.3.2.1.18,3,2,1
3096,2uy3,E.C.3.2.1.14,3,2,1
3097,2uy4,E.C.3.2.1.14,3,2,1
3098,2uy5,E.C.3.2.1.14,3,2,1
3120,2v3d,E.C.3.2.1.45,3,2,1
3121,2v3e,E.C.3.2.1.45,3,2,1
3137,2vc9,E.C.3.2.1.50,3,2,1
3138,2vcb,E.C.3.2.1.50,3,2,1
3162,2vjx,E.C.3.2.1.25,3,2,1
3163,2vk6,E.C.3.2.1.18,3,2,1
3165,2vl4,E.C.3.2.1.25,3,2,1
3167,2vmf,E.C.3.2.1.25,3,2,1
3173,2vo5,E.C.3.2.1.25,3,2,1
3174,2vot,E.C.3.2.1.25,3,2,1
3176,2vqt,E.C.3.2.1.25,3,2,1
3178,2vr4,E.C.3.2.1.25,3,2,1
3179,2vrj,E.C.3.2.1.21,3,2,1
3197,2vur,E.C.3.2.1.35,3,2,1
3200,2vvn,E.C.3.2.1.52,3,2,1
3202,2vvs,E.C.3.2.1.52,3,2,1
3206,2vw1,E.C.3.2.1.18,3,2,1
3207,2vw2,E.C.3.2.1.18,3,2,1
3241,2w4x,E.C.3.2.1.52,3,2,1
3245,2w66,E.C.3.2.1.52,3,2,1
3246,2w67,E.C.3.2.1.52,3,2,1
3247,2w68,E.C.3.2.1.18,3,2,1
3264,2wb5,E.C.3.2.1.35,3,2,1
3267,2wbg,E.C.3.2.1.21,3,2,1
3268,2wc3,E.C.3.2.1.21,3,2,1
3269,2wc4,E.C.3.2.1.21,3,2,1
3270,2wca,E.C.3.2.1.52,3,2,1
3271,2wcg,E.C.3.2.1.45,3,2,1
3305,2wk2,E.C.3.2.1.14,3,2,1
3313,2wly,E.C.3.2.1.14,3,2,1
3314,2wlz,E.C.3.2.1.14,3,2,1
3315,2wm0,E.C.3.2.1.14,3,2,1
3345,2wxd,E.C.3.2.3.1,3,2,3
3360,2wyi,E.C.3.2.1.24,3,2,1
3362,2wyn,E.C.3.2.1.28,3,2,1
3366,2x09,E.C.3.2.1.165,3,2,1
3367,2x0y,E.C.3.2.1.52,3,2,1
3431,2xg9,E.C.3.2.1.2,3,2,1
3434,2xii,E.C.3.2.1.51,3,2,1
3441,2xj7,E.C.3.2.1.52,3,2,1
3455,2xm1,E.C.3.2.1.169,3,2,1
3456,2xm2,E.C.3.2.1.52,3,2,1
3481,2xpk,E.C.3.2.1.52,3,2,1
3486,2xsb,E.C.3.2.1.52,3,2,1
3487,2xtk,E.C.3.2.1.14,3,2,1
3492,2xuc,E.C.3.2.1.14,3,2,1
3497,2xwd,E.C.3.2.1.45,3,2,1
3498,2xwe,E.C.3.2.1.45,3,2,1
3553,2ya6,E.C.3.2.1.18,3,2,1
3554,2ya7,E.C.3.2.1.18,3,2,1
3555,2ya8,E.C.3.2.1.18,3,2,1
3565,2ybt,E.C.3.2.1.14,3,2,1
3566,2ybu,E.C.3.2.1.14,3,2,1
3579,2ydm,E.C.3.2.1,3,2,1
3580,2ydt,E.C.3.2.1.55,3,2,1
3676,2zq0,E.C.3.2.1.20,3,2,1
3686,2zwz,E.C.3.2.1.51,3,2,1
3687,2zx5,E.C.3.2.1.51,3,2,1
3688,2zx6,E.C.3.2.1.51,3,2,1
3689,2zx7,E.C.3.2.1.51,3,2,1
3690,2zx8,E.C.3.2.1.51,3,2,1
3691,2zx9,E.C.3.2.1.51,3,2,1
3692,2zxa,E.C.3.2.1.51,3,2,1
3693,2zxb,E.C.3.2.1.51,3,2,1
3694,2zxd,E.C.3.2.1.51,3,2,1
3738,3arp,E.C.3.2.1.14,3,2,1
3739,3arq,E.C.3.2.1.14,3,2,1
3740,3arr,E.C.3.2.1.14,3,2,1
3741,3art,E.C.3.2.1.14,3,2,1
3742,3aru,E.C.3.2.1.14,3,2,1
3743,3arv,E.C.3.2.1.14,3,2,1
3744,3arw,E.C.3.2.1.14,3,2,1
3745,3arx,E.C.3.2.1.14,3,2,1
3746,3ary,E.C.3.2.1.14,3,2,1
3747,3arz,E.C.3.2.1.14,3,2,1
3748,3as0,E.C.3.2.1.14,3,2,1
3749,3as1,E.C.3.2.1.14,3,2,1
3750,3as2,E.C.3.2.1.14,3,2,1
3751,3as3,E.C.3.2.1.14,3,2,1
3784,6s0e,E.C.3.2.1.18,3,2,1
3797,3b9g,E.C.3.2.2.1,3,2,2
3914,3ch9,E.C.3.2.1.14,3,2,1
3932,3ckz,E.C.3.2.1.18,3,2,1
3933,3cl0,E.C.3.2.1.18,3,2,1
3934,3cl2,E.C.3.2.1.18,3,2,1
3954,3ctt,E.C.3.2.1.20,3,2,1
3983,3d4y,E.C.3.2.1.114,3,2,1
3984,3d4z,E.C.3.2.1.114,3,2,1
3985,3d50,E.C.3.2.1.114,3,2,1
3986,3d51,E.C.3.2.1.114,3,2,1
3987,3d52,E.C.3.2.1.114,3,2,1
4030,3ddf,E.C.3.2.1.114,3,2,1
4031,3ddg,E.C.3.2.1.114,3,2,1
4065,3dp9,E.C.3.2.2.9,3,2,2
4086,3dx0,E.C.3.2.1.114,3,2,1
4087,3dx1,E.C.3.2.1.114,3,2,1
4088,3dx2,E.C.3.2.1.114,3,2,1
4089,3dx3,E.C.3.2.1.114,3,2,1
4090,3dx4,E.C.3.2.1.114,3,2,1
4095,3dyo,E.C.3.2.1.23,3,2,1
4151,3ej5,E.C.3.2.2.22,3,2,2
4152,3ejp,E.C.3.2.1.114,3,2,1
4153,3ejq,E.C.3.2.1.114,3,2,1
4154,3ejr,E.C.3.2.1.114,3,2,1
4155,3ejs,E.C.3.2.1.114,3,2,1
4156,3ejt,E.C.3.2.1.114,3,2,1
4157,3eju,E.C.3.2.1.114,3,2,1
4228,3f5j,E.C.3.2.1.21,3,2,1
4229,3f5k,E.C.3.2.1.21,3,2,1
4230,3f5l,E.C.3.2.1.21,3,2,1
4255,3fcf,E.C.3.2.2.-,3,2,2
4256,3fci,E.C.3.2.2.-,3,2,2
4257,3fck,E.C.3.2.2.-,3,2,2
4258,3fcl,E.C.3.2.2.-,3,2,2
4380,3g6m,E.C.3.2.1.14,3,2,1
4427,3gs6,E.C.3.2.1.52,3,2,1
4429,3gsm,E.C.3.2.1.52,3,2,1
4442,3gxt,E.C.3.2.1.22,3,2,1
4512,3hio,E.C.3.2.2.22,3,2,2
4513,3hit,E.C.3.2.2.22,3,2,2
4514,3hiv,E.C.3.2.2.22,3,2,2
4515,3hiw,E.C.3.2.2.22,3,2,2
4580,3i3b,E.C.3.2.1.23,3,2,1
4581,3i3d,E.C.3.2.1.23,3,2,1
4718,3k37,E.C.3.2.1.18,3,2,1
4719,3k39,E.C.3.2.1.18,3,2,1
4720,3k3a,E.C.3.2.1.18,3,2,1
4725,3k4d,E.C.3.2.1.31,3,2,1
4848,3l4t,E.C.3.2.1.20,3,2,1
4849,3l4u,E.C.3.2.1.20,3,2,1
4850,3l4v,E.C.3.2.1.20,3,2,1
4851,3l4w,E.C.3.2.1.20,3,2,1
4852,3l4x,E.C.3.2.1.20,3,2,1
4853,3l4y,E.C.3.2.1.20,3,2,1
4854,3l4z,E.C.3.2.1.20,3,2,1
4891,3lgs,E.C.3.2.2.16,3,2,2
4922,3lpf,E.C.3.2.1.31,3,2,1
4923,3lpg,E.C.3.2.1.31,3,2,1
4928,3lpp,E.C.3.2.1.10,3,2,1
5010,3mkn,E.C.3.2.2.8,3,2,2
5047,3muz,E.C.3.2.1.23,3,2,1
5048,3mv0,E.C.3.2.1.23,3,2,1
5126,3nm6,E.C.3.2.2.9,3,2,2
5141,3nsn,E.C.3.2.1.52,3,2,1
5159,3nyd,E.C.3.2.1.8,3,2,1
5209,3odu,E.C.3.2.1.17,3,2,1
5210,3oe0,E.C.3.2.1.17,3,2,1
5213,3oe6,E.C.3.2.1.17,3,2,1
5214,3oe8,E.C.3.2.1.17,3,2,1
5215,3oe9,E.C.3.2.1.17,3,2,1
5235,3old,E.C.3.2.1.1,3,2,1
5236,3ole,E.C.3.2.1.1,3,2,1
5237,3olg,E.C.3.2.1.1,3,2,1
5238,3oli,E.C.3.2.1.1,3,2,1
5275,3ozp,E.C.3.2.1.52,3,2,1
5279,3p0g,E.C.3.2.1.17,3,2,1
5376,3px8,E.C.3.2.2.22,3,2,2
5377,3px9,E.C.3.2.2.22,3,2,2
5419,3qak,E.C.3.2.1.17,3,2,1
5550,3rik,E.C.3.2.1.45,3,2,1
5551,3ril,E.C.3.2.1.45,3,2,1
5563,3rm4,E.C.3.2.1.14,3,2,1
5564,3rm8,E.C.3.2.1.14,3,2,1
5565,3rm9,E.C.3.2.1.14,3,2,1
5566,3rme,E.C.3.2.1.14,3,2,1
5581,3rti,E.C.3.2.2.22,3,2,2
5587,3run,E.C.3.2.1.17,3,2,1
5597,3rx5,E.C.3.2.1.4,3,2,1
5598,3rx7,E.C.3.2.1.4,3,2,1
5599,3rx8,E.C.3.2.1.4,3,2,1
5652,3s5y,E.C.3.2.1.22,3,2,1
5654,3s6t,E.C.3.2.1.52,3,2,1
5739,3sur,E.C.3.2.1.52,3,2,1
5740,3sus,E.C.3.2.1.52,3,2,1
5741,3sut,E.C.3.2.1.52,3,2,1
5742,3suu,E.C.3.2.1.52,3,2,1
5743,3suv,E.C.3.2.1.52,3,2,1
5744,3suw,E.C.3.2.1.52,3,2,1
5762,3t08,E.C.3.2.1.23,3,2,1
5763,3t09,E.C.3.2.1.23,3,2,1
5764,3t0b,E.C.3.2.1.23,3,2,1
5765,3t0d,E.C.3.2.1.23,3,2,1
5770,3t2p,E.C.3.2.1.23,3,2,1
5771,3t2q,E.C.3.2.1.23,3,2,1
5813,3th0,E.C.3.2.1,3,2,1
5817,3thd,E.C.3.2.1.23,3,2,1
5857,3tv8,E.C.3.2.1.22,3,2,1
5882,3u4h,E.C.3.2.2.5,3,2,2
5883,3u4i,E.C.3.2.2.5,3,2,2
5981,3v2w,E.C.3.2.1.17,3,2,1
6019,3vd4,E.C.3.2.1.23,3,2,1
6020,3vd7,E.C.3.2.1.23,3,2,1
6021,3vd9,E.C.3.2.1.23,3,2,1
6022,3vdb,E.C.3.2.1.23,3,2,1
6023,3vdc,E.C.3.2.1.23,3,2,1
6058,3vtr,E.C.3.2.1.52,3,2,1
6064,3vw7,E.C.3.2.1.17,3,2,1
6082,3w37,E.C.3.2.1.20,3,2,1
6085,3w5n,E.C.3.2.1.40,3,2,1
6102,3wd1,E.C.3.2.1.14,3,2,1
6103,3wd2,E.C.3.2.1.14,3,2,1
6127,3wmb,E.C.3.2.1.52,3,2,1
6128,3wmc,E.C.3.2.1.52,3,2,1
6132,3wq5,E.C.3.2.1.149,3,2,1
6133,3wq6,E.C.3.2.1.149,3,2,1
6136,3wqv,E.C.3.2.1.14,3,2,1
6137,3wqw,E.C.3.2.1.14,3,2,1
6169,3zj6,E.C.3.2.1.125,3,2,1
6170,3zj8,E.C.3.2.1.105,3,2,1
6280,4ad2,E.C.3.2.1.130,3,2,1
6281,4ad3,E.C.3.2.1.130,3,2,1
6293,4ai5,E.C.3.2.2.20,3,2,2
6294,4aia,E.C.3.2.2.20,3,2,2
6357,4ayp,E.C.3.2.1.113,3,2,1
6358,4ayq,E.C.3.2.1.113,3,2,1
6359,4ayr,E.C.3.2.1.113,3,2,1
6365,4az5,E.C.3.2.1.52,3,2,1
6366,4az6,E.C.3.2.1.52,3,2,1
6367,4azb,E.C.3.2.1.52,3,2,1
6368,4azc,E.C.3.2.1.52,3,2,1
6371,4azg,E.C.3.2.1.52,3,2,1
6372,4azi,E.C.3.2.1.52,3,2,1
6383,4b1j,E.C.3.2.1.143,3,2,1
6408,4b9z,E.C.3.2.1.20,3,2,1
6502,4bs0,E.C.3.2.1.8,3,2,1
6527,4bzr,E.C.3.2.1,3,2,1
6528,4bzs,E.C.3.2.1,3,2,1
6570,4ccd,E.C.3.2.1.46,3,2,1
6572,4cd4,E.C.3.2.1.78,3,2,1
6573,4cd5,E.C.3.2.1.78,3,2,1
6574,4cd6,E.C.3.2.1.78,3,2,1
6575,4cd8,E.C.3.2.1.78,3,2,1
6625,4cpy,E.C.3.2.1.18,3,2,1
6626,4cpz,E.C.3.2.1.18,3,2,1
6642,4cu7,E.C.3.2.1.23,3,2,1
6658,4d4d,E.C.3.2.1.101,3,2,1
6668,4d8s,E.C.3.2.1.18,3,2,1
6704,4dgr,E.C.3.2.1.18,3,2,1
6710,4djh,E.C.3.2.1.17,3,2,1
6722,4do4,E.C.3.2.1.49,3,2,1
6723,4do5,E.C.3.2.1.49,3,2,1
6839,4emf,E.C.3.2.2.22,3,2,2
6840,4emr,E.C.3.2.2.22,3,2,2
6868,4esi,E.C.3.2.2.22,3,2,2
6882,4f2w,E.C.3.2.2.9,3,2,2
6883,4f3c,E.C.3.2.2.9,3,2,2
6884,4f3k,E.C.3.2.2.9,3,2,2
6915,4ffs,E.C.3.2.2.9,3,2,2
6935,4fns,E.C.3.2.1.22,3,2,1
6942,4fpf,E.C.3.2.1.18,3,2,1
6943,4fpk,E.C.3.2.1.18,3,2,1
6961,4fyh,E.C.3.2.2,3,2,2
7043,4gqq,E.C.3.2.1.1,3,2,1
7044,4gqr,E.C.3.2.1.1,3,2,1
7140,4hp0,E.C.3.2.1.17,3,2,1
7141,4hpi,E.C.3.2.1.17,3,2,1
7151,4huo,E.C.3.2.2.22,3,2,2
7152,4hup,E.C.3.2.2.22,3,2,2
7153,4hv3,E.C.3.2.2.22,3,2,2
7154,4hv7,E.C.3.2.2.22,3,2,2
7184,4hzm,E.C.3.2.1.52,3,2,1
7199,4i47,E.C.3.2.2.22,3,2,2
7211,4i71,E.C.3.2.2.1,3,2,2
7212,4i72,E.C.3.2.2.1,3,2,2
7213,4i73,E.C.3.2.2.1,3,2,2
7214,4i74,E.C.3.2.2.1,3,2,2
7218,4i7j,E.C.3.2.1.17,3,2,1
7219,4i7k,E.C.3.2.1.17,3,2,1
7220,4i7l,E.C.3.2.1.17,3,2,1
7221,4i7m,E.C.3.2.1.17,3,2,1
7222,4i7p,E.C.3.2.1.17,3,2,1
7255,4iic,E.C.3.2.1.21,3,2,1
7256,4iid,E.C.3.2.1.21,3,2,1
7257,4iie,E.C.3.2.1.21,3,2,1
7258,4iif,E.C.3.2.1.21,3,2,1
7277,4ipn,E.C.3.2.1.86,3,2,1
7330,4j3u,E.C.3.2.1.41,3,2,1
7373,4jhz,E.C.3.2.1.31,3,2,1
7469,4k5y,E.C.3.2.1.17,3,2,1
7538,4ks1,E.C.3.2.1.18,3,2,1
7552,4kxl,E.C.3.2.2,3,2,2
7553,4kxm,E.C.3.2.2,3,2,2
7554,4kxn,E.C.3.2.2,3,2,2
7694,4m3m,E.C.3.2.1.18,3,2,1
7789,4mss,E.C.3.2.1.52,3,2,1
7814,4mx1,E.C.3.2.2.22,3,2,2
7815,4mx5,E.C.3.2.2.22,3,2,2
7852,4na4,E.C.3.2.1.143,3,2,1
7988,4oo9,E.C.3.2.1.17,3,2,1
8011,4oue,E.C.3.2.1.111,3,2,1
8030,4ozo,E.C.3.2.1.111,3,2,1
8052,4p5d,E.C.3.2.2,3,2,2
8053,4p5e,E.C.3.2.2,3,2,2
8065,4pct,E.C.3.2.1.51,3,2,1
8069,4phu,E.C.3.2.1.17,3,2,1
8230,4qkx,E.C.3.2.1.17,3,2,1
8231,4qlk,E.C.3.2.1.21,3,2,1
8232,4qll,E.C.3.2.1.21,3,2,1
8364,4re2,E.C.3.2.1.25,3,2,1
8365,4re3,E.C.3.2.1.25,3,2,1
8366,4re4,E.C.3.2.1.25,3,2,1
8462,4tmf,E.C.3.2.2.6,3,2,2
8481,4tun,E.C.3.2.1.17,3,2,1
8492,4txe,E.C.3.2.1.14,3,2,1
8547,4ufh,E.C.3.2.1.46,3,2,1
8548,4ufi,E.C.3.2.1.46,3,2,1
8549,4ufj,E.C.3.2.1.46,3,2,1
8550,4ufk,E.C.3.2.1.46,3,2,1
8551,4ufl,E.C.3.2.1.46,3,2,1
8552,4ufm,E.C.3.2.1.46,3,2,1
8631,4v27,E.C.3.2.1.130,3,2,1
8639,4w52,E.C.3.2.1.17,3,2,1
8640,4w53,E.C.3.2.1.17,3,2,1
8641,4w54,E.C.3.2.1.17,3,2,1
8642,4w55,E.C.3.2.1.17,3,2,1
8643,4w57,E.C.3.2.1.17,3,2,1
8674,4wkb,E.C.3.2.2.9,3,2,2
8675,4wkc,E.C.3.2.2.9,3,2,2
8678,4wkn,E.C.3.2.2.30,3,2,2
8679,4wko,E.C.3.2.2.30,3,2,2
8680,4wkp,E.C.3.2.2.20,3,2,2
8741,4x24,E.C.3.2.2.9,3,2,2
8744,4x47,E.C.3.2.1.18,3,2,1
8745,4x49,E.C.3.2.1.18,3,2,1
8754,4x6k,E.C.3.2.1.18,3,2,1
8798,4xjr,E.C.3.2.1.18,3,2,1
8799,4xjs,E.C.3.2.2.6,3,2,2
8800,4xjt,E.C.3.2.2.6,3,2,2
8917,4yml,E.C.3.2.2.9,3,2,2
8918,4ynb,E.C.3.2.2.20,3,2,2
8922,4yo8,E.C.3.2.2.30,3,2,2
8958,4yw2,E.C.3.2.1.18,3,2,1
8967,4yz5,E.C.3.2.1.18,3,2,1
8984,4z2g,E.C.3.2.1.14,3,2,1
8985,4z2h,E.C.3.2.1.14,3,2,1
8986,4z2i,E.C.3.2.1.14,3,2,1
8987,4z2j,E.C.3.2.1.14,3,2,1
8988,4z2k,E.C.3.2.1.14,3,2,1
8989,4z2l,E.C.3.2.1.14,3,2,1
8991,4z46,E.C.3.2.1.17 I,3,2,1
9056,4zt8,E.C.3.2.2.22,3,2,2
9101,5a3h,E.C.3.2.1.4,3,2,1
9123,5a6k,E.C.3.2.1.52,3,2,1
