,PDB code,EC number,Class,Subclass,Subsubclass
3472,2xp3,E.C.5.2.1.8,5,2,1
3473,2xp4,E.C.5.2.1.8,5,2,1
3474,2xp5,E.C.5.2.1.8,5,2,1
3475,2xp6,E.C.5.2.1.8,5,2,1
3476,2xp7,E.C.5.2.1.8,5,2,1
3477,2xp8,E.C.5.2.1.8,5,2,1
3478,2xpa,E.C.5.2.1.8,5,2,1
3479,2xpb,E.C.5.2.1.8,5,2,1
3522,2y3p,E.C.5.99.1.3,5,99,1
3587,2yim,E.C.5.1.99.4,5,1,99
3614,2ypi,E.C.5.3.1.1,5,3,1
3628,2z6w,E.C.5.2.1.8,5,2,1
3641,2zbk,E.C.5.99.1.3,5,99,1
4135,3ee2,E.C.5.3.99.2,5,3,99
4183,3eov,E.C.5.2.1.8,5,2,1
4290,3fq7,E.C.5.4.3.8,5,4,3
4291,3fqa,E.C.5.4.3.8,5,4,3
4393,3gbe,E.C.5.4.99.11,5,4,99
4589,3i6c,E.C.5.2.1.8,5,2,1
4614,3if7,E.C.5.4.4.2,5,4,4
4624,3ijg,E.C.5.3.2.1,5,3,2
4629,3ikd,E.C.5.2.1.8,5,2,1
4630,3ikg,E.C.5.2.1.8,5,2,1
4711,3jyj,E.C.5.2.1.8,5,2,1
4739,3k8c,E.C.5.3.1.6,5,3,1
4745,3kab,E.C.5.2.1.8,5,2,1
4746,3kac,E.C.5.2.1.8,5,2,1
4747,3kad,E.C.5.2.1.8,5,2,1
4748,3kaf,E.C.5.2.1.8,5,2,1
4749,3kag,E.C.5.2.1.8,5,2,1
4750,3kah,E.C.5.2.1.8,5,2,1
4751,3kai,E.C.5.2.1.8,5,2,1
4758,3kce,E.C.5.2.1.8,5,2,1
4863,3l5r,E.C.5.3.2.1,5,3,2
4934,3luo,E.C.5.2.1.8,5,2,1
5142,3ntp,E.C.5.2.1.8,5,2,1
5206,3odi,E.C.5.2.1.8,5,2,1
5207,3odk,E.C.5.2.1.8,5,2,1
5208,3odl,E.C.5.2.1.8,5,2,1
5239,3oob,E.C.5.2.1.8,5,2,1
5800,3tao,E.C.5.3.1.1,5,3,1
5801,3tc5,E.C.5.2.1.8,5,2,1
5849,3ttz,E.C.5.99.1.3,5,99,1
5877,3u18,E.C.5.3.2.1,5,3,2
5880,3u2k,E.C.5.99.1.3,5,99,1
5973,3uxk,E.C.5.1.2.2,5,1,2
5974,3uxl,E.C.5.1.2.2,5,1,2
6129,3wnr,E.C.5.3.2.1,5,3,2
6130,3wns,E.C.5.3.2.1,5,3,2
6131,3wnt,E.C.5.3.2.1,5,3,2
6391,4b6c,E.C.5.99.1.3,5,99,1
6409,4bae,E.C.5.99.1.3,5,99,1
6469,4bi6,E.C.5.3.1.1,5,3,1
6470,4bi7,E.C.5.3.1.1,5,3,1
6699,4dgb,E.C.5.2.1.8,5,2,1
6731,4drk,E.C.5.2.1.8,5,2,1
6732,4drm,E.C.5.2.1.8,5,2,1
6733,4drn,E.C.5.2.1.8,5,2,1
6734,4dro,E.C.5.2.1.8,5,2,1
6735,4drp,E.C.5.2.1.8,5,2,1
6744,4duh,E.C.5.99.1.3,5,99,1
6838,4em7,E.C.5.99.1,5,99,1
6841,4emv,E.C.5.99.1,5,99,1
6941,4fp1,E.C.5.1.2.2,5,1,2
7002,4gee,E.C.5.99.1.3,5,99,1
7005,4gfn,E.C.5.99.1.3,5,99,1
7009,4ggl,E.C.5.99.1.3,5,99,1
7137,4hnc,E.C.5.1.2.2,5,1,2
7170,4hxw,E.C.5.99.1.3,5,99,1
7171,4hxz,E.C.5.99.1.3,5,99,1
7173,4hy1,E.C.5.99.1.3,5,99,1
7179,4hym,E.C.5.99.1.3,5,99,1
7182,4hz5,E.C.5.99.1.3,5,99,1
7336,4j4n,E.C.5.2.1.8,5,2,1
7337,4j4o,E.C.5.2.1.8,5,2,1
7341,4j58,E.C.5.2.1.8,5,2,1
7342,4j59,E.C.5.2.1.8,5,2,1
7343,4j5b,E.C.5.2.1.8 ,5,2,1
7344,4j5c,E.C.5.2.1.8,5,2,1
7345,4j5d,E.C.5.2.1.8,5,2,1
7346,4j5e,E.C.5.2.1.8,5,2,1
7363,4jfi,E.C.5.2.1.8,5,2,1
7364,4jfj,E.C.5.2.1.8,5,2,1
7365,4jfk,E.C.5.2.1.8,5,2,1
7366,4jfl,E.C.5.2.1.8,5,2,1
7367,4jfm,E.C.5.2.1.8,5,2,1
7384,4jjm,E.C.5.2.1.8,5,2,1
7480,4k9g,E.C.5.3.2.1,5,3,2
7655,4lp0,E.C.5.99.1.3,5,99,1
7658,4lpb,E.C.5.99.1.3,5,99,1
7707,4m6u,E.C.5.1.2.2,5,1,2
7716,4mb9,E.C.5.99.1.3,5,99,1
7717,4mbc,E.C.5.99.1.3,5,99,1
7739,4mgv,E.C.5.2.1.8,5,2,1
7769,4mot,E.C.5.99.1.3,5,99,1
7889,4nnr,E.C.5.2.1.8,5,2,1
7910,4ny3,E.C.5.2.1.8,5,2,1
7993,4oru,E.C.5.3.99.2,5,3,99
7994,4orx,E.C.5.3.99.2,5,3,99
7995,4ory,E.C.5.3.99.2,5,3,99
8002,4osf,E.C.5.3.2.1,5,3,2
8280,4qt2,E.C.5.2.1.8,5,2,1
8447,4tim,E.C.5.3.1.1,5,3,1
8483,4tw6,E.C.5.2.1.8,5,2,1
8484,4tw7,E.C.5.2.1.8,5,2,1
8485,4tw8,E.C.5.2.1.8,5,2,1
8500,4tyo,E.C.5.2.1.8,5,2,1
8565,4uiu,E.C.5.1.3.9,5,1,3
8588,4url,E.C.5.99.1.3,5,99,1
8589,4urm,E.C.5.99.1.3,5,99,1
8590,4urn,E.C.5.99.1.3,5,99,1
8591,4uro,E.C.5.99.1.3,5,99,1
8648,4w9o,E.C.5.2.1.8,5,2,1
8649,4w9p,E.C.5.2.1.8,5,2,1
8650,4w9q,E.C.5.2.1.8,5,2,1
8700,4wr8,E.C.5.3.2.1,5,3,2
8701,4wrb,E.C.5.3.2.1,5,3,2
8908,4yk5,E.C.5.3.99.3,5,3,99
8910,4yl0,E.C.5.3.99.3,5,3,99
8911,4yl1,E.C.5.3.99.3,5,3,99
8912,4yl3,E.C.5.3.99.3,5,3,99
9062,4zvi,E.C.5.99.1.3,5,99,1
9170,5ai1,E.C.5.3.3.1,5,3,3
9178,5ais,E.C.5.3.99.2,5,3,99
9179,5aiv,E.C.5.3.99.2,5,3,99
9180,5aix,E.C.5.3.99.2,5,3,99
9291,5bqg,E.C.5.3.99.3,5,3,99
9292,5bqh,E.C.5.3.99.3,5,3,99
9293,5bqi,E.C.5.3.99.3,5,3,99
9403,5d6p,E.C.5.99.1.3,5,99,1
9404,5d6q,E.C.5.99.1.3,5,99,1
9406,5d75,E.C.5.2.1.8,5,2,1
9408,5d7c,E.C.5.99.1.3,5,99,1
9409,5d7r,E.C.5.99.1.3,5,99,1
9431,5dit,E.C.5.2.1.8,5,2,1
9432,5diu,E.C.5.2.1.8,5,2,1
9433,5div,E.C.5.2.1.8,5,2,1
9705,5g2g,E.C.5.3.3.1,5,3,3
9779,5hvs,E.C.5.3.2.1 ,5,3,2
9780,5hvt,E.C.5.3.2.1 ,5,3,2
9876,5j7p,E.C.5.3.2.1,5,3,2
9877,5j7q,E.C.5.3.2.1,5,3,2
9944,5k0i,E.C.5.3.99.3 ,5,3,99
10007,5l3j,E.C.5.99.1.3,5,99,1
10101,5mgx,E.C.5.2.1.8,5,2,1
10118,5mmn,E.C.5.99.1.3,5,99,1
10119,5mmp,E.C.5.99.1.3,5,99,1
10220,5njx,E.C.5.2.1.8,5,2,1
10261,5nw7,E.C.5.3.1.8,5,3,1
10483,5t36,E.C.5.3.99.3,5,3,99
10484,5t37,E.C.5.3.99.3,5,3,99
10496,5tig,E.C.5.3.2.6,5,3,2
10500,5tl9,E.C.5.3.99.3,5,3,99
10634,6cb5,E.C.5.3.2.1,5,3,2
10635,6cbf,E.C.5.3.2.1,5,3,2
10636,6cbg,E.C.5.3.2.1,5,3,2
10637,6cbh,E.C.5.3.2.1,5,3,2
10784,6gji,E.C.5.2.1.8,5,2,1
10785,6gjj,E.C.5.2.1.8,5,2,1
10786,6gjl,E.C.5.2.1.8,5,2,1
10787,6gjm,E.C.5.2.1.8,5,2,1
10788,6gjn,E.C.5.2.1.8,5,2,1
10789,6gjr,E.C.5.2.1.8,5,2,1
10790,6gjy,E.C.5.2.1.8,5,2,1
10806,6tim,E.C.5.3.1.1,5,3,1
10838,6ra1,E.C.5.2.1.8,5,2,1
10839,6r9x,E.C.5.2.1.8,5,2,1
10840,6r9u,E.C.5.2.1.8,5,2,1
10841,6r9s,E.C.5.2.1.8,5,2,1
10842,6r8w,E.C.5.2.1.8,5,2,1
10846,6r8o,E.C.5.2.1.8,5,2,1
10847,6r8l,E.C.5.2.1.8,5,2,1
10952,6pek,E.C.5.6.1.1,5,6,1
10965,6p14,E.C.5.6.1.1,5,6,1
10966,6p12,E.C.5.6.1.1,5,6,1
10967,6p11,E.C.5.6.1.1,5,6,1
10968,6p10,E.C.5.6.1.1,5,6,1
10981,6ohu,E.C.5.3.3.5,5,3,3
10982,6oht,E.C.5.3.3.5,5,3,3
11017,6nyw,E.C.5.6.1.1,5,6,1
11018,6nyv,E.C.5.6.1.1,5,6,1
11379,6saf,E.C.5.2.1.8,5,2,1
