,PDB code,EC number,Class,Subclass,Subsubclass
74,1aq7,E.C.3.4.21.4,3,4,21
77,1at5,E.C.3.2.1.17,3,2,1
78,1at6,E.C.3.2.1.17,3,2,1
79,1atl,E.C.3.4.24.42,3,4,24
80,1atr,E.C.3.6.1.3,3,6,1
81,1au0,E.C.3.4.22.38,3,4,22
82,1au2,E.C.3.4.22.38,3,4,22
83,1auj,E.C.3.4.21.4,3,4,21
86,1awf,E.C.3.4.21.5,3,4,21
87,1awh,E.C.3.4.21.5,3,4,21
89,1ayu,E.C.3.4.22.38,3,4,22
90,1ayv,E.C.3.4.22.38,3,4,22
93,1b0f,E.C.3.4.21.37,3,4,21
94,1b11,E.C.3.4.23.16,3,4,23
95,1b2i,E.C.3.4.21.7,3,4,21
96,1b2m,E.C.3.1.27.3,3,1,27
103,1b5g,E.C.3.4.21.5,3,4,21
104,1b6j,E.C.3.4.23.16,3,4,23
105,1b6k,E.C.3.4.23.16,3,4,23
106,1b6l,E.C.3.4.23.16,3,4,23
107,1b6m,E.C.3.4.23.16,3,4,23
108,1b6p,E.C.3.4.23.16,3,4,23
112,1b8y,E.C.3.4.24.17,3,4,24
113,1b9s,E.C.3.2.1.18,3,2,1
114,1b9t,E.C.3.2.1.18,3,2,1
115,1b9v,E.C.3.2.1.18,3,2,1
116,1ba8,E.C.3.4.21.5,3,4,21
117,1bb0,E.C.3.4.21.5,3,4,21
119,1bcu,E.C.3.4.21.5,3,4,21
120,1bdl,E.C.3.4.23.16,3,4,23
121,1bdq,E.C.3.4.23.16,3,4,23
122,1bdr,E.C.3.4.23.16,3,4,23
123,1bgo,E.C.3.4.22.38,3,4,22
125,1bhx,E.C.3.4.21.5,3,4,21
126,1bil,E.C.3.4.23.15,3,4,23
127,1bim,E.C.3.4.23.15,3,4,23
128,1bio,E.C.3.4.21.46,3,4,21
129,1biw,E.C.3.4.24.17,3,4,24
130,1bji,E.C.3.2.1.18,3,2,1
131,1bjr,E.C.3.4.21.64,3,4,21
132,1bju,E.C.3.4.21.4,3,4,21
133,1bjv,E.C.3.4.21.4,3,4,21
140,1bm6,E.C.3.4.24.17,3,4,24
141,1bma,E.C.3.4.21.36,3,4,21
143,1bmm,E.C.3.4.21.5,3,4,21
144,1bmn,E.C.3.4.21.5,3,4,21
145,1bmq,E.C.3.4.22.36,3,4,22
162,1bqo,E.C.3.4.24.17,3,4,24
163,1br5,E.C.3.2.2.22,3,2,2
164,1br6,E.C.3.2.2.22,3,2,2
165,1bra,E.C.3.4.21.4,3,4,21
166,1bsk,E.C.3.5.1.27,3,5,1
167,1bty,E.C.3.4.21.4,3,4,21
170,1bv7,E.C.3.4.23.16,3,4,23
171,1bv9,E.C.3.4.23.16,3,4,23
172,1bwa,E.C.3.4.23.16,3,4,23
173,1bwb,E.C.3.4.23.16,3,4,23
175,1bxo,E.C.3.4.23.20,3,4,23
176,1bxq,E.C.3.4.23.20,3,4,23
178,1bzc,E.C.3.1.3.48,3,1,3
180,1bzh,E.C.3.1.3.48,3,1,3
181,1bzj,E.C.3.1.3.48,3,1,3
182,1bzs,E.C.3.4.24.34,3,4,24
184,1c1r,E.C.3.4.21.4,3,4,21
185,1c1u,E.C.3.4.21.5,3,4,21
186,1c1v,E.C.3.4.21.5,3,4,21
189,1c3b,E.C.3.5.2.6,3,5,2
191,1c3i,E.C.3.4.24.17,3,4,24
192,1c4u,E.C.3.4.21.5,3,4,21
193,1c4v,E.C.3.4.21.5,3,4,21
194,1c4y,E.C.3.4.21.5,3,4,21
197,1c5n,E.C.3.4.21.5,3,4,21
198,1c5o,E.C.3.4.21.5,3,4,21
199,1c5p,E.C.3.4.21.4,3,4,21
200,1c5q,E.C.3.4.21.4,3,4,21
201,1c5s,E.C.3.4.21.4,3,4,21
202,1c5t,E.C.3.4.21.4,3,4,21
203,1c5x,E.C.3.4.21.73,3,4,21
204,1c5y,E.C.3.4.21.73,3,4,21
205,1c5z,E.C.3.4.21.73,3,4,21
206,1c6y,E.C.3.4.23.46,3,4,23
207,1c70,E.C.3.4.23.16,3,4,23
208,1c83,E.C.3.1.3.48,3,1,3
209,1c84,E.C.3.1.3.48,3,1,3
210,1c85,E.C.3.1.3.48,3,1,3
211,1c86,E.C.3.1.3.48,3,1,3
212,1c87,E.C.3.1.3.48,3,1,3
213,1c88,E.C.3.1.3.48,3,1,3
218,1ca8,E.C.3.4.21.5,3,4,21
220,1caq,E.C.3.4.24.17,3,4,24
221,1cbx,E.C.3.4.17.1,3,4,17
222,1ce5,E.C.3.4.21.4,3,4,21
223,1cea,E.C.3.4.21.7,3,4,21
224,1ceb,E.C.3.4.21.7,3,4,21
226,1cgl,E.C.3.5.4.4,3,5,4
232,1ciz,E.C.3.4.24.17,3,4,24
236,1cp6,E.C.3.4.11.10,3,4,11
237,1cpi,E.C.3.4.13.16,3,4,13
238,1cps,E.C.3.4.17.1,3,4,17
239,1cr6,E.C.3.3.2.3,3,3,2
245,1ctt,E.C.3.5.4.5,3,5,4
246,1ctu,E.C.3.5.4.5,3,5,4
252,1d1p,E.C.3.1.3.48,3,1,3
254,1d3d,E.C.3.4.21.5,3,4,21
255,1d3p,E.C.3.4.21.5,3,4,21
256,1d3q,E.C.3.4.21.5,3,4,21
257,1d3v,E.C.3.5.3.1,3,5,3
258,1d4h,E.C.3.4.23.16,3,4,23
259,1d4i,E.C.3.4.23.16,3,4,23
260,1d4j,E.C.3.4.23.16,3,4,23
261,1d4k,E.C.3.4.23.16,3,4,23
262,1d4l,E.C.3.4.23.16,3,4,23
263,1d4p,E.C.3.4.21.5,3,4,21
264,1d4y,E.C.3.4.23.16,3,4,23
265,1d5j,E.C.3.4.24.17,3,4,24
266,1d5r,E.C.3.1.3.48,3,1,3
269,1d6w,E.C.3.4.21.5,3,4,21
272,1d7x,E.C.3.4.24.17,3,4,24
274,1d8f,E.C.3.4.24.17,3,4,24
275,1d8m,E.C.3.4.24.17,3,4,24
276,1d9i,E.C.3.4.21.5,3,4,21
277,1db4,E.C.3.1.1.4,3,1,1
278,1db5,E.C.3.1.1.4,3,1,1
279,1det,E.C.3.1.27.3,3,1,27
281,1dg9,E.C.3.1.3.48,3,1,3
287,1dif,E.C.3.4.23.16,3,4,23
290,1dmp,E.C.3.4.23.16,3,4,23
291,1dmt,E.C.3.4.24.11,3,4,24
292,1doj,E.C.3.4.21.5,3,4,21
296,1dth,E.C.3.4.24.42,3,4,24
300,1dud,E.C.3.6.1.23,3,6,1
302,1dva,E.C.3.4.21.21,3,4,21
303,1dwc,E.C.3.4.21.5,3,4,21
304,1dwd,E.C.3.4.21.5,3,4,21
305,1dx6,E.C.3.1.1.7,3,1,1
306,1dxp,E.C.3.4.22.-,3,4,22
307,1dy4,E.C.3.2.1.91,3,2,1
313,1e34,E.C.3.4.21.36,3,4,21
314,1e37,E.C.3.4.21.36,3,4,21
316,1e55,E.C.3.2.1.21,3,2,1
318,1e5j,E.C.3.2.1.4,3,2,1
319,1e66,E.C.3.1.1.7,3,1,1
320,1e6q,E.C.3.2.3.1,3,2,3
321,1e6s,E.C.3.2.3.1,3,2,3
322,1e72,E.C.3.2.3.1,3,2,3
325,1eas,E.C.3.4.21.36,3,4,21
326,1eat,E.C.3.4.21.36,3,4,21
327,1eb1,E.C.3.4.21.5,3,4,21
328,1eb2,E.C.3.4.21.4,3,4,21
330,1ebw,E.C.3.4.23.16,3,4,23
331,1eby,E.C.3.4.23.16,3,4,23
332,1ebz,E.C.3.4.23.16,3,4,23
333,1ec0,E.C.3.4.23.16,3,4,23
334,1ec1,E.C.3.4.23.16,3,4,23
335,1ec2,E.C.3.4.23.16,3,4,23
336,1ec3,E.C.3.4.23.16,3,4,23
339,1ecv,E.C.3.1.3.48,3,1,3
340,1eed,E.C.3.4.23.22,3,4,23
344,1ejn,E.C.3.4.21.73,3,4,21
345,1ek1,E.C.3.3.2.3,3,3,2
346,1ek2,E.C.3.3.2.3,3,3,2
347,1ekb,E.C.3.4.21.9,3,4,21
348,1ela,E.C.3.4.21.36,3,4,21
349,1elb,E.C.3.4.21.36,3,4,21
350,1elc,E.C.3.4.21.36,3,4,21
351,1eld,E.C.3.4.21.36,3,4,21
352,1ele,E.C.3.4.21.36,3,4,21
355,1ent,E.C.3.4.23.22,3,4,23
358,1eoj,E.C.3.4.21.5,3,4,21
359,1eol,E.C.3.4.21.5,3,4,21
361,1epo,E.C.3.4.23.22,3,4,23
362,1epp,E.C.3.4.23.22,3,4,23
363,1epq,E.C.3.4.23.22,3,4,23
364,1ero,E.C.3.5.2.6,3,5,2
365,1erq,E.C.3.5.2.6,3,5,2
366,1ets,E.C.3.4.21.5,3,4,21
367,1ett,E.C.3.4.21.5,3,4,21
368,1eub,E.C.3.4.24.0,3,4,24
369,1eve,E.C.3.1.1.7,3,1,1
370,1ew8,E.C.3.1.3.1,3,1,3
371,1ew9,E.C.3.1.3.1,3,1,3
374,1exw,E.C.3.1.2.22,3,1,2
376,1ezq,E.C.3.4.21.6,3,4,21
378,1f0r,E.C.3.4.21.6,3,4,21
379,1f0s,E.C.3.4.21.6,3,4,21
380,1f0t,E.C.3.4.21.4,3,4,21
381,1f0u,E.C.3.4.21.4,3,4,21
382,1f1j,E.C.3.4.22.0,3,4,22
384,1f2o,E.C.3.4.11.-,3,4,11
385,1f2p,E.C.3.4.11.-,3,4,11
387,1f3j,E.C.3.2.1.17,3,2,1
392,1f57,E.C.3.4.17.1,3,4,17
393,1f5k,E.C.3.4.21.73,3,4,21
394,1f5l,E.C.3.4.21.73,3,4,21
399,1f8b,E.C.3.2.1.18,3,2,1
400,1f8c,E.C.3.2.1.18,3,2,1
401,1f8d,E.C.3.2.1.18,3,2,1
402,1f8e,E.C.3.2.1.18,3,2,1
403,1f92,E.C.3.4.21.73,3,4,21
404,1f9e,E.C.3.4.22.0,3,4,22
406,1fax,E.C.3.4.21.6,3,4,21
408,1fh7,E.C.3.2.1.91,3,2,1
409,1fh8,E.C.3.2.1.91,3,2,1
410,1fh9,E.C.3.2.1.91,3,2,1
411,1fhd,E.C.3.2.1.91,3,2,1
413,1fiv,E.C.3.4.23.16,3,4,23
415,1fjs,E.C.3.4.21.6,3,4,21
421,1fkn,E.C.3.4.23.-,3,4,23
422,1fkw,E.C.3.5.4.4,3,5,4
423,1fls,E.C.3.4.24.0,3,4,24
424,1fmb,E.C.3.4.23.16,3,4,23
425,1fo2,E.C.3.2.1.24,3,2,1
426,1fo3,E.C.3.2.1.24,3,2,1
427,1fpc,E.C.3.4.21.5,3,4,21
428,1fpi,E.C.3.1.3.11,3,1,3
431,1fq4,E.C.3.4.23.25,3,4,23
432,1fq5,E.C.3.4.23.25,3,4,23
433,1fq6,E.C.3.4.23.25,3,4,23
434,1fq7,E.C.3.4.23.25,3,4,23
435,1fq8,E.C.3.4.23.25,3,4,23
437,1fsw,E.C.3.5.2.6,3,5,2
438,1fsy,E.C.3.5.2.6,3,5,2
439,1ft7,E.C.3.4.11.10,3,4,11
440,1fta,E.C.3.1.3.11,3,1,3
441,1fv0,E.C.3.1.1.4,3,1,1
442,1fv9,E.C.3.4.21.73,3,4,21
445,1fwe,E.C.3.5.1.5,3,5,1
446,1g05,E.C.3.4.24.17,3,4,24
448,1g27,E.C.3.5.1.31,3,5,1
449,1g2a,E.C.3.5.1.31,3,5,1
450,1g2k,E.C.3.4.23.16,3,4,23
451,1g2l,E.C.3.4.21.6,3,4,21
452,1g2m,E.C.3.4.21.6,3,4,21
454,1g30,E.C.3.4.21.5,3,4,21
455,1g32,E.C.3.4.21.5,3,4,21
456,1g35,E.C.3.4.23.16,3,4,23
457,1g36,E.C.3.4.21.4,3,4,21
458,1g37,E.C.3.4.21.5,3,4,21
459,1g3b,E.C.3.4.21.4,3,4,21
460,1g3c,E.C.3.4.21.4,3,4,21
461,1g3d,E.C.3.4.21.4,3,4,21
462,1g3e,E.C.3.4.21.4,3,4,21
464,1g42,E.C.3.8.1.-,3,8,1
468,1g49,E.C.3.4.24.17,3,4,24
470,1g4k,E.C.3.4.24.17,3,4,24
475,1g5f,E.C.3.8.1.0,3,8,1
479,1g7f,E.C.3.1.3.48,3,1,3
480,1g7g,E.C.3.1.3.48,3,1,3
483,1g9a,E.C.3.4.24.69,3,4,24
484,1g9b,E.C.3.4.24.69,3,4,24
485,1g9c,E.C.3.4.24.69,3,4,24
486,1g9d,E.C.3.4.24.69,3,4,24
491,1ga9,E.C.3.5.2.6,3,5,2
493,1gah,E.C.3.2.1.3,3,2,1
494,1gai,E.C.3.2.1.3,3,2,1
496,1gbt,E.C.3.4.21.4,3,4,21
497,1gfw,E.C.3.4.22.0,3,4,22
498,1gfy,E.C.3.1.3.48,3,1,3
500,1ggd,E.C.3.4.21.1,3,4,21
502,1ghv,E.C.3.4.21.5,3,4,21
503,1ghw,E.C.3.4.21.5,3,4,21
504,1ghy,E.C.3.4.21.5,3,4,21
505,1ghz,E.C.3.4.21.4,3,4,21
506,1gi1,E.C.3.4.21.4,3,4,21
507,1gi4,E.C.3.4.21.4,3,4,21
508,1gi6,E.C.3.4.21.4,3,4,21
509,1gi7,E.C.3.4.21.73,3,4,21
510,1gi8,E.C.3.4.21.73,3,4,21
511,1gi9,E.C.3.4.21.73,3,4,21
512,1gj4,E.C.3.4.21.5,3,4,21
513,1gj5,E.C.3.4.21.5,3,4,21
514,1gj6,E.C.3.4.21.4,3,4,21
515,1gj7,E.C.3.4.21.73,3,4,21
516,1gj8,E.C.3.4.21.73,3,4,21
517,1gja,E.C.3.4.21.73,3,4,21
518,1gjb,E.C.3.4.21.73,3,4,21
519,1gjc,E.C.3.4.21.73,3,4,21
520,1gjd,E.C.3.4.21.73,3,4,21
521,1gmy,E.C.3.4.22.1,3,4,22
522,1gnm,E.C.3.4.23.16,3,4,23
523,1gnn,E.C.3.4.23.16,3,4,23
524,1gno,E.C.3.4.23.16,3,4,23
525,1gny,E.C.3.2.1.8,3,2,1
526,1gpk,E.C.3.1.1.7,3,1,1
527,1gpn,E.C.3.1.1.7,3,1,1
529,1gqs,E.C.3.1.1.7,3,1,1
534,1gu3,E.C.3.2.1.4,3,2,1
535,1gvk,E.C.3.4.21.36,3,4,21
536,1gvu,E.C.3.4.23.22,3,4,23
537,1gvw,E.C.3.4.23.22,3,4,23
538,1gvx,E.C.3.4.23.22,3,4,23
543,1gym,E.C.3.1.4.10,3,1,4
556,1h1b,E.C.3.4.21.37,3,4,21
558,1h1h,E.C.3.1.27.-,3,1,27
563,1h22,E.C.3.1.1.7,3,1,1
564,1h23,E.C.3.1.1.7,3,1,1
578,1h46,E.C.3.2.1.91,3,2,1
580,1h4w,E.C.3.4.21.4,3,4,21
582,1h5v,E.C.3.2.1.4,3,2,1
585,1h8y,E.C.3.5.2.6,3,5,2
586,1h9l,E.C.3.4.21.36,3,4,21
588,1hbj,E.C.3.1.1.7,3,1,1
589,1hbv,E.C.3.4.23.16,3,4,23
590,1hdq,E.C.3.4.17.1,3,4,17
591,1hdt,E.C.3.4.21.5,3,4,21
592,1hee,E.C.3.4.17.1,3,4,17
593,1hef,E.C.3.4.23.16,3,4,23
594,1heg,E.C.3.4.23.16,3,4,23
595,1hfs,E.C.3.4.24.17,3,4,24
596,1hgt,E.C.3.4.21.5,3,4,21
597,1hi3,E.C.3.1.27.5,3,1,27
598,1hi4,E.C.3.1.27.5,3,1,27
599,1hi5,E.C.3.1.27.5,3,1,27
600,1hih,E.C.3.4.23.16,3,4,23
601,1hii,E.C.3.4.23.16,3,4,23
602,1hiv,E.C.3.4.23.16,3,4,23
604,1hkj,E.C.3.2.1.14,3,2,1
605,1hkk,E.C.3.2.1.14,3,2,1
606,1hkm,E.C.3.2.1.14,3,2,1
608,1hlk,E.C.3.5.2.6,3,5,2
609,1hn4,E.C.3.1.1.4,3,1,1
611,1hos,E.C.3.4.23.16,3,4,23
612,1hp0,E.C.3.2.2.1,3,2,2
613,1hp5,E.C.3.2.1.52,3,2,1
614,1hpo,E.C.3.4.23.16,3,4,23
615,1hps,E.C.3.4.23.16,3,4,23
616,1hpv,E.C.3.4.23.16,3,4,23
617,1hpx,E.C.3.4.23.16,3,4,23
618,1hq5,E.C.3.5.3.1,3,5,3
619,1hqf,E.C.3.5.3.1,3,5,3
620,1hqg,E.C.3.5.3.1,3,5,3
621,1hqh,E.C.3.5.3.1,3,5,3
622,1hrn,E.C.3.4.23.15,3,4,23
623,1hs6,E.C.3.3.2.6,3,3,2
624,1hsg,E.C.3.4.23.16,3,4,23
625,1hsh,E.C.3.4.23.16,3,4,23
626,1hte,E.C.3.4.23.16,3,4,23
627,1htf,E.C.3.4.23.16,3,4,23
628,1htg,E.C.3.4.23.16,3,4,23
630,1hty,E.C.3.2.1.114,3,2,1
631,1hv5,E.C.3.4.24.0,3,4,24
632,1hvh,E.C.3.4.23.16,3,4,23
633,1hvi,E.C.3.4.23.16,3,4,23
634,1hvj,E.C.3.4.23.16,3,4,23
635,1hvk,E.C.3.4.23.16,3,4,23
636,1hvl,E.C.3.4.23.16,3,4,23
637,1hvr,E.C.3.4.23.16,3,4,23
638,1hvs,E.C.3.4.23.16,3,4,23
640,1hwr,E.C.3.4.23.16,3,4,23
641,1hww,E.C.3.2.1.114,3,2,1
642,1hxb,E.C.3.4.23.16,3,4,23
643,1hxk,E.C.3.2.1.114,3,2,1
644,1hxw,E.C.3.4.23.16,3,4,23
645,1hy7,E.C.3.4.24.17,3,4,24
646,1hyo,E.C.3.7.1.2,3,7,1
650,1i1e,E.C.3.4.24.69,3,4,24
651,1i2s,E.C.3.5.2.6,3,5,2
675,1iau,E.C.3.4.21.79,3,4,21
676,1ibc,E.C.3.4.22.36,3,4,22
677,1icj,E.C.3.5.1.31,3,5,1
678,1ida,E.C.3.4.23.16,3,4,23
679,1idb,E.C.3.4.23.16,3,4,23
680,1iem,E.C.3.5.2.6,3,5,2
682,1iew,E.C.3.2.1.58,3,2,1
685,1igb,E.C.3.2.1.58,3,2,1
686,1iht,E.C.3.4.21.5,3,4,21
690,1iiq,E.C.3.4.23.16,3,4,23
698,1il3,E.C.3.2.2.22,3,2,2
699,1il4,E.C.3.2.2.22,3,2,2
700,1il5,E.C.3.2.2.22,3,2,2
701,1il9,E.C.3.2.2.22,3,2,2
702,1inc,E.C.3.4.21.36,3,4,21
703,1inf,E.C.3.2.1.18,3,2,1
704,1ing,E.C.3.2.1.18,3,2,1
705,1inh,E.C.3.2.1.18,3,2,1
707,1it6,E.C.3.1.3.16,3,1,3
708,1iup,E.C.3.7.1.9,3,7,1
709,1ivp,E.C.3.4.23.16,3,4,23
710,1iy7,E.C.3.4.17.1,3,4,17
712,1izh,E.C.3.4.23.16,3,4,23
713,1izi,E.C.3.4.23.16,3,4,23
714,1j01,E.C.3.2.1.91,3,2,1
715,1j07,E.C.3.1.1.7,3,1,1
716,1j14,E.C.3.4.21.4,3,4,21
717,1j15,E.C.3.4.21.4,3,4,21
718,1j16,E.C.3.4.21.4,3,4,21
719,1j17,E.C.3.4.21.4,3,4,21
720,1j1a,E.C.3.1.1.4,3,1,1
721,1j36,E.C.3.4.15.1,3,4,15
722,1j37,E.C.3.4.15.1,3,4,15
727,1j7z,E.C.3.1.27.5,3,1,27
728,1j80,E.C.3.1.27.5,3,1,27
729,1j81,E.C.3.1.27.5,3,1,27
730,1jak,E.C.3.2.1.52,3,2,1
731,1jao,E.C.3.4.24.34,3,4,24
732,1jaq,E.C.3.4.24.34,3,4,24
736,1jfh,E.C.3.2.1.1,3,2,1
738,1jh1,E.C.3.4.24.34,3,4,24
743,1jiz,E.C.3.4.24.65,3,4,24
744,1jj9,E.C.3.4.24.34,3,4,24
745,1jje,E.C.3.5.2.6,3,5,2
747,1jjt,E.C.3.5.2.6,3,5,2
748,1jk7,E.C.3.1.3.16,3,1,3
749,1jld,E.C.3.4.23.16,3,4,23
756,1jn4,E.C.3.1.27.5,3,1,27
757,6s57,E.C.3.6.1.3,3,6,1
759,1jq8,E.C.3.1.1.4,3,1,1
760,1jq9,E.C.3.1.1.4,3,1,1
764,1jrs,E.C.3.4.21.4,3,4,21
766,1jt1,E.C.3.5.2.6,3,5,2
772,1jvu,E.C.3.1.27.5,3,1,27
773,1jwt,E.C.3.4.21.5,3,4,21
774,1jys,E.C.3.2.2.9,3,2,2
779,1k1i,E.C.3.4.21.4,3,4,21
780,1k1j,E.C.3.4.21.4,3,4,21
781,1k1l,E.C.3.4.21.4,3,4,21
782,1k1m,E.C.3.4.21.4,3,4,21
783,1k1n,E.C.3.4.21.4,3,4,21
784,1k1o,E.C.3.4.21.4,3,4,21
785,1k1p,E.C.3.4.21.4,3,4,21
787,1k21,E.C.3.4.21.5,3,4,21
788,1k22,E.C.3.4.21.5,3,4,21
790,1k2i,E.C.3.4.21.1,3,4,21
796,1k6c,E.C.3.4.23.16,3,4,23
797,1k6p,E.C.3.4.23.16,3,4,23
798,1k6t,E.C.3.4.23.16,3,4,23
799,1k6v,E.C.3.4.23.16,3,4,23
801,1kak,E.C.3.1.3.48,3,1,3
802,1kav,E.C.3.1.3.48,3,1,3
804,1kds,E.C.3.5.2.6,3,5,2
805,1kdw,E.C.3.5.2.6,3,5,2
806,1ke0,E.C.3.5.2.6,3,5,2
807,1ke3,E.C.3.5.2.6,3,5,2
820,1kpm,E.C.3.1.1.4,3,1,1
822,1kr3,E.C.3.5.2.6,3,5,2
823,1ksn,E.C.3.4.21.6,3,4,21
825,1ktt,E.C.3.4.21.5,3,4,21
826,1kug,E.C.3.4.24.44,3,4,24
827,1kui,E.C.3.4.24.44,3,4,24
828,1kuk,E.C.3.4.24.44,3,4,24
832,1kvo,E.C.3.1.1.4,3,1,1
835,1kyn,E.C.3.4.21.20,3,4,21
837,1kz8,E.C.3.1.3.11,3,1,3
838,1kzk,E.C.3.4.23.16,3,4,23
840,1l2s,E.C.3.5.2.6,3,5,2
847,1l83,E.C.3.2.1.17,3,2,1
848,1l8g,E.C.3.1.3.48,3,1,3
849,1lan,E.C.3.4.11.1,3,4,11
853,1lcp,E.C.3.4.11.1,3,4,11
856,1lee,E.C.3.4.23.39,3,4,23
857,1lev,E.C.3.1.3.11,3,1,3
858,1lf2,E.C.3.4.23.39,3,4,23
859,1lf3,E.C.3.4.23.39,3,4,23
860,1lf9,E.C.3.2.1.3,3,2,1
862,1lgw,E.C.3.2.1.17,3,2,1
863,1lhc,E.C.3.4.21.5,3,4,21
864,1lhd,E.C.3.4.21.5,3,4,21
865,1lhe,E.C.3.4.21.5,3,4,21
866,1lhf,E.C.3.4.21.5,3,4,21
867,1lhg,E.C.3.4.21.5,3,4,21
868,1li2,E.C.3.2.1.17,3,2,1
869,1li3,E.C.3.2.1.17,3,2,1
870,1li6,E.C.3.2.1.17,3,2,1
873,1ll4,E.C.3.2.1.14,3,2,1
874,1llb,E.C.3.5.2.6,3,5,2
880,1lpg,E.C.3.4.21.6,3,4,21
881,1lpk,E.C.3.4.21.6,3,4,21
882,1lpz,E.C.3.4.21.6,3,4,21
883,1lq2,E.C.3.2.1.58,3,2,1
884,1lqd,E.C.3.4.21.6,3,4,21
885,1lqe,E.C.3.4.21.4,3,4,21
886,1lqf,E.C.3.1.3.48,3,1,3
887,6s56,E.C.3.6.1.3,3,6,1
892,1lyb,E.C.3.4.23.5,3,4,23
895,1lzq,E.C.3.4.23.16,3,4,23
896,1m0b,E.C.3.4.23.16,3,4,23
901,1m21,E.C.3.5.1.0,3,5,1
905,1m2x,E.C.3.5.2.6,3,5,2
906,1m4h,E.C.3.4.23.-,3,4,23
912,1mai,E.C.3.1.4.11,3,1,4
917,1me3,E.C.3.4.22.0,3,4,22
918,1me4,E.C.3.4.22.0,3,4,22
921,1mem,E.C.3.4.22.38,3,4,22
922,1mes,E.C.3.4.23.16,3,4,23
923,1met,E.C.3.4.23.16,3,4,23
924,1meu,E.C.3.4.23.16,3,4,23
925,1mf4,E.C.3.1.1.4,3,1,1
926,1mhw,E.C.3.4.22.15,3,4,22
927,1mkd,E.C.3.1.4.17,3,1,4
929,1mmp,E.C.3.4.24.23,3,4,24
930,1mmq,E.C.3.4.24.23,3,4,24
931,1mmr,E.C.3.4.24.23,3,4,24
933,1mnc,E.C.3.4.24.34,3,4,24
936,1mpl,E.C.3.4.16.4,3,4,16
937,1mq5,E.C.3.4.21.6,3,4,21
938,1mq6,E.C.3.4.21.6,3,4,21
941,1mrw,E.C.3.4.23.16,3,4,23
942,1mrx,E.C.3.4.23.16,3,4,23
943,1ms0,E.C.3.2.1.18,3,2,1
944,1ms6,E.C.3.4.22.27,3,4,22
945,1msm,E.C.3.4.23.16,3,4,23
946,1msn,E.C.3.4.23.16,3,4,23
948,1mtr,E.C.3.4.23.16,3,4,23
949,1mu6,E.C.3.4.21.5,3,4,21
950,1mu8,E.C.3.4.21.5,3,4,21
951,1mue,E.C.3.4.21.5,3,4,21
952,1mui,E.C.3.4.23.16,3,4,23
954,1mx1,E.C.3.1.1.1,3,1,1
955,1mxo,E.C.3.5.2.6,3,5,2
956,1my8,E.C.3.5.2.6,3,5,2
960,1n1m,E.C.3.4.14.5,3,4,14
961,1n1t,E.C.3.2.1.18,3,2,1
962,1n1v,E.C.3.2.1.18,3,2,1
965,1n3z,E.C.3.1.27.5,3,1,27
966,1n51,E.C.3.4.11.9,3,4,11
967,1n5r,E.C.3.1.1.7,3,1,1
973,1nc1,E.C.3.2.2.9,3,2,2
974,1nc3,E.C.3.2.2.9,3,2,2
975,1nc6,E.C.3.4.21.4,3,4,21
976,1nd5,E.C.3.1.3.2,3,1,3
