#===============================================================================
## The subset S2 of PDBbind core set v.2016, latest update: Nov 2016
## A total of 105 complexes in 21 clusters
## PDB code, resolution, release year, -logKd/Ki, original Kd/Ki, cluster ID, deltaSAS, deltaVOL, Hydrophobic scale, group ID of deltaSAS, group ID of deltaVOL, group ID of H-Scale
##===============================================================================
#code   reso     year    logKa    Ka        target  dSAS     VOL      HScale    GSAS  GVOL  GHScale
2p4y    2.25     2008    9.00     Ki=1nM      35    0.80     635.2     0.15     S2    V3    H3
3uo4    2.45     2012    6.52     Kd=299nM    36    0.75     385.6    -0.36     S2    V2    H2
3up2    2.30     2012    7.40     Kd=40nM     36    0.80     394.5    -0.58     S2    V2    H2
3e5a    2.30     2008    8.23     Ki=5.9nM    36    0.74     436.1    -0.32     S2    V2    H2
2wtv    2.40     2010    8.74     Ki=1.8nM    36    0.73     430.1    -0.55     S2    V2    H2
3myg    2.40     2010   10.70     Kd=0.02nM   36    0.66     324.9    -0.43     S2    V2    H2
4jsz    1.90     2013    2.30     Ki=5000uM   38    0.66     147.8    -0.28     S2    V1    H3
3kwa    2.00     2010    4.08     Ki=84uM     38    0.81     251.1     0.12     S2    V1    H3
2weg    1.10     2009    6.50     Kd=314nM    38    0.81     211.8    -0.11     S2    V1    H3
3ryj    1.39     2011    7.80     Kd=16nM     38    0.70     226.5    -0.06     S2    V1    H3
3dd0    1.48     2009    9.00     Ki=1nM      38    0.72     227.8    -0.07     S2    V1    H3
2yge    1.96     2011    5.06     Kd=8.62uM   48    0.68     359.0    -0.25     S2    V2    H1
2fxs    2.00     2007    6.06     Kd=0.87uM   48    0.64     303.4    -0.36     S2    V2    H1
2iwx    1.50     2006    6.68     Kd=0.21uM   48    0.73     306.4    -0.31     S2    V2    H1
2wer    1.60     2009    7.05     Kd=90nM     48    0.76     339.5    -0.31     S2    V2    H1
2vw5    1.90     2008    8.52     Kd=3nM      48    0.76     401.9    -0.56     S2    V2    H1
3ozt    1.48     2011    4.13     Ki=74.9uM   51    0.79     432.8    -0.46     S2    V3    H1
3ozs    1.44     2011    5.33     Ki=4645nM   51    0.80     469.2    -0.45     S2    V3    H1
3oe5    1.52     2011    6.88     Ki=132nM    51    0.79     456.8    -0.43     S2    V3    H1
3oe4    1.49     2011    7.47     Ki=34nM     51    0.79     462.5    -0.44     S2    V3    H1
3nw9    1.65     2011    9.00     Ki=1nM      51    0.77     452.6    -0.50     S2    V3    H1
3ao4    1.95     2011    2.07     Kd=8.5mM    52    0.79     257.1    -0.38     S2    V1    H1
3zt2    1.70     2012    2.84     Kd=1435uM   52    0.73     287.9    -0.35     S2    V1    H1
3zsx    1.95     2012    3.28     Kd=519uM    52    0.61     261.6    -0.54     S2    V1    H1
4cig    1.70     2014    3.67     Kd=214uM    52    0.60     258.9    -0.58     S2    V1    H1
3zso    1.75     2012    5.12     Kd=7.6uM    52    0.60     279.9    -0.34     S2    V1    H1
3nq9    1.90     2010    4.03     Kd=92.6uM   55    0.68     183.2     0.13     S2    V1    H3
3ueu    2.10     2011    5.24     Kd=5.81uM   55    0.72     302.1     0.67     S2    V1    H3
3uev    1.90     2011    5.89     Kd=1.29uM   55    0.76     311.2     0.46     S2    V1    H3
3uew    2.00     2011    6.31     Kd=0.49uM   55    0.68     307.8     0.10     S2    V1    H3
3uex    2.10     2011    6.92     Kd=0.12uM   55    0.72     355.9     0.21     S2    V1    H3
