,PDB code,EC number,Class,Subclass,Subsubclass
2949,2qbs,E.C.3.1.3.48,3,1,3
3143,2veu,E.C.3.1.3.48,3,1,3
3239,2w3o,E.C.3.1.3.32,3,1,3
3257,2w73,E.C.3.1.3.16,3,1,3
3265,2wbb,E.C.3.1.3.11,3,1,3
3266,2wbd,E.C.3.1.3.11,3,1,3
3532,2y5k,E.C.3.1.3.11,3,1,3
3533,2y5l,E.C.3.1.3.11,3,1,3
3670,2zmm,E.C.3.1.3.48,3,1,3
3671,2zn7,E.C.3.1.3.48,3,1,3
3705,3a29,E.C.3.1.3.11,3,1,3
3829,3blt,E.C.3.1.3.48,3,1,3
3830,3blu,E.C.3.1.3.48,3,1,3
3832,3bm8,E.C.3.1.3.48,3,1,3
3956,3cwe,E.C.3.1.3.48,3,1,3
4066,3dpc,E.C.3.1.3.1,3,1,3
4116,3e7a,E.C.3.1.3.16,3,1,3
4117,3e7b,E.C.3.1.3.16,3,1,3
4127,3eax,E.C.3.1.3.48,3,1,3
4128,3eb1,E.C.3.1.3.48,3,1,3
4242,3f81,E.C.3.1.3.48,3,1,3
4726,3k4q,E.C.3.1.3.8,3,1,3
4752,3kb3,E.C.3.1.3.16,3,1,3
4754,3kbz,E.C.3.1.3.11,3,1,3
4755,3kc0,E.C.3.1.3.11,3,1,3
4756,3kc1,E.C.3.1.3.11,3,1,3
4908,3ll8,E.C.3.1.3.16,3,1,3
5093,3n5u,E.C.3.1.3.16,3,1,3
5115,3nef,E.C.3.1.3.16,3,1,3
5116,3neg,E.C.3.1.3.16,3,1,3
5118,3nfk,E.C.3.1.3.48,3,1,3
5119,3nfl,E.C.3.1.3.48,3,1,3
5178,3o5x,E.C.3.1.3.48,3,1,3
5204,3ocz,E.C.3.1.3.2,3,1,3
5330,3pgl,E.C.3.1.3.16,3,1,3
5427,3qce,E.C.3.1.3.48,3,1,3
5428,3qcf,E.C.3.1.3.48,3,1,3
5429,3qch,E.C.3.1.3.48,3,1,3
5430,3qci,E.C.3.1.3.48,3,1,3
5431,3qcj,E.C.3.1.3.48,3,1,3
5432,3qck,E.C.3.1.3.48,3,1,3
5433,3qcl,E.C.3.1.3.48,3,1,3
5639,3s3k,E.C.3.1.3.48,3,1,3
5769,3t2c,E.C.3.1.3.11,3,1,3
5830,3tkz,E.C.3.1.3.48,3,1,3
5831,3tl0,E.C.3.1.3.48,3,1,3
6116,3wk4,E.C.3.1.3.76,3,1,3
6117,3wk5,E.C.3.1.3.76,3,1,3
6118,3wk6,E.C.3.1.3.76,3,1,3
6119,3wk7,E.C.3.1.3.76,3,1,3
6120,3wk8,E.C.3.1.3.76,3,1,3
6121,3wk9,E.C.3.1.3.76,3,1,3
6122,3wka,E.C.3.1.3.76,3,1,3
6123,3wkb,E.C.3.1.3.76,3,1,3
6124,3wkc,E.C.3.1.3.76,3,1,3
6125,3wkd,E.C.3.1.3.76,3,1,3
6126,3wke,E.C.3.1.3.76,3,1,3
6192,3zmp,E.C.3.1.3.48,3,1,3
6193,3zmq,E.C.3.1.3.48,3,1,3
6253,4a9c,E.C.3.1.3.86,3,1,3
6331,4aro,E.C.3.1.3.26,3,1,3
6707,4dhl,E.C.3.1.3.2,3,1,3
6739,4dsy,E.C.3.1.3.2,3,1,3
6740,4dt2,E.C.3.1.3.2,3,1,3
6999,4ge2,E.C.3.1.3.48,3,1,3
7000,4ge5,E.C.3.1.3.48,3,1,3
7001,4ge6,E.C.3.1.3.48,3,1,3
7089,4h4b,E.C.3.1.3.5,3,1,3
7223,4i8n,E.C.3.1.3.48,3,1,3
7338,4j51,E.C.3.1.3.48,3,1,3
7751,4mjo,E.C.3.1.3.11,3,1,3
8092,4pn1,E.C.3.1.3.33,3,1,3
8377,4rh5,E.C.3.1.3.48,3,1,3
8664,4wh7,E.C.3.1.3.48,3,1,3
8665,4wh9,E.C.3.1.3.48,3,1,3
8905,4yih,E.C.3.1.3.-,3,1,3
8906,4yik,E.C.3.1.3,3,1,3
9125,5a7i,E.C.3.1.3.36,3,1,3
9126,5a7j,E.C.3.1.3.36,3,1,3
9159,5aes,E.C.3.1.3.3,3,1,3
9171,5ai5,E.C.3.1.3.76,3,1,3
9172,5ai6,E.C.3.1.3.76,3,1,3
9173,5ai8,E.C.3.1.3.76,3,1,3
9174,5ai9,E.C.3.1.3.76,3,1,3
9175,5aia,E.C.3.1.3.76,3,1,3
9176,5aib,E.C.3.1.3.76 ,3,1,3
9177,5aic,E.C.3.1.3.76,3,1,3
9188,5ak3,E.C.3.1.3.76,3,1,3
9189,5ak4,E.C.3.1.3.76,3,1,3
9190,5ak5,E.C.3.1.3.76,3,1,3
9191,5ak6,E.C.3.1.3.76 ,3,1,3
9192,5ake,E.C.3.1.3.76,3,1,3
9193,5akg,E.C.3.1.3.76,3,1,3
9194,5akh,E.C.3.1.3.76,3,1,3
9195,5aki,E.C.3.1.3.76,3,1,3
9196,5akj,E.C.3.1.3.76,3,1,3
9197,5akk,E.C.3.1.3.76,3,1,3
9198,5akl,E.C.3.1.3.76 ,3,1,3
9201,5akz,E.C.3.1.3.76,3,1,3
9207,5ald,E.C.3.1.3.76,3,1,3
9208,5ale,E.C.3.1.3.76,3,1,3
9209,5alf,E.C.3.1.3.76,3,1,3
9210,5alg,E.C.3.1.3.76,3,1,3
9211,5alh,E.C.3.1.3.76,3,1,3
9212,5ali,E.C.3.1.3.76,3,1,3
9213,5alj,E.C.3.1.3.76,3,1,3
9214,5alk,E.C.3.1.3.76 ,3,1,3
9215,5all,E.C.3.1.3.76,3,1,3
9216,5alm,E.C.3.1.3.76,3,1,3
9217,5aln,E.C.3.1.3.76,3,1,3
9218,5alo,E.C.3.1.3.76,3,1,3
9219,5alp,E.C.3.1.3.76,3,1,3
9220,5alr,E.C.3.1.3.76,3,1,3
9221,5als,E.C.3.1.3.76,3,1,3
9222,5alt,E.C.3.1.3.76,3,1,3
9223,5alu,E.C.3.1.3.76,3,1,3
9224,5alv,E.C.3.1.3.76,3,1,3
9225,5alw,E.C.3.1.3.76,3,1,3
9226,5alx,E.C.3.1.3.76,3,1,3
9227,5aly,E.C.3.1.3.76,3,1,3
9228,5alz,E.C.3.1.3.76,3,1,3
9229,5am0,E.C.3.1.3.76,3,1,3
9230,5am1,E.C.3.1.3.76,3,1,3
9231,5am2,E.C.3.1.3.76,3,1,3
9232,5am3,E.C.3.1.3.76,3,1,3
9233,5am4,E.C.3.1.3.76,3,1,3
9234,5am5,E.C.3.1.3.76,3,1,3
9369,5cr7,E.C.3.1.3.5,3,1,3
9529,5ehp,E.C.3.1.3.48,3,1,3
9531,5ehr,E.C.3.1.3.48,3,1,3
9604,5eyz,E.C.3.1.3.48 ,3,1,3
9605,5ez0,E.C.3.1.3.48 ,3,1,3
9986,5kqg,E.C.3.1.3.48,3,1,3
9987,5kql,E.C.3.1.3.48,3,1,3
10111,5mk1,E.C.3.1.3.48,3,1,3
10112,5mk3,E.C.3.1.3.48,3,1,3
10349,5ovr,E.C.3.1.3.48,3,1,3
10350,5ovx,E.C.3.1.3.48,3,1,3
10351,5ow1,E.C.3.1.3.48,3,1,3
10451,5sve,E.C.3.1.3.16,3,1,3
10467,5t19,E.C.3.1.3.48,3,1,3
10602,6bmr,E.C.3.1.3.48,3,1,3
10603,6bmv,E.C.3.1.3.48,3,1,3
10604,6bmx,E.C.3.1.3.48,3,1,3
10779,6g22,E.C.3.1.3.-,3,1,3
10780,6g2l,E.C.3.1.3.-,3,1,3
10781,6g2m,E.C.3.1.3.-,3,1,3
10782,6g2n,E.C.3.1.3.-,3,1,3
10983,6of5,E.C.3.1.3.2,3,1,3
11070,6mdc,E.C.3.1.3.48,3,1,3
11252,5zma,E.C.3.1.3.48,3,1,3
11262,5zcu,E.C.3.1.3.16,3,1,3
11294,5wg8,E.C.3.1.3.16,3,1,3
11362,6mdd,E.C.3.1.3.48,3,1,3
