PDB code, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
2j78,10.3805547974484,5.50433190981899,0.532763245367941,0.463309155866876,0,0,0,0,3.33720427378992,0.484312648443842,0,0,10.5122410961694,5.54848570080692,3.06003470244687,2.45761815823298,0,0,0.238304700095519,0.0375815215459275,-109.20055757283,61.5516195069008
2fvd,10.4596497690135,9.26505921141437,1.13257614151872E-05,1.13255990396247E-05,0,0,0.00572247511242084,0.00572247511241016,16.8728606800701,2.60831895811448,0.00481899277491097,0.00481795779572283,1.99994241008184,1.9999424025396,1.54449203000559,1.54250238594159,0,0,0.0146164019869103,-0.0947698654537149,-188.105430666503,91.2675066310922
4tmn,20.574328686315,13.2685301100993,0.197758719163467,0.188037345882997,0,0,0,0,17.8562425922349,3.74764258230332,1.02408405151445,1.00874370387136,4.77686418356098,2.60343711660185,3.56222204616914,3.26810327069049,0,0,0.893449960946152,-0.338774110751995,-226.760267863143,111.68854043811
3aru,1.91647014752767,1.91632469425387,0.0137564940330808,0.0135593243616653,0.00350440887853278,0.00211886469387577,1.5656110523245E-08,1.56560595707372E-08,4.11021447767395,0.510091689995482,1.9282906815258,0.994133984623228,8.79526749275249E-13,3.84257298495192E-13,0.813331893881331,0.743837082936054,0,0,-0.592177026224513,-0.0510650179165248,-112.847744712484,55.6977926416001
3dd0,7.56472845782136,5.73090829783394,0.042382522365929,0.0423626406660748,0,0,0,0,7.39070480390755,1.43352298306864,0.000519264825607162,0.000519255594920429,2.01625008262046,0.999999782468281,0.465590146594331,0.465502200232232,0,0,1.26558656775771,1.69626971302045,-103.78513418281,50.7716160693724
1owh,7.85803349603907,5.25599102051632,9.32996013994033E-05,8.56887636350518E-05,0.137712524959592,0.0799834265360999,2.04350125024332E-13,2.04350125024332E-13,7.94060951130064,2.75133879527557,4.17911839697746E-09,3.59827824491529E-09,6.03624232210103,3.77607081793133,0.0838437074029416,0.0838436634858195,0,0,-0.12133989843665,-0.345124105542953,-125.706038890952,57.7636803039869
1z6e,22.1838043586096,16.1700779699389,0.141200411618355,0.141200350348441,1.37049487492486,1.28570790638243,2.08898456056406E-12,2.08898456056406E-12,10.6984396821415,1.7966699032771,4.15864560605444,2.01717063516276,4.50589057509235,3.14404128278181,0.468148282228408,0.46814825011302,0,0,0.254653411573993,-0.1211186362541,-215.804853475602,105.105103058352
3f3d,14.6923130450906,7.24365787928149,0.320590233848729,0.299414337255998,0.395730808101385,0.318026053673896,0,0,15.1581234209594,1.70382356285611,0,0,4.27360962686845,0.99997183973551,0.968113753982137,0.601439343605735,0,0,-0.123410585570103,-0.239610793392494,-109.393291501285,56.9977284174603
2brb,8.29778817290217,7.90510759833719,0.216495477600941,0.216495466196184,0,0,2.31930024043234E-12,2.31930024043234E-12,17.7024183530396,3.63309979967852,8.53172543919798E-05,8.53172543905898E-05,2.78744717281624E-06,2.78744139793988E-06,0.51060715985819,0.510607146098151,0,0,-0.102150029767608,-0.0495787900509788,-152.147737426418,71.7669144641814
4m0z,9.60824292256789,8.4347071926984,0.802415581566225,0.802415554276333,0,0,0,0,16.8271796667227,1.87670510832924,0.998212673738758,0.997964888177401,4.83043415135438,2.957202206523,1.17361227592243,1.17361184382363,0,0,0.41516882066033,-0.0831735884070496,-199.575468043956,104.120095100883
3n76,10.6295386093414,6.86309782585436,2.58271380352149,2.51486310293799,0,0,0,0,20.4401866437195,3.492849576269,3.8786136934583E-06,3.8786136934583E-06,5.99565638272564,2.99999396829109,4.15036255822919,2.96583456746738,0,0,-0.344955946261044,-0.206807582602876,-199.964018477949,108.148441015477
3zsx,12.7707308068458,10.8812584148094,2.99528190472856,2.05970142025011,0,0,6.12976015787176E-12,6.12976015787176E-12,18.070179650516,4.62653889869496,0.000920635210982666,0.000920233005252494,0.99941189679293,0.999411896744842,2.82110227711099,2.69064946437683,0,0,-0.573936388780586,-0.215903476387637,-161.03786554011,73.493290850301
1nc3,12.0477123941821,8.92294409713896,0.75186605324086,0.751865336894773,0,0,0,0,2.13339458229536,0.205972616157111,0.0996420720310178,0.0996200457723324,7.41505639673137,4.30297051042435,0.993619440512445,0.938781813079972,0,0,-0.777927721679713,-0.209814470996378,-165.865189546868,87.9766970175204
2vvn,7.11320829252527,6.40857784717505,2.21915008990861E-05,2.21388785593016E-05,0,0,0,0,4.183935264892,0.384524233361267,0,0,4.36073800595087,3.75428348720577,0.586891974640637,0.586864891590956,0,0,0.00563903325817443,-0.0199167183439935,-160.915049570011,86.2180415927019
3f3e,13.4482966828509,6.47979630224776,0.32670321991568,0.229248187029085,0.297020387120524,0.205809964431948,0,0,18.3063403460121,1.97050612358673,0,0,4.28906490664647,0.999960206475059,1.36009240225373,0.857469769859109,0,0,-0.242153788277747,-0.258887799081037,-109.685793194694,54.7275001632418
3e5a,9.82770203030425,9.74151289088705,0.937835279768614,0.93783454127869,0.0049639086822986,0.0049639086822986,1.79134535155394E-12,1.76101762256653E-12,22.2360841828596,3.25772942464605,0.99992853257397,0.999928506447096,2.14141887635466,1.95836080573378,1.23025977645259,1.23025977645252,0,0,0.23771287272037,0.357036573520875,-218.358464829169,107.964043706129
3g2z,5.83233100903951,4.08647305723609,0.141438204385103,0.141437618853923,0,0,0.999973227334538,0.999973221202474,0.80769611637145,0.236240668980391,2.07715279074897E-05,2.07715279074897E-05,0.0372871397348302,0.0334844681848572,1.91033025841516,1.90883844147121,0,0,0.179849996542459,-0.041041125573691,-54.2029244549578,27.5689803623527
4gfm,9.13696711949622,7.87200066147205,0.0147103334830153,0.0147103333750313,0,0,1.42498867984651E-07,1.42498867984651E-07,5.33962170050628,1.9101928453297,0,0,0.000292455700991503,0.000292455472905162,0.999999994744607,0.999999994744594,2.92711330242006,1.78237606541714,0.147390602878194,-0.0283692664184618,-130.17882447797,68.5556131255259
2wvt,9.30079747986953,5.66176489212846,0.919477961664055,0.664868061639432,1.62999335487983,0.879392071180225,0,0,0,0,0,0,12.6339117972889,5.84468139269057,3.46928895712888,2.27941656867561,0,0,0.427497143972036,0.0635550198714154,-109.938091454454,60.6237109774736
3gy4,4.80146841250455,3.31906659132313,3.94112824250899E-05,3.94018785458993E-05,0.368676624131482,0.209392992087001,7.95564287280997E-14,7.95564287280997E-14,5.53249424423929,1.77912254715025,1.79737859511606E-09,1.59512188384396E-09,6.36618876567923,2.98392122675481,4.99815824280562E-08,4.09926274657564E-08,0,0,0.262612762736886,-0.275787092179764,-79.3017160697985,35.6953156736017
3f3c,19.109900712868,9.7523005296019,0.362099254953112,0.32012973525282,0.473249400736354,0.220082708287104,0,0,15.5373127510438,1.84117129737926,1.23106319316741,0.999999999099602,4.49685481691761,0.999963205740999,1.19163748800438,0.995300471568076,0,0,-0.453050883942015,-0.265915379915881,-128.751203336925,72.872626157561
4jxs,8.56041078379589,7.48384493806172,1.74237802593273,1.74146067497295,0,0,0.062440005953688,0.0624399968486617,12.4454492266196,3.71699737288644,1.00424870924985,1.00424870874785,0.99982721480366,0.999803560351261,4.02980984417768,2.92593646919107,0,0,-0.974612065974127,-0.253758999343171,-121.865014419576,63.7197974727652
2br1,9.05161271664502,8.84860311556686,0.748381705775858,0.7483816276487,0,0,2.94963307775747E-14,2.94963307775747E-14,16.7062043332225,3.51166228113131,0.249915787595062,0.249915787595062,9.67850399368645E-06,9.67829662158614E-06,0.663228223056936,0.663228222953657,0,0,0.259394836463854,-0.040892416959563,-161.77363747835,74.7850012443008
4e6q,6.51130920637545,6.47365822341545,0.0911797133397303,0.0911796995340838,0.00144625830936634,0.00144625830936634,0.976399992644233,0.97639999264423,10.4219285773429,2.17930071458877,6.92487229065611E-06,6.92487229065611E-06,1.00009027117951,1.00005327490674,0.931812919484244,0.931812919483896,0,0,0.779409443713647,-0.0224932101365649,-179.896263099416,82.6248020018631
2fxs,6.02883528354627,6.0279102105178,0.0912866385266358,0.091278681352163,0,0,3.99489462355702E-13,3.99489462355702E-13,9.13772926522468,1.46025458906011,9.56023993099396E-07,9.56023993099396E-07,0.932360011735755,0.853111769787051,1.16343896447075,1.15862477066966,0.999994337092286,0.999994283060889,0.339701032213531,-0.0297108483031825,-136.243492004676,71.0882602021413
4j21,7.9677144189146,6.65302641254177,0.481958875114538,0.481958873754394,0,0,7.05170479364703E-14,7.05170479364703E-14,16.4028042450688,2.8407690075224,1.34564823043585,1.00190221900935,2.11480615907839,0.999378218218111,0.992766798354941,0.992766769292688,2.02569391885544,0.999986528416203,0.067434507937883,-0.0408277570921593,-163.384280748095,84.909446783245
2qbr,8.63910344067366,7.39057887740443,1.71106250383608,1.67693766518916,0,0,0.000194129944361597,0.000194129944361597,33.474522361871,5.12884790490172,1.99109774416181,1.99094429063513,0.0214787526856527,0.0214787521856192,2.96424856927604,2.39470957807231,0.0106851366876531,0.00534468273627664,-2.6830167009597,-0.535156088175503,-164.81292996241,88.2287238305792
4dld,18.7162704300197,12.3319790057022,3.50507674650351,2.32473422678484,0.978113350556162,0.978113349243165,5.82302152876741E-15,5.82302152876741E-15,20.8720824201556,3.99368983539967,0.167637766052266,0.16763617727418,2.50345953777166,0.99995784044711,3.57262941318376,2.62428362110476,1.05631464865844,0.998826676263124,-0.398198460496219,-0.377619901031983,-141.551438580329,79.4314286829714
1p1q,17.8025467892486,8.27436774019748,2.56113079820285,1.68595848597637,0.900719209008317,0.900717920213823,0,0,11.4159611548402,2.09284386331128,0,0,2.94444377205994,1.12570981310136,4.08391022699166,2.33451764521508,0,0,-0.192705541275495,-0.281908213756879,-121.567941975476,82.1415316236843
1nvq,17.892652172022,14.9939223227438,0.0291369971325328,0.0291369918916737,0.0301799150457728,0.0301796964725086,0.962046075360272,0.962046075360272,20.5307914681507,3.5680893364025,0.00461382154678169,0.00461382122114946,3.90702745776429,2.95265474600244,0.765911139845698,0.765911125060509,0,0,-0.568324310846362,-0.258285391161488,-222.070999939013,107.223705048323
2hb1,4.77884657174511,4.53915720621733,2.03479753290679,1.72462292997609,0,0,2.40792556404384E-05,2.40792556404384E-05,25.8038710905438,2.85451600497107,0.999995946175928,0.999990986582483,0,0,3.71002214180421,2.296695940038,0.558683861450964,0.558640494966502,-1.97326990633714,-0.51044533291794,-104.069238215977,59.2342747516062
3ge7,14.794218022988,8.61739197971477,0.999084268822381,0.990859254578278,0.322639975049063,0.322639568369489,0,0,11.3255525474158,2.1378308936386,1.98438002133256,1.98438002131823,11.2372801870602,5.55721617180937,0.780911914819914,0.675699102407753,0,0,-0.392555213010108,-0.546940804424598,-213.608036311874,115.611564275567
2v7a,8.3977937920138,7.96147037924996,0.0270123490703228,0.0270123489193206,0.0655026467618752,0.0355019739481084,5.23980411710991E-06,5.23980411710991E-06,12.9171023867586,2.99276517639354,6.70940205025622E-05,6.70896135554757E-05,1.99839873650623,1.99839861093221,1.27392978334438,1.27335167340682,0,0,0.0558608468287217,-0.141435319881638,-191.101717758848,82.9914743254565
4f2w,10.2235963111423,6.90905245425095,1.04614508293023,1.04614458286087,0.019649197550725,0.0196475500645387,0,0,13.0532271349712,1.14699328277249,0.237896449765948,0.237874233511512,5.60702557302412,3.63983179438197,0.999460004537831,0.999459995838202,0,0,-0.879398168914678,-0.22017809583983,-197.59307840456,96.0570215838892
4jia,6.07255850263543,5.53562767608198,0.0346455015588312,0.0346450174653379,0,0,1.41954975690527E-10,1.41952297566798E-10,25.589981709175,3.88848019069906,4.09349196093321E-05,4.09349118504237E-05,1.45969147296963,1.45941805298739,0.989724521176649,0.989724521176501,0,0,0.272236178843137,0.0493715908732075,-167.868284703744,75.386202399946
4ddk,10.6940962943211,7.36270342187006,0.488972846142631,0.488972830339196,0,0,3.25503556235418E-09,3.25503556235418E-09,10.1945201709033,2.09458691883096,0,0,0,0,1.10416795793962,1.1041677170786,0,0,-0.302157016207273,-0.157255921219658,-95.0474363700194,46.756641774746
1o3f,10.7028427165838,9.30942175377471,0.123965630674018,0.123863621755116,0.300250551319407,0.163801516348148,1.28209266489713E-10,1.28209266489713E-10,9.90558639569804,3.00258829914141,1.0341683096451E-08,9.71894063771069E-09,7.8773905847053,3.99540726645294,0.960316353684674,0.812911948036383,0,0,0.0625978272793731,-0.272883414201368,-141.70845976629,74.2971718679829
3k5v,3.36377625606491,3.36316447554895,1.87944552760955E-08,1.87939357846244E-08,0,0,0,0,23.9616170135808,3.57037465629739,0.787440914404569,0.787440913323921,0.234344810562459,0.126822368716758,1.02964009135487E-09,6.90292439181381E-10,0,0,-0.0391005257432348,-0.0156771724226974,-153.194546094966,70.0038095879858
4mme,10.7485561837187,8.71110043761297,1.70144689888761E-06,1.70143493840498E-06,0,0,0,0,17.0437918520501,2.10620942422987,1.00361899686088,1.00034305933781,2.00794408703757,1.93827610779862,0.000130979283539086,0.000130604810241224,2.29812026270239,0.999140877847292,-0.1207600371199,-0.101717566988004,-169.303613197711,94.4693080661631
3ueu,1.00063181697456,1.00063181570322,2.5627715534684E-15,2.52065955756758E-15,0,0,0,0,56.6330892541474,5.47604842747193,0,0,0,0,9.85743877597377E-17,8.40646794701468E-17,0,0,0.24808494846655,0.00239286756257552,-138.707853044931,63.8514091267615
1z9g,13.2604750188314,6.57237745683101,0.328286520430521,0.328216671313729,0,0,0,0,10.9577115382937,3.24800171250905,2.04623567696765E-06,2.04623483792648E-06,3.03156272307604,1.99897828415113,2.8067362038792,2.47756286104703,0,0,-0.302598109893433,-0.311862875130843,-124.392173360265,67.2470026356757
1oyt,7.50488296084573,6.78987310178901,0.000545909505954429,0.000545698634463901,0.114128896957768,0.0610048177097025,4.85888804787006E-15,4.85888804787006E-15,16.5336423751983,3.68762801488201,0.0472073301514834,0.0431572495523011,4.33735046756394,1.74578390046655,0.831419783239628,0.831419782661906,0,0,-0.314405954507641,-0.296049206067079,-180.729220253237,82.7223619266699
4kzu,7.26316774963185,5.21842731070544,0.282175079835185,0.282175076670368,0,0,3.04509295118181E-05,3.04509295118181E-05,18.1503903656777,2.45111516341044,1.16290105630975,1.13159233708172,0,0,0.975139105089356,0.975139046395572,0.0547399656885534,0.054729382721233,-0.181392402465229,-0.0403256746926715,-163.624995574129,83.3431013653415
4crc,19.3679712616249,14.8645657341958,0.557606450108642,0.536858018218556,0,0,9.88842667449545E-05,9.88842667369387E-05,12.0960626227596,3.30382668687664,1.00078617688147,1.00078596282455,0.0969573630466449,0.0965981541186792,2.76533725218433,2.53329051648661,3.51977905214911,0.999975131266029,-0.368043094121947,-0.125777220781516,-226.248728460516,113.963877938676
4gid,31.3773738958745,24.8726202193902,1.61480642072742,1.61473562196679,8.17700032167598E-07,6.5805493546469E-07,4.79563069210782E-14,4.79563069210782E-14,25.6072298013377,5.056583756365,1.00088890624457,0.999980153018803,6.68612420830303,3.90424437322167,1.72562401188222,1.70337396784832,0,0,-0.849471917243362,-0.370032100605152,-376.323692026451,192.69682203572
4ciw,9.45068416510997,5.80774943277262,2.50234853388042,2.41942464749148,0,0,0,0,12.4929867421658,2.11448443677186,0,0,6.18555828108625,3.21354817538374,5.0070334197616,3.5504801992547,0,0,-1.05651683108764,-0.0730993714723683,-129.878460480661,68.00586297614
4eo8,1.9957704501432,1.53395782913632,0.561254830278533,0.515547194354255,0.0412611423626554,0.022040250967913,6.97152319350695E-15,6.97152319350695E-15,35.4852930481487,5.79516689686581,3.04904621037855E-05,3.04904619268804E-05,3.48161065622316E-14,2.21839238787109E-14,0.801125617169874,0.794752665905373,0,0,0.0691834249729726,-0.0898508125775247,-168.791970024177,77.190089878734
1k1i,14.5303114140842,11.4074396448232,0.0184981884064185,0.0184981293708515,0.181355427064669,0.0708632086474621,1.57037454524148E-13,1.57037454524148E-13,10.2039515635512,3.86402855773428,1.2561578897758E-07,9.50120916517524E-08,6.31413331138039,2.99469824197555,1.16397099565103,1.16238604384671,0,0,-0.0621641321485254,-0.352563461856201,-147.839793798274,67.3361065237572
2iwx,3.63890611668522,3.63441057754443,0.0807895290223788,0.0807895281727828,0,0,0,0,11.7488149896163,2.26780277508685,1.29294265292107E-06,1.29294265292107E-06,0.884635537607455,0.804059825336469,0.934578101370812,0.93457795958297,0.999808937334547,0.999808792462495,-0.0446592420189763,-0.00731971647577747,-140.060837932068,63.7540970138351
1nc1,11.7639248920386,9.17303450360924,0.84758782418469,0.847587752892943,0,0,0,0,17.1538156399672,1.74736174191792,0.0118021551078254,0.0114226318977828,4.15466606126066,2.2506938891939,1.33665502276625,1.29124415311763,0,0,-0.357043385134229,-0.149921924065701,-202.523021377992,116.945113327657
2zda,9.02299136826136,7.22906250307086,0.000172051597853087,0.000171536191274186,0.141461623391945,0.0747550150403232,4.77377086547103E-14,4.77377086547103E-14,18.7290474085973,3.84287555159194,0.789004076794185,0.616960812456204,7.64398365292174,3.79419060739079,0.976135743240446,0.976135741044671,0,0,-0.214721487654922,-0.361209654069314,-193.528059660964,91.5377862946617
3n86,13.1788397226077,8.94914981218793,2.64149198320083,2.58983163155833,0,0,0,0,17.5409472707262,2.95605951319288,5.17648782791769E-05,5.17648782791769E-05,5.96208422634583,3.00001670792985,4.79530762857451,3.75908538457135,0,0,-0.474226010151595,-0.247447935568388,-207.611285193858,105.728579928619
3b65,10.8074673781511,7.62832233820583,0.00182198006440032,0.00182087287458929,0,0,0,0,39.0803217051183,3.80415884045311,1.69027355251195,1.12039349317796,1.52940574500636,1.47338970970028,0.0876093357814339,0.0873096302141962,0.54287152431614,0.351372386257051,-0.136317489847715,-0.0344931233285437,-225.771161003886,116.034802608265
3coz,10.3858976582807,9.4753823860397,1.1869620786015,1.16880554395604,0.000275351343254774,0.000275129213125515,2.98294080151281E-07,2.98294080151281E-07,7.53111776802115,1.23004673916817,0,0,6.61287762834374,3.86575064900437,4.21363993826954,4.10920159582136,0,0,1.09644007246044,0.0220556775589085,-214.584244859086,107.104297155952
4f9w,6.19702032614498,5.85743382037651,0.747728771513711,0.747728671690696,0,0,2.99916722326208,2.99916722326181,27.2640821504332,3.95152825459334,0,0,0,0,0.842401185421065,0.840031551468638,0,0,-0.129826074826326,-0.0657420002058033,-185.054112706815,90.4168465145449
5dwr,5.28794854156388,4.29346095092821,1.13139421822776,1.13139421792432,0.247010936435916,0.179366020302336,0.999999999983203,0.999999999983167,28.7405235202024,4.23845034322154,0.999912032155555,0.999912032103123,1.9623278664054,0.987129619021677,0.998767685270098,0.998767644790936,0,0,-0.967243179167278,-0.300575827158574,-209.138815693684,105.665394039203
4eky,14.5182241330984,10.2610597242726,1.99098147009957,1.97174225893902,0,0,0,0,10.9351193780077,2.96217146264877,0,0,6.74716223844514,4.55410592434526,3.8545011198675,3.64100674231173,0,0,0.109339826214885,0.102545157822933,-192.425999846487,104.589455248382
3utu,13.0369132981263,8.90673061179589,0.88052334944139,0.880517116633639,0.13976610397417,0.0719930603858941,2.98825311555879E-10,2.98825311555879E-10,22.4491578064603,4.99013852904494,0.381365052610539,0.207124008157101,8.07001915657905,3.50572420511641,0.98018744504187,0.980187395419951,0.986287126201832,0.944027940615701,-0.398795849976488,-0.318628759286365,-263.86876580567,130.303769884424
4qac,9.62054862473198,7.88548118576346,0.0233437977981964,0.0233437971034917,0,0,0,0,30.1134086703178,2.8619004386054,5.85625886034863,1.99999999972683,1.67673624423771,0.999482454251172,1.0452868389299E-06,1.04488330664396E-06,0,0,0.00701855511604326,0.00915115813588291,-193.525469855146,94.8181341623233
2xii,15.8160821517027,10.0869352283255,1.22481895644468,0.894829937816462,1.59194815810768,0.813265525942888,0,0,7.27402923478547,1.45581368746346,3.74363457428546E-07,3.64544770459513E-07,11.9651481426422,4.95954668849051,3.38591259208108,2.04913566748298,0,0,0.367111616179786,0.059805571470117,-179.91469051582,97.9148021800427
4x6p,23.6751607108698,17.1403131767437,0.239362162815275,0.183980071836378,1.82905366283808E-07,1.82905366283808E-07,7.03750774042513E-06,7.03750773726197E-06,13.0114943622212,3.58471293774152,0.184098913962297,0.184098665687373,1.80076413373818,1.8002676203567,1.55230417491269,1.42300347020354,3.55281660821207,0.999956458377044,0.414890514068848,0.0104230626185103,-240.860438072274,124.044681729041
1z95,14.8318334033671,11.0832782112195,5.26151473873363E-05,5.17439561790658E-05,0,0,0,0,35.4558167724899,3.816400239278,0.000596998918173488,0.000596998917769928,1.69294279841435,1.65459767948485,0.058027358352316,0.0445823282051304,0,0,-0.15250016230485,-0.0399390610649326,-220.61307970389,106.467463857642
4agn,10.8151681207492,7.94500599958875,4.48434311962267E-05,4.48430349465112E-05,0.0349620983754459,0.02300876455654,0,0,11.5793178583115,2.19125288491946,4.43087612007778E-15,3.90975245169606E-15,1.10210553661789,1.0269400896954,6.78157694428007E-10,6.77215692081758E-10,2.50402227303151,0.99999999999038,-0.826537032652746,-0.0988982541589436,-151.367035100548,78.258128693054
3pyy,6.96268534643533,5.68784621322547,1.05831963977006E-05,1.0583195030284E-05,0,0,0,0,19.7192219482774,2.81170753863578,7.70516433744831E-06,7.70515132309611E-06,2.03396030487604,1.0164749231768,5.74421359234335E-11,5.70030621015986E-11,0,0,0.141626872068019,-0.0343011743869055,-163.866940253691,84.9760780623099
3mss,1.18139508014395,1.18138715218274,1.72415066447564E-09,1.72406188541422E-09,0,0,0,0,19.5760482384008,2.65663746306974,8.87801693905709E-08,8.87769821431363E-08,1.0117988817103E-13,9.44261792725353E-14,2.92366160505334E-12,2.92333072197923E-12,0,0,0.136307542176381,0.00954860552463497,-122.036020286712,56.6150274446679
3arp,3.64002074664791,3.62752967838146,0.019791527362847,0.0197914932658245,0,0,3.04933667111631E-10,3.0493143093811E-10,23.4761549977039,3.24411696736263,1.18081568170227,1.10395792847555,0.039749863779381,0.0397498636724534,2.28369941697526E-10,2.28362821256662E-10,0,0,0.325082867699651,0.024809704747673,-201.522834005483,96.5406783865632
3b5r,11.0274983125343,8.36576153530416,0.557393810477687,0.557390788368792,0,0,0,0,39.1108035949156,4.0483492849427,1.18680700955843,1.04682043862082,1.66982326714012,1.64206812033442,0.236488803746879,0.156284452248904,0.964917984897834,0.96074751793291,-0.21530762869455,-0.0470855391477349,-222.434226929248,113.017675803047
3ui7,4.44510156302902,4.40004704938778,0.876187103317209,0.876182617479482,0.203654172309685,0.203522566498362,0,0,15.5228597664074,1.93416682155891,4.01321326482514,2.97986930443444,0.304645883238068,0.304623041045616,0.89317935880052,0.893179354608531,0,0,0.250684518913624,0.0359944146042379,-153.558001349437,72.6732167390597
1o0h,13.1163090289521,11.0426031069153,3.30908042109388,2.82874627108608,0.00140291961140368,0.0014014317972077,2.01698653863433E-13,2.01698653863433E-13,1.81796898057637,0.581094605113427,0,0,2.89078532738296,1.76740801394023,4.96250240702909,3.62360093073136,0,0,0.947006958288118,-0.0678828568718396,-117.771278148759,62.5595015649126
