PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA
6gfy,0,0,2,12,3,6,0,0,34,7,4.126435875989,1.2302721278303,139.87
6dgx,0,0,2,17,4,6,0,0,38,12,5.795077802147,2.4304850720863,148.8
8hvp,1,1,0,14,15,12,0,0,61,29,7.417380110781,-0.218963406429199,369.01
6fyi,1,0,2,7,0,2,0,0,17,4,2.233621709682,1.4181329825028,58.42
5kya,0,0,3,14,1,10,0,0,33,6,4.720954521856,1.7738612075919,109.59
6nkp,1,2,2,21,15,19,0,0,93,32,8.242802327189,-1.0564593095336,474.6
4hz5,0,0,1,6,0,6,0,0,22,5,1.965522318704,0.3056502455331,101.57
4y5i,1,1,0,17,12,15,0,0,66,24,6.436125107861,-1.9144367878668,392.76
5klp,0,6,0,6,0,18,0,0,36,12,1.494608896908,-5.992405119264,493.38
6g1u,0,0,1,8,2,1,1,0,17,0,2.938635585653,2.2670783585926,29.26
4ah9,1,0,2,8,2,2,0,0,18,2,2.657881478154,1.8119300633339,73.87
4lke,0,0,1,7,8,10,0,0,39,10,2.277870191616,-4.2141740572343,213.03
6a94,1,0,2,16,1,1,1,0,22,4,5.307753806129,5.1675248259838,38.97
5uqx,0,0,3,14,4,4,0,0,26,4,4.8167991491058,2.9662473653509,101.13
5o5f,1,0,3,12,3,5,0,0,31,5,3.862264230497,1.4847963738296,97.58
6e3g,0,0,3,17,1,6,0,0,34,7,5.185358619389,2.891649682899,89.99
1gz3,1,3,2,5,5,13,0,0,31,8,1.567130185368,-4.5888978587347,321.13
2f0z,1,1,0,3,9,9,0,0,23,7,0.705241218226,-3.4536145982542,202.79
3bl7,1,0,3,16,5,4,0,0,28,5,5.108396312647,3.2661479727012,91.49
1b11,0,0,2,17,4,4,0,0,33,12,5.726303190979,2.848359943025,116.76
3cvk,1,0,1,12,4,6,0,0,34,6,4.87983198589,0.601878207949601,166.44
1t29,3,2,1,21,29,24,0,0,100,47,7.585877440185,-7.0149562229518,719.69
1qpf,0,0,2,28,2,12,0,0,67,9,14.4020041003138,9.6805487545135,172.29
4xt9,0,0,4,22,1,4,2,0,34,7,7.872250663373,6.1607108172039,112.75
5hbj,0,0,3,12,3,4,1,0,29,2,4.265601043156,2.0597933132259,89.07
3upf,0,5,6,30,5,20,0,0,66,10,9.26471744614699,0.4270725562772,482.14
2vpg,3,1,0,13,17,13,0,0,58,29,5.123452166403,-2.356345246979,371.22
2er6,3,3,2,20,15,14,0,0,65,30,6.511295314755,-0.890703590452399,382.98
2i3z,2,0,2,10,4,4,0,0,27,4,3.319844914777,1.0754133857819,111.12
1t4j,0,0,5,20,3,8,2,0,41,9,7.560201757997,4.8434121077715,200.67
5xs2,0,0,2,6,3,3,1,0,15,2,2.203982535516,0.7547622356171,71.77
3ttn,3,0,0,3,8,0,0,0,10,7,1.019525822637,0.013558003026,71.89
5o1s,0,0,0,2,0,2,0,0,10,5,0.498202965636,-0.2814454788218,52.6
6bu1,0,1,1,6,2,5,1,0,16,4,2.375635210281,0.9373299252495,97.66
5ku6,1,0,1,2,3,4,0,0,14,2,0.621800833299,-1.5323779595888,142.65
5t54,0,0,0,2,10,15,0,0,36,7,0.714366984182,-7.2807491686718,257.32
4ocx,0,2,3,10,5,9,0,0,33,9,3.709118904697,-0.0536163581083998,216.2
3g0g,2,0,1,10,5,3,1,0,24,4,3.702220910441,2.16268331135604,88.21
5tgy,2,0,1,14,0,14,0,0,41,4,4.15265137482,2.1528167802332,14.19
1wss,1,1,2,16,10,9,0,0,41,16,5.695952469667,1.7190454175818,254.36
1it6,0,1,1,22,3,12,0,0,56,19,8.938102902283,4.4329281114205,220.43
3rx7,1,0,0,0,14,18,0,0,43,10,0,-10.2675864980414,314.75
6gdg,1,0,2,3,6,7,0,0,22,3,1.322304756254,-2.0361300432751,149.66
4qvv,0,0,2,9,4,6,0,0,28,9,3.666215509923,0.6007959006485,124.44
4unn,0,1,2,14,1,5,0,0,26,5,4.508118356178,2.0255213395092,102.25
4aa4,2,0,3,11,3,3,0,0,33,4,3.384374266752,1.64265963223654,84.2
1pi5,0,1,2,8,3,5,0,0,22,6,2.540306485364,0.2118699479892,137.93
3uvq,0,0,4,24,4,6,0,0,39,8,7.2171270653606,4.5457711606148,107.89
4yt6,1,0,3,21,5,6,0,0,36,10,6.954565190563,4.2322136668183,106.69
4a4h,2,1,0,4,6,4,0,0,14,7,1.38359359696,0.6746016156082,108.63
5t6g,0,0,0,15,4,5,0,0,33,16,7.326710499376,3.976495709458,132.98
3mt7,0,0,1,9,5,9,1,0,24,6,3.638488799635,-0.979877927742,158.99
4wy7,4,2,2,33,32,25,0,0,148,64,13.238187032732,-2.04503385101211,761.94
6a8g,1,0,2,24,19,18,0,0,81,14,8.162204837657,-1.1526304339982,500.23
4pgh,2,1,2,7,9,8,0,0,27,7,2.604605865823,-0.5349267032981,227.13
6f6s,1,0,2,16,1,1,0,0,23,4,5.175621101152,4.3574961223037,13.67
5tyl,0,0,2,10,2,2,0,0,13,1,3.17248630191,1.989970571368,40.46
6sze,0,0,2,7,4,3,0,0,15,2,2.318039537275,0.6426043092541,86.93
1dtq,0,0,2,11,2,7,0,0,24,9,3.413565043861,1.5390994348612,114.95
4tmf,2,2,1,8,8,10,0,0,33,11,2.497708672516,-3.73188399549566,285.65
3n5h,0,2,0,2,0,5,2,0,18,3,1.252859597892,-0.2251874869584,92.62
4pgc,1,1,2,22,12,12,2,0,70,23,9.768837046449,2.9954061445443,346.31
3fqs,0,0,3,16,3,9,0,0,34,7,5.417454308777,2.944399374639,128.75
6qfv,0,0,1,14,2,4,1,0,33,4,5.183041676835,1.86600801370724,92.09
3q7p,2,3,1,5,8,12,0,0,32,8,1.312521751988,-4.4403635299369,338.85
6czi,1,0,1,8,2,4,0,0,18,1,2.164038519906,1.3424767889594,54.51
2bv4,0,0,0,0,4,6,0,0,13,2,0,-3.1226508381877,99.38
4tpt,0,0,3,17,3,5,0,0,31,8,5.399599683796,2.2585142519506,115.32
5ez0,2,2,0,10,12,11,0,0,47,21,4.299619505719,-1.0970080233786,312.71
4ouj,0,0,0,0,8,11,0,0,23,4,0,-6.1902742645162,189.53
6bcr,3,2,1,20,22,18,0,0,80,36,7.636172236351,-1.7086226698735,548.84
2wik,0,0,0,3,2,3,0,0,9,5,1.344799979559,0.3752276843526,55.08
5qin,0,0,2,11,1,6,0,0,27,4,3.62277699685,1.6135705147351,88.83
6f86,0,0,3,9,3,6,1,0,27,5,3.441538410583,1.0891664724412,113.83
5kbr,2,0,3,15,3,4,1,0,29,4,5.316554384939,2.834567283268,78.36
5ngu,2,0,2,7,4,3,0,0,30,4,2.444475186845,-0.0574010367675998,88.56
2a25,2,1,0,17,12,10,0,0,61,23,7.447691131865,2.174588889251,310.63
3dpd,0,0,1,3,0,3,0,0,18,1,1.828159768683,1.0833004599491,70.67
6uyz,2,3,0,17,15,15,0,0,66,33,7.88129379581,1.9197557746672,415.37
4gs6,0,0,1,11,4,6,0,0,26,1,3.724196193753,1.0234705319779,116.45
1ym2,0,0,0,16,6,8,0,0,47,21,7.566769205633,3.3237644864144,208.1
6ft4,1,0,2,12,2,5,0,0,23,3,3.585778919194,3.001359647216,50.7
3gws,1,1,2,13,4,3,3,0,23,5,6.33792195871,5.7797794493301,97.23
2b8v,1,0,3,21,4,5,0,0,38,12,6.841569933093,3.1290728644728,128.77
2g1q,1,0,2,19,4,4,0,0,28,6,6.520699176633,5.1000694452168,72.34
5jaz,0,1,2,13,1,5,0,0,25,8,4.2766916491788,2.0792158792567,113.54
3fkv,0,0,2,7,2,2,0,0,12,1,2.221319772296,1.038804041754,68.7
4hww,2,1,0,9,9,3,0,0,21,9,4.892203976735,3.05905576845,83.29
4zsh,0,1,0,14,0,2,0,0,22,7,8.3291282413308,7.8296367522328,40.13
5dp9,0,0,1,14,4,5,0,0,37,15,4.905403247023,1.6074641514718,142.7
5i5x,1,0,2,4,3,4,0,0,19,2,1.248187040255,-0.43731410217436,154.43
4cc7,1,0,0,13,13,13,0,0,65,21,5.481782406817,-4.0613442336536,355.92
4phw,0,0,2,13,0,5,0,0,30,5,4.318633471445,2.6510270913935,73.14
4iu0,1,1,0,5,8,3,0,0,13,6,3.532836213219,2.3530941982154,78.85
6hsz,0,0,2,12,3,3,0,0,20,3,3.70336097982,1.6229070400145,78.43
3odi,0,0,0,25,5,12,0,0,86,16,13.273469962903,7.0387787008043,278.8
3hrb,0,0,2,16,3,6,0,0,25,3,5.031631476023,2.26141337934704,66.56
2oht,0,0,2,10,3,2,0,0,24,4,3.389848106869,2.1696833402977,63.3
3skc,0,0,2,16,2,9,0,0,32,6,5.053245582986,2.7129912559358,129.96
3b8z,0,0,2,16,2,8,0,0,30,6,4.985734763247,1.5263643888714,110.31
6pek,1,6,5,30,17,26,0,0,106,44,9.644909483145,1.0588455755595,631.47
5cav,1,0,3,12,3,10,0,0,34,7,4.384071327294,2.465020943156,102.47
3b9s,0,0,2,7,0,2,0,0,12,1,2.227113381886,1.6376488588043,25.78
6cqt,0,0,0,3,0,1,0,0,6,2,0.963468467,0.488572144734,49.77
6i0p,0,2,0,1,0,6,0,0,13,2,0.439628753048,-1.3240530797036,124.71
3src,1,0,1,7,1,3,1,0,15,0,2.81133027752,1.4547535422638,50.57
5f6u,0,0,2,12,2,3,0,0,21,6,3.924066804068,3.293833972048,66.76
6gcr,0,0,3,15,6,8,1,0,41,13,5.440207570178,2.1333865069483,166.24
4y2y,1,0,2,10,2,1,0,0,17,5,2.939493359453,2.0267587570208,44.85
4gk4,1,0,1,10,2,6,0,0,29,4,4.164172406239,2.3212949466865,98.13
5i5z,0,0,3,9,1,5,0,0,26,2,2.847705979252,0.5597642502533,100.64
6hou,0,0,1,5,1,3,0,0,11,2,1.5192547255,1.1028822601195,46.53
3nk8,0,0,0,4,1,4,0,0,14,1,1.21851142805,0.3352881197124,29.1
5kv8,0,1,1,4,4,11,0,0,29,9,1.693688274546,-2.6216628286598,179.09
3c4c,0,0,1,10,1,7,1,0,27,6,3.420901314229,1.7157404110181,96.34
2ds1,1,0,2,11,4,3,0,0,30,0,3.631728928401,1.4156255160284,87.14
6sdc,1,0,4,21,3,8,0,0,46,12,6.470448155037,4.068828499658,112.45
3zst,0,0,0,0,18,30,0,0,66,6,0,-14.8970035027128,474.9
1p01,0,0,0,10,4,5,0,0,27,8,4.097170793121,0.801477467250001,128.2
5k05,0,0,3,9,1,3,0,0,18,2,2.851740132753,2.8818426944169,69.81
1oyn,0,0,1,10,1,3,0,0,20,4,3.127723971834,1.9995511996947,47.56
2pem,1,2,2,19,9,10,0,0,55,22,7.214976746867,2.5978007057228,282.5
5lcj,0,0,3,21,4,5,1,0,42,12,7.3509513065478,4.7784216630914,130.16
4abi,3,1,2,26,22,21,0,0,91,24,9.753612882442,0.0696466207333005,563.03
4int,1,0,2,16,8,7,0,0,40,14,5.254255314631,1.3166563104285,197.92
4ufz,0,0,3,8,4,5,0,0,23,3,3.281564107224,0.4074544429282,155.63
4tw8,0,0,4,33,2,12,0,0,71,20,10.2884969344216,7.6570370446939,177.62
5fqp,1,1,2,14,2,3,0,0,27,5,4.993116463408,4.3227323288185,64.8
2i0d,0,0,3,23,2,7,0,0,45,14,7.505365264678,3.9298233439259,150.93
3udm,1,0,2,13,3,2,0,0,24,4,4.086210048265,1.8583228947591,72.01
3aza,0,0,3,14,0,2,1,0,19,3,4.68599100981,4.1488850946104,22.12
5g3w,0,0,2,13,0,2,0,0,20,4,4.930524902028,4.4233593618762,71.22
6cdg,2,1,0,10,10,8,0,0,48,19,4.399406317888,-0.944202613187399,242.24
5wew,0,0,1,3,3,10,2,0,30,3,2.387162232894,-2.32174671147222,163.9
3vw9,0,0,3,12,1,5,0,0,28,6,3.922241111246,2.3827616939503,67.59
2ay8,0,1,1,3,0,2,0,0,11,4,0.977815367015,0.6477828045488,68.37
1ow7,2,4,0,20,22,25,0,0,94,48,9.237041826046,-1.9956273622584,657.89
5ni0,0,1,1,13,0,4,0,0,20,9,4.1666791496188,2.4467647051454,115.37
6n9h,1,0,0,6,3,0,0,0,11,0,2.658984937593,2.819917759846,27.64
4jgv,0,0,1,10,3,4,0,0,19,8,4.732563778866,4.1029117139691,77.76
4awj,0,0,0,2,2,3,0,0,13,1,0.551729905721,-1.4038131767013,69.64
3da6,1,0,4,17,3,4,0,0,36,6,5.525110056078,3.4409057437186,98.29
5q16,1,0,3,23,2,4,1,0,36,7,8.353214876577,7.0190400844552,57.4
3l9h,1,0,2,18,4,5,0,0,34,7,5.573912424979,3.5623757092073,66.83
4anq,1,0,3,17,4,5,2,0,30,5,6.117454519584,4.2700805497447,82.57
3lpt,0,1,2,12,1,3,1,0,22,3,4.117902813924,3.0629136896931,69.23
1wbg,0,0,2,9,1,4,1,0,14,2,3.294017164446,3.3375468270658,66.87
5l2t,1,0,3,11,3,5,0,0,32,5,3.859259611569,1.455387570005,95.79
2ank,1,1,1,13,7,7,0,0,34,11,5.382808092269,1.5237804637517,177.7
5ci7,1,0,2,12,6,3,1,0,27,7,4.662374326686,2.7524176682484,109.82
1o3h,0,0,3,13,5,4,1,0,21,2,4.690707055534,4.1486307669095,85.89
5svy,5,1,0,18,34,21,0,0,88,47,6.557679071379,-6.8083913518575,654.31
5d12,0,0,3,15,2,5,0,0,27,5,5.324643789145,3.1938212361711,91.63
2ph8,1,0,2,19,3,4,0,0,32,2,6.9316902301658,4.5293808550886,112.59
2vgc,0,0,1,8,2,2,1,0,15,4,2.740650823016,1.41544455463,49.33
5j1v,0,0,3,6,4,3,0,0,16,0,1.987465605027,0.0295960703678001,90.71
5c7f,2,2,0,16,16,15,0,0,67,31,7.629466559555,0.248914229257801,415.78
5umz,6,2,0,19,33,19,0,0,74,44,6.080955872439,-2.485494447069,593.8
3iop,1,0,5,18,5,6,0,0,36,8,5.594063251913,3.7935032073903,120.02
1v2v,0,0,1,6,3,2,0,0,9,1,1.908126668818,1.4213652516236,49.87
2lgf,7,1,1,39,39,21,0,0,130,67,15.716273642494,3.7228707994726,725.37
2gfs,0,0,3,14,4,7,0,0,27,7,4.3377862755,1.8595792547678,110.6
4qqi,2,2,1,30,22,26,0,0,125,53,12.60285218213,-1.1189939246362,692.52
1ogu,0,0,2,15,5,5,0,0,27,7,6.189707545305,3.5461587889346,145.58
4r4q,0,2,5,23,0,8,2,0,42,9,7.809720166554,6.2857876486633,131.53
5t23,1,0,4,7,3,9,0,0,30,4,2.598251608526,1.2726564738778,126.89
4umj,1,2,0,6,2,7,0,0,19,9,2.645710372969,-0.9652188969699,170.67
3cjo,1,0,2,18,2,5,0,0,33,4,5.405135772439,3.3212754033008,48.22
4pji,1,0,1,5,3,4,0,0,16,0,1.238094716036,-0.6935705822048,97.95
4u0x,0,1,2,3,5,6,0,0,22,7,2.939395851876,1.1114330723273,122.19
3l38,0,0,5,19,2,4,1,0,33,6,6.371850730539,4.1625319567469,78.85
6byk,1,1,0,6,9,8,0,0,35,14,2.526962880657,-2.919012218409,236.46
6dhu,0,3,1,6,0,6,0,0,15,3,1.896539449638,0.8717007199428,120.39
2iw6,1,0,3,18,3,5,1,0,33,11,6.541057562391,4.0169747844647,98.74
4qq5,0,0,4,18,3,7,0,0,47,10,5.955747772594,3.76369235754466,118.56
2zhd,1,0,1,14,6,4,0,0,29,7,5.034357447806,2.1848808731672,115.89
6hk6,0,0,3,14,1,2,0,0,20,3,4.539359309571,3.4920233880084,41.99
2vtd,0,2,3,19,1,9,0,0,34,11,5.854196476758,3.2339761344573,167.83
2l84,0,1,2,13,3,4,0,0,23,3,4.108250036996,2.405886603264,136.55
2ze1,1,0,4,21,6,4,1,0,34,7,6.983373286558,4.4936718452769,114.74
2jo9,1,5,1,16,8,19,0,0,76,26,5.327401305419,-1.5010225535775,446.16
2e9o,1,1,3,19,3,4,0,0,30,5,6.521638931761,5.1292672345224,85.42
3tge,1,0,2,8,2,7,0,0,34,11,2.771488554176,0.4583879185346,102.61
1zm7,0,3,0,6,2,11,0,0,29,8,1.45254566668,-3.93270488628976,279.44
3pax,0,0,1,6,2,2,0,0,11,2,1.838241438568,0.666972715123,52.32
3new,0,0,2,14,2,9,0,0,24,3,4.382778005505,2.9342996604205,57.78
2xnn,1,0,4,16,3,6,0,0,30,6,5.127516613897,3.4339247684253,99.63
3tia,1,1,0,3,8,9,0,0,24,8,0.705241218226,-2.8688250890445,191.79
2ly0,1,0,2,9,2,2,0,0,22,4,3.615945076797,2.9771867254169,70.88
2f4b,0,1,5,25,0,6,0,0,39,12,8.4386273321,6.6943259870667,80.59
3kl8,7,1,0,36,44,26,0,0,136,70,14.128266494224,-0.6952250621288,852.95
1x11,2,1,4,31,25,20,0,0,107,45,10.315534607677,-2.15899974368421,613.75
4c1e,0,1,0,5,1,4,0,0,14,3,1.850168319657,0.7394174395466,99.24
3atl,0,0,1,6,3,2,0,0,9,1,1.908126668818,1.4213652516236,49.87
1qwf,3,1,0,26,21,18,0,0,93,37,11.166829496893,2.1975490498922,500.22
2xhr,1,0,2,11,3,4,3,0,25,5,4.434843197751,2.9575457287307,74.7
2mji,0,1,2,9,0,4,0,0,19,3,2.885942035833,1.570379032355,62.13
4gw1,4,2,1,27,31,24,0,0,101,28,10.157775978032,-1.7332720041042,717.07
3qd3,0,0,1,14,5,6,0,0,32,5,5.614520833757,2.4716902660199,144.11
1ya4,1,0,3,23,1,1,0,0,28,8,7.4214269593678,7.0915633666983,13.67
5o0a,0,1,2,7,0,4,0,0,15,2,2.12001463366,1.73725154464,57.95
2yq6,2,2,3,44,33,28,0,0,147,54,17.1495167732356,0.119488228056202,835.97
3ueo,1,8,0,7,10,25,0,0,71,34,2.685323905414,-6.4490360014792,636.58
2cbs,0,1,1,18,0,2,0,0,25,4,7.911100532151,7.1086833501216,40.13
5eom,0,3,0,4,4,12,0,0,29,8,0.900815760959,-4.73834837098976,306.45
4jfx,1,2,2,17,14,15,0,0,67,26,6.442255510358,-1.5920855765656,437.25
4b95,0,0,2,15,2,3,2,0,26,4,5.397367657227,3.275735499952,69.64
2fgh,1,3,2,5,5,13,0,0,31,8,1.567130185368,-4.5888978587347,321.13
2qlq,1,0,3,13,3,3,1,0,27,7,4.771911600456,3.2724829956703,71.35
2y5l,0,0,2,10,2,4,2,0,20,3,3.884475903257,1.9650085474642,124.78
3hqh,1,2,0,6,15,17,0,0,57,26,2.789386771287,-6.6943801915162,438.69
6iyv,1,2,1,10,4,9,0,0,33,9,3.636343975289,0.2198193931053,200.93
6qab,2,0,1,18,2,1,0,0,30,10,7.746752880906,5.9835999835081,43.07
6etj,0,1,3,16,3,7,0,0,28,5,4.943131557317,3.2790122187375,135.14
5n8b,1,2,3,24,17,20,0,0,96,37,8.86897928274,-1.4078749211468,527.48
4x7j,0,0,4,20,4,7,0,0,35,6,6.387268559473,3.9281134507892,102.16
1wc6,1,3,2,5,5,13,0,0,31,8,1.567130185368,-4.5888978587347,298.07
1l2z,3,1,0,16,20,21,0,0,88,33,5.390083954238,-5.083151896665,520.56
4qta,1,0,3,13,2,7,0,0,44,7,4.582630768645,1.6767365842624,120.48
4yik,0,2,1,8,1,11,0,0,33,5,2.401479922202,-1.48307396860456,223.1
3iut,1,0,3,15,2,5,0,0,30,10,5.875938498681,3.3869455987348,77.28
1s9t,1,1,0,3,4,4,0,0,13,3,0.806809312909,-0.7913346039254,126.41
2jql,1,3,0,13,21,23,0,0,86,39,5.256294138383,-9.2492699687392,698.16
1af2,0,0,0,1,4,6,0,0,17,2,0.153511312505,-3.12022710903576,119.33
6cw4,0,3,0,3,3,12,0,0,24,6,0.747304448454,-5.18441446704,307.38
5dgm,0,2,3,10,1,7,0,0,25,5,3.17248630191,0.1473561430766,147.16
4j4v,0,3,3,15,3,10,0,0,33,5,4.637146680664,0.459568742276201,251.86
6pka,0,0,2,22,5,11,0,0,58,6,7.236275487246,2.51326511771374,198.95
5tqg,0,0,4,24,4,9,0,0,48,7,7.884132392465,3.7264196018066,152.1
4bw2,0,1,4,16,1,6,0,0,31,5,6.1277518408,4.5872735141146,103.97
5tol,0,0,2,13,3,7,1,0,27,3,4.456559817832,3.0017523144702,112.4
1npw,0,0,3,24,5,6,0,0,46,13,7.203495869268,2.78710719386364,149.21
2ada,2,0,1,1,6,6,0,0,19,2,0.409912868457,-2.96889246163806,132.06
3ao1,0,0,1,5,1,3,0,0,10,0,1.45516310484,1.1983612130047,38.69
1uyk,1,0,3,12,3,6,0,0,25,5,4.16428818635,2.6530268722263,89.33
6ciy,2,0,3,17,3,5,0,0,45,6,5.627430122559,3.4348153995179,99.78
4ngt,0,3,1,13,5,10,1,0,39,17,4.189821942989,0.285454493823001,240.98
6cus,0,6,0,6,0,18,0,0,36,12,1.494608896908,-5.992405119264,493.38
1gvu,2,1,2,16,10,9,0,0,55,22,6.902301840693,2.0241038068529,252.4
4el9,0,0,2,11,7,10,0,0,31,3,3.54098847034,0.238386595395799,169.3
4hhz,2,0,2,16,5,4,0,0,35,5,5.168334319211,2.1071097040162,90.69
1yci,0,2,1,6,1,5,0,0,17,5,1.908126668818,0.5665118972036,109.36
1rev,1,0,1,11,2,1,1,0,21,2,4.074367913551,3.1921584968882,51.8
4qy8,2,2,1,26,32,30,0,0,115,58,9.253539075069,-6.4673309397857,832.64
3wci,1,2,1,14,1,8,0,0,31,18,7.400157420043,3.4861678297166,175.04
2hdu,0,1,1,3,1,3,0,0,12,2,0.844067781388,-0.1045800317252,97.47
5j5x,5,1,0,18,26,19,0,0,76,39,6.154402793106,-2.1587353178414,502.43
1b6p,1,0,2,18,8,7,0,0,48,13,6.826104803549,2.6152040915378,182.7
5j7f,1,1,3,21,2,7,2,0,47,16,7.292922624977,4.7770754398434,126.96
6sde,1,0,4,8,1,8,0,0,26,3,2.996577257803,1.4118933202572,93.38
6r4v,1,2,0,6,2,7,0,0,19,9,2.645710372969,-0.9652188969699,170.67
3io7,0,0,2,10,2,6,0,0,29,5,3.865547055423,1.3175629940795,106.06
6huu,1,0,2,18,6,6,0,0,44,16,7.496313570035,4.4723387406665,198.59
5zo9,1,1,3,20,3,4,0,0,28,8,6.257112004015,5.511667904323,102.3
4idt,0,0,1,5,2,3,1,0,20,0,2.294865529983,0.9898318336835,64.16
6co4,1,7,2,27,15,29,0,0,121,48,9.466656266327,-2.3413742714777,715.01
2krd,4,2,0,32,35,28,0,0,124,65,13.495651717344,-1.0538413420984,842.34
5m4q,1,1,0,2,2,2,0,0,8,1,0.679683881758,-0.4338347564544,56.74
4amz,0,0,1,11,3,4,0,0,26,6,3.5851582792408,0.2855208202014,89.87
1xge,0,1,0,1,2,4,0,0,11,1,0.153511312505,-1.4842976633394,98.33
3p78,0,0,3,15,2,4,0,0,33,4,5.152421385503,2.1466699934663,132.2
6bke,1,0,4,15,5,6,0,0,39,7,5.539326726061,2.9218524301303,153.32
5alp,0,0,2,14,1,4,0,0,24,3,4.742786566058,2.8699680262664,103.46
3w2t,2,0,0,9,5,2,0,0,22,4,3.365008710853,1.1658646308114,82.74
3eht,3,1,0,21,26,20,0,0,91,47,9.000957826918,-2.2105689619616,606.48
4bch,0,0,3,11,2,7,0,0,33,7,3.46805622157,0.9246708665708,169.75
6rne,2,0,2,15,6,3,0,0,27,7,4.765312993726,2.7887497951784,97.14
4ewh,2,0,2,17,3,6,0,0,34,9,5.322177291575,3.6232864510581,114.99
6qeg,0,0,2,8,2,3,0,0,23,5,2.572748932355,0.200785171540301,97.88
4zyt,2,2,1,13,6,7,0,0,33,11,4.1904150183188,1.3946672243258,190.05
3hmm,0,0,4,12,1,4,0,0,24,3,3.805874354389,2.6188575118727,63.59
6few,0,0,1,10,1,5,0,0,33,4,3.658113076432,0.78072728202,97.68
6giu,0,2,1,6,1,8,0,0,18,4,2.02752735443,-0.8651302037476,175.46
6i3s,1,0,2,16,3,3,2,0,31,3,5.599728184695,3.3653293159727,62.64
6q96,0,0,3,15,1,8,1,0,39,7,5.794154728095,3.05416704911544,129.27
2pre,1,1,0,6,8,7,0,0,25,13,2.591284035368,-0.3628787092384,182.2
5etp,1,0,2,11,5,5,1,0,22,4,3.771715996633,2.8859771537882,137.77
5ff6,4,2,1,25,33,25,0,0,102,29,8.739529077806,-4.3805954253592,760.16
3kfc,0,0,4,22,0,6,0,0,31,5,6.733465009037,4.8747197141317,64.64
